method,dataset,model,round,train_loss,train_accuracy,test_loss,test_accuracy,num_selected_clients,num_fit_clients,fit_failures,dropped_clients,mu,dirichlet_alpha,local_epochs,batch_size,learning_rate,fit_param_down_mb,fit_param_up_mb,fit_param_total_comm_mb,round_total_comm_mb,cumulative_total_comm_mb,round_wall_time_sec,cumulative_round_wall_time_sec
ExternalFedProx-Direct,CIFAR10,ResNet10,1,0.8198139853072167,0.8164,2.5324370861053467,0.11760000139474869,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,749.0542602539062,106.87766361236572,106.87766361236572
ExternalFedProx-Direct,CIFAR10,ResNet10,2,0.819784789918661,0.81906,2.54522705078125,0.10000000149011612,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,1498.1085205078125,101.07492446899414,207.95258808135986
ExternalFedProx-Direct,CIFAR10,ResNet10,3,0.8560866499900818,0.8035000000000001,2.6034958362579346,0.10000000149011612,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,2247.1627807617188,102.04753732681274,310.0001254081726
ExternalFedProx-Direct,CIFAR10,ResNet10,4,0.8772163082909584,0.7981999999999999,2.6774826049804688,0.10000000149011612,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,2996.217041015625,101.27343678474426,411.27356219291687
ExternalFedProx-Direct,CIFAR10,ResNet10,5,0.8146494764947891,0.81668,2.6767454147338867,0.10019999742507935,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,3745.2713012695312,100.41744685173035,511.6910090446472
ExternalFedProx-Direct,CIFAR10,ResNet10,6,0.7911343838834762,0.82904,2.7020013332366943,0.10890000313520432,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,4494.3255615234375,101.72397136688232,613.4149804115295
ExternalFedProx-Direct,CIFAR10,ResNet10,7,0.7773790256094933,0.8335799999999999,2.618187189102173,0.14390000700950623,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,5243.379821777344,99.97868371009827,713.3936641216278
ExternalFedProx-Direct,CIFAR10,ResNet10,8,0.6864615530955792,0.86364,2.6324703693389893,0.17219999432563782,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,5992.43408203125,99.87765288352966,813.2713170051575
ExternalFedProx-Direct,CIFAR10,ResNet10,9,0.695218655667305,0.86272,2.730574131011963,0.16990000009536743,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,6741.488342285156,101.18165898323059,914.4529759883881
ExternalFedProx-Direct,CIFAR10,ResNet10,10,0.7326075129330157,0.85064,2.5096874237060547,0.18940000236034393,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,7490.5426025390625,100.75886583328247,1015.2118418216705
ExternalFedProx-Direct,CIFAR10,ResNet10,11,0.7214940048074723,0.8518399999999999,2.333190679550171,0.20479999482631683,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,8239.596862792969,100.87911224365234,1116.0909540653229
ExternalFedProx-Direct,CIFAR10,ResNet10,12,0.7031513388955594,0.85918,2.251272439956665,0.24169999361038208,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,8988.651123046875,100.62683987617493,1216.7177939414978
ExternalFedProx-Direct,CIFAR10,ResNet10,13,0.7359726758718491,0.8481799999999999,2.1105918884277344,0.30979999899864197,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,9737.705383300781,100.91807246208191,1317.6358664035797
ExternalFedProx-Direct,CIFAR10,ResNet10,14,0.7181303945612907,0.8534,1.9837793111801147,0.35519999265670776,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,10486.759643554688,100.81654453277588,1418.4524109363556
ExternalFedProx-Direct,CIFAR10,ResNet10,15,0.6840048377990724,0.8664200000000001,1.9527183771133423,0.33629998564720154,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,11235.813903808594,102.46306610107422,1520.9154770374298
ExternalFedProx-Direct,CIFAR10,ResNet10,16,0.675112283488512,0.8672999999999998,1.9434603452682495,0.3490000069141388,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,11984.8681640625,101.34659194946289,1622.2620689868927
ExternalFedProx-Direct,CIFAR10,ResNet10,17,0.6636894036769868,0.8733,1.9194167852401733,0.36160001158714294,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,12733.922424316406,101.25307655334473,1723.5151455402374
ExternalFedProx-Direct,CIFAR10,ResNet10,18,0.6453656952130795,0.87946,1.9036177396774292,0.38929998874664307,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,13482.976684570312,101.40066647529602,1824.9158120155334
ExternalFedProx-Direct,CIFAR10,ResNet10,19,0.7076836310458183,0.85772,1.864424467086792,0.3928999900817871,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,14232.030944824219,100.70535230636597,1925.6211643218994
ExternalFedProx-Direct,CIFAR10,ResNet10,20,0.6122294121396541,0.8905999999999998,1.7639610767364502,0.46790000796318054,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,14981.085205078125,101.68070101737976,2027.3018653392792
ExternalFedProx-Direct,CIFAR10,ResNet10,21,0.6276713468623161,0.8868799999999999,1.8044519424438477,0.4487000107765198,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,15730.139465332031,101.27147698402405,2128.573342323303
ExternalFedProx-Direct,CIFAR10,ResNet10,22,0.595976585162878,0.8951,1.782062292098999,0.45559999346733093,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,16479.193725585938,101.89492964744568,2230.468271970749
ExternalFedProx-Direct,CIFAR10,ResNet10,23,0.6369135581517219,0.8835,1.7955408096313477,0.4327000081539154,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,17228.247985839844,99.90191626548767,2330.3701882362366
ExternalFedProx-Direct,CIFAR10,ResNet10,24,0.6509966474199297,0.879,1.7939337491989136,0.4129999876022339,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,17977.30224609375,101.07389903068542,2431.444087266922
ExternalFedProx-Direct,CIFAR10,ResNet10,25,0.6543411138010026,0.8799399999999999,1.7415618896484375,0.44850000739097595,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,18726.356506347656,115.42814588546753,2546.8722331523895
ExternalFedProx-Direct,CIFAR10,ResNet10,26,0.5662019518709183,0.90648,1.7713570594787598,0.4422999918460846,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,19475.410766601562,100.15050482749939,2647.022737979889
ExternalFedProx-Direct,CIFAR10,ResNet10,27,0.6158649344491958,0.89218,1.75821852684021,0.4643999934196472,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,20224.46502685547,101.23994040489197,2748.262678384781
ExternalFedProx-Direct,CIFAR10,ResNet10,28,0.5803112755668163,0.9027799999999999,1.6950500011444092,0.4893999993801117,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,20973.519287109375,101.7888970375061,2850.051575422287
ExternalFedProx-Direct,CIFAR10,ResNet10,29,0.5579235328066349,0.9113800000000001,1.7415297031402588,0.46869999170303345,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,21722.57354736328,101.9805850982666,2952.0321605205536
ExternalFedProx-Direct,CIFAR10,ResNet10,30,0.5931297972869873,0.9016,1.7028921842575073,0.47920000553131104,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,22471.627807617188,100.43380093574524,3052.465961456299
ExternalFedProx-Direct,CIFAR10,ResNet10,31,0.5113170930600167,0.92474,1.7435591220855713,0.46480000019073486,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,23220.682067871094,101.99218702316284,3154.4581484794617
ExternalFedProx-Direct,CIFAR10,ResNet10,32,0.545961933618784,0.9134800000000001,1.7325421571731567,0.4593999981880188,20,20,0,0,0.1,0.1,5,64,0.01,374.5271301269531,374.5271301269531,749.0542602539062,749.0542602539062,23969.736328125,100.52061605453491,3254.9787645339966
