method,dataset,model,round,train_loss,test_loss,test_accuracy,num_fit_clients,fit_failures,fit_param_down_mb,fit_param_up_mb,fit_param_total_comm_mb,round_total_comm_mb,cumulative_total_comm_mb,round_wall_time_sec,cumulative_round_wall_time_sec
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,1,4.102299785614013,4.021621741728433,0.09372586872586873,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,755.7346343994141,16.05416579078883,16.05416579078883
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,2,4.041156530380249,3.940065681704223,0.060955598455598455,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,1511.4692687988281,16.83261610986665,32.88678190065548
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,3,3.977545380592346,3.852180651371083,0.060955598455598455,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,2267.203903198242,16.15556040685624,49.04234230751172
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,4,3.9066120862960814,3.763548707294648,0.057577220077220076,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,3022.9385375976562,16.145016443915665,65.18735875142738
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,5,3.836909055709839,3.6771477646118886,0.08122586872586873,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,3778.6731719970703,16.54668290121481,81.73404165264219
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,6,3.756493020057678,3.6079311635503437,0.09372586872586873,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,4534.407806396484,16.336227072868496,98.07026872551069
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,7,3.723698687553406,3.556367145542012,0.09372586872586873,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,5290.142440795898,16.09395586606115,114.16422459157184
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,8,3.659130001068115,3.5132068061920667,0.09372586872586873,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,6045.8770751953125,16.921285855118185,131.08551044669002
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,9,3.618701529502869,3.485841013750054,0.09372586872586873,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,6801.611709594727,15.736571396701038,146.82208184339106
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,10,3.596553993225098,3.4604731693461135,0.09372586872586873,10,0,251.9115447998047,503.8230895996094,755.7346343994141,755.7346343994141,7557.346343994141,17.00801133411005,163.8300931775011
