round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,run_completed
1,1.3807971207141876,0.5402,2.6271616748809814,0.103,10,False
2,1.3878161526679993,0.5722,3.4022813243865966,0.101,10,False
3,1.9302256525993333,0.575,5.434146446990967,0.1662,10,False
4,2.487737382769451,0.4836,16.848904063415528,0.1022,10,False
5,2.384896074470753,0.5604,52.86879155273437,0.119,10,False
6,1.6467921962272667,0.5914,59.10735756225586,0.1103,10,False
7,2.2508274357889313,0.4336,30.293404260253908,0.1298,10,False
8,2.694171877918765,0.4458,12.550504570770263,0.1285,10,False
9,3.2324947137530895,0.415,10.148896327209473,0.1,10,False
10,1.922028198608011,0.4228,9.956745449829102,0.123,10,False
11,2.6508500787742437,0.2744,5.178736889648437,0.0945,10,False
12,2.303463590621948,0.245,3.1451998023986816,0.0849,10,False
13,1.9468908500790596,0.3364,2.777006021118164,0.1,10,False
14,2.1623196355819703,0.2156,2.7550539207458495,0.1115,10,False
15,2.5324587001800536,0.1824,2.7069809921264647,0.1169,10,False
16,2.3512494639873505,0.2938,2.56201648979187,0.1316,10,False
17,2.238614553833008,0.3686,2.8477517974853517,0.1081,10,False
18,2.0984871312141418,0.3394,3.054745384979248,0.1121,10,False
19,2.39057958278656,0.054,2.6832708786010744,0.1122,10,False
20,2.353402841949463,0.056,2.422876629638672,0.1133,10,False
21,2.323673256969452,0.1338,2.4608675651550294,0.1127,10,False
22,2.2590467351913452,0.1122,2.4073477760314943,0.1025,10,False
23,2.28047805519104,0.0966,2.33461588973999,0.1123,10,False
24,2.2958541083335877,0.1192,2.473832056045532,0.1115,10,False
25,2.1768997688293457,0.2804,2.75434324798584,0.082,10,False
26,2.0812757119178773,0.4226,2.784529822540283,0.1135,10,False
27,2.379241946697235,0.1378,2.7412177742004395,0.1241,10,False
28,2.083945972728729,0.3838,2.4696330699920654,0.1186,10,False
29,2.2407408201217653,0.2258,2.3478909675598145,0.1119,10,False
30,2.3274938649177552,0.123,2.3679032821655275,0.1472,10,False
31,2.026902067375183,0.4322,2.4170813568115235,0.1275,10,False
32,2.118676002788544,0.29,2.387915222167969,0.1149,10,False
33,2.152592371082306,0.2324,2.4055887115478516,0.1011,10,False
34,1.942668374300003,0.452,2.3468844566345215,0.0982,10,False
35,1.835636539030075,0.438,2.43444395904541,0.0974,10,False
36,1.9455919848680496,0.3872,2.5207031391143797,0.1,10,False
37,1.9737835060596467,0.3384,2.498441910171509,0.1134,10,False
38,1.8759995482981204,0.3348,2.698828639984131,0.1494,10,False
39,2.110053289914131,0.4088,2.880798920059204,0.1486,10,False
40,2.0885253244638444,0.3416,2.8193354442596434,0.1348,10,False
41,2.49846378698349,0.171,2.5538532234191895,0.1401,10,False
42,2.211338633108139,0.3264,2.435990295410156,0.1383,10,False
43,2.112326246070862,0.3056,2.4434051933288576,0.1254,10,False
44,2.1466258155345916,0.2972,2.467187339401245,0.1151,10,False
45,2.2093415026664736,0.2516,2.440135247039795,0.1154,10,False
46,2.4211291285514833,0.1202,2.386888840484619,0.1136,10,False
47,2.1164661393165587,0.2492,2.382230459976196,0.1258,10,False
48,2.256518716430664,0.1238,2.3672388095855714,0.1143,10,False
49,2.190741162395477,0.1838,2.3503831657409666,0.1285,10,False
50,2.2664721826553347,0.0824,2.350919189834595,0.1348,10,False
51,2.2468893129348757,0.2732,2.367194285583496,0.1344,10,False
52,2.3063258177757264,0.105,2.3636189239501952,0.1364,10,False
53,2.3148496614456175,0.13,2.3307713874816893,0.1471,10,False
54,2.252732877635956,0.2172,2.31301065864563,0.1407,10,False
55,2.272667400932312,0.1884,2.3247831146240236,0.1153,10,False
56,2.233363214111328,0.1958,2.3533369606018066,0.1082,10,False
57,2.262716926860809,0.1522,2.3346733772277832,0.1142,10,False
58,2.2906168954849244,0.1182,2.3140529602050783,0.1319,10,False
59,2.2653564831733703,0.1716,2.303141125488281,0.1408,10,False
60,2.2006524118423463,0.1664,2.285682327270508,0.1384,10,False
61,2.1031132885932924,0.2334,2.2601957927703857,0.1525,10,False
62,2.244516857814789,0.1318,2.236020206832886,0.166,10,False
63,2.1960666142463685,0.1866,2.218536834716797,0.1896,10,False
64,2.1728224069595337,0.2764,2.236637810897827,0.1853,10,False
65,2.113483441114426,0.3282,2.2545425655364992,0.1826,10,False
66,2.1990990671157835,0.2566,2.252825059509277,0.1799,10,False
67,2.1022772192955017,0.3354,2.257818758010864,0.1716,10,False
68,2.0884230107307435,0.32,2.249597395324707,0.1752,10,False
69,2.206916523742676,0.1738,2.2273755546569824,0.1788,10,False
70,1.9961900201797484,0.359,2.2266926666259765,0.1651,10,False
71,2.0282428539276123,0.3232,2.2387344078063967,0.1682,10,False
72,2.1752385945320127,0.1552,2.2276566703796385,0.1696,10,False
73,2.106216584968567,0.2338,2.2161332778930665,0.1672,10,False
74,2.039039586162567,0.2886,2.194961027908325,0.1712,10,False
75,1.9769009850502015,0.3702,2.1889800716400147,0.18,10,False
76,2.0333730763435365,0.3106,2.192685962677002,0.1667,10,False
77,1.9132447209358214,0.415,2.236682823562622,0.1331,10,False
78,2.0636399779319765,0.257,2.2671454917907714,0.1256,10,False
79,1.969729947423935,0.3984,2.3233603034973145,0.131,10,False
80,1.9080641004562378,0.3262,2.274155418777466,0.1698,10,False
81,2.061337592315674,0.2524,2.23883803024292,0.1765,10,False
82,2.054781275367737,0.2744,2.220601628875732,0.128,10,False
83,1.9743878056049347,0.3156,2.185819340133667,0.1376,10,False
84,1.7470226057827474,0.4758,2.2400087673187254,0.1555,10,False
85,1.7852181027650833,0.3902,2.2914699520111084,0.1563,10,False
86,1.9079171356678009,0.3414,2.3532676834106447,0.1667,10,False
87,2.014153307104111,0.2624,2.265653009033203,0.1727,10,False
88,2.242818219947815,0.1882,2.2087646659851075,0.176,10,False
89,2.0818733862400056,0.2668,2.1514148986816406,0.1737,10,False
90,1.9401324314117432,0.4124,2.142699327850342,0.187,10,False
91,1.8626371253490448,0.4808,2.175757667541504,0.1819,10,False
92,1.884713248538971,0.3258,2.219720140838623,0.1818,10,False
