method,dataset,model,round,train_loss,test_loss,test_accuracy,num_fit_clients,fit_failures,fit_param_down_mb,fit_param_up_mb,fit_param_total_comm_mb,round_total_comm_mb,cumulative_total_comm_mb,round_wall_time_sec,cumulative_round_wall_time_sec
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,1,4.1190637482537165,4.054088874673291,0.0416023166023166,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,680.1611709594727,10.58953946409747,10.58953946409747
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,2,4.0660463439093695,3.991909739823875,0.060955598455598455,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,1360.3223419189453,11.40523413894698,21.99477360304445
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,3,4.0124233033921985,3.9264499713095,0.060955598455598455,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,2040.483512878418,11.081715477164835,33.076489080209285
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,4,3.9603046311272516,3.8591770705799338,0.060955598455598455,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,2720.6446838378906,10.734382478985935,43.81087155919522
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,5,3.9018346733517117,3.7879027266299863,0.060955598455598455,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,3400.8058547973633,11.030866401270032,54.84173796046525
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,6,3.8406740294562445,3.7196596711298673,0.060955598455598455,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,4080.967025756836,10.930611440911889,65.77234940137714
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,7,3.8067363103230796,3.656151665568812,0.060955598455598455,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,4761.128196716309,10.744956663809717,76.51730606518686
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,8,3.740904516643948,3.595218943122731,0.060955598455598455,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,5441.289367675781,11.132706141099334,87.65001220628619
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,9,3.6803117063310413,3.5456661667142595,0.060955598455598455,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,6121.450538635254,10.58193994499743,98.23195215128362
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,10,3.660900672276815,3.5059149344685454,0.08122586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,6801.611709594727,11.088446722831577,109.3203988741152
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,11,3.6431050300598145,3.4820967844784487,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,7481.772880554199,10.786088483408093,120.10648735752329
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,12,3.6144037511613636,3.467395236363282,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,8161.934051513672,10.807863152120262,130.91435050964355
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,13,3.5963884459601507,3.441348302318323,0.08122586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,8842.095222473145,11.213737859856337,142.1280883694999
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,14,3.549852000342475,3.4335387461894267,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,9522.256393432617,11.040827837307006,153.1689162068069
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,15,3.608340687221951,3.439135952230586,0.09908301158301158,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,10202.41756439209,10.97710640868172,164.14602261548862
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,16,3.5791340404086642,3.4169125321058695,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,10882.578735351562,11.132006611209363,175.27802922669798
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,17,3.57133502430386,3.428974935446927,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,11562.739906311035,10.581046365667135,185.85907559236512
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,18,3.575426207648383,3.421296273074095,0.1097972972972973,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,12242.901077270508,11.179086697753519,197.03816229011863
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,19,3.5799189938439264,3.4305648840532337,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,12923.06224822998,10.72194034513086,207.7601026352495
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,20,3.576868030760023,3.4243870945970984,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,13603.223419189453,10.921503155957907,218.6816057912074
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,21,3.567111783557468,3.4002716519427576,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,14283.384590148926,10.92601357307285,229.60761936428025
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,22,3.521472454071045,3.4036788393862,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,14963.545761108398,11.03139785118401,240.63901721546426
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,23,3.586722797817654,3.4139856265778707,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,15643.706932067871,11.026241433341056,251.66525864880532
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,24,3.540435102250841,3.3861290675562783,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,16323.868103027344,11.110667502041906,262.7759261508472
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,25,3.561002016067505,3.4057285541733258,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,17004.029273986816,10.583224333822727,273.35915048466995
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,26,3.5587060716417103,3.392406929874052,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,17684.19044494629,11.094262599945068,284.453413084615
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,27,3.570616881052653,3.406246942903084,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,18364.35161590576,10.726143551059067,295.1795566356741
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,28,3.569189839892917,3.4050625407327555,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,19044.512786865234,10.737694900017232,305.9172515356913
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,29,3.55470249387953,3.381555644356606,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,19724.673957824707,11.034129732754081,316.9513812684454
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,30,3.516408920288086,3.3882728923241605,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,20404.83512878418,10.978136283811182,327.9295175522566
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,31,3.58928820821974,3.388151606997928,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,21084.996299743652,10.590284052304924,338.5198016045615
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,32,3.5421731736924915,3.379426779779228,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,21765.157470703125,11.06747394381091,349.5872755483724
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,33,3.554128302468194,3.391492412127123,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,22445.318641662598,10.669592417310923,360.25686796568334
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,34,3.5415635903676352,3.376929404767784,0.08122586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,23125.47981262207,11.050658043008298,371.30752600869164
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,35,3.538511620627509,3.3780053575526794,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,23805.640983581543,10.885124118067324,382.19265012675896
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,36,3.5498260656992593,3.376923984887517,0.12586872586872588,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,24485.802154541016,10.907590215094388,393.10024034185335
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,37,3.534765693876478,3.361288443955676,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,25165.96332550049,10.909141425043344,404.0093817668967
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,38,3.527844508488973,3.37526094568282,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,25846.12449645996,10.94490858586505,414.95429035276175
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,39,3.555903752644857,3.3807059059271944,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,26526.285667419434,10.866746358107775,425.8210367108695
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,40,3.5388214853074818,3.3633340234692035,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,27206.446838378906,11.083868547342718,436.90490525821224
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,41,3.535945521460639,3.3744055009716725,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,27886.60800933838,10.668680069036782,447.573585327249
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,42,3.535391198264228,3.357206615241798,0.09015444015444016,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,28566.76918029785,11.052669361699373,458.6262546889484
FedMeta-Direct-Dropout,LEAF-FEMNIST-NIID,FemnistNetwork,43,3.5395105944739447,3.366986451001701,0.09372586872586873,9,1,226.72039031982422,453.44078063964844,680.1611709594727,680.1611709594727,29246.930351257324,10.769407842308283,469.3956625312567
