round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,mean_local_steps,c_global_norm,mean_c_delta_norm,run_completed
1,2.0631744866371156,0.2754,2.313051182556152,0.1461,10,8.0,0.330438612484993,7.793765517913823,False
2,2.001595934295654,0.3046,2.3513252380371092,0.1253,10,8.0,0.5005545002740642,9.431908267461193,False
3,2.187539242529869,0.274,2.5537537887573243,0.1719,10,8.0,0.624557119034832,13.788577853772306,False
4,2.0874848963260653,0.3168,2.1570264221191406,0.1934,10,8.0,0.8462227605489475,8.162763021781862,False
5,2.2121289563179016,0.2742,2.1377632141113283,0.2218,10,8.0,1.0021645493751623,17.525387681957145,False
6,1.9842429161071777,0.325,2.326817051696777,0.2178,10,8.0,1.5028368840147113,19.5987022815344,False
7,2.0592288458824157,0.3062,2.0201556507110596,0.2597,10,8.0,1.6520903503323052,14.369540019368731,False
8,2.0099567470550537,0.3422,2.0829899669647216,0.2035,10,8.0,1.6781217105716522,19.495080175463713,False
9,2.1910771205902098,0.3094,2.1646159215927123,0.258,10,8.0,2.3179194673030774,29.285348615039833,False
10,2.2975561636924744,0.2834,2.747379179382324,0.1907,10,8.0,2.044700378970826,37.57786569652776,False
11,2.332557737827301,0.2574,2.338790879821777,0.2292,10,8.0,2.2701692823663233,25.634815646421494,False
12,2.1278962810516355,0.3224,2.086784685897827,0.2342,10,8.0,2.6591496646184893,27.167762362268746,False
13,2.1303343245506285,0.3332,2.3074449993133546,0.2345,10,8.0,3.1423699930737223,41.09387365928995,False
14,2.129945090198517,0.2992,2.784190969085693,0.191,10,8.0,3.5097199427892147,62.80036499790485,False
15,2.373318361377716,0.278,3.3788942970275877,0.1951,10,8.0,5.249720205871534,109.58186213862291,False
16,2.4681012825012205,0.2972,4.108397776794433,0.1338,10,8.0,8.13310780739114,153.3634584631141,False
17,2.752596536540985,0.251,7.650496418762207,0.1296,10,8.0,11.048521870152427,84.98239759810993,False
18,2.518583988189697,0.2712,12.809423077392578,0.137,10,8.0,13.403076308210158,70.96391403558448,False
19,2.549042018032074,0.2596,24.705225646972657,0.1426,10,8.0,16.855692439060853,127.67488441745509,False
20,2.5789111391067503,0.225,25.050257415771483,0.1263,10,8.0,20.037331943810102,96.10256875540236,False
21,2.612034719181061,0.2422,7.916228582763672,0.112,10,8.0,21.714885778515285,187.3972146350527,False
22,3.571465108013153,0.176,13.783606757354736,0.1496,10,8.0,25.23648339836122,221.20446225586176,False
23,3.0755545632362367,0.189,4.090937525177002,0.0927,10,8.0,25.626040081358408,235.3499101645215,False
24,3.2244448605537412,0.1782,18.850817474365236,0.1374,10,8.0,34.182513017224345,215.72535975367015,False
25,3.3959288524627684,0.1606,5.923531031799317,0.1022,10,8.0,32.691187772861596,325.82517995904016,False
26,4.315377474784851,0.1666,3.113337518310547,0.1,10,8.0,24.013614978149754,576.4379321145045,False
27,3.355868920040131,0.1554,2.9898186824798585,0.1011,10,8.0,28.521714957414552,119.82754640124513,False
28,3.705364919471741,0.1612,2.6541416244506837,0.1506,10,8.0,30.592102671155654,267.03341409771826,False
29,4.160142960548401,0.1358,3.913767428588867,0.1004,10,8.0,31.01144986566306,591.4639831560661,False
30,5.75004729309082,0.121,7.649121104049683,0.1159,10,8.0,36.436765203095185,489.1752302046647,False
31,5.499104634284973,0.115,3.8228775520324705,0.1102,10,8.0,42.57725851236837,533.2200406043652,False
32,5.241582886505127,0.1618,31.93502734375,0.1234,10,8.0,58.01166104758119,697.8125375828682,False
33,4.963217653465271,0.1546,5.034347623443604,0.1005,10,8.0,86.21366385109543,987.4527965941288,False
34,6.384364151382447,0.1698,14.26600018005371,0.123,10,8.0,96.94405455770837,913.7184688664747,False
35,5.305962029457092,0.1926,3.7099564098358155,0.1,10,8.0,93.23618135164963,916.790689348283,False
36,8.395162115097046,0.1648,11.910615432739258,0.099,10,8.0,129.46760706389105,2023.7148129011453,False
37,10.86271869430542,0.1454,5.103645350646973,0.0962,10,8.0,157.16412300505118,1637.419406644453,False
38,16.16716245803833,0.1716,6.456442706298828,0.1,10,8.0,164.70171353928654,1914.2827316973737,False
39,13.215439079666139,0.1772,6.0687023147583,0.1113,10,8.0,195.24183936401067,1568.9263097555868,False
40,11.929667710113526,0.1414,212.76522392578124,0.1,10,8.0,247.2632957109279,1500.0183497967669,False
41,20.25099180755615,0.2242,4.415470777893066,0.1001,10,8.0,287.86040300440703,4546.004723369776,False
42,19.446391391372682,0.1578,636.4079405273437,0.1005,10,8.0,388.6901462739134,2728.8106419676265,False
43,99.11915883750916,0.1816,27.86751089477539,0.1,10,8.0,237.060780316536,7281.569097739177,False
44,151.40230903625488,0.151,92.20377731933594,0.1,10,8.0,1010.7896646333692,15423.181085786331,False
45,143.5217111694336,0.1202,73.53746439208984,0.0923,10,8.0,1176.3628022157623,5402.516914000333,False
46,243.05256381835937,0.1486,83.21129514160157,0.1,10,8.0,981.7995699806212,9823.470882850683,False
47,221.01592439422606,0.1356,419.7904937011719,0.1,10,8.0,2218.6222865781683,20550.6380460954,False
48,431.25389633789064,0.1226,263.5329793212891,0.0999,10,8.0,2582.338883051813,6609.869763087857,False
49,281.406472253418,0.164,107298.6181625,0.0992,10,8.0,3223.694679902016,13832.700982145248,False
50,627.5538270263672,0.1434,16315.8746796875,0.0841,10,8.0,3154.086678415522,21378.969220618623,False
51,641.0953375976562,0.1464,315696.8114,0.0968,10,8.0,3440.2781566637914,11406.68868554239,False
52,487.1055012451172,0.144,4280869.6592,0.1,10,8.0,4235.026343930275,15694.467077161924,False
53,527.4362239746093,0.1558,266706.4039,0.0767,10,8.0,4170.819789249917,15179.657158859056,False
54,876.5757078613282,0.1358,1191.532187890625,0.0839,10,8.0,4001.2774328025725,31716.630549181427,False
55,892.6311364990235,0.1504,30682.27305625,0.0731,10,8.0,4373.046442583179,35843.59679211847,False
56,2388.8049623687743,0.173,3518.55822578125,0.1,10,8.0,5711.221852105061,74308.47013769922,False
57,2682.4558041992186,0.131,12520.5098203125,0.0874,10,8.0,5933.251397514956,27929.47838286102,False
58,2229.68271640625,0.1714,230079.0015,0.0531,10,8.0,6263.748001744436,19986.31757474703,False
59,28807.734498339843,0.1794,3826.74400859375,0.1,10,8.0,6117.699031889293,163633.0915878082,False
60,33577.59285361328,0.1462,19670.653865625,0.1,10,8.0,11910.198620468094,232242.8633734556,False
61,17817.9493765625,0.1422,14839.4032546875,0.1,10,8.0,12030.796960987496,54310.650123148414,False
62,38246.77255429688,0.1458,21199.0370375,0.1,10,8.0,15309.155293080781,220176.15754293744,False
63,119231.57931015624,0.1298,40565.980290625,0.1,10,8.0,32162.503955367752,468101.7829245833,False
64,34113.591109375,0.199,43515.5673,0.1,10,8.0,44889.80364325994,184564.84204635947,False
65,43034.60829375,0.1514,48900.45613125,0.1,10,8.0,52626.90806992184,194906.25839068173,False
66,769844.0921578126,0.2128,80058.8940875,0.1,10,8.0,59300.15149299491,603700.1948899387,False
67,66566.000421875,0.2268,106785.0472,0.1,10,8.0,66258.55597339486,209525.3149458526,False
68,99196.448703125,0.2204,2563826.3864,0.0866,10,8.0,75562.64315687731,372406.6067194427,False
69,682770.8475375,0.1704,2003433.8008,0.1,10,8.0,83493.72781038062,666174.0834942259,False
70,2642540.406025,0.1724,2345106.908,0.1019,10,8.0,127417.48171932946,1113608.4618893662,False
71,2063627.36925,0.1524,544687.7388,0.1,10,8.0,96109.81657818034,1598599.8172127265,False
