round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,tau_eff,mean_local_normalizer,mean_local_steps,run_completed
1,2.063354733371735,0.2764,2.312572713470459,0.1464,10,28.742048900000007,28.742048899999993,8.0,False
2,1.9674397833824158,0.31,2.4174848808288574,0.1315,10,28.742048900000007,28.742048899999993,8.0,False
3,2.084581742668152,0.3116,2.701512897491455,0.1492,10,28.742048900000007,28.742048899999993,8.0,False
4,2.235029511928558,0.3008,2.1671090896606446,0.2289,10,28.742048900000007,28.742048899999993,8.0,False
5,1.9492994948387146,0.3344,2.106636689376831,0.2207,10,28.742048900000007,28.742048899999993,8.0,False
6,1.856817959022522,0.347,2.016885781669617,0.2465,10,28.742048900000007,28.742048899999993,8.0,False
7,1.7707704582691193,0.3718,1.9186351793289185,0.2849,10,28.742048900000007,28.742048899999993,8.0,False
8,1.7514410054206848,0.378,2.0201381969451906,0.2534,10,28.742048900000007,28.742048899999993,8.0,False
9,1.7902816707611084,0.3734,1.8453512147903441,0.2993,10,28.742048900000007,28.742048899999993,8.0,False
10,1.7629305700302125,0.3758,2.002418469619751,0.3001,10,28.742048900000007,28.742048899999993,8.0,False
11,1.8401775395393372,0.3852,2.1809106939315797,0.257,10,28.742048900000007,28.742048899999993,8.0,False
12,1.7684289044380188,0.4106,1.7907668048858643,0.3267,10,28.742048900000007,28.742048899999993,8.0,False
13,1.6256951145172118,0.446,1.951847430038452,0.2752,10,28.742048900000007,28.742048899999993,8.0,False
14,1.6941715604782104,0.4306,2.043138593292236,0.2594,10,28.742048900000007,28.742048899999993,8.0,False
15,1.8060470363616943,0.3954,2.0894198621749878,0.2954,10,28.742048900000007,28.742048899999993,8.0,False
16,1.7475283736228944,0.3992,2.1237464096069334,0.2421,10,28.742048900000007,28.742048899999993,8.0,False
17,1.7122469603061676,0.4316,2.290989811515808,0.2814,10,28.742048900000007,28.742048899999993,8.0,False
18,1.7704313283920288,0.4004,1.994324314880371,0.2625,10,28.742048900000007,28.742048899999993,8.0,False
19,1.549485804271698,0.4748,1.861342035484314,0.3235,10,28.742048900000007,28.742048899999993,8.0,False
20,1.5449316232204438,0.446,1.9009136066436767,0.3386,10,28.742048900000007,28.742048899999993,8.0,False
21,1.6120764256477356,0.4536,1.8307677810668945,0.3468,10,28.742048900000007,28.742048899999993,8.0,False
22,1.6610618237495423,0.425,1.864023424911499,0.3344,10,28.742048900000007,28.742048899999993,8.0,False
23,1.5432631061553954,0.4592,1.6484481451034545,0.369,10,28.742048900000007,28.742048899999993,8.0,False
24,1.4055523770332337,0.5224,1.87556360912323,0.3158,10,28.742048900000007,28.742048899999993,8.0,False
25,1.5702569790363312,0.475,1.8996071327209472,0.3329,10,28.742048900000007,28.742048899999993,8.0,False
26,1.5124909429788589,0.4676,1.849665732574463,0.3222,10,28.742048900000007,28.742048899999993,8.0,False
27,1.598862798690796,0.468,1.74875731716156,0.3459,10,28.742048900000007,28.742048899999993,8.0,False
28,1.6145009147644043,0.444,1.8107859565734863,0.3471,10,28.742048900000007,28.742048899999993,8.0,False
29,1.5323032380104065,0.4644,1.6157705902099608,0.3922,10,28.742048900000007,28.742048899999993,8.0,False
30,1.4991309843063354,0.459,1.6781249389648438,0.3638,10,28.742048900000007,28.742048899999993,8.0,False
31,1.4824654842853546,0.4852,1.8703352306365968,0.3438,10,28.742048900000007,28.742048899999993,8.0,False
32,1.5431036750793456,0.4748,1.8659609298706055,0.3463,10,28.742048900000007,28.742048899999993,8.0,False
33,1.5394447626113892,0.4714,1.7894907495498658,0.334,10,28.742048900000007,28.742048899999993,8.0,False
34,1.4497816514015198,0.4958,1.7225874113082886,0.3881,10,28.742048900000007,28.742048899999993,8.0,False
35,1.3944805673599243,0.5348,1.6227051609039307,0.391,10,28.742048900000007,28.742048899999993,8.0,False
36,1.423984220600128,0.5076,1.6529220470428467,0.4147,10,28.742048900000007,28.742048899999993,8.0,False
37,1.5634965808868408,0.4762,1.6793688974380494,0.4001,10,28.742048900000007,28.742048899999993,8.0,False
38,1.420201669025421,0.498,1.7312147323608398,0.3797,10,28.742048900000007,28.742048899999993,8.0,False
39,1.5162566757678986,0.4948,1.756082017326355,0.3417,10,28.742048900000007,28.742048899999993,8.0,False
40,1.5091573994636536,0.4678,1.6970398456573486,0.4205,10,28.742048900000007,28.742048899999993,8.0,False
41,1.393486862182617,0.5244,1.5333192741394044,0.4197,10,28.742048900000007,28.742048899999993,8.0,False
42,1.4648524699687957,0.5072,1.7178377922058106,0.4143,10,28.742048900000007,28.742048899999993,8.0,False
43,1.340808987379074,0.5394,1.6425119369506835,0.4118,10,28.742048900000007,28.742048899999993,8.0,False
