round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,mean_local_steps,c_global_norm,mean_c_delta_norm,run_completed
1,2.3488995330810547,0.1112,2.2704508262634278,0.1446,10,8.0,0.3048459235109703,6.411216434860622,False
2,2.2660934606552123,0.15,2.1906082138061524,0.1993,10,8.0,0.47130110832820604,7.847189408886285,False
3,2.2228782503128053,0.1758,2.155659329223633,0.1906,10,8.0,0.5864458826959744,11.077204822509659,False
4,2.114224600791931,0.2154,2.0502428258895873,0.2525,10,8.0,0.8910494417421062,6.623413268786907,False
5,2.09687618637085,0.2346,2.0415463386535646,0.2543,10,8.0,1.0580298533267383,16.487623533144372,False
6,2.0265750391960142,0.2448,2.4954209812164305,0.2364,10,8.0,1.6042051495737788,18.575809572672625,False
7,1.9899589002609253,0.2778,2.0101036975860596,0.2603,10,8.0,1.7036154430132657,12.979340440205467,False
8,1.9905863898277283,0.2608,2.017381814956665,0.2882,10,8.0,1.7505813598548994,18.27237838029122,False
9,2.00849048576355,0.276,2.036058821105957,0.2621,10,8.0,2.4070669817683576,28.447017717861684,False
10,1.982212545108795,0.2678,2.1336180641174316,0.2405,10,8.0,2.084344988979676,36.1741854915041,False
11,2.031425901508331,0.2612,2.008998443222046,0.269,10,8.0,2.297978759385068,24.30991447482796,False
12,2.009911401462555,0.2636,1.849157003211975,0.3302,10,8.0,2.661372974916659,25.870072561003077,False
13,2.0184370940208436,0.2608,2.0225301612854003,0.2584,10,8.0,3.092206050463189,40.79098467009613,False
14,2.085813806152344,0.2518,2.1920394382476807,0.2443,10,8.0,3.4758563062150674,62.64652201938471,False
15,2.1207281434059144,0.2738,7.446638424682617,0.1701,10,8.0,5.4139229773783555,107.61905943545109,False
16,2.509004799938202,0.2272,3.51708557510376,0.1309,10,8.0,7.997515677335164,148.1157031118775,False
17,2.306356057548523,0.23,3.5882439041137695,0.1281,10,8.0,10.901069193260122,84.44542648399235,False
18,2.080318360614777,0.2578,2.713308464050293,0.2222,10,8.0,13.126008830018154,67.60236462730677,False
19,2.261653331661224,0.2488,4.098919512939453,0.1433,10,8.0,16.535508401961366,126.57074151845384,False
20,2.1897514590263367,0.2512,4.232097749328613,0.1565,10,8.0,19.67173913375903,94.04237975192184,False
21,2.2133217708587645,0.2642,10.289174656677247,0.0739,10,8.0,21.237268786218817,185.2713804343638,False
22,2.356714852809906,0.2414,3.507249253845215,0.1547,10,8.0,24.856516080208106,213.97871449165876,False
23,2.484907487106323,0.2104,4.362637088012695,0.1161,10,8.0,25.38916533682685,224.06519110849212,False
24,2.4560736000061034,0.2086,7.354273590087891,0.1479,10,8.0,33.534190873046654,203.29651017168527,False
25,2.4279622325897217,0.2126,4.736158638763428,0.1294,10,8.0,32.181694643494055,318.6782027741916,False
26,2.7862792345046996,0.198,2.706974053955078,0.1,10,8.0,23.8430496518151,553.7006594032107,False
27,2.3686958588600158,0.1854,2.665515793991089,0.1243,10,8.0,28.37444615309031,116.61033561471484,False
28,2.3664673818588255,0.1978,2.4701425434112547,0.122,10,8.0,29.702961149322732,259.65414195723463,False
29,2.7349233028411866,0.1744,2.6733061332702635,0.1361,10,8.0,30.58614418571758,581.9053098320594,False
30,2.9343958963394163,0.1624,9.830878279113769,0.0988,10,8.0,36.327812844304376,478.7258750441176,False
31,3.0108398288726805,0.1778,3.9762085788726806,0.0923,10,8.0,40.733721579487195,529.0515696533556,False
32,2.96005440158844,0.1682,9.158680102539062,0.0917,10,8.0,56.50775380838459,686.4323336266151,False
33,3.4853435276031495,0.1626,8.334940853881836,0.1132,10,8.0,85.92511009318352,988.9070378774671,False
34,4.039447013282776,0.1366,5.182722413635254,0.0998,10,8.0,94.65868054381068,901.7514813076463,False
35,3.7634834739685057,0.1482,3.807723055267334,0.0976,10,8.0,91.29069874569419,888.9196813659771,False
36,4.432800373840332,0.1498,6.856445916748047,0.1106,10,8.0,126.61499770031145,1965.4573397850386,False
37,4.89849032535553,0.1334,15.205038366699219,0.1176,10,8.0,153.95740020606476,1540.1732453845138,False
38,6.407727187156677,0.1236,4.6275622802734375,0.1069,10,8.0,159.66877618380238,1874.9611474793885,False
39,5.670036186027527,0.1346,8.514524063110352,0.1179,10,8.0,188.44064036746826,1531.034410260095,False
40,5.289910643386841,0.1326,62.80824147949219,0.1314,10,8.0,237.95657485276084,1460.0376889998613,False
