round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,run_completed
1,1.3587993785858155,0.6116,3.232211813354492,0.1,10,False
2,1.3070661279678344,0.5802,2.373509708404541,0.1622,10,False
3,1.1995872798720302,0.626,2.406576850128174,0.1709,10,False
4,1.129553858314958,0.6652,2.4399236122131347,0.1932,10,False
5,1.2463916361808778,0.6144,2.601576062774658,0.2054,10,False
6,1.172429709303379,0.6708,2.233705254173279,0.2503,10,False
7,1.0111131574332715,0.7122,2.1593262126922608,0.2439,10,False
8,1.1436276778936385,0.6164,2.128751602935791,0.2755,10,False
9,1.128645735669136,0.6202,2.3520736179351807,0.2806,10,False
10,1.1854075070858001,0.6566,2.02269823513031,0.3168,10,False
11,1.1870400022506713,0.6532,1.9771745571136474,0.3219,10,False
12,1.050862695264414,0.6788,2.018031829452515,0.2964,10,False
13,1.032548136145994,0.7184,1.972622631072998,0.3132,10,False
14,1.1512335543632508,0.6876,1.887057105064392,0.3359,10,False
15,1.0555732609033586,0.6826,1.8456014457702636,0.3382,10,False
16,1.0313220789887012,0.696,1.901003213119507,0.3235,10,False
17,0.9673755926132203,0.71,1.959666265296936,0.309,10,False
18,1.0704266792297363,0.668,2.0621378171920774,0.2973,10,False
19,1.0094069498575604,0.7022,1.902407785987854,0.3145,10,False
20,0.8937939739225249,0.7062,1.6797035766601562,0.3617,10,False
21,0.9440260963320732,0.7082,1.614558028793335,0.3907,10,False
22,1.0372037150144577,0.6498,1.6274567642211915,0.3887,10,False
23,1.0482248578083149,0.6762,1.6544745225906372,0.3861,10,False
24,0.8523691348850727,0.7384,1.632040845489502,0.3878,10,False
25,0.9421452633299953,0.7154,1.574602922821045,0.4111,10,False
26,1.0459622495651244,0.672,1.56682114944458,0.4189,10,False
27,0.81365867678525,0.7554,1.5364176307678223,0.4294,10,False
28,0.9013853321735747,0.7346,1.5013811191558837,0.4399,10,False
29,0.9732749534606934,0.6872,1.491459856414795,0.4473,10,False
30,0.9610516536712647,0.6698,1.4622155687332152,0.4659,10,False
31,0.906134616279275,0.7232,1.4644453311920167,0.4602,10,False
32,0.8718728943927104,0.7196,1.526376370048523,0.4371,10,False
33,0.97180042784113,0.6946,1.594578689956665,0.4087,10,False
34,0.9917277745246887,0.6922,1.673965630340576,0.37,10,False
35,0.9310802061607414,0.7308,1.6188339065551758,0.3864,10,False
36,0.9229605266331633,0.6924,1.496427793121338,0.4254,10,False
37,0.9918143569231034,0.6878,1.5133520645141603,0.422,10,False
38,0.843379347236614,0.7406,1.5869875150680541,0.4063,10,False
39,0.7689939559930874,0.7722,1.5492264627456664,0.419,10,False
40,0.9429955277830362,0.7054,1.4533408948898316,0.4545,10,False
41,0.8187648097839206,0.7464,1.464341410636902,0.4649,10,False
42,0.9300881507145241,0.7138,1.501233771133423,0.451,10,False
43,0.9391629922151565,0.7014,1.4637361442565917,0.4701,10,False
44,0.9358087361454964,0.6868,1.4402151803970338,0.4701,10,False
45,0.8077876195322111,0.7542,1.439224150466919,0.4692,10,False
46,0.741579903391235,0.7826,1.4031007640838622,0.4741,10,False
47,0.7798525327076204,0.7574,1.405954556274414,0.4842,10,False
48,0.9863467324897647,0.6968,1.4294233476638794,0.4862,10,False
49,0.8530214168548584,0.7346,1.4099805526733398,0.4919,10,False
50,0.7997750786341713,0.7706,1.4269371715545653,0.4813,10,False
51,0.8206741189837455,0.7538,1.408614009284973,0.4743,10,False
52,0.7977219762086868,0.7502,1.403922985649109,0.4709,10,False
53,0.8689580469746919,0.705,1.410681427383423,0.4743,10,False
54,0.8411116296947002,0.7222,1.400566738510132,0.4752,10,False
55,0.8736149602274651,0.7286,1.4267286157608032,0.4581,10,False
56,0.8629312714576721,0.7436,1.4077020900726318,0.4629,10,False
57,0.797983785908918,0.7578,1.332556679916382,0.5004,10,False
58,0.9025219905893599,0.7278,1.3189257818222047,0.5224,10,False
59,0.8115955551558247,0.7404,1.3307078769683838,0.5148,10,False
60,0.8629956921756268,0.716,1.3165404708862305,0.5114,10,False
61,0.8550079004518572,0.719,1.3829333848953247,0.4816,10,False
62,0.8772712910413742,0.7358,1.4187372175216675,0.4684,10,False
