round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,run_completed
1,1.3586821216344833,0.6108,2.908489696884155,0.1,10,False
2,1.92298143055439,0.5086,3.638340517425537,0.1075,10,False
3,1.5764692919075902,0.5796,3.59670813369751,0.1044,10,False
4,1.7458172774269347,0.6034,5.410115278625488,0.1,10,False
5,2.1470025668144226,0.525,9.060670319366455,0.1423,10,False
6,2.1131533594608305,0.5488,6.071295500183106,0.1318,10,False
7,2.151913175916672,0.5154,9.16789927520752,0.1,10,False
8,2.4888537486553193,0.43,4.919326487731934,0.1,10,False
9,2.1397866371273992,0.4664,2.840510806274414,0.1404,10,False
10,1.8685551017403603,0.4882,3.3726600395202637,0.1248,10,False
11,1.4552474766731263,0.5522,2.5998342041015623,0.186,10,False
12,1.435107244969328,0.5636,2.6798102348327637,0.1265,10,False
13,1.2706189874470233,0.6532,2.8639308071136473,0.1096,10,False
14,1.408577375125885,0.595,2.409465727233887,0.1081,10,False
15,1.37230417406559,0.5608,2.41336727142334,0.2198,10,False
16,1.3681118323922157,0.5872,2.272800235748291,0.1683,10,False
17,1.2720816823720933,0.6156,2.3884831413269043,0.1823,10,False
18,1.4088983755111695,0.562,2.4424034713745115,0.1677,10,False
19,1.3240796571084532,0.5848,2.3187034996032714,0.182,10,False
20,1.2782434777645395,0.5688,2.3469954223632814,0.1701,10,False
21,1.2861635754585266,0.5932,2.0310954967498778,0.2352,10,False
22,1.3439341643333436,0.5266,2.288071620941162,0.2247,10,False
23,1.3144635756028467,0.5698,2.241739412689209,0.1797,10,False
24,1.2395979608416556,0.6118,2.2198573768615724,0.2411,10,False
25,1.2823707634313033,0.6044,2.305812448120117,0.1485,10,False
26,1.4347524069786073,0.5278,2.165711961364746,0.1887,10,False
27,1.1663529969545314,0.6488,2.2437770069122314,0.1779,10,False
28,1.1620699083805084,0.608,2.437875454711914,0.1915,10,False
29,1.539211932706833,0.4776,2.6633766510009766,0.1716,10,False
30,1.5570975860118865,0.4916,2.2583023197174072,0.2003,10,False
31,1.138346697835019,0.6334,2.4181724365234376,0.1193,10,False
32,1.4357045678342226,0.5216,2.1906133502960206,0.2038,10,False
33,1.2328976570070256,0.571,2.403927762413025,0.2052,10,False
34,1.4186174224376678,0.5698,2.797327954864502,0.1217,10,False
35,1.4022308216666803,0.545,2.4347087020874025,0.192,10,False
36,1.2928819757703691,0.5764,2.126339599609375,0.2497,10,False
37,1.301817865562439,0.5886,2.395449432373047,0.1639,10,False
38,1.2928007856486365,0.6116,2.6032923473358154,0.147,10,False
39,1.2752058111450868,0.6038,2.3664517417907716,0.2064,10,False
40,1.4183971411466598,0.5194,2.026688638305664,0.2598,10,False
41,1.1610509905338287,0.6188,2.2416339637756346,0.1522,10,False
42,1.213010792028904,0.5936,2.183237485122681,0.215,10,False
43,1.3869999512434006,0.5352,2.0308744398117065,0.2545,10,False
44,1.2963477600097657,0.5578,1.9844406379699706,0.2016,10,False
45,1.145081644092221,0.6454,2.272085118484497,0.1468,10,False
46,1.2751353214891628,0.5928,2.0632401206970217,0.2339,10,False
47,1.2414875450313092,0.5942,2.1795067295074464,0.1787,10,False
48,1.3188735034585,0.5732,2.2494850997924805,0.1836,10,False
49,1.479281532597542,0.5422,2.3440911026000975,0.156,10,False
50,1.2198053152923471,0.6188,2.0446491264343263,0.2396,10,False
51,1.2048040971875191,0.6222,1.9947745584487915,0.2248,10,False
52,1.1379514929294585,0.623,2.21067890586853,0.1982,10,False
53,1.235725011853315,0.576,2.095365429496765,0.2401,10,False
54,1.1424459203481674,0.6268,2.145029630088806,0.213,10,False
55,1.437091433524713,0.557,2.563900156402588,0.142,10,False
56,1.49314564473629,0.5294,2.0147260070800783,0.2211,10,False
57,1.226138879857026,0.6004,1.927287191772461,0.27,10,False
58,1.23823465650985,0.61,1.9580844993591309,0.2874,10,False
59,1.2511859681836794,0.6048,1.993315287399292,0.2751,10,False
60,1.291480623972416,0.5632,1.8155500566482543,0.299,10,False
61,1.219785585618019,0.5804,2.2132361431121828,0.2063,10,False
62,1.3411908364355565,0.564,2.3777098756790163,0.184,10,False
63,1.3418514844954015,0.5642,2.3700721660614015,0.2073,10,False
64,1.2524902602791785,0.5926,2.060248971557617,0.1923,10,False
65,1.2795933942914008,0.595,1.9389096977233886,0.2838,10,False
66,1.2214838285341858,0.6294,1.9572616064071655,0.2771,10,False
67,1.2757264464953915,0.5796,2.162221964263916,0.2217,10,False
68,1.1597242958307266,0.6278,2.1502839057922363,0.2011,10,False
69,1.1514332186393905,0.6232,2.0804339443206787,0.2227,10,False
70,1.2307467407853343,0.6126,2.1972053295135496,0.1965,10,False
71,0.9671969370825216,0.673,2.5033401306152343,0.1543,10,False
72,1.326357146973908,0.5736,1.9640459053039552,0.2382,10,False
73,1.1766742703020572,0.6152,2.051073989868164,0.2349,10,False
74,1.3387170392990113,0.5574,1.9256320175170898,0.2866,10,False
75,1.1554542834281922,0.6406,2.204757255935669,0.2259,10,False
76,1.3296756718873977,0.5542,2.3216072845458986,0.1905,10,False
77,1.235284858083725,0.6158,1.9351096458435058,0.241,10,False
78,1.2677673680339008,0.5528,1.8932726024627686,0.2929,10,False
79,1.0067130885312798,0.6976,1.9923018610000611,0.2849,10,False
80,1.1500470462530852,0.633,2.0487559074401855,0.2024,10,False
81,1.2007387043237687,0.588,2.1225023761749267,0.2206,10,False
82,0.995524635441869,0.6838,2.025470887565613,0.2481,10,False
83,1.1278109970856924,0.635,2.256332702064514,0.197,10,False
84,1.1776402476787566,0.6118,1.9124570520401,0.2904,10,False
85,1.0428217380110174,0.6922,1.9197477287292481,0.2448,10,False
86,1.255673478078842,0.5866,2.4274514335632325,0.207,10,False
87,1.4421274920463563,0.5408,2.258361839294434,0.2384,10,False
88,1.3009502593517304,0.5762,2.420776530456543,0.1472,10,False
89,1.2372621067047118,0.5776,1.9426227756500245,0.2829,10,False
90,1.261967207443714,0.5988,1.8217774244308471,0.2909,10,False
91,1.124003630399704,0.6356,1.9008853628158568,0.2509,10,False
92,1.0888505349874495,0.6386,1.8836589401245116,0.2911,10,False
93,1.2174120329380036,0.6022,1.9677411026000977,0.2623,10,False
94,1.126516839404311,0.6472,1.8597578136444093,0.3009,10,False
95,1.0859421316896565,0.644,1.8310487634658814,0.3094,10,False
96,1.2289644515752793,0.597,2.090872402191162,0.2284,10,False
97,1.2885869918823243,0.5682,1.8342933292388917,0.2889,10,False
98,1.0060684296607971,0.671,1.714439496612549,0.3275,10,False
99,1.0503985572934151,0.669,2.0615944538116455,0.2465,10,False
100,1.1600632223002612,0.6226,1.7786249927520752,0.3186,10,False
101,1.0661376634545159,0.6566,2.015431721305847,0.304,10,False
102,1.316678951181192,0.5772,2.292755333328247,0.2359,10,False
103,1.3794096987247466,0.5496,2.0683432264328,0.2318,10,False
104,1.1700447380278958,0.617,2.043485464286804,0.2118,10,False
105,1.2578387017567643,0.5656,2.0123475509643556,0.2763,10,False
106,1.1383791440183297,0.6204,1.8332894327163696,0.3227,10,False
107,1.1676024639935232,0.6082,2.1618092819213865,0.1553,10,False
108,1.0592232227146625,0.6612,1.896424564743042,0.2518,10,False
109,1.1045574985044542,0.6276,1.9630713287353516,0.3244,10,False
110,1.1571554794552736,0.6498,2.1051336029052736,0.2576,10,False
111,1.2805785521090032,0.569,2.09204105758667,0.2387,10,False
112,1.2813182880163192,0.577,2.1032876583099367,0.2609,10,False
113,1.2766570891656215,0.6342,1.900276145172119,0.319,10,False
114,1.0121855599932024,0.6906,1.8619436845779418,0.3238,10,False
115,1.3113801536798477,0.5758,1.90071617603302,0.2401,10,False
116,1.0991891338825226,0.6302,1.8425148862838745,0.2881,10,False
117,1.0825508487247861,0.652,1.8180874641418456,0.3116,10,False
118,1.1148077990339604,0.6372,1.862854153060913,0.2584,10,False
119,1.10945135781765,0.6566,1.8668896566390991,0.2987,10,False
120,1.0938861737728118,0.6582,1.9054149570465089,0.319,10,False
121,1.1951849143645725,0.6162,2.194176784324646,0.1963,10,False
122,1.1841897551178933,0.6222,1.8238649888992309,0.3287,10,False
123,1.0978845734596252,0.6554,1.7608554971694945,0.3464,10,False
124,1.012087325823307,0.7094,2.121107822418213,0.2324,10,False
125,1.1138339253917335,0.6386,1.7707545045852662,0.3264,10,False
126,1.0313564816216008,0.6548,1.8808392234802247,0.3028,10,False
127,1.1313494733154774,0.6404,1.8236768869400024,0.317,10,False
128,1.2183989223214797,0.595,1.918531934738159,0.3012,10,False
129,1.1537405665363651,0.617,2.4571123542785647,0.1814,10,False
130,1.2985444327116014,0.5778,2.380078537750244,0.2338,10,False
131,1.126595898643136,0.6316,2.027165727043152,0.3121,10,False
132,1.2574962375164032,0.598,1.9854945713043213,0.2405,10,False
133,1.171419733310677,0.6212,2.2347386005401613,0.2203,10,False
134,1.168435193133354,0.6196,1.885034288597107,0.2942,10,False
135,1.1169956480503083,0.628,1.7400342555999755,0.3125,10,False
136,0.9952545280456543,0.6802,1.692259747695923,0.3587,10,False
137,1.1802036297321319,0.6232,1.7639988275527954,0.3499,10,False
138,1.0235824438512324,0.6926,1.716193674468994,0.3307,10,False
139,1.1049158280203584,0.6362,1.8806509956359863,0.2817,10,False
140,1.1291274398326874,0.6308,1.896181378555298,0.3213,10,False
141,1.0338140395850874,0.6708,1.831046678352356,0.2789,10,False
142,1.0903771578490735,0.6338,1.6408286628723145,0.4048,10,False
143,1.0758038554430007,0.657,1.9664986152648927,0.2506,10,False
144,1.0713434828473256,0.6534,1.82473111038208,0.3245,10,False
145,1.171240056681633,0.595,1.7921687845230103,0.3077,10,False
146,1.098430727893673,0.6148,1.7099993005752563,0.3563,10,False
147,1.0199805137573277,0.6632,2.0897940273284914,0.2142,10,False
148,1.1612932757533971,0.6338,2.0734206716537478,0.2477,10,False
149,1.2721276966102888,0.5784,2.3994984977722167,0.2105,10,False
150,1.428253784108162,0.552,1.9222583711624146,0.3247,10,False
151,1.1780772239565849,0.6286,1.880058822631836,0.2834,10,False
152,1.1135368995189667,0.6524,2.081267467880249,0.2482,10,False
153,1.1820682888031007,0.5998,1.7719457000732421,0.3474,10,False
154,1.1262984618127345,0.6342,1.8606532348632812,0.3208,10,False
155,1.0892727753567975,0.6392,1.971648217010498,0.2962,10,False
156,1.0732630648374557,0.6662,1.9009837062835693,0.2677,10,False
157,1.0283503828883171,0.6682,1.86278389377594,0.286,10,False
158,1.192941902089119,0.6136,1.950801703453064,0.2382,10,False
159,1.0650576790094375,0.6652,2.007516591644287,0.2485,10,False
160,1.243662432125071,0.5988,1.8752996391296386,0.3297,10,False
161,0.9977832052111626,0.6774,1.780706028366089,0.362,10,False
162,1.0622452587458304,0.6764,1.8189777729034424,0.2988,10,False
163,1.0377958083808423,0.651,1.9678856315612794,0.2879,10,False
164,1.105875569915725,0.6418,1.7555772296905519,0.3299,10,False
165,1.0986231310388364,0.6478,1.9606774967193603,0.2747,10,False
166,1.1865563918352127,0.591,1.7140237251281738,0.3769,10,False
167,1.1374891911176965,0.6528,2.220982054901123,0.2139,10,False
168,1.2333467311445392,0.6356,2.200586863708496,0.2385,10,False
169,1.3850576121807099,0.563,1.7502553333282471,0.3179,10,False
170,1.207662859260291,0.5926,1.7790468063354492,0.3251,10,False
171,0.9458714089870452,0.7234,1.7786885534286498,0.3023,10,False
172,1.039961011004448,0.6738,1.6182806827545166,0.4099,10,False
173,0.9627937951043248,0.699,1.7053200693130492,0.3377,10,False
174,0.9929902209073305,0.6724,1.7726136762619018,0.3487,10,False
175,0.9936531280368567,0.682,1.7027102714538573,0.3848,10,False
176,1.1546856377124786,0.6188,1.7521717113494872,0.3213,10,False
177,1.112497541308403,0.6192,1.7675758876800538,0.3252,10,False
178,1.0752754209756852,0.648,1.9849408683776855,0.2791,10,False
179,1.0861699386835098,0.6374,1.717453618812561,0.3427,10,False
180,1.0841634398221969,0.6396,1.7072154348373414,0.3614,10,False
181,1.1440270243942738,0.624,1.9362521896362304,0.3218,10,False
182,1.0280950519983656,0.6682,1.7799244131088257,0.3188,10,False
183,0.8751258643177571,0.7334,1.7743783882141113,0.3409,10,False
184,1.152010143995285,0.6066,2.1474613006591796,0.2934,10,False
185,1.0556430802106858,0.657,1.8041882850646973,0.3308,10,False
186,1.0451810899972915,0.6588,1.8085972503662109,0.2908,10,False
187,1.0575662076711654,0.6568,1.757810149383545,0.3764,10,False
188,1.2348707641124725,0.612,2.6171670627593993,0.1887,10,False
189,1.227187990944134,0.6002,2.0888424240112307,0.2401,10,False
190,1.1837014918600208,0.5928,1.9202655294418336,0.3242,10,False
191,0.935387410586467,0.7054,1.8257461185455321,0.3308,10,False
192,1.238656075310707,0.583,1.8887041700363159,0.3367,10,False
193,1.1763973354339599,0.626,1.7706839254379272,0.3568,10,False
194,1.043814433670044,0.6698,1.7355723718643188,0.3583,10,False
195,1.0949850808728487,0.6492,1.6997606760025024,0.3545,10,False
196,0.8934342409104109,0.7166,1.681429921722412,0.3636,10,False
197,0.8795591738439165,0.7166,1.847200331878662,0.3342,10,False
198,1.0179950434684752,0.682,1.8640323616027832,0.3443,10,False
199,1.0438118012573336,0.6648,1.8178641345977784,0.3711,10,False
200,1.079553835916519,0.651,1.63620486869812,0.3692,10,False
201,0.9234530759292887,0.7092,1.8926651554107665,0.3419,10,False
202,0.9735766880989075,0.6978,2.012150206375122,0.2616,10,False
203,1.3496830809116362,0.544,2.0995482322692873,0.276,10,False
204,1.3048005975941661,0.5988,2.045007486534119,0.2907,10,False
205,0.9463489216609392,0.6942,1.653847123336792,0.363,10,False
206,1.0179573329450562,0.6758,1.8542115352630615,0.3005,10,False
207,1.106186131644249,0.635,1.8041720817565918,0.3125,10,False
208,0.9612397503256798,0.6862,2.0986544231414794,0.2519,10,False
209,1.0975955564861186,0.6566,1.724077848815918,0.3415,10,False
210,0.9616541869580746,0.6906,1.8564273759841918,0.3229,10,False
211,1.0142876108169556,0.6606,1.8770342041015624,0.3247,10,False
212,1.1365009730935096,0.6204,1.9331598224639892,0.3054,10,False
213,1.0910464096546173,0.621,1.9801941085815429,0.2205,10,False
214,1.1581062174201011,0.6172,2.043244916152954,0.2684,10,False
215,1.0550645936012268,0.6512,1.6320906854629516,0.4013,10,False
216,1.1022181676983833,0.6404,1.8092160968780517,0.3201,10,False
217,1.1084766674995423,0.6394,1.5543851921081544,0.3981,10,False
218,0.9924960203883704,0.6638,1.8035554359436035,0.2926,10,False
219,1.095212888491532,0.6594,2.1393140731811524,0.2817,10,False
220,1.1591036569952964,0.6432,2.058051515197754,0.2577,10,False
221,1.1498482804796892,0.6198,1.7513912508010865,0.3306,10,False
222,1.039641086965427,0.6552,1.6172731559753417,0.3871,10,False
223,1.0097779072284698,0.6906,1.6148249256134033,0.3786,10,False
224,0.9363298510776833,0.7028,2.155897874450684,0.241,10,False
225,1.0462253875225782,0.649,1.719301475906372,0.356,10,False
226,1.1174004836998181,0.6344,1.6565467220306396,0.3756,10,False
227,1.0066474605202675,0.6728,1.8263937870025635,0.3226,10,False
228,1.072776643884182,0.6408,1.7961335372924805,0.3004,10,False
229,1.0062683175206184,0.6772,2.0453219619750977,0.2013,10,False
230,1.1878831218719483,0.612,1.832943687057495,0.3613,10,False
231,1.3026221910176798,0.5962,2.240656034088135,0.2991,10,False
232,1.179963373851776,0.6466,1.7031310291290283,0.3438,10,False
233,0.9338024461448192,0.6994,1.73539488697052,0.3588,10,False
234,1.0329173580646516,0.6534,1.667395753097534,0.3772,10,False
235,1.025845174218528,0.663,1.6306422973632813,0.3787,10,False
236,0.9784495675563812,0.6836,1.5996437156677246,0.4218,10,False
237,0.9097309498727322,0.7222,1.6672954322814941,0.4144,10,False
238,0.96921211759547,0.698,2.402088060760498,0.1952,10,False
239,1.0791502061612903,0.6504,1.8714994750976564,0.3297,10,False
240,1.109824354606867,0.6276,1.8158861087799072,0.2855,10,False
241,1.073846849012375,0.6534,1.645176446533203,0.392,10,False
242,0.9185963510051369,0.7124,1.6669642957687378,0.3874,10,False
243,0.9269695010602474,0.7162,1.7986942882537842,0.3009,10,False
244,0.994444825911522,0.6706,1.644565392112732,0.3231,10,False
245,1.0052749643981456,0.658,1.7429434982299805,0.4215,10,False
246,1.0970436331033706,0.646,1.7297554851531982,0.3538,10,False
247,0.9993617186714197,0.6614,1.6280533460617066,0.3875,10,False
248,0.9744899609804153,0.6748,1.8465057847976685,0.3401,10,False
249,1.1168149560933147,0.6412,1.9380084857940674,0.3032,10,False
250,1.145981297826767,0.6208,1.5559364545822143,0.4262,10,False
251,0.9997943512016325,0.69,1.8149852321624755,0.3169,10,False
252,1.1565443721294404,0.5956,2.0174136417388917,0.3193,10,False
253,1.0379282560076564,0.671,1.8089654468536378,0.2611,10,False
254,1.119903370976448,0.6098,1.575497054672241,0.4075,10,False
255,0.9277361088097096,0.7152,1.5930151611328125,0.418,10,False
256,0.9808959264993667,0.6712,1.7805674207687379,0.3767,10,False
257,0.9984766585510224,0.671,1.5662067489624023,0.4291,10,False
258,0.9331260539981536,0.7094,1.9139539794921876,0.3185,10,False
259,0.8794498289665207,0.7138,1.6300135021209716,0.427,10,False
260,0.7405806171148084,0.7748,1.8805914266586303,0.2622,10,False
261,0.9451800886750221,0.6784,1.938414365386963,0.3003,10,False
262,1.237262545108795,0.5914,1.642318549346924,0.3982,10,False
263,1.02352180595994,0.6728,1.50986710395813,0.4257,10,False
264,0.9109875438094139,0.7178,1.570594703102112,0.4455,10,False
