round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,tau_eff,mean_local_normalizer,mean_local_steps,run_completed
1,2.3491948917388914,0.1114,2.26949686126709,0.1443,10,28.742048900000007,28.742048899999993,8.0,False
2,2.2536396825790406,0.1518,2.189489970779419,0.2003,10,28.742048900000007,28.742048899999993,8.0,False
3,2.1785607734680177,0.1948,2.098771589279175,0.213,10,28.742048900000007,28.742048899999993,8.0,False
4,2.091526258468628,0.2278,2.0041651174545287,0.2611,10,28.742048900000007,28.742048899999993,8.0,False
5,2.0539566082000733,0.2382,1.954946925354004,0.2625,10,28.742048900000007,28.742048899999993,8.0,False
6,1.9915888268470765,0.2438,1.923711256790161,0.2583,10,28.742048900000007,28.742048899999993,8.0,False
7,1.9460012778282165,0.2734,1.9113255905151367,0.2639,10,28.742048900000007,28.742048899999993,8.0,False
8,1.9134599696159362,0.2746,1.8693752599716187,0.2812,10,28.742048900000007,28.742048899999993,8.0,False
9,1.8651833945274352,0.3064,1.7997874362945556,0.3223,10,28.742048900000007,28.742048899999993,8.0,False
10,1.8327485892295838,0.3092,1.7651714302062989,0.34,10,28.742048900000007,28.742048899999993,8.0,False
11,1.8026441779136657,0.3216,1.7234490581512452,0.3545,10,28.742048900000007,28.742048899999993,8.0,False
12,1.7940891704559325,0.322,1.7453829652786255,0.3422,10,28.742048900000007,28.742048899999993,8.0,False
13,1.7637941003799438,0.3304,1.6874094100952148,0.368,10,28.742048900000007,28.742048899999993,8.0,False
14,1.718362944984436,0.3452,1.7114071220397948,0.3685,10,28.742048900000007,28.742048899999993,8.0,False
15,1.736724522304535,0.346,1.6380518589019775,0.38,10,28.742048900000007,28.742048899999993,8.0,False
16,1.7214651066780091,0.3384,1.5965650045394897,0.4056,10,28.742048900000007,28.742048899999993,8.0,False
17,1.709567656326294,0.3606,1.6139330268859864,0.3921,10,28.742048900000007,28.742048899999993,8.0,False
18,1.676849942779541,0.3718,1.564773568725586,0.4127,10,28.742048900000007,28.742048899999993,8.0,False
19,1.6855522196769714,0.3648,1.5780023244857788,0.418,10,28.742048900000007,28.742048899999993,8.0,False
20,1.627334614086151,0.3882,1.5301354320526124,0.4234,10,28.742048900000007,28.742048899999993,8.0,False
21,1.661402487564087,0.3734,1.5472344814300538,0.4197,10,28.742048900000007,28.742048899999993,8.0,False
22,1.6150612046241761,0.3974,1.5477589365005493,0.4224,10,28.742048900000007,28.742048899999993,8.0,False
23,1.6001810437202453,0.4012,1.5839766563415527,0.4218,10,28.742048900000007,28.742048899999993,8.0,False
24,1.594443168258667,0.4008,1.5764766387939453,0.4201,10,28.742048900000007,28.742048899999993,8.0,False
25,1.6184012901306153,0.3966,1.5027809780120849,0.4406,10,28.742048900000007,28.742048899999993,8.0,False
26,1.5863820870399474,0.4086,1.5635377079010009,0.429,10,28.742048900000007,28.742048899999993,8.0,False
27,1.5953546670913696,0.3948,1.4805295036315917,0.4544,10,28.742048900000007,28.742048899999993,8.0,False
28,1.548613354587555,0.4222,1.5110323406219481,0.435,10,28.742048900000007,28.742048899999993,8.0,False
29,1.5420802724838256,0.424,1.435387450027466,0.4579,10,28.742048900000007,28.742048899999993,8.0,False
30,1.5400447031974793,0.4312,1.4650961635589599,0.4592,10,28.742048900000007,28.742048899999993,8.0,False
31,1.5200682355880737,0.436,1.4719575254440307,0.4637,10,28.742048900000007,28.742048899999993,8.0,False
32,1.529812006855011,0.4322,1.462370951652527,0.4616,10,28.742048900000007,28.742048899999993,8.0,False
33,1.50711800699234,0.4436,1.4448448385238648,0.4633,10,28.742048900000007,28.742048899999993,8.0,False
34,1.5313343647956847,0.4316,1.4069479091644288,0.4762,10,28.742048900000007,28.742048899999993,8.0,False
35,1.491359634590149,0.4478,1.3880466274261474,0.4879,10,28.742048900000007,28.742048899999993,8.0,False
36,1.4887385231018067,0.4482,1.436153073310852,0.4667,10,28.742048900000007,28.742048899999993,8.0,False
37,1.4822367416381836,0.452,1.4459455667495729,0.4767,10,28.742048900000007,28.742048899999993,8.0,False
38,1.4905102869033813,0.4466,1.3770166706085205,0.49,10,28.742048900000007,28.742048899999993,8.0,False
39,1.4659067448616028,0.4456,1.383103524017334,0.4948,10,28.742048900000007,28.742048899999993,8.0,False
40,1.4909475811004638,0.4452,1.3714272762298585,0.4885,10,28.742048900000007,28.742048899999993,8.0,False
41,1.4390177044868468,0.4758,1.400582614517212,0.4855,10,28.742048900000007,28.742048899999993,8.0,False
42,1.4585566798210143,0.4652,1.353269838142395,0.498,10,28.742048900000007,28.742048899999993,8.0,False
43,1.4471524864196776,0.4672,1.438845097732544,0.4792,10,28.742048900000007,28.742048899999993,8.0,False
44,1.4362583621025085,0.4672,1.336707188987732,0.5088,10,28.742048900000007,28.742048899999993,8.0,False
45,1.4360352152824403,0.4764,1.3339977710723876,0.5086,10,28.742048900000007,28.742048899999993,8.0,False
46,1.4195727520942687,0.47,1.3478874101638794,0.4998,10,28.742048900000007,28.742048899999993,8.0,False
47,1.4231007843971253,0.4738,1.4349615001678466,0.4759,10,28.742048900000007,28.742048899999993,8.0,False
48,1.4000014986038207,0.4866,1.302446787261963,0.5217,10,28.742048900000007,28.742048899999993,8.0,False
49,1.383686175441742,0.4918,1.3524426231384277,0.5102,10,28.742048900000007,28.742048899999993,8.0,False
50,1.3776753399848938,0.493,1.28822488822937,0.5242,10,28.742048900000007,28.742048899999993,8.0,False
51,1.389012031173706,0.4862,1.3281077737808227,0.5093,10,28.742048900000007,28.742048899999993,8.0,False
52,1.402013653087616,0.4894,1.2842624048233031,0.5318,10,28.742048900000007,28.742048899999993,8.0,False
53,1.38234091091156,0.4914,1.3055446704864502,0.5186,10,28.742048900000007,28.742048899999993,8.0,False
54,1.362683761024475,0.5038,1.2787319974899292,0.5357,10,28.742048900000007,28.742048899999993,8.0,False
55,1.4003183166503905,0.4882,1.2784264797210694,0.5254,10,28.742048900000007,28.742048899999993,8.0,False
56,1.365104169178009,0.4944,1.269894013595581,0.5364,10,28.742048900000007,28.742048899999993,8.0,False
57,1.3725678446769713,0.506,1.2390493621826173,0.5519,10,28.742048900000007,28.742048899999993,8.0,False
58,1.3567457517623902,0.5126,1.242036325454712,0.5484,10,28.742048900000007,28.742048899999993,8.0,False
59,1.3617942158699035,0.492,1.229957396697998,0.5533,10,28.742048900000007,28.742048899999993,8.0,False
60,1.3395152256965637,0.5128,1.2788404954910277,0.534,10,28.742048900000007,28.742048899999993,8.0,False
61,1.3900760158538819,0.4906,1.2367952896118164,0.5446,10,28.742048900000007,28.742048899999993,8.0,False
