round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,run_completed
1,2.0636086869239807,0.275,2.3126279739379885,0.1463,10,False
2,1.9671601552963256,0.3114,2.621404595947266,0.1586,10,False
3,2.1456325957775118,0.324,2.227916764831543,0.1887,10,False
4,1.9754717625617981,0.3274,2.595448663330078,0.2126,10,False
5,2.0667888996124266,0.346,2.1176242069244386,0.2458,10,False
6,1.906204317188263,0.3582,2.4428062057495117,0.22,10,False
7,1.9687851194381714,0.372,2.3704202098846436,0.2138,10,False
8,1.7141031293869018,0.411,2.281818043136597,0.2702,10,False
9,1.8141016169548034,0.3862,1.9683762525558473,0.3344,10,False
10,1.704139185667038,0.4166,2.351729686164856,0.2933,10,False
11,1.6959606486320495,0.4472,1.841605594062805,0.3442,10,False
12,1.5659334292411804,0.4676,1.9811068452835083,0.3307,10,False
13,1.568076045513153,0.4824,1.7573088983535767,0.3675,10,False
14,1.4891626497268677,0.487,2.128167504119873,0.3301,10,False
15,1.6142054653167726,0.4538,1.9159855659484863,0.3745,10,False
16,1.5909083478927613,0.442,1.842291687965393,0.3687,10,False
17,1.4816939374923705,0.4954,2.3371621006011964,0.3109,10,False
18,1.6897075395584107,0.4412,1.5787297595977783,0.4156,10,False
19,1.43562935962677,0.5122,2.1659353775024415,0.3039,10,False
20,1.583834222650528,0.4656,1.7584263626098633,0.3623,10,False
21,1.463048920249939,0.4874,2.0463284965515136,0.3668,10,False
22,1.6040718217849732,0.4528,1.8795906145095824,0.3951,10,False
23,1.5659091460227967,0.4714,1.8976983247756958,0.3795,10,False
24,1.4505309989929198,0.5044,1.9338997388839723,0.343,10,False
25,1.5298425992488862,0.4666,1.8306113582611083,0.3924,10,False
26,1.600090158367157,0.459,2.0990246070861818,0.3647,10,False
27,1.5150891019821167,0.4712,2.275800328826904,0.3311,10,False
28,1.6014623613357544,0.455,1.850028775215149,0.339,10,False
29,1.5635888188362121,0.453,1.8116375696182252,0.3897,10,False
30,1.4869005548000336,0.4698,1.7160974088668823,0.3659,10,False
31,1.4893237082004547,0.484,1.5862233360290527,0.4279,10,False
32,1.4005643054485322,0.5242,1.7263147117614746,0.4248,10,False
33,1.4513936349868775,0.5124,1.814591246032715,0.4015,10,False
