method,dataset,model,round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,fit_failures,fit_param_down_mb,fit_param_up_mb,fit_param_total_comm_mb,split_train_smashed_forward_mb,split_train_smashed_backward_mb,split_train_label_mb,split_train_total_comm_mb,fit_total_comm_mb,client_train_time_mean_sec,client_train_time_max_sec,fit_total_time_mean_sec,fit_total_time_max_sec,fit_wall_time_sec,num_eval_clients,eval_failures,eval_param_down_mb,eval_param_up_mb,eval_param_total_comm_mb,split_eval_smashed_forward_mb,split_eval_label_mb,split_eval_total_comm_mb,eval_total_comm_mb,client_eval_time_mean_sec,client_eval_time_max_sec,eval_total_time_mean_sec,eval_total_time_max_sec,eval_wall_time_sec,round_param_comm_mb,round_splitfed_comm_mb,round_total_comm_mb,cumulative_total_comm_mb,round_wall_time_sec,cumulative_round_wall_time_sec
FedAvgM,CIFAR10,ResNet10,1,0.6527831882238389,0.8533333301544189,2.546504259109497,0.10000000149011612,10,0,187.26356506347656,187.26356506347656,374.5271301269531,0.0,0.0,0.0,0.0,374.5271301269531,0.0,0.0,0.0,0.0,0.17872822214849293,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.5271301269531,0.0,374.5271301269531,374.5271301269531,0.17872822214849293,0.17872822214849293
FedAvgM,CIFAR10,ResNet10,2,0.5790426582098007,0.8786666691303253,nan,0.10000000149011612,10,0,187.26356506347656,187.26356506347656,374.5271301269531,0.0,0.0,0.0,0.0,374.5271301269531,0.0,0.0,0.0,0.0,0.1586438319645822,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.5271301269531,0.0,374.5271301269531,749.0542602539062,0.1586438319645822,0.33737205411307514
FedAvgM,CIFAR10,ResNet10,3,0.6715845853090286,0.8482222199440003,nan,0.10000000149011612,10,0,187.26356506347656,187.26356506347656,374.5271301269531,0.0,0.0,0.0,0.0,374.5271301269531,0.0,0.0,0.0,0.0,0.15741263795644045,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.5271301269531,0.0,374.5271301269531,1123.5813903808594,0.15741263795644045,0.4947846920695156
FedAvgM,CIFAR10,ResNet10,4,0.5742278784513474,0.8760000050067902,nan,0.10000000149011612,10,0,187.26356506347656,187.26356506347656,374.5271301269531,0.0,0.0,0.0,0.0,374.5271301269531,0.0,0.0,0.0,0.0,0.14433846506290138,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.5271301269531,0.0,374.5271301269531,1498.1085205078125,0.14433846506290138,0.639123157132417
FedAvgM,CIFAR10,ResNet10,5,0.5026284009218216,0.9053333401679993,nan,0.10000000149011612,10,0,187.26356506347656,187.26356506347656,374.5271301269531,0.0,0.0,0.0,0.0,374.5271301269531,0.0,0.0,0.0,0.0,0.1422139029018581,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.5271301269531,0.0,374.5271301269531,1872.6356506347656,0.1422139029018581,0.781337060034275
FedAvgM,CIFAR10,ResNet10,6,0.5193037033081055,0.9091111183166504,nan,0.10000000149011612,10,0,187.26356506347656,187.26356506347656,374.5271301269531,0.0,0.0,0.0,0.0,374.5271301269531,0.0,0.0,0.0,0.0,0.14293196192011237,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.5271301269531,0.0,374.5271301269531,2247.1627807617188,0.14293196192011237,0.9242690219543874
FedAvgM,CIFAR10,ResNet10,7,0.6080509513616562,0.8751111090183258,3.006667137145996,0.2053000032901764,10,0,187.26356506347656,187.26356506347656,374.5271301269531,0.0,0.0,0.0,0.0,374.5271301269531,0.0,0.0,0.0,0.0,0.14872523304075003,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.5271301269531,0.0,374.5271301269531,2621.689910888672,0.14872523304075003,1.0729942549951375
FedAvgM,CIFAR10,ResNet10,8,0.5628861904144287,0.8924444317817688,4.357338905334473,0.10279999673366547,10,0,187.26356506347656,187.26356506347656,374.5271301269531,0.0,0.0,0.0,0.0,374.5271301269531,0.0,0.0,0.0,0.0,0.14911945699714124,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.5271301269531,0.0,374.5271301269531,2996.217041015625,0.14911945699714124,1.2221137119922787
FedAvgM,CIFAR10,ResNet10,9,0.4645854771137238,0.9177777826786041,3.678156614303589,0.10000000149011612,10,0,187.26356506347656,187.26356506347656,374.5271301269531,0.0,0.0,0.0,0.0,374.5271301269531,0.0,0.0,0.0,0.0,0.15033074584789574,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.5271301269531,0.0,374.5271301269531,3370.744171142578,0.15033074584789574,1.3724444578401744
FedAvgM,CIFAR10,ResNet10,10,0.47590396702289584,0.9182222306728363,3.9616987705230713,0.10010000318288803,10,0,187.26356506347656,187.26356506347656,374.5271301269531,0.0,0.0,0.0,0.0,374.5271301269531,0.0,0.0,0.0,0.0,0.14082797896116972,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.5271301269531,0.0,374.5271301269531,3745.2713012695312,0.14082797896116972,1.5132724368013442
FedAvgM,CIFAR10,ResNet10,11,0.4669617205858231,0.9275555551052094,3.0696051120758057,0.15449999272823334,10,0,187.26356506347656,187.26356506347656,374.5271301269531,0.0,0.0,0.0,0.0,374.5271301269531,0.0,0.0,0.0,0.0,0.15190773899666965,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.5271301269531,0.0,374.5271301269531,4119.798431396484,0.15190773899666965,1.6651801757980138
FedAvgM,CIFAR10,ResNet10,12,0.47010263353586196,0.9240000009536743,2.668013572692871,0.22910000383853912,10,0,187.26356506347656,187.26356506347656,374.5271301269531,0.0,0.0,0.0,0.0,374.5271301269531,0.0,0.0,0.0,0.0,0.1422407019417733,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.5271301269531,0.0,374.5271301269531,4494.3255615234375,0.1422407019417733,1.807420877739787
FedAvgM,CIFAR10,ResNet10,13,0.5331934332847595,0.902222216129303,nan,0.10000000149011612,10,0,187.26356506347656,187.26356506347656,374.5271301269531,0.0,0.0,0.0,0.0,374.5271301269531,0.0,0.0,0.0,0.0,0.1507605011574924,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.5271301269531,0.0,374.5271301269531,4868.852691650391,0.1507605011574924,1.9581813788972795
FedAvgM,CIFAR10,ResNet10,14,0.43173357248306277,0.9435555577278137,nan,0.10000000149011612,10,0,187.26356506347656,187.26356506347656,374.5271301269531,0.0,0.0,0.0,0.0,374.5271301269531,0.0,0.0,0.0,0.0,0.14566192193888128,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.5271301269531,0.0,374.5271301269531,5243.379821777344,0.14566192193888128,2.103843300836161
FedAvgM,CIFAR10,ResNet10,15,0.40422817021608354,0.9446666657924652,nan,0.10000000149011612,10,0,187.26356506347656,187.26356506347656,374.5271301269531,0.0,0.0,0.0,0.0,374.5271301269531,0.0,0.0,0.0,0.0,0.1474169499706477,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.5271301269531,0.0,374.5271301269531,5617.906951904297,0.1474169499706477,2.2512602508068085
FedAvgM,CIFAR10,ResNet10,16,0.49017980694770813,0.9219999969005584,nan,0.10000000149011612,10,0,187.26356506347656,187.26356506347656,374.5271301269531,0.0,0.0,0.0,0.0,374.5271301269531,0.0,0.0,0.0,0.0,0.14518659701570868,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.5271301269531,0.0,374.5271301269531,5992.43408203125,0.14518659701570868,2.396446847822517
FedAvgM,CIFAR10,ResNet10,17,0.4094222068786621,0.9491111159324646,2.175579786300659,0.365200012922287,10,0,187.26356506347656,187.26356506347656,374.5271301269531,0.0,0.0,0.0,0.0,374.5271301269531,0.0,0.0,0.0,0.0,0.14561855094507337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.5271301269531,0.0,374.5271301269531,6366.961212158203,0.14561855094507337,2.5420653987675905
FedAvgM,CIFAR10,ResNet10,18,0.3978433758020401,0.95799999833107,2.4111409187316895,0.3237000107765198,10,0,187.26356506347656,187.26356506347656,374.5271301269531,0.0,0.0,0.0,0.0,374.5271301269531,0.0,0.0,0.0,0.0,0.15089453500695527,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.5271301269531,0.0,374.5271301269531,6741.488342285156,0.15089453500695527,2.692959933774546
