method,dataset,model,round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,fit_failures,num_eval_clients,eval_failures,fit_param_down_mb,fit_param_up_mb,fit_param_total_comm_mb,round_total_comm_mb,cumulative_total_comm_mb,round_wall_time_sec,cumulative_round_wall_time_sec
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,1,4.640604079064132,0.005645730342432047,4.341686725616455,0.06936416029930115,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,338.82701110839844,45.33803343772888,45.33803343772888
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,2,4.254500732253455,0.0654893306723362,4.334835529327393,0.0028901733458042145,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,677.6540222167969,33.72148036956787,79.05951380729675
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,3,3.9356160614283566,0.21517140961188977,4.323676109313965,0.08670520037412643,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,1016.4810333251953,35.18457746505737,114.24409127235413
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,4,3.6921939497501977,0.29107277002534915,4.31177282333374,0.09826589375734329,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,1355.3080444335938,39.82704138755798,154.0711326599121
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,5,3.498153049817798,0.3512336695877665,4.2987589836120605,0.09826589375734329,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,1694.1350555419922,43.113388538360596,197.1845211982727
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,6,3.3622206579752505,0.38770864680070255,4.285757541656494,0.09826589375734329,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,2032.9620666503906,49.1057767868042,246.2902979850769
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,7,3.1798853704294894,0.47232752245334714,4.2730937004089355,0.09826589375734329,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,2371.789077758789,52.403279066085815,298.6935770511627
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,8,3.1117889478718492,0.5141242895128026,4.259730815887451,0.09826589375734329,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,2710.6160888671875,56.644582748413086,355.3381597995758
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,9,3.0349400227696166,0.5430463544799616,4.247326374053955,0.09826589375734329,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,3049.443099975586,60.38088011741638,415.7190399169922
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,10,2.948866556677501,0.581844171300115,4.235142230987549,0.09826589375734329,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,3388.2701110839844,64.71226191520691,480.4313018321991
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,11,2.8634193206739704,0.6147660863591217,4.22315788269043,0.09826589375734329,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,3727.097122192383,68.72302174568176,549.1543235778809
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,12,2.827211216857955,0.6108663758692412,4.211865425109863,0.09826589375734329,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,4065.9241333007812,73.47750949859619,622.631833076477
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,13,2.751444818114421,0.6112295659239104,4.19992208480835,0.09826589375734329,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,4404.75114440918,77.79381990432739,700.4256529808044
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,14,2.703791222785107,0.6188734452830847,4.188761234283447,0.09248554706573486,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,4743.578155517578,81.46125960350037,781.8869125843048
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,15,2.6389154981629335,0.6083269054694826,4.178299427032471,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,5082.405166625977,86.00321078300476,867.8901233673096
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,16,2.5969364559011017,0.6208670113035899,4.16768217086792,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,5421.232177734375,90.2284677028656,958.1185910701752
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,17,2.5592035465808802,0.6199128010938334,4.157193183898926,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,5760.059188842773,94.60148215293884,1052.720073223114
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,18,2.4617088524721447,0.6554498990347722,4.146702289581299,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,6098.886199951172,99.000417470932,1151.720490694046
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,19,2.483323577111328,0.6303531194342249,4.137401580810547,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,6437.71321105957,103.57179188728333,1255.2922825813293
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,20,2.4097333082313703,0.6509299005391089,4.128938674926758,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,6776.540222167969,107.85245561599731,1363.1447381973267
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,21,2.3296346625690094,0.6632200917077734,4.121774673461914,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,7115.367233276367,111.298415184021,1474.4431533813477
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,22,2.316082937203065,0.6625364449298764,4.114274024963379,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,7454.194244384766,115.31410074234009,1589.7572541236877
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,23,2.365455292250787,0.6457536364659702,4.1080193519592285,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,7793.021255493164,118.85695242881775,1708.6142065525055
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,24,2.2924191486276544,0.6456571896198985,4.102839469909668,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,8131.8482666015625,124.08600854873657,1832.700215101242
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,25,2.2018673609258532,0.6704119943054427,4.098119258880615,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,8470.675277709961,127.9965648651123,1960.6967799663544
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,26,2.2415181906731636,0.6554054017360504,4.093445301055908,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,8809.50228881836,132.29729771614075,2092.994077682495
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,27,2.1458367067693036,0.6691957513189822,4.089189529418945,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,9148.329299926758,137.31057596206665,2230.3046536445618
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,28,2.180852534411566,0.6595895251566353,4.086766719818115,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,9487.156311035156,45.86420750617981,2276.1688611507416
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,29,2.147515883497948,0.656204379779579,4.084880352020264,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,9825.983322143555,34.19390416145325,2310.362765312195
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,30,2.155760013245405,0.6564651911917222,4.082972049713135,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,10164.810333251953,35.07370948791504,2345.43647480011
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,31,2.0440171419597064,0.6766020955431834,4.081813335418701,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,10503.637344360352,41.34254026412964,2386.7790150642395
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,32,2.0459145264685024,0.6691122470930579,4.0805277824401855,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,10842.46435546875,44.420133113861084,2431.1991481781006
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,33,2.065602123826966,0.6661654099037773,4.08053731918335,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,11181.291366577148,47.277069091796875,2478.4762172698975
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,34,1.980907837341177,0.6766691748038862,4.082777500152588,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,11520.118377685547,51.856887340545654,2530.333104610443
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,35,2.072437807511394,0.6635581090340826,4.085381031036377,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,11858.945388793945,56.2035698890686,2586.5366744995117
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,36,1.978291287069872,0.6678858753879662,4.0886712074279785,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,12197.772399902344,60.82984495162964,2647.3665194511414
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,37,2.0329603539281713,0.6586080575600649,4.092336177825928,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,12536.599411010742,65.03529787063599,2712.4018173217773
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,38,1.9586827490160676,0.667872644238465,4.09762716293335,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,12875.42642211914,69.37634658813477,2781.778163909912
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,39,1.9031544734171109,0.6759941058675039,4.10228157043457,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,13214.253433227539,73.31802034378052,2855.0961842536926
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,40,1.9552578464519161,0.6644832608567922,4.1090006828308105,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,13553.080444335938,77.39211845397949,2932.488302707672
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,41,1.9378711008505323,0.6674191125180149,4.114748954772949,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,13891.907455444336,81.69151735305786,3014.17982006073
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,42,1.8675787384133964,0.6778273813071705,4.121654987335205,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,14230.734466552734,85.74702858924866,3099.9268486499786
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,43,1.8767972567205102,0.6727538372670934,4.130197525024414,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,14569.561477661133,89.84573650360107,3189.7725851535797
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,44,1.77656934895319,0.6966292082147205,4.137251853942871,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,14908.388488769531,93.77028036117554,3283.5428655147552
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,45,1.7868711174534326,0.6885484994805529,4.147108554840088,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,15247.21549987793,98.50684571266174,3382.049711227417
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,46,1.824476499043022,0.6777697273305496,4.156386375427246,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,15586.042510986328,102.16410207748413,3484.213813304901
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,47,1.7402411123408992,0.690441181423033,4.165722370147705,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,15924.869522094727,107.38288307189941,3591.5966963768005
FedAvg-DirectGPU-v2,LEAF_FEMNIST_NIID,resnet10,48,1.7219955943298058,0.6896807701391208,4.1796979904174805,0.07514450699090958,9,0,0,0,169.41350555419922,169.41350555419922,338.82701110839844,338.82701110839844,16263.696533203125,111.54913473129272,3703.1458311080933
