round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,run_completed
1,2.339285458755493,0.114,2.2452610801696777,0.187,10,False
2,2.2252071033477785,0.1658,2.153510131072998,0.1991,10,False
3,2.1513694118499758,0.2042,2.073246178817749,0.1935,10,False
4,2.075681075000763,0.2222,2.003560304260254,0.2303,10,False
5,2.0058070699691775,0.2392,1.9427049573898316,0.2561,10,False
6,1.9755467987060547,0.2558,1.8964188306808472,0.2745,10,False
7,1.9412718639373778,0.2602,1.8517056755065917,0.2924,10,False
8,1.9085424412727356,0.283,1.8550859836578368,0.2964,10,False
9,1.84858139295578,0.3082,1.760131996536255,0.3426,10,False
10,1.850836355304718,0.3058,1.7876793445587158,0.3212,10,False
11,1.808252368927002,0.3156,1.7199560499191284,0.3478,10,False
12,1.7994709334373473,0.3164,1.7504624042510986,0.3236,10,False
13,1.7571945866584777,0.3356,1.668134229850769,0.3735,10,False
14,1.7312480662345886,0.3486,1.6386163825988769,0.3869,10,False
15,1.737523028755188,0.3434,1.7489613300323485,0.3565,10,False
16,1.7174321270942687,0.3538,1.6842743629455565,0.3793,10,False
17,1.6892660680770875,0.3644,1.606967622566223,0.3961,10,False
18,1.6918230214118957,0.3604,1.5830324237823485,0.4097,10,False
19,1.6738603869438171,0.3686,1.561067409324646,0.4118,10,False
20,1.6572418452262878,0.3658,1.5754368347167969,0.4136,10,False
21,1.6695759231567382,0.3712,1.5386087743759156,0.4293,10,False
22,1.6094679602622985,0.3892,1.531426725769043,0.4277,10,False
23,1.6145319014549255,0.3944,1.5135710290908813,0.4307,10,False
24,1.6003643156051637,0.4024,1.4981359691619873,0.4413,10,False
25,1.5957409673690797,0.3928,1.48209704246521,0.4444,10,False
26,1.5830424053192138,0.4164,1.4615594707489015,0.4522,10,False
27,1.5809847806930541,0.4086,1.4528698072433472,0.4553,10,False
28,1.567941715335846,0.4118,1.4516707149505614,0.4541,10,False
29,1.5824671634674072,0.4102,1.4571530439376832,0.4626,10,False
30,1.5566895899772644,0.4202,1.4392339393615723,0.4614,10,False
31,1.5569015117645264,0.4236,1.4327438909530639,0.4724,10,False
32,1.5315306460380553,0.4328,1.4389443223953247,0.4642,10,False
33,1.5204023581504822,0.4268,1.4192449920654298,0.4702,10,False
34,1.5081453959465028,0.4374,1.3971485301971436,0.4844,10,False
35,1.4856565175056458,0.443,1.3714270402908326,0.491,10,False
36,1.4812107769966125,0.4452,1.4088266256332398,0.4782,10,False
37,1.5307205952644347,0.4434,1.4505775119781494,0.4599,10,False
38,1.4885725975990296,0.4484,1.3503675916671753,0.4978,10,False
39,1.4802684975624085,0.4602,1.3564195430755615,0.4925,10,False
40,1.4756110726356506,0.4572,1.3865903713226317,0.4877,10,False
41,1.4508355003356934,0.4608,1.3362045291900635,0.5045,10,False
42,1.4390489700317384,0.4714,1.4440234638214111,0.4784,10,False
43,1.4596240028381349,0.4594,1.3443798547744752,0.5062,10,False
44,1.4753302647590638,0.4466,1.3522874362945556,0.5068,10,False
45,1.429830063533783,0.4748,1.3216674158096313,0.5158,10,False
46,1.4366102081298828,0.4716,1.3553681846618653,0.5017,10,False
47,1.4534709324836732,0.462,1.2763883918762207,0.5267,10,False
48,1.441611144733429,0.4656,1.3319352710723877,0.5111,10,False
49,1.4300151111602784,0.475,1.3119331378936767,0.5155,10,False
50,1.4381274862289428,0.4718,1.2945520154953003,0.5229,10,False
51,1.4010310558319092,0.4814,1.3282230464935303,0.5206,10,False
52,1.3923712825775147,0.4846,1.2973930866241454,0.5243,10,False
53,1.3903337627410888,0.4824,1.2726802743911743,0.5328,10,False
54,1.3747172189712524,0.4998,1.251113180923462,0.5422,10,False
55,1.377965831565857,0.4966,1.2443568643569947,0.5415,10,False
56,1.3563445205688476,0.505,1.3249084140777587,0.518,10,False
57,1.3610632154464721,0.498,1.3266547067642211,0.516,10,False
58,1.3605494763374328,0.4976,1.2234152345657348,0.5487,10,False
59,1.3292739282608033,0.5148,1.209498984336853,0.5536,10,False
60,1.3340837420463563,0.5066,1.212517756843567,0.5527,10,False
61,1.362106772708893,0.5022,1.239682710838318,0.5511,10,False
62,1.3112496945381165,0.5266,1.229451611328125,0.5505,10,False
63,1.3074777950286864,0.5234,1.2294408569335937,0.5508,10,False
64,1.3389898420333863,0.5146,1.1848826896667481,0.566,10,False
65,1.3266851875305177,0.518,1.2651160360336304,0.5362,10,False
66,1.2977118014335631,0.519,1.1781480978012084,0.5734,10,False
67,1.2782231065750123,0.5338,1.2050343180656433,0.5626,10,False
68,1.3314080894470215,0.5172,1.256822128868103,0.5461,10,False
69,1.2794632490158082,0.5366,1.1467726393699647,0.5798,10,False
70,1.2464533623695373,0.5474,1.147140082836151,0.5841,10,False
71,1.2870623240470886,0.5268,1.1747106538772583,0.5782,10,False
72,1.2563558854103087,0.5374,1.1969275526046752,0.5609,10,False
73,1.2764152749061584,0.5382,1.2406033584594727,0.5574,10,False
74,1.2479149540901184,0.5414,1.1359214683532715,0.5859,10,False
75,1.2343566423416137,0.5452,1.1580120819091797,0.5793,10,False
