round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,tau_eff,mean_local_normalizer,mean_local_steps,run_completed
1,2.337692071533203,0.1154,2.246160998535156,0.1824,10,28.742048900000007,28.742048899999993,8.0,False
2,2.2219230852127074,0.1674,2.1560836196899413,0.2009,10,28.742048900000007,28.742048899999993,8.0,False
3,2.15165334854126,0.2066,2.0804576768875123,0.1935,10,28.742048900000007,28.742048899999993,8.0,False
4,2.0709796380996703,0.2232,2.0167564949035643,0.2294,10,28.742048900000007,28.742048899999993,8.0,False
5,1.9994338165283203,0.2428,1.9400717086791992,0.2549,10,28.742048900000007,28.742048899999993,8.0,False
6,1.971315751361847,0.2602,1.898188205909729,0.2707,10,28.742048900000007,28.742048899999993,8.0,False
7,1.94079096660614,0.254,1.8593521173477172,0.2894,10,28.742048900000007,28.742048899999993,8.0,False
8,1.904115013217926,0.2942,1.8276984981536866,0.3034,10,28.742048900000007,28.742048899999993,8.0,False
9,1.8449671914100647,0.3098,1.748170528793335,0.3475,10,28.742048900000007,28.742048899999993,8.0,False
10,1.8451582840919494,0.31,1.7681287036895752,0.3216,10,28.742048900000007,28.742048899999993,8.0,False
11,1.799491065120697,0.318,1.7126849382400513,0.3511,10,28.742048900000007,28.742048899999993,8.0,False
12,1.7980169525146485,0.316,1.7364247703552247,0.3209,10,28.742048900000007,28.742048899999993,8.0,False
13,1.7522340914726258,0.3292,1.6571686464309692,0.3747,10,28.742048900000007,28.742048899999993,8.0,False
14,1.7244218425750732,0.3528,1.6507299118041991,0.3807,10,28.742048900000007,28.742048899999993,8.0,False
15,1.7326301419258117,0.3496,1.6662206176757812,0.3757,10,28.742048900000007,28.742048899999993,8.0,False
16,1.7137947390556336,0.3588,1.6760290531158448,0.3829,10,28.742048900000007,28.742048899999993,8.0,False
17,1.6875935556411743,0.3628,1.5977563381195068,0.404,10,28.742048900000007,28.742048899999993,8.0,False
18,1.689680133342743,0.3646,1.5797233882904054,0.4101,10,28.742048900000007,28.742048899999993,8.0,False
19,1.6677066113471986,0.374,1.5506472749710083,0.419,10,28.742048900000007,28.742048899999993,8.0,False
20,1.6556927092552185,0.3738,1.6158833436965943,0.3998,10,28.742048900000007,28.742048899999993,8.0,False
21,1.6662701423645019,0.3716,1.5627456462860108,0.4184,10,28.742048900000007,28.742048899999993,8.0,False
22,1.6031496207237244,0.3928,1.5142322528839112,0.4316,10,28.742048900000007,28.742048899999993,8.0,False
23,1.6101166584968567,0.3984,1.5186603748321532,0.4249,10,28.742048900000007,28.742048899999993,8.0,False
24,1.5953078663825988,0.409,1.478038144683838,0.4469,10,28.742048900000007,28.742048899999993,8.0,False
25,1.59589594039917,0.3984,1.478415225982666,0.4456,10,28.742048900000007,28.742048899999993,8.0,False
26,1.5805219177246095,0.4132,1.4632245498657226,0.4558,10,28.742048900000007,28.742048899999993,8.0,False
27,1.576671898651123,0.4102,1.4577930252075195,0.4564,10,28.742048900000007,28.742048899999993,8.0,False
28,1.5631922775268554,0.4114,1.4458153335571289,0.4606,10,28.742048900000007,28.742048899999993,8.0,False
29,1.584456482219696,0.415,1.4407294830322266,0.4659,10,28.742048900000007,28.742048899999993,8.0,False
30,1.5521170778274536,0.4248,1.4337464191436768,0.4619,10,28.742048900000007,28.742048899999993,8.0,False
31,1.5496941484451294,0.4274,1.4141471866607667,0.4773,10,28.742048900000007,28.742048899999993,8.0,False
32,1.5276906390190124,0.4274,1.4483836099624634,0.4613,10,28.742048900000007,28.742048899999993,8.0,False
33,1.5220894338607789,0.424,1.4308257410049439,0.4685,10,28.742048900000007,28.742048899999993,8.0,False
34,1.5092021993637086,0.4364,1.3942923454284668,0.4834,10,28.742048900000007,28.742048899999993,8.0,False
35,1.4865955419540404,0.4406,1.3705693576812745,0.4907,10,28.742048900000007,28.742048899999993,8.0,False
36,1.4864526988983153,0.4454,1.3953843635559082,0.4785,10,28.742048900000007,28.742048899999993,8.0,False
37,1.5225546214103698,0.4456,1.3832769050598144,0.4864,10,28.742048900000007,28.742048899999993,8.0,False
38,1.4900255274772645,0.4552,1.3867164981842042,0.4813,10,28.742048900000007,28.742048899999993,8.0,False
39,1.476120924758911,0.452,1.3378662590026855,0.4986,10,28.742048900000007,28.742048899999993,8.0,False
40,1.4753614300727844,0.4588,1.3778882667541503,0.4881,10,28.742048900000007,28.742048899999993,8.0,False
41,1.4517342827796935,0.4636,1.3399624124526976,0.5054,10,28.742048900000007,28.742048899999993,8.0,False
42,1.4414399874687194,0.467,1.4246080167770385,0.4825,10,28.742048900000007,28.742048899999993,8.0,False
43,1.4512571231842042,0.4606,1.3249776332855225,0.5157,10,28.742048900000007,28.742048899999993,8.0,False
44,1.477615745639801,0.448,1.3344850708007812,0.5102,10,28.742048900000007,28.742048899999993,8.0,False
45,1.42571009683609,0.4742,1.3024586957931519,0.5211,10,28.742048900000007,28.742048899999993,8.0,False
46,1.4273154054641723,0.4724,1.3602683736801147,0.4998,10,28.742048900000007,28.742048899999993,8.0,False
47,1.4610954907417297,0.4622,1.2847721374511718,0.5313,10,28.742048900000007,28.742048899999993,8.0,False
48,1.4375016929626465,0.4676,1.3266817867279053,0.5078,10,28.742048900000007,28.742048899999993,8.0,False
49,1.4243375650405883,0.4788,1.3412464080810547,0.5052,10,28.742048900000007,28.742048899999993,8.0,False
50,1.4344303256988526,0.4766,1.3104435138702393,0.5165,10,28.742048900000007,28.742048899999993,8.0,False
51,1.398231173992157,0.481,1.2680708724975587,0.5338,10,28.742048900000007,28.742048899999993,8.0,False
52,1.3894972029685975,0.485,1.288621032333374,0.5272,10,28.742048900000007,28.742048899999993,8.0,False
53,1.3828581826210022,0.4898,1.253173250389099,0.5371,10,28.742048900000007,28.742048899999993,8.0,False
54,1.3668429450035096,0.5028,1.2669078399658202,0.5338,10,28.742048900000007,28.742048899999993,8.0,False
55,1.368417685699463,0.503,1.2370199436187743,0.5419,10,28.742048900000007,28.742048899999993,8.0,False
56,1.3552851466178895,0.5014,1.285815372467041,0.5254,10,28.742048900000007,28.742048899999993,8.0,False
57,1.3542943160057068,0.5082,1.307562748336792,0.5219,10,28.742048900000007,28.742048899999993,8.0,False
58,1.3561257618904115,0.5006,1.2296533641815186,0.5447,10,28.742048900000007,28.742048899999993,8.0,False
59,1.319887859249115,0.5182,1.2368114223480224,0.548,10,28.742048900000007,28.742048899999993,8.0,False
60,1.3458752858161926,0.5002,1.2139993278503418,0.5536,10,28.742048900000007,28.742048899999993,8.0,False
61,1.357795749282837,0.5,1.2023421222686768,0.5665,10,28.742048900000007,28.742048899999993,8.0,False
62,1.3142097618103028,0.529,1.2553244220733644,0.5372,10,28.742048900000007,28.742048899999993,8.0,False
63,1.3033857934951782,0.5284,1.2528648475646973,0.5472,10,28.742048900000007,28.742048899999993,8.0,False
64,1.3382130223274231,0.5186,1.2106170642852783,0.557,10,28.742048900000007,28.742048899999993,8.0,False
65,1.3217636661529542,0.5168,1.2243093812942505,0.5499,10,28.742048900000007,28.742048899999993,8.0,False
66,1.2945706882476806,0.5194,1.1617671840667725,0.5762,10,28.742048900000007,28.742048899999993,8.0,False
67,1.2735948693275452,0.5332,1.1771184841156006,0.5673,10,28.742048900000007,28.742048899999993,8.0,False
68,1.330056805896759,0.5218,1.2650012687683105,0.5478,10,28.742048900000007,28.742048899999993,8.0,False
69,1.2761885077476502,0.5434,1.150631481075287,0.5814,10,28.742048900000007,28.742048899999993,8.0,False
70,1.2469261414527892,0.5532,1.2185115803718567,0.5609,10,28.742048900000007,28.742048899999993,8.0,False
71,1.2872629492759704,0.532,1.2081682678222656,0.5601,10,28.742048900000007,28.742048899999993,8.0,False
72,1.2557212530136108,0.5358,1.237506640815735,0.5461,10,28.742048900000007,28.742048899999993,8.0,False
73,1.2859857692718506,0.5364,1.2962078140258788,0.5353,10,28.742048900000007,28.742048899999993,8.0,False
74,1.2541831756591797,0.5424,1.1791667018890382,0.5793,10,28.742048900000007,28.742048899999993,8.0,False
75,1.236387883090973,0.549,1.190208493423462,0.574,10,28.742048900000007,28.742048899999993,8.0,False
76,1.2525254331588744,0.5446,1.1251507976531983,0.5867,10,28.742048900000007,28.742048899999993,8.0,False
77,1.246088872718811,0.544,1.2031329460144042,0.5622,10,28.742048900000007,28.742048899999993,8.0,False
78,1.2383064856529236,0.5434,1.1539838481903075,0.5806,10,28.742048900000007,28.742048899999993,8.0,False
79,1.2622829460144043,0.5464,1.1187546705245972,0.596,10,28.742048900000007,28.742048899999993,8.0,False
80,1.2237821628570558,0.5582,1.1173146429061889,0.5981,10,28.742048900000007,28.742048899999993,8.0,False
81,1.1920067717552185,0.5666,1.2079693969726562,0.5701,10,28.742048900000007,28.742048899999993,8.0,False
82,1.210390323162079,0.5618,1.166574666404724,0.5746,10,28.742048900000007,28.742048899999993,8.0,False
83,1.2107674242973328,0.5546,1.1171308654785157,0.5951,10,28.742048900000007,28.742048899999993,8.0,False
84,1.1859009197235106,0.5746,1.1010033124923706,0.6056,10,28.742048900000007,28.742048899999993,8.0,False
85,1.2022206097602843,0.5608,1.10189746427536,0.6034,10,28.742048900000007,28.742048899999993,8.0,False
86,1.2117977890014648,0.5658,1.1436412427902223,0.5895,10,28.742048900000007,28.742048899999993,8.0,False
87,1.1877913979053498,0.5678,1.0618714433670045,0.6156,10,28.742048900000007,28.742048899999993,8.0,False
88,1.1724702516555787,0.575,1.0656307690620421,0.6134,10,28.742048900000007,28.742048899999993,8.0,False
89,1.1910894943237305,0.5638,1.145198529815674,0.5819,10,28.742048900000007,28.742048899999993,8.0,False
90,1.2031822852134704,0.5618,1.075351291847229,0.6133,10,28.742048900000007,28.742048899999993,8.0,False
91,1.1897093954086304,0.57,1.0581690092086793,0.618,10,28.742048900000007,28.742048899999993,8.0,False
92,1.1604658776283263,0.5808,1.1166664829254151,0.5968,10,28.742048900000007,28.742048899999993,8.0,False
93,1.166240688943863,0.5818,1.182651000213623,0.5882,10,28.742048900000007,28.742048899999993,8.0,False
94,1.1699381271362306,0.5848,1.084006510925293,0.6092,10,28.742048900000007,28.742048899999993,8.0,False
95,1.1675940493106842,0.576,1.0960876110076905,0.6096,10,28.742048900000007,28.742048899999993,8.0,False
96,1.1705155708312989,0.5786,1.1000202789306641,0.6023,10,28.742048900000007,28.742048899999993,8.0,False
97,1.1702482587814331,0.5808,1.0715801254272461,0.6208,10,28.742048900000007,28.742048899999993,8.0,False
98,1.164753719854355,0.5846,1.070910555458069,0.6184,10,28.742048900000007,28.742048899999993,8.0,False
