round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,mean_local_steps,c_global_norm,mean_c_delta_norm,run_completed
1,1.2545748133852657,0.5822,2.6685976474761963,0.1096,10,8.0,0.3733101615306227,11.567322313465576,False
2,1.7439984282016754,0.5818,3.63923330039978,0.1208,10,8.0,0.7637722464038434,16.501851233220535,False
3,2.9680869598865507,0.4818,6.1584468185424805,0.1324,10,8.0,0.8221209694906375,19.375880770805896,False
4,1.9969583685398102,0.502,5.846077975463867,0.1238,10,8.0,0.9805480376023704,14.864860417230016,False
5,5.477535734462738,0.2302,10.328860148620606,0.0995,10,8.0,1.1704344652132987,25.931656386164036,False
6,1.6604782150379673,0.5604,10.059756083679199,0.1085,10,8.0,1.5182464489347491,15.357578196964576,False
7,2.4670220041765365,0.4046,6.213997550201416,0.1,10,8.0,1.7708134920530625,20.219360518529566,False
8,3.22795319275856,0.3502,13.407382751464844,0.0981,10,8.0,2.1389661817912944,17.835857880012313,False
9,3.817025604237616,0.3892,3.279738166809082,0.1074,10,8.0,1.8749391279210426,35.78434435367384,False
10,4.937630018723011,0.245,3.984077086639404,0.1119,10,8.0,2.3408445939251084,41.316230533364035,False
11,5.457214395117759,0.2092,3.553061577606201,0.1003,10,8.0,3.6241344293991244,70.2497569501697,False
12,5.051764902276267,0.2314,3.7019392150878905,0.1,10,8.0,4.519612437652003,60.533255143403224,False
13,6.08606142668692,0.1884,21.427472402954102,0.1,10,8.0,6.062845775443831,76.21172070855943,False
14,5.759680297279358,0.1334,4.778732708358764,0.1,10,8.0,6.646231812684883,47.8073037100108,False
15,5.50120831708908,0.1228,5.334383407592774,0.0983,10,8.0,7.073424668289662,73.92875944121316,False
16,5.116876851081848,0.1336,38.14527870941162,0.1,10,8.0,9.145679253514794,94.76410315649834,False
17,4.97341427731514,0.1672,9.807772254943847,0.0932,10,8.0,9.974658834185254,95.78711752475013,False
18,3.2731393392737953,0.1786,2.770958814239502,0.0978,10,8.0,11.192540414977426,72.44336369080867,False
19,4.31545912399292,0.1852,10.416406399917603,0.1311,10,8.0,12.426350926025512,116.66530907415772,False
20,3.4238476212501525,0.171,21.221674508666993,0.1,10,8.0,12.880406213011677,96.91200346979564,False
21,7.511589693330601,0.106,26.88135336303711,0.1077,10,8.0,14.661642542097356,181.53339393528103,False
22,6.991747178459168,0.0414,2.7078606559753418,0.0994,10,8.0,17.787705702942414,293.3581164191005,False
23,4.150621874618531,0.2022,3.449337933731079,0.1,10,8.0,18.668274583905553,217.12796745159048,False
24,14.727412529373169,0.1326,4.921081918334961,0.1,10,8.0,20.28181609185115,451.718900515193,False
25,9.9761347987175,0.1736,3.709570556640625,0.1007,10,8.0,26.269973994306543,257.07841588123983,False
26,6.937228565597534,0.1136,2.397806174468994,0.1,10,8.0,29.42050928440266,244.27583802241597,False
27,6.3787786056041655,0.1508,2.530650817108154,0.1,10,8.0,30.081421447690346,382.48069752508434,False
28,5.181088539886475,0.1564,13.931282621765137,0.1371,10,8.0,34.52751138228009,420.2240311898851,False
29,27.879349026298524,0.1136,15.166801612854004,0.1,10,8.0,44.26850082219479,1145.5611415299622,False
30,42.290389128420685,0.1498,5.772125205993652,0.1,10,8.0,62.25948404451534,814.2825307293136,False
31,36.43826267051697,0.1348,33.20201740722656,0.1,10,8.0,68.8132719144092,899.0702627101846,False
32,55.6677691986084,0.0396,5.385713511657715,0.1035,10,8.0,83.02000527451403,1067.9340926527152,False
33,36.23331595230103,0.065,22.755640325927736,0.1,10,8.0,120.49413008842083,1379.298829658129,False
34,55.66506605796814,0.0854,17.34503021850586,0.1,10,8.0,150.44371498151725,606.5667895946029,False
35,70.45778453369141,0.0804,5.349959883117676,0.1,10,8.0,148.9759624229294,2435.79654598714,False
36,126.42669660286903,0.2612,524.1616263671875,0.1,10,8.0,260.3151341086975,4208.830694112564,False
37,419.6616484535217,0.271,142.40498916015625,0.1,10,8.0,324.6585869481388,1397.3343783576765,False
38,527.8858908950806,0.1994,1244.802583984375,0.1,10,8.0,363.2259557050352,2128.676678130755,False
39,1469.5916677604675,0.0798,71.97862861328124,0.1,10,8.0,340.3387405374535,4533.6810782388675,False
40,110.64860823364258,0.1152,986.4473869628906,0.1017,10,8.0,441.7524015880055,2805.902488886827,False
41,64.72100194702148,0.0904,168.5300686553955,0.0947,10,8.0,467.33848325768975,4553.567618182504,False
42,65.22717774218823,0.2978,56.445813150024414,0.1,10,8.0,579.6416299077404,6447.468431690983,False
43,1301.1365447405565,0.1214,16.723574891662597,0.1,10,8.0,691.3026274537492,13746.021030368987,False
44,704.2918154891968,0.0888,621.11210078125,0.1,10,8.0,874.7298544338603,5237.543274744408,False
45,763.3410398620606,0.0508,607.0585120117188,0.1,10,8.0,1157.0968647937873,7255.080815559246,False
46,1099.7386803161621,0.2038,2320.576991796875,0.1,10,8.0,1237.9467744603771,35893.68235842963,False
47,2080.60829375,0.0318,107.36810866699219,0.1,10,8.0,1585.0142058745819,12864.113825813536,False
48,364.9683977416992,0.097,173.48747875976562,0.1,10,8.0,2221.045753136164,9890.169827938613,False
49,7648.894365960693,0.1088,46926.8233375,0.1,10,8.0,3174.74805504768,24716.98290969879,False
50,20428.129172998048,0.2074,349.77650263671876,0.1,10,8.0,3704.179449717237,19356.633965151756,False
51,25050.9777748291,0.0074,265.7939452636719,0.1,10,8.0,3721.6578208370397,65127.41146912925,False
52,3053.1967962783815,0.3004,232.5852267578125,0.1,10,8.0,4241.002690513056,18641.14409790322,False
53,7687.006633190918,0.123,4499.64450625,0.1,10,8.0,5165.351564230167,39266.942762888124,False
54,12740.085799560547,0.1638,727.9644076171875,0.1,10,8.0,6278.714227198733,34650.03690213919,False
55,4651.108291845703,0.1492,956.810412109375,0.1,10,8.0,5875.410559275621,40005.77936685536,False
56,103759.05228551636,0.3278,302878.27825,0.1,10,8.0,7784.6284640894255,193147.1952216883,False
57,227768.85905717773,0.1186,71430.54725,0.1,10,8.0,10198.462889100427,50056.21836038433,False
58,121341.453565625,0.1596,9166.26839453125,0.1,10,8.0,16642.52673748477,362839.0268453921,False
59,1833102.3841970703,0.291,36312686.4256,0.1,10,8.0,57406.28855153977,831910.4431851442,False
60,20072637.5888,0.1178,1278216.0416,0.1,10,8.0,71176.60973608984,155496.9448875121,False
61,9059724.206929687,0.2318,8975533.2288,0.1,10,8.0,75877.22507844516,230922.98526492767,False
62,4599532.846,0.061,1651095.4304,0.1,10,8.0,89371.30077688296,376659.8557678379,False
63,9286315.743325,0.1156,190440752.5376,0.1045,10,8.0,95812.19170982027,287006.0061530109,False
64,2113236.753325,0.127,4884294148.9152,0.1,10,8.0,111680.9212409225,317512.0028983654,False
65,21657862.182675,0.0964,62200764.8448,0.1,10,8.0,110616.33391414286,725228.4618257189,False
66,10324606.20215,0.2978,327904257.1776,0.1,10,8.0,128353.18562831075,681120.9638444463,False
67,12183945.1201,0.0684,2148398813.7984,0.1461,10,8.0,147923.23907711622,452905.59255757194,False
68,13150022.53215,0.089,8489316.4512,0.1,10,8.0,116573.93864552329,885259.6607076458,False
69,16554331.8378,0.0898,2645303.9912,0.1,10,8.0,97993.6642668894,1117700.1891037577,False
70,65345547.8463,0.1194,129317216.32,0.1,10,8.0,74195.82096165464,1058286.7141582605,False
71,124638476.1217,0.0462,101890471.5136,0.1,10,8.0,53169.7153447825,1549327.771342953,False
72,68746447.763,0.0146,2955923.482,0.1,10,8.0,71026.17521678352,1201314.79657931,False
73,251172777.31535,0.168,316536409.6,0.1,10,8.0,82332.3905251609,2113462.941819298,False
74,251306739.632,0.0416,42275726.7776,0.1,10,8.0,115703.09107406538,2204322.032795049,False
75,62781088.4383,0.1116,21902016.3744,0.1,10,8.0,128886.36154895448,1328918.463691569,False
76,801903645.3892,0.2094,684820981.1456,0.1,10,8.0,211564.73174841882,4481248.146136137,False
77,549173405.1328,0.103,272017938.3808,0.1,10,8.0,269521.40978265536,1941788.6401695963,False
78,903477534.9504,0.0132,896385731.3792,0.1,10,8.0,236438.3077477237,2797160.1285704616,False
79,1231694745.0752,0.0564,482838031.616,0.1,10,8.0,270761.5090080596,3126179.388551065,False
80,1351167066.4832,0.0806,274609288.3968,0.1,10,8.0,405339.5853329965,9928774.530501777,False
81,226682162.9632,0.1706,278653013.248,0.1,10,8.0,560678.940821986,2428421.0390771753,False
82,339003172.5324,0.157,264665137.408,0.1,10,8.0,541425.622053317,3306525.4826739943,False
83,7049467930.6432,0.1048,1580182937.8048,0.1,10,8.0,668227.5969345988,12475757.352549843,False
84,2416713228.16,0.0914,1954022729.728,0.1,10,8.0,1200058.5521870912,9464616.729795331,False
85,7561919415.0656,0.1546,2406547944.2432,0.1,10,8.0,1056726.5342953159,10430983.529857438,False
86,26925031968.9728,0.119,5811959203.4304,0.1,10,8.0,1612624.3857315695,29955855.101670735,False
87,7911049458.4704,0.145,7103637771.0592,0.0616,10,8.0,2153872.622143262,9088679.481864696,False
88,5705971430.8352,0.1904,9494014335.3856,0.1,10,8.0,2619029.92503229,7505977.401760349,False
89,13274641658.4704,0.1546,12899175160.2176,0.0617,10,8.0,3051207.098187648,14121412.42581361,False
90,8857898717.5424,0.2752,15201987949.3632,0.0996,10,8.0,3113354.5870852233,15278909.957356583,False
91,32988323125.1328,0.1694,7155561937.7152,0.1,10,8.0,3995354.6033396726,40868967.23413816,False
92,56835816090.7008,0.2216,10918364804.7104,0.1,10,8.0,3305307.617095119,30174710.097369067,False
93,48218440895.488,0.1656,53937223421.1328,0.1,10,8.0,2912212.76264406,51688703.873302415,False
94,73572132147.6608,0.2262,3499789665.0752,0.1,10,8.0,7915468.085946182,108206744.01621704,False
