round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,mean_local_steps,c_global_norm,mean_c_delta_norm,run_completed
1,2.3375624799728394,0.1148,2.246849495315552,0.182,10,8.0,0.32516281992901486,6.589670078058424,False
2,2.214414821243286,0.17,2.1202711143493653,0.2056,10,8.0,0.5594756547946598,6.467777465177457,False
3,2.1414849239349367,0.207,2.0791293672561646,0.1991,10,8.0,0.7016612822366923,9.674823049348795,False
4,2.078117475128174,0.2206,2.0169087116241453,0.2232,10,8.0,0.878549332076533,9.71242280344342,False
5,2.0584853571891784,0.2242,2.020383304977417,0.2327,10,8.0,0.8466417654432853,15.955033308027732,False
6,2.0194406143188477,0.237,1.9316757638931275,0.2681,10,8.0,1.0783377222888368,9.92588741318049,False
7,1.9959189957618713,0.2466,1.9130610433578492,0.2739,10,8.0,1.2247564630142627,11.433972134821136,False
8,1.9510195128440857,0.27,1.9092055847167968,0.2975,10,8.0,1.4692704198753475,10.049074785266773,False
9,1.9185659907341004,0.285,1.934061289215088,0.3,10,8.0,1.6438712895207068,21.94268095667143,False
10,1.953990045261383,0.277,1.8500208641052247,0.3003,10,8.0,1.8985127388073928,28.6540611634922,False
11,1.9721045302391051,0.27,1.9283445476531982,0.2869,10,8.0,2.238339212176469,46.95005618211078,False
12,1.9569156888008117,0.2748,1.9488164905548095,0.2541,10,8.0,2.6531897608064368,38.95308526402758,False
13,1.9444390312194824,0.282,2.478532597732544,0.2562,10,8.0,4.319908531461683,57.69700598977973,False
14,1.963840776348114,0.297,2.0966248092651365,0.2701,10,8.0,5.0987862625422125,26.42419118976729,False
15,1.9971888385772705,0.2922,2.547036100769043,0.2391,10,8.0,5.651871519473946,52.87366431135126,False
16,2.0049654542922974,0.28,2.62034736328125,0.2066,10,8.0,6.638633508135131,55.159572368557406,False
17,1.9749611444473267,0.2844,2.3590001251220705,0.286,10,8.0,7.410780290496457,60.11314719645149,False
18,1.917863642024994,0.3028,1.9593528980255126,0.3442,10,8.0,8.569877722612453,42.028583085491604,False
19,1.905672388458252,0.2974,1.9083488609313966,0.3143,10,8.0,8.784991116207543,75.11648567326455,False
20,1.9382020236968993,0.291,2.004881646347046,0.2899,10,8.0,8.65748985986669,67.44335363061981,False
21,2.0146699929237366,0.2702,2.18073334312439,0.2165,10,8.0,9.042766977542001,101.83812144772881,False
22,2.2747446367263793,0.251,2.8397770412445067,0.1441,10,8.0,10.27716690456215,172.18647362126293,False
23,2.128225923538208,0.2628,3.5385431770324707,0.1625,10,8.0,10.530861270102907,145.50005782810246,False
24,2.407104663658142,0.2492,4.744368446350098,0.0996,10,8.0,13.808716371090602,270.465092627351,False
25,2.3843352268218996,0.2094,4.584689925003052,0.208,10,8.0,15.97757807178359,147.529453887707,False
26,2.2761547790527343,0.2286,5.880506360626221,0.1604,10,8.0,18.213637455479866,155.5928106247757,False
27,2.3552838059425354,0.2298,3.2332196449279786,0.1723,10,8.0,19.8442538108041,269.4206847008817,False
28,2.38661952381134,0.233,3.216466077041626,0.1238,10,8.0,21.980190273343954,238.7928721214551,False
29,3.2426488430023195,0.1962,5.2860400619506835,0.1,10,8.0,30.645320437341553,711.1458150019793,False
30,3.3673737823486327,0.156,2.696674554824829,0.1504,10,8.0,37.85632097423885,564.1172442105383,False
31,3.200667699432373,0.1758,4.016754904174805,0.0984,10,8.0,42.98188395075445,527.3737775677579,False
32,3.46532138671875,0.1552,9.658865667724609,0.1272,10,8.0,46.29644148732228,690.3022248471051,False
33,4.4407498106002805,0.1478,10.087482879638673,0.1042,10,8.0,63.484938368610074,807.1646293616004,False
34,3.5058078033447266,0.1694,8.988179901123047,0.122,10,8.0,75.05677896872314,336.7383356734992,False
35,4.289715136528015,0.1712,8.925989428710938,0.1178,10,8.0,79.70690026782496,1527.9253559742874,False
36,5.67212940158844,0.1386,3.8491897018432617,0.1032,10,8.0,153.7391497563762,2674.3443901587693,False
37,4.5217458436965945,0.1408,7.360586671447754,0.1234,10,8.0,193.37749836494547,762.1111181203349,False
38,5.0982905544281,0.1414,21.494243493652345,0.1053,10,8.0,208.9142598915143,1227.7946724110313,False
39,6.863942479705811,0.1326,34.62688636474609,0.0912,10,8.0,218.41286027537348,2721.018088006068,False
40,6.2644454315185545,0.1274,781.953092578125,0.1,10,8.0,285.5425129952746,1690.4417879451314,False
41,7.319268870162964,0.137,66.07850656738282,0.0972,10,8.0,294.11029900667853,2907.0519761021883,False
42,12.374297327041626,0.124,42.74796556396485,0.1098,10,8.0,333.40614594801144,3507.0196546815096,False
43,19.50536204185486,0.1176,15.286803485107422,0.1,10,8.0,457.96552881394126,8236.915260166952,False
44,15.322382516479491,0.1054,23.293909075927733,0.1006,10,8.0,555.8363215031575,3373.20326048448,False
45,14.038764711761475,0.134,73.6749939453125,0.1113,10,8.0,663.1698420453803,4142.546372362196,False
46,43.69516583251953,0.1308,29.408909646606446,0.1,10,8.0,791.1790525291915,19670.362361800602,False
47,53.84271501464844,0.1158,66.07925834350586,0.1,10,8.0,914.7192194659842,8934.142335273631,False
48,41.96949278564453,0.134,94.12916755371094,0.0969,10,8.0,1245.0685533160945,5904.254374875146,False
49,48.39470748291016,0.1514,172.5382136230469,0.0796,10,8.0,1793.9448666360324,14471.52860151695,False
50,133.27901405029297,0.1206,139.38421154785155,0.0985,10,8.0,2034.860010803893,12521.704030267989,False
51,186.47513525390625,0.1368,121.47809594726563,0.1,10,8.0,2050.2478916833993,40470.742113872184,False
52,151.84725061035155,0.1456,83.54650789794921,0.1,10,8.0,2360.182020008717,11013.410577737706,False
53,127.09773919677734,0.152,149.5807194091797,0.1062,10,8.0,3175.7781029210596,25638.844983079434,False
54,228.88563359375,0.1214,7073.487571875,0.0991,10,8.0,3859.6323367108794,20734.110195555404,False
55,230.70936099853515,0.1284,991.9892296875,0.0966,10,8.0,3815.581390752652,27589.839306517224,False
56,607.6375824829101,0.1242,125.34535362548829,0.1,10,8.0,4666.590519406707,112588.33938968317,False
57,268.8925685241699,0.129,298.4705421875,0.1,10,8.0,6208.418441308252,32294.717898951745,False
58,5112.186816967774,0.1116,1554.7644853515626,0.1,10,8.0,9577.279994186583,221158.0725137225,False
59,19250.530826660157,0.1156,6725.18318125,0.1,10,8.0,35038.86384271829,502813.81109752663,False
60,14531.00012421875,0.1258,23256.413459375,0.1,10,8.0,43600.92037485508,90516.71669012944,False
61,22000.964625,0.1238,24844.3049375,0.1,10,8.0,46354.46412283169,141378.68102915245,False
62,32488.4426765625,0.1286,51251.6043125,0.138,10,8.0,54522.67995028549,240927.94951804532,False
63,29153.1186671875,0.1476,1849894.3728,0.1,10,8.0,58515.06561906918,173184.78164931055,False
64,36088.085846875,0.1294,97695604.416,0.1,10,8.0,68390.96785275036,195276.3573756435,False
65,58304.238371875,0.1196,145606.6965875,0.1306,10,8.0,67813.96588145479,477726.1427084116,False
66,93836.494771875,0.114,7740531.2416,0.1049,10,8.0,77932.65484097182,401105.3635304362,False
67,87525.376565625,0.1214,78868732.928,0.1,10,8.0,89833.38597008902,278180.4634596739,False
68,83201.660490625,0.1506,133593.183775,0.107,10,8.0,71282.80178919352,538105.2137862442,False
69,133714.1609375,0.1342,84087.6603,0.1,10,8.0,60476.30971545217,684979.4452133187,False
70,75047.809675,0.1472,101649.175575,0.1,10,8.0,47627.582960698426,606016.3702761289,False
71,115133.37545625,0.1186,176683.128275,0.1,10,8.0,39628.07945532968,970486.4112767546,False
72,120527.7850875,0.109,66197.255075,0.1,10,8.0,38554.185521342566,801832.8408863696,False
73,415943.41918125,0.1002,140091.701825,0.1,10,8.0,54618.66638588152,1329741.278765574,False
74,355060.7239625,0.103,366176.74695,0.1,10,8.0,86496.85954091224,1349400.5960453246,False
75,296530.25035,0.1104,534977.6664,0.1,10,8.0,103469.99125097902,831734.5296558856,False
76,1123453.4129,0.1188,550349.7194,0.1,10,8.0,140209.91239863433,2699200.5748592443,False
77,749427.4425,0.1038,809781.8176,0.1,10,8.0,169533.93874464225,1207031.6151345638,False
78,1191203.26665,0.1058,2229165.552,0.1,10,8.0,168683.22299316834,1796887.1121772905,False
79,1551631.72655,0.1028,1839598.1524,0.1,10,8.0,184107.724168187,1954785.8047837666,False
80,4509370.824,0.1064,6031520.2608,0.1,10,8.0,254546.72521626105,6063375.146950303,False
81,3949561.7214,0.1092,3528520.1704,0.1,10,8.0,352653.5559561111,1558111.484966498,False
82,3180314.6741,0.1288,1340531.1378,0.1023,10,8.0,343989.74884994974,2026205.3538978554,False
83,15481803.7368,0.112,7851856.2336,0.1,10,8.0,367003.1028100196,7191318.768281275,False
84,10848710.9896,0.0984,18568303.9744,0.1,10,8.0,694044.306684498,5740905.456657314,False
85,27076888.9568,0.1054,32511290.464,0.1,10,8.0,562450.6623844546,6360416.235308082,False
86,55673889.9544,0.1126,35833836.5568,0.1,10,8.0,1015018.7400714076,17191168.727675088,False
87,28545899.32,0.1082,12672529.6184,0.1,10,8.0,1340780.545849633,5688305.500250205,False
88,26338582.8704,0.1258,81664884.6592,0.1,10,8.0,1619184.6207850787,4550656.870875424,False
89,39496694.7136,0.1306,991188758.6304,0.1002,10,8.0,1830668.7076742183,8401400.287698122,False
90,59235428.5696,0.1304,1254155020.288,0.1003,10,8.0,1853092.9588398503,9130342.558028504,False
91,89584186.064,0.1382,500832646.656,0.0769,10,8.0,2318914.8833412398,24417172.65282328,False
92,106663870.656,0.1364,91149107.3536,0.1497,10,8.0,1929542.1341282274,17614738.8732874,False
93,184890021.5872,0.145,170008524.8512,0.1,10,8.0,1796424.2469574714,30908042.32679261,False
94,692523055.2736,0.1388,640326566.2976,0.1,10,8.0,4612982.134901376,64461430.84566079,False
95,538373305.2672,0.1108,495551592.448,0.1,10,8.0,5591409.368922314,21887159.512001462,False
96,718933626.112,0.113,20037741576.192,0.1005,10,8.0,8366203.291399252,37479013.49160951,False
97,1537552047.104,0.106,1352198501.9904,0.1003,10,8.0,8288349.888284665,59332616.24030969,False
98,1846411001.7536,0.106,389864645040.5376,0.1,10,8.0,9863979.287557555,26687941.4692458,False
99,2249408866.9184,0.1142,11063048649.1136,0.0852,10,8.0,9868798.520990955,44756996.27782915,False
100,3106987379.0976,0.1154,5941477890.4576,0.1071,10,8.0,9786099.788617136,60871802.96625726,False
101,6875344183.808,0.11,1749351879.0656,0.1,10,8.0,5776890.730927458,261388795.61287403,False
