round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,tau_eff,mean_local_normalizer,mean_local_steps,run_completed
1,1.2544929114512677,0.5814,2.6679645095825197,0.1095,10,28.742048900000007,28.742048899999993,8.0,False
2,1.7565662603378296,0.5784,3.9404089469909667,0.1343,10,28.742048900000007,28.742048899999993,8.0,False
3,2.466548549413681,0.5462,8.061166143798829,0.1,10,28.742048900000007,28.742048899999993,8.0,False
4,1.977193707895279,0.5832,10.167737522888183,0.1,10,28.742048900000007,28.742048899999993,8.0,False
5,2.8479052844524384,0.4792,6.547881645965576,0.095,10,28.742048900000007,28.742048899999993,8.0,False
6,1.5269514774654163,0.644,3.9184715766906737,0.1288,10,28.742048900000007,28.742048899999993,8.0,False
7,1.729006801788487,0.5216,3.7918359077453614,0.1573,10,28.742048900000007,28.742048899999993,8.0,False
8,1.7343387603487819,0.5244,3.3544020904541014,0.1,10,28.742048900000007,28.742048899999993,8.0,False
9,1.5937091654121147,0.6034,3.3301553146362304,0.1073,10,28.742048900000007,28.742048899999993,8.0,False
10,1.523571514320001,0.5588,2.615902759552002,0.1795,10,28.742048900000007,28.742048899999993,8.0,False
11,1.3021636723282748,0.6174,2.38557852935791,0.18,10,28.742048900000007,28.742048899999993,8.0,False
12,1.2190143925022392,0.5982,2.3660332920074465,0.1553,10,28.742048900000007,28.742048899999993,8.0,False
13,1.3487750966886058,0.5678,2.7074974620819092,0.139,10,28.742048900000007,28.742048899999993,8.0,False
14,1.4405612428188324,0.516,2.6122423892974855,0.1226,10,28.742048900000007,28.742048899999993,8.0,False
15,1.2919867736957966,0.6308,2.2136103298187257,0.1872,10,28.742048900000007,28.742048899999993,8.0,False
16,1.0742390256200567,0.7008,2.8231946846008302,0.1446,10,28.742048900000007,28.742048899999993,8.0,False
17,1.3407272339258576,0.5902,2.457714019775391,0.1757,10,28.742048900000007,28.742048899999993,8.0,False
18,1.2243755403883056,0.6548,2.2735141399383543,0.2139,10,28.742048900000007,28.742048899999993,8.0,False
19,1.5323047651767732,0.4946,2.5004050525665282,0.126,10,28.742048900000007,28.742048899999993,8.0,False
20,1.5026310852527618,0.4946,3.2812754219055176,0.1335,10,28.742048900000007,28.742048899999993,8.0,False
21,1.6142667717839416,0.5088,2.574585237503052,0.2249,10,28.742048900000007,28.742048899999993,8.0,False
22,1.18418765697662,0.681,2.50383782119751,0.1636,10,28.742048900000007,28.742048899999993,8.0,False
23,1.4017705222773482,0.534,2.6094559494018554,0.145,10,28.742048900000007,28.742048899999993,8.0,False
24,1.2753093680620193,0.5964,2.2756765579223632,0.2561,10,28.742048900000007,28.742048899999993,8.0,False
25,1.4291724002122879,0.5616,2.1461392879486083,0.2355,10,28.742048900000007,28.742048899999993,8.0,False
26,1.4301655487936455,0.506,2.3034798751831054,0.2372,10,28.742048900000007,28.742048899999993,8.0,False
27,1.3645316938243806,0.556,2.1428594924926756,0.214,10,28.742048900000007,28.742048899999993,8.0,False
28,1.227522487604618,0.6252,2.1168168636322022,0.2266,10,28.742048900000007,28.742048899999993,8.0,False
29,1.1929474729292326,0.6302,2.234157272338867,0.2407,10,28.742048900000007,28.742048899999993,8.0,False
30,1.2749562228529947,0.6068,2.1364427669525146,0.2339,10,28.742048900000007,28.742048899999993,8.0,False
31,1.3321956314563752,0.5536,2.3095310348510742,0.1401,10,28.742048900000007,28.742048899999993,8.0,False
32,1.2678755148429366,0.6062,2.006781262969971,0.2513,10,28.742048900000007,28.742048899999993,8.0,False
33,1.2255611494123935,0.6416,2.4178400691986086,0.1879,10,28.742048900000007,28.742048899999993,8.0,False
34,1.4869994636893273,0.5378,2.2338333892822266,0.2184,10,28.742048900000007,28.742048899999993,8.0,False
35,1.293537970864051,0.6108,2.1177424743652344,0.2119,10,28.742048900000007,28.742048899999993,8.0,False
36,1.2169784146070481,0.6092,2.0749799493789673,0.2322,10,28.742048900000007,28.742048899999993,8.0,False
37,0.9997823399757967,0.6912,2.046403842163086,0.2085,10,28.742048900000007,28.742048899999993,8.0,False
38,1.255987178105116,0.5994,2.2352412956237795,0.2062,10,28.742048900000007,28.742048899999993,8.0,False
39,1.1752333063665776,0.6316,2.1259414627075195,0.2064,10,28.742048900000007,28.742048899999993,8.0,False
40,1.3355169851303101,0.5788,2.4328364616394045,0.183,10,28.742048900000007,28.742048899999993,8.0,False
41,1.2847908252954483,0.548,2.1117029678344728,0.2573,10,28.742048900000007,28.742048899999993,8.0,False
42,1.0578475104301237,0.6882,2.123343662261963,0.2693,10,28.742048900000007,28.742048899999993,8.0,False
43,1.0978046800628771,0.651,2.20307756652832,0.2129,10,28.742048900000007,28.742048899999993,8.0,False
44,1.335257074361085,0.551,2.2122294830322264,0.1963,10,28.742048900000007,28.742048899999993,8.0,False
45,1.2915821232318878,0.6012,2.046380955886841,0.2461,10,28.742048900000007,28.742048899999993,8.0,False
46,1.0607835108422383,0.6674,1.9494551235198974,0.2885,10,28.742048900000007,28.742048899999993,8.0,False
47,1.2553237403869628,0.6298,2.5816256912231443,0.1437,10,28.742048900000007,28.742048899999993,8.0,False
48,1.5393247555732728,0.5148,2.340694535446167,0.2238,10,28.742048900000007,28.742048899999993,8.0,False
49,1.181149603965855,0.63,2.9708784732818603,0.132,10,28.742048900000007,28.742048899999993,8.0,False
50,1.7799006987033412,0.5076,2.3910614837646484,0.2049,10,28.742048900000007,28.742048899999993,8.0,False
51,1.4119919850230216,0.556,2.4585463371276854,0.1375,10,28.742048900000007,28.742048899999993,8.0,False
