round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,run_completed
1,2.3376993936538697,0.1122,5.945173722076416,0.1327,10,False
2,2.2096742267608644,0.2084,2.292779530715942,0.1638,10,False
3,2.0446698680877686,0.253,2.323907181930542,0.2668,10,False
4,1.9187280541419982,0.2948,2.6957903846740723,0.2695,10,False
5,1.8363527213096618,0.316,1.7568690279006958,0.3697,10,False
6,1.7513600037574768,0.3454,1.7871785457611085,0.3332,10,False
7,1.7268307905197144,0.351,1.703157345199585,0.3852,10,False
8,1.6978804458618164,0.3688,1.8155478759765624,0.3988,10,False
9,1.6367889607429504,0.396,1.8284480838775634,0.3896,10,False
10,1.6192150547981263,0.3944,1.5725921382904053,0.4278,10,False
11,1.5576711643218994,0.4136,1.5259344892501832,0.4328,10,False
12,1.568886684036255,0.4242,1.5235922943115234,0.4374,10,False
13,1.4802768132209778,0.4476,1.4785342922210694,0.4675,10,False
14,1.475787218952179,0.4612,1.4402474681854247,0.4781,10,False
15,1.479148135471344,0.4588,1.4402093496322632,0.4812,10,False
16,1.4253252279281616,0.4738,1.4356035495758057,0.4915,10,False
17,1.3819336408615113,0.4908,1.375314665412903,0.507,10,False
18,1.391456341934204,0.4962,1.2746240251541137,0.539,10,False
19,1.3686866189956666,0.4998,1.3356449653625488,0.5242,10,False
20,1.3260765316009522,0.5174,1.2960561752319335,0.5345,10,False
21,1.3441217635154725,0.5078,1.2690241767883301,0.5392,10,False
22,1.2760924419403077,0.5342,1.2836834804534911,0.5454,10,False
23,1.2607636282444,0.541,1.220107851791382,0.5623,10,False
24,1.2476539984703063,0.5516,1.233690748023987,0.5498,10,False
25,1.2406033202171325,0.5396,1.2862809562683106,0.5457,10,False
26,1.233093675518036,0.5496,1.2157154335021974,0.5689,10,False
27,1.2159086614608765,0.563,1.1561591987609863,0.591,10,False
28,1.21172135181427,0.564,1.1369355527877807,0.5906,10,False
29,1.1872475649833678,0.5694,1.1078566977500917,0.5998,10,False
30,1.1598489376068115,0.5772,1.0968563541412353,0.6105,10,False
31,1.154713936138153,0.5844,1.1169020822525024,0.6068,10,False
32,1.1304629473209382,0.5912,1.1084651982307434,0.6058,10,False
33,1.0947569447994232,0.6052,1.0537368993759155,0.6254,10,False
34,1.08856661734581,0.6042,1.0433795523643494,0.6297,10,False
35,1.0568103620052338,0.6156,1.0451682693481446,0.6314,10,False
36,1.0492854696750642,0.621,1.0983895305633544,0.6155,10,False
37,1.0930054081439973,0.6152,1.2138095209121704,0.5791,10,False
38,1.06470634932518,0.6212,1.1646495765686036,0.5917,10,False
39,1.0261101162433623,0.6376,1.0180391109466553,0.6371,10,False
40,1.0171469654560088,0.6322,0.9846940547943115,0.6523,10,False
