round,train_loss,train_accuracy,test_loss,test_accuracy,test_perplexity,num_fit_clients,num_fit_examples,run_completed
1,3.609143106860874,0.17480680937895593,nan,nan,nan,10,52927,False
2,3.1490964292292305,0.1863650772087126,nan,nan,nan,10,88332,False
3,3.13257073887375,0.18278570432681135,nan,nan,nan,10,43034,False
4,3.025902015147475,0.20707052108267354,nan,nan,nan,10,54310,False
5,2.9469479898411546,0.22498743688530476,nan,nan,nan,10,41789,False
6,2.8931855477760955,0.2343371932250259,nan,nan,nan,10,46288,False
7,2.830257509595464,0.24010163499779055,nan,nan,nan,10,45260,False
8,2.771076481571382,0.251436726192772,nan,nan,nan,10,51854,False
9,2.7265488957073165,0.2630560007616992,nan,nan,nan,10,63017,False
10,2.6570913759083434,0.2772539558015956,2.703889218224197,0.27686198111793797,14.937714930249998,10,67559,False
11,2.6059156879162395,0.28313175854939343,nan,nan,nan,10,54653,False
12,2.540809218558098,0.2935063506900533,nan,nan,nan,10,54561,False
13,2.4820494496548435,0.30639698241022284,nan,nan,nan,10,51962,False
14,2.460515473309868,0.31896551724137934,nan,nan,nan,10,36772,False
15,2.440393105202304,0.3255215462957893,nan,nan,nan,10,36526,False
16,2.39395033399964,0.3346169602621876,nan,nan,nan,10,48820,False
17,2.3609317096493148,0.34825766678856906,nan,nan,nan,10,38282,False
18,2.3066811084345877,0.3560639825682167,nan,nan,nan,10,40386,False
19,2.291461128357706,0.3616890048630056,nan,nan,nan,10,42155,False
20,2.252799841242677,0.37220450409908235,2.2759905782182517,0.37061666416903943,9.737560051555906,10,51109,False
21,2.1955594476527915,0.38422138698503944,nan,nan,nan,10,54276,False
22,2.188731669305889,0.3821881290462978,nan,nan,nan,10,36762,False
23,2.171164395472793,0.38716094368737103,nan,nan,nan,10,53789,False
24,2.1378141165595625,0.39459041731066463,nan,nan,nan,10,45290,False
25,2.1051908932864394,0.4046244068403617,nan,nan,nan,10,44676,False
26,2.049050868986134,0.4129098122926286,nan,nan,nan,10,43099,False
27,2.038569239957025,0.4130155237097822,nan,nan,nan,10,75433,False
28,2.0441711580636386,0.42249885268471776,nan,nan,nan,10,34864,False
29,1.9703313417165023,0.4320026207245708,nan,nan,nan,10,67157,False
30,1.9646364206197164,0.4318027520657052,1.9781080357374217,0.4288550876667166,7.229052928902307,10,60391,False
31,1.944602861514694,0.43974304068522485,nan,nan,nan,10,58375,False
32,1.9328886661799454,0.44649435705514295,nan,nan,nan,10,34202,False
33,1.904964098641728,0.45188975462263054,nan,nan,nan,10,42995,False
34,1.8640014982920865,0.4596268899480927,nan,nan,nan,10,70703,False
35,1.876943392576161,0.4550587799685273,nan,nan,nan,10,43212,False
36,1.8412926751027363,0.46274205273940916,nan,nan,nan,10,60524,False
37,1.8133460318334294,0.4692597957005641,nan,nan,nan,10,52472,False
38,1.8122976003395954,0.4699846267294929,nan,nan,nan,10,80009,False
39,1.789276913939354,0.4780569855752077,nan,nan,nan,10,39238,False
40,1.7552351947460492,0.48558126467460017,1.8066666793308748,0.4732316799040911,6.090113260492415,10,49831,False
41,1.7801232180163717,0.4798069750803002,nan,nan,nan,10,65691,False
42,1.7826325237441456,0.48019705868077467,nan,nan,nan,10,41206,False
43,1.7255498880491675,0.49204572820897846,nan,nan,nan,10,70591,False
44,1.7378711337231332,0.48645186503973253,nan,nan,nan,10,46058,False
45,1.7573002481289177,0.4854254201680672,nan,nan,nan,10,60928,False
46,1.691548721979915,0.49994722286727605,nan,nan,nan,10,47369,False
47,1.7564670691653912,0.4864179262234436,nan,nan,nan,10,37844,False
48,1.69264695058622,0.4981855046060268,nan,nan,nan,10,68063,False
49,1.703138410790383,0.4948377410786465,nan,nan,nan,10,43295,False
50,1.7390856331311693,0.491940831420556,1.7274757507017808,0.4909523452719916,5.626433447303849,10,39210,False
51,1.6673951959114075,0.5073378920814229,nan,nan,nan,10,63029,False
52,1.7051241432927584,0.4939701563734478,nan,nan,nan,10,67083,False
53,1.6754921519305317,0.5042146268459625,nan,nan,nan,10,45437,False
54,1.6494097059857773,0.5083627550715097,nan,nan,nan,10,66844,False
55,1.6680531145395858,0.503838202247191,nan,nan,nan,10,55625,False
56,1.6820226064867208,0.5033013078257925,nan,nan,nan,10,47254,False
57,1.6314612325409805,0.5156106383609571,nan,nan,nan,10,67454,False
58,1.6530403989605784,0.5112816991219895,nan,nan,nan,10,40774,False
59,1.6124135431725497,0.521376992921999,nan,nan,nan,10,55948,False
60,1.6172562095863703,0.5164754810109227,1.6481938588821101,0.5087479394575154,5.197583774666625,10,65643,False
61,1.5864437541831617,0.5269453449032458,nan,nan,nan,10,70643,False
62,1.5807891413256958,0.5249717549100026,nan,nan,nan,10,64613,False
63,1.568864756199566,0.5314777733279936,nan,nan,nan,10,49940,False
64,1.5752895054667362,0.5295748613678374,nan,nan,nan,10,44362,False
65,1.6043264646684494,0.5198657901528838,nan,nan,nan,10,65867,False
66,1.5198700796922162,0.542941192130554,nan,nan,nan,10,75126,False
67,1.635139939110624,0.5142824562403786,nan,nan,nan,10,35078,False
68,1.6020465306899778,0.5221047041642696,nan,nan,nan,10,45194,False
69,1.5931459086154005,0.5280932456664674,nan,nan,nan,10,46844,False
70,1.6002669437801114,0.5243619489559165,1.6069583867454786,0.5192941705379889,4.987617728980329,10,70253,False
71,1.573406645646292,0.5285497813134966,nan,nan,nan,10,58074,False
72,1.5531352266333287,0.532493201379349,nan,nan,nan,10,71338,False
73,1.5192087082238075,0.544117954616752,nan,nan,nan,10,47815,False
74,1.5438741288563216,0.5373150565709313,nan,nan,nan,10,64344,False
75,1.563994038560643,0.529754465185663,nan,nan,nan,10,49606,False
76,1.5223626002771935,0.5414069456812111,nan,nan,nan,10,79733,False
77,1.5187298567039564,0.541380395933258,nan,nan,nan,10,53999,False
78,1.4683724211887734,0.5534337011606132,nan,nan,nan,10,94519,False
79,1.5522328256225209,0.5368574656373565,nan,nan,nan,10,21244,False
80,1.5225623286494885,0.539473320240104,1.5539318677386869,0.5341113442229881,4.7300315266658846,10,72302,False
81,1.5407038269378992,0.5391011105296819,nan,nan,nan,10,34398,False
82,1.496945528879278,0.5453144266337855,nan,nan,nan,10,77856,False
83,1.5197929736663993,0.5410327134679835,nan,nan,nan,10,33717,False
84,1.503213631555875,0.5430354544758405,nan,nan,nan,10,52236,False
85,1.450032468474077,0.5608607775532042,nan,nan,nan,10,84110,False
86,1.4818915766567817,0.5518450637149496,nan,nan,nan,10,69293,False
87,1.4895832567473823,0.5498973664672228,nan,nan,nan,10,45794,False
88,1.4436133194461795,0.5611385685520777,nan,nan,nan,10,43704,False
89,1.4966395055067934,0.5482089450788472,nan,nan,nan,10,58848,False
90,1.5110880644861424,0.5429801139760092,1.5711787187336768,0.5273490184324892,4.812317220484998,10,50186,False
91,1.4490162706242764,0.5583396226415094,nan,nan,nan,10,86125,False
92,1.513240115518016,0.5423815099526549,nan,nan,nan,10,39286,False
93,1.4910948606909138,0.5501735159817351,nan,nan,nan,10,54750,False
94,1.4863958716900367,0.5503416568247005,nan,nan,nan,10,47416,False
95,1.4650036351921607,0.5526858927874156,nan,nan,nan,10,71708,False
96,1.4338017734860724,0.5666115918083395,nan,nan,nan,10,45998,False
97,1.46228932785149,0.5553720679428418,nan,nan,nan,10,29672,False
98,1.4199005961454665,0.5664702351053013,nan,nan,nan,10,81623,False
99,1.441728387272122,0.5615753022237256,nan,nan,nan,10,56167,False
100,1.454053607812286,0.5591928831678041,1.548332210854042,0.5378952495129626,4.703618992643254,10,54069,False
101,1.478605304531365,0.5525787590540187,nan,nan,nan,10,45836,False
102,1.4436047193161456,0.5621533222059245,nan,nan,nan,10,59313,False
103,1.3975473115649588,0.5721935495235243,nan,nan,nan,10,56771,False
104,1.4554176850263576,0.5570632963773988,nan,nan,nan,10,57997,False
105,1.4978154786842448,0.5516231455630372,nan,nan,nan,10,36534,False
106,1.4471749472817,0.5604792258659089,nan,nan,nan,10,65105,False
107,1.4420360259170013,0.5623522869456415,nan,nan,nan,10,57544,False
108,1.4251470886149251,0.5704309987567343,nan,nan,nan,10,48260,False
109,1.4394263569009367,0.5638227513227513,nan,nan,nan,10,45360,False
110,1.447705538605392,0.5625936422549958,1.5159642102388575,0.5429716769069384,4.553809840758454,10,55397,False
111,1.4037882550490004,0.573185684726799,nan,nan,nan,10,52196,False
112,1.4530029565402458,0.5616254285979057,nan,nan,nan,10,43164,False
113,1.4603656447100122,0.5599024674284883,nan,nan,nan,10,54956,False
114,1.5022118123526724,0.5516259390849176,nan,nan,nan,10,36871,False
115,1.4478133843621799,0.5617826157245245,nan,nan,nan,10,37114,False
116,1.4452990179473728,0.5605876334433698,nan,nan,nan,10,51801,False
117,1.3978180324057996,0.57134235709975,nan,nan,nan,10,81193,False
118,1.3660549452070743,0.5805415086388538,nan,nan,nan,10,94920,False
119,1.3634180879366178,0.583040491620901,nan,nan,nan,10,56629,False
120,1.3906736315341557,0.5747246984792869,1.5032135090441356,0.546437134722014,4.496114183901471,10,66745,False
121,1.4095534296997567,0.5695995809388817,nan,nan,nan,10,64907,False
122,1.4319387550014135,0.566884691403305,nan,nan,nan,10,49077,False
123,1.3692915011280438,0.5801201369187944,nan,nan,nan,10,75081,False
124,1.4081655248809843,0.5728464419475655,nan,nan,nan,10,26700,False
125,1.345799940753146,0.5865417967395075,nan,nan,nan,10,83607,False
126,1.4229270301348365,0.5720135602322693,nan,nan,nan,10,29793,False
127,1.334696021383641,0.5893289090119704,nan,nan,nan,10,64492,False
128,1.3453975458239154,0.5878249941088681,nan,nan,nan,10,63655,False
129,1.4129489207797858,0.5712030371943542,nan,nan,nan,10,53207,False
130,1.4121262727046264,0.5690648567119155,1.5093006895307692,0.5460062940206803,4.523566310685626,10,66300,False
131,1.4053984337723056,0.5725456621004567,nan,nan,nan,10,52560,False
132,1.3580530000167896,0.5864131722340677,nan,nan,nan,10,50652,False
133,1.411759219917028,0.570374424780555,nan,nan,nan,10,49329,False
134,1.3343518349101064,0.5900257389141288,nan,nan,nan,10,57889,False
135,1.3224695908334723,0.59186686524639,nan,nan,nan,10,77215,False
