round,train_loss,train_accuracy,test_loss,test_accuracy,test_perplexity,num_fit_clients,num_fit_examples,tau_eff,mean_local_normalizer,mean_local_steps,run_completed
1,3.609143106860874,0.17480680937895593,nan,nan,nan,10,52927,3071.1108256584644,1567.2464707831596,165.7,False
2,3.1611730311436537,0.181542362903591,nan,nan,nan,10,88332,4531.147946883052,2675.136678741368,276.5,False
3,3.099254215667254,0.18146117023748665,nan,nan,nan,10,43034,2108.424666839683,1259.7026903634714,134.9,False
4,3.037662824177869,0.1960780703369545,nan,nan,nan,10,54310,4728.675492568376,1612.8483980286564,170.2,False
5,3.043357140774469,0.1955059944004403,nan,nan,nan,10,41789,1894.9003870347617,1220.762736977383,131.0,False
6,3.0191654219754707,0.21314379536812997,nan,nan,nan,10,46288,2924.5226834292107,1361.3412385260945,145.1,False
7,2.9677127950443296,0.21699072028281044,nan,nan,nan,10,45260,1809.498610000948,1329.1055533650651,141.9,False
8,2.9014360309083953,0.23012689474293208,nan,nan,nan,10,51854,1959.803352302999,1534.0613335347773,162.4,False
9,2.8884007900450572,0.23406382404747925,nan,nan,nan,10,63017,3028.0605543031133,1885.1488808613394,197.5,False
10,2.850931704186386,0.23755532201483148,2.840100826396053,0.24376217593286378,17.117491345102714,10,67559,2541.2586612994423,2025.6878538953915,211.5,False
11,2.823950384962433,0.23709585933068633,nan,nan,nan,10,54653,3205.2061866573385,1622.8515077567276,171.2,False
12,2.780588292823863,0.24341562654643426,nan,nan,nan,10,54561,2610.281270086684,1620.1587852749064,171.0,False
13,2.7416593303517445,0.2531080404911281,nan,nan,nan,10,51962,2530.1195538611396,1537.6532599237948,162.7,False
14,2.7252322062631174,0.2596540846296095,nan,nan,nan,10,36772,1627.50240354345,1064.155405363409,115.4,False
15,2.7112927277299783,0.2630455018343098,nan,nan,nan,10,36526,2147.0247081479065,1057.5829159334523,114.6,False
16,2.6793127340891476,0.26788201556739044,nan,nan,nan,10,48820,2139.7657101453574,1442.1612758411839,153.1,False
17,2.663579202783213,0.2707538791076746,nan,nan,nan,10,38282,1954.8708151800251,1111.9516730912328,120.1,False
18,2.615334801396897,0.27408012677660576,nan,nan,nan,10,40386,1897.2671105161385,1177.266950739632,126.7,False
19,2.6022812984829877,0.27935001779148383,nan,nan,nan,10,42155,2062.276997293415,1232.3630454170384,132.2,False
20,2.5966221644706766,0.2811833532254593,2.5949558652574543,0.2825753034617114,13.395996119520907,10,51109,2104.825724266464,1513.099206277145,160.3,False
21,2.546435870660134,0.2837349841550593,nan,nan,nan,10,54276,2506.7782662348104,1610.3991234926232,170.0,False
22,2.5546256247169143,0.2863554757630162,nan,nan,nan,10,36762,1653.05378746848,1064.1923824769287,115.3,False
23,2.533386347375367,0.29063563182063246,nan,nan,nan,10,53789,2348.044845589507,1596.9398581803257,168.6,False
24,2.515940892922744,0.2960476926473835,nan,nan,nan,10,45290,2327.468860803849,1330.8301710865837,142.0,False
25,2.490544228755923,0.30054167785835795,nan,nan,nan,10,44676,2818.1641688938635,1312.5433619805517,140.1,False
26,2.4587270499171923,0.30420659412051326,nan,nan,nan,10,43099,2378.8079613531318,1262.9003163426046,135.2,False
27,2.4556889461301243,0.3033420386303077,nan,nan,nan,10,75433,2949.3870859845388,2271.003449413243,236.1,False
28,2.4635806523636155,0.31625745754933454,nan,nan,nan,10,34864,3378.1050927162464,1007.1602208633816,109.4,False
29,2.379554241574829,0.3345444257486189,nan,nan,nan,10,67157,4453.913820970694,2014.265700883639,210.4,False
30,2.3806148230100765,0.32958553426835124,2.605931832696408,0.27165442829312153,13.5438400173962,10,60391,3484.7179113049874,1801.8019113641826,189.1,False
31,2.354824504570481,0.34429122055674516,nan,nan,nan,10,58375,3330.927849590429,1740.6983127004883,183.0,False
32,2.3735682589499882,0.34357639904099174,nan,nan,nan,10,34202,3146.1744869495924,985.8297875296636,107.3,False
33,2.37361317067413,0.33985347133387606,nan,nan,nan,10,42995,2711.750348376296,1260.412124640297,134.8,False
34,2.3263301381113477,0.3555718993536342,nan,nan,nan,10,70703,4795.5388080061075,2124.8327180633773,221.4,False
35,2.3927609319517176,0.3369434416365824,nan,nan,nan,10,43212,1731.4812870115811,1264.5921731054825,135.4,False
36,2.2767033839121775,0.3665322847135021,nan,nan,nan,10,60524,2486.135939875462,1805.011973811276,189.5,False
37,2.2216685319918286,0.38233724653148343,nan,nan,nan,10,52472,2367.1543644427566,1555.6188670327886,164.5,False
38,2.2388000465544637,0.3751202989663663,nan,nan,nan,10,80009,3262.8453292484837,2415.0775257966316,250.5,False
39,2.2244636874733863,0.3786635404454865,nan,nan,nan,10,39238,2882.9745178654716,1141.1464826919744,123.0,False
40,2.180180144141103,0.38592442455499587,2.2279669038362986,0.37367001348718715,9.280977764820696,10,49831,2570.189815921643,1472.1098217471022,156.2,False
41,2.205830655459304,0.3837207532234248,nan,nan,nan,10,65691,2915.211718722341,1967.1968957743434,205.7,False
42,2.151663754600602,0.39474833762073486,nan,nan,nan,10,41206,1794.6866521176366,1201.046555820846,129.1,False
43,2.151030689299337,0.3917354903599609,nan,nan,nan,10,70591,3637.2613433039296,2121.2773195310624,221.0,False
44,2.1495031440008003,0.39202744365799647,nan,nan,nan,10,46058,2479.838055864781,1354.341517296494,144.4,False
45,2.140655383791485,0.39311974789915966,nan,nan,nan,10,60928,2350.1434379823086,1818.1156349568787,190.8,False
46,2.1139266300655413,0.39660959699381454,nan,nan,nan,10,47369,2384.108376559628,1395.708193705672,148.5,False
