round,train_loss,train_accuracy,test_loss,test_accuracy,test_perplexity,num_fit_clients,num_fit_examples,run_completed
1,3.5283237219839028,0.18474766705159015,nan,nan,nan,10,64082,False
2,3.1437502920812865,0.1882783023478584,nan,nan,nan,10,51153,False
3,3.1121199463168545,0.18786422076596904,nan,nan,nan,10,44101,False
4,3.1329684052282913,0.18967301721163798,nan,nan,nan,10,52174,False
5,3.125636132235773,0.18804333508956797,nan,nan,nan,10,60736,False
6,3.0077888265632593,0.2033647156616491,nan,nan,nan,10,55339,False
7,2.9370886337550277,0.21815712664180315,nan,nan,nan,10,49336,False
8,2.902384385171992,0.22555711309952706,nan,nan,nan,10,76331,False
9,2.80683288146699,0.24140794513942837,nan,nan,nan,10,37331,False
10,2.7977187489555515,0.24304822245688137,2.765223979092459,0.2485576202607523,15.88259696190876,10,68184,False
11,2.7029550389199706,0.25825119060804075,nan,nan,nan,10,72232,False
12,2.7068067831546907,0.26005261180007516,nan,nan,nan,10,26610,False
13,2.6903083360509648,0.2645127270984133,nan,nan,nan,10,62583,False
14,2.6262934024601576,0.2738524787334077,nan,nan,nan,10,45729,False
15,2.5873940258870793,0.28079187483873996,nan,nan,nan,10,42633,False
16,2.5537947426360037,0.29289297287699206,nan,nan,nan,10,67581,False
17,2.533894766984546,0.29689127604166665,nan,nan,nan,10,61440,False
18,2.499807816446717,0.29945753642150447,nan,nan,nan,10,68023,False
19,2.4751662889138495,0.30526274540538423,nan,nan,nan,10,51038,False
20,2.4333082596737747,0.316651904340124,2.460313579515594,0.3209013936760078,11.708482504653261,10,49676,False
21,2.429512285822253,0.31738563428542205,nan,nan,nan,10,39107,False
22,2.4260850580082725,0.3229441380963798,nan,nan,nan,10,83420,False
23,2.402145749011008,0.32594580170777987,nan,nan,nan,10,67456,False
24,2.369982551195061,0.33664496332884297,nan,nan,nan,10,53448,False
25,2.3468158629439957,0.34024274664465437,nan,nan,nan,10,32709,False
26,2.333262307717949,0.3499319349050182,nan,nan,nan,10,64644,False
27,2.3038219536815547,0.35220902124157794,nan,nan,nan,10,38886,False
