round,train_loss,train_accuracy,test_loss,test_accuracy,test_perplexity,num_fit_clients,num_fit_examples,run_completed
1,3.477503289095884,0.1879538781064241,nan,nan,nan,10,69815,False
2,3.1389539092951195,0.18700194295046885,nan,nan,nan,10,35513,False
3,3.110206701846316,0.19117923837805056,nan,nan,nan,10,47819,False
4,3.1405793863153586,0.18620573426868062,nan,nan,nan,10,47469,False
5,3.104806011898038,0.18764172335600907,nan,nan,nan,10,65268,False
6,3.0701214796112173,0.1885418051309318,nan,nan,nan,10,37615,False
7,3.0755061633315273,0.18655191898117965,nan,nan,nan,10,46014,False
8,2.9877034474635464,0.20618463641404566,nan,nan,nan,10,77547,False
9,2.950884754188067,0.21883009886488466,nan,nan,nan,10,65544,False
10,2.9167791217837444,0.2249913841577334,2.8814760777576205,0.23034991757830062,17.840587848491637,10,55131,False
11,2.839946464892955,0.23542479619827686,nan,nan,nan,10,51766,False
12,2.8319532548650375,0.24032403240324032,nan,nan,nan,10,47773,False
13,2.832281455188325,0.23943703528856367,nan,nan,nan,10,33892,False
14,2.805071692723423,0.24655472162150702,nan,nan,nan,10,47166,False
15,2.7666373860309514,0.2519922969735874,nan,nan,nan,10,63871,False
16,2.756667790195035,0.25507668580241627,nan,nan,nan,10,46684,False
17,2.70722563582104,0.2622271096609039,nan,nan,nan,10,55471,False
18,2.7004936574576197,0.2666417434521584,nan,nan,nan,10,45473,False
19,2.6784582293742525,0.2638757855349633,nan,nan,nan,10,62537,False
20,2.6061700664157055,0.28276407754187,2.6182750053854518,0.2800277236625206,13.712049960174756,10,37915,False
21,2.5900016943504993,0.2838644934690773,nan,nan,nan,10,61783,False
22,2.548187586281245,0.29064028698771605,nan,nan,nan,10,45995,False
23,2.517285173712884,0.3016634032975278,nan,nan,nan,10,54647,False
24,2.4646289753389286,0.3114316123286779,nan,nan,nan,10,92078,False
25,2.449995604247906,0.3153755826780059,nan,nan,nan,10,28103,False
26,2.4605691530059195,0.31112689767674373,nan,nan,nan,10,38007,False
27,2.431913727135556,0.3153285764183424,nan,nan,nan,10,40082,False
28,2.4012381278479347,0.325512087716567,nan,nan,nan,10,44963,False
29,2.389594068512285,0.33212430961998185,nan,nan,nan,10,48524,False
30,2.3594938085294417,0.3431887218630734,2.342457220791234,0.35102277836055745,10.406776919349243,10,64195,False
31,2.2801588259119567,0.35631514311805274,nan,nan,nan,10,63514,False
32,2.3032384503292653,0.3572593545149453,nan,nan,nan,10,63766,False
33,2.307674262365312,0.35576873484965704,nan,nan,nan,10,58167,False
34,2.255340485597883,0.3640981879758397,nan,nan,nan,10,74999,False
35,2.262726660164801,0.36689532725365187,nan,nan,nan,10,61955,False
36,2.235803803399569,0.3762108423497423,nan,nan,nan,10,70612,False
37,2.207171451773827,0.3757716207624946,nan,nan,nan,10,48761,False
38,2.1657348589424785,0.3877704692932917,nan,nan,nan,10,45153,False
39,2.1495106785569646,0.3905525924630585,nan,nan,nan,10,45748,False
40,2.1635011998289237,0.3905076073784839,2.150493363613813,0.4028360557470403,8.589094898922768,10,74270,False
41,2.1329574409582173,0.3956505601295721,nan,nan,nan,10,59272,False
42,2.1173570353908766,0.4024191850561733,nan,nan,nan,10,52249,False
43,2.124069168503119,0.3968228368679945,nan,nan,nan,10,49604,False
44,2.100797182042066,0.4024517315353969,nan,nan,nan,10,32630,False
45,2.109670198945193,0.4009390696658659,nan,nan,nan,10,45790,False
46,2.116425197544379,0.4053909211806038,nan,nan,nan,10,50381,False
47,2.0780889543844165,0.41135061051582356,nan,nan,nan,10,16052,False
48,2.083142166036191,0.4094690482016149,nan,nan,nan,10,24522,False
49,2.0753115728995355,0.408548209089997,nan,nan,nan,10,59802,False
50,2.055521185946125,0.41465393266713374,2.045160719788487,0.42398471452120484,7.7304008664659944,10,54238,False
51,2.0269952506251676,0.42124212421242124,nan,nan,nan,10,33330,False
52,2.0398641614663906,0.4177115438498179,nan,nan,nan,10,57104,False
53,2.022378137584677,0.4191334191334191,nan,nan,nan,10,60606,False
54,2.0148760264451595,0.42105456549696857,nan,nan,nan,10,54430,False
55,2.0039769970656596,0.43188293188293186,nan,nan,nan,10,54054,False
56,2.0019046448751014,0.4264166108506363,nan,nan,nan,10,74650,False
57,2.00474606111314,0.42436355238145995,nan,nan,nan,10,56289,False
58,1.981262908676137,0.42976770714507934,nan,nan,nan,10,38572,False
59,1.9946647882418098,0.42827723205336155,nan,nan,nan,10,54871,False
60,1.9713882446432776,0.43779848843139985,1.9571973906273643,0.4441031020530496,7.079458279811577,10,21567,False
61,1.9523620196644504,0.43882355258751454,nan,nan,nan,10,50763,False
62,1.9642919364437126,0.43359733843136283,nan,nan,nan,10,40277,False
63,1.9709500287572501,0.4342984789577791,nan,nan,nan,10,58644,False
64,1.9441941479643117,0.4419139581411508,nan,nan,nan,10,83471,False
65,1.9166773052956372,0.44718921711360543,nan,nan,nan,10,42586,False
66,1.8834841419171384,0.4560173131996876,nan,nan,nan,10,61456,False
67,1.9295322771620125,0.4445031596098377,nan,nan,nan,10,45417,False
68,1.9276552373803797,0.4429287215128495,nan,nan,nan,10,30935,False
