round,train_loss,train_accuracy,test_loss,test_accuracy,test_perplexity,num_fit_clients,num_fit_examples,tau_eff,mean_local_normalizer,mean_local_steps,run_completed
1,3.439173655204888,0.18399789544890827,nan,nan,nan,10,79827,5103.868144946602,2410.165666301945,249.9,False
2,3.2252055205748755,0.16879795396419436,nan,nan,nan,10,29716,1111.8207221628688,843.2706591192424,93.3,False
3,3.141724276153738,0.18909664512157587,nan,nan,nan,10,51984,3659.990557963408,1538.9503689310645,162.8,False
4,3.1259951961411816,0.1874040229776101,nan,nan,nan,10,52747,3307.874503355101,1564.1481212979666,165.2,False
5,3.1226036583051506,0.18898045923391904,nan,nan,nan,10,57879,4627.85580959179,1724.3353913991182,181.3,False
6,3.105030969728927,0.1834083042089597,nan,nan,nan,10,59801,4955.071710551206,1784.295442153357,187.4,False
7,3.1976757071357227,0.1674339190386652,nan,nan,nan,10,46269,2829.8897866370894,1360.6337158622898,145.0,False
8,3.145240285174739,0.19100093984962407,nan,nan,nan,10,42560,2204.614825647049,1245.4669674905115,133.5,False
9,3.0640213473887528,0.1872331186219874,nan,nan,nan,10,41451,1949.3454813981057,1210.476930829548,129.9,False
10,2.9552507632405156,0.2080264925200315,3.1838248633166475,0.13582721414656077,24.13890521903054,10,43182,2314.717289005264,1263.0881450834863,135.2,False
11,2.9276287207136953,0.21273769402966716,nan,nan,nan,10,40651,2608.6931259194694,1185.175972333732,127.5,False
12,2.9443742161828186,0.21859642736420604,nan,nan,nan,10,38459,2538.5033841481863,1117.0044052348899,120.6,False
13,2.8609945272562833,0.22060171680973414,nan,nan,nan,10,59995,5701.941016508232,1790.206889525612,187.9,False
14,3.0445148898896646,0.2418345950172371,nan,nan,nan,10,56274,4835.570716297824,1674.779306998508,176.3,False
15,3.1119631419997527,0.1907868722815342,nan,nan,nan,10,40464,2005.3787406160395,1180.403594742157,126.9,False
16,2.816478204451191,0.2481664752142794,nan,nan,nan,10,45268,2627.7597697736037,1330.6221197878078,141.9,False
17,2.7255255287137534,0.2623294362335739,nan,nan,nan,10,63466,2858.5622605689077,1899.8070370196085,198.9,False
18,2.673112778103726,0.27535836642860795,nan,nan,nan,10,58669,2356.3482183232095,1749.072014393801,183.9,False
19,2.6554171294541042,0.27885856160467815,nan,nan,nan,10,61221,3167.1619498957393,1827.2129052729863,191.7,False
20,2.5939022636988067,0.28779293209159323,2.6249135179746887,0.2809268694739997,13.803380390154613,10,55943,3495.3734887085748,1665.556008726097,175.4,False
21,2.5760612638880303,0.29286001466310335,nan,nan,nan,10,42283,2538.9716722666944,1237.879122138387,132.7,False
22,2.5506755974292794,0.2980786496678039,nan,nan,nan,10,61259,3943.679047776379,1830.6854725255162,192.0,False
23,2.5067141707379177,0.3037680376803768,nan,nan,nan,10,66666,2877.7174404412713,1998.0365602551817,208.8,False
24,2.4981605940303178,0.309541373540366,nan,nan,nan,10,55579,2812.9469722778636,1651.0716386582558,174.1,False
25,2.4651528179777666,0.3168310470009959,nan,nan,nan,10,31127,1418.9419608822893,887.9241493454359,97.7,False
26,2.449687684855203,0.3192383853769992,nan,nan,nan,10,32825,1940.5719423705214,940.0230713714343,102.9,False
27,2.415993405724911,0.32500468576536573,nan,nan,nan,10,69359,3140.2986817280857,2082.0378644850275,217.2,False
28,2.3951422606966672,0.33289447032610897,nan,nan,nan,10,59244,2792.901769685256,1766.9117457541136,185.6,False
29,2.3934326601664115,0.32877642863207945,nan,nan,nan,10,23554,1162.4041494872627,651.6753984500349,74.0,False
30,2.365404534453961,0.3419500739323302,2.38283989669929,0.3431177881013038,10.835631284028,10,57485,2486.2004422517157,1712.7346955031437,180.2,False
31,2.367509234878489,0.3413609290434877,nan,nan,nan,10,73538,3191.4019233280897,2212.798119017982,230.2,False
32,2.3720822117818634,0.3482721115340881,nan,nan,nan,10,40454,2001.8691983500946,1179.6641106479533,126.8,False
33,2.3363047429306656,0.351845247193492,nan,nan,nan,10,58881,4021.0065276366136,1756.9500567003265,184.6,False
34,2.3030817640174845,0.3532331693480477,nan,nan,nan,10,45126,2493.24079204161,1324.6628961974404,141.4,False
35,2.2912195150718526,0.3584209955536276,nan,nan,nan,10,46105,2123.1540536813504,1356.716495954532,144.6,False
36,2.250375319739861,0.36908641199795844,nan,nan,nan,10,50942,2276.648607890434,1506.3940243139455,159.5,False
37,2.2249427552165573,0.37631853384165626,nan,nan,nan,10,58493,2264.835849117469,1743.0018131446147,183.3,False
