round,train_loss,train_accuracy,test_loss,test_accuracy,test_perplexity,num_fit_clients,num_fit_examples,run_completed
1,3.6091427358248604,0.17480680937895593,nan,nan,nan,10,52927,False
2,3.1857792095057706,0.1762328487977177,nan,nan,nan,10,88332,False
3,3.0896626416760515,0.19082585862341406,nan,nan,nan,10,43034,False
4,2.9658954574442373,0.21495120603940343,nan,nan,nan,10,54310,False
5,2.9538735949262,0.22288161956495728,nan,nan,nan,10,41789,False
6,2.892690031649207,0.23375388869685448,nan,nan,nan,10,46288,False
7,2.848487168342415,0.23415819708351746,nan,nan,nan,10,45260,False
8,2.788526115114204,0.24349134107301268,nan,nan,nan,10,51854,False
9,2.7644891779146987,0.2514718250630782,nan,nan,nan,10,63017,False
10,2.719992554115959,0.2601133823768854,3.3519018203372917,0.2340588940506519,28.55699230103423,10,67559,False
11,2.6845335916458755,0.2686220335571698,nan,nan,nan,10,54653,False
12,2.620234147725537,0.2805667051556973,nan,nan,nan,10,54561,False
13,2.572136105460459,0.29392633078018554,nan,nan,nan,10,51962,False
14,2.559508219450456,0.29712824975524854,nan,nan,nan,10,36772,False
15,2.5253534016757753,0.30717844822865903,nan,nan,nan,10,36526,False
16,2.4739475735578806,0.3177386317083163,nan,nan,nan,10,48820,False
17,2.442473639170411,0.3252181181756439,nan,nan,nan,10,38282,False
18,2.384118842191908,0.3395483583419997,nan,nan,nan,10,40386,False
19,2.3636949925982025,0.34275886608943185,nan,nan,nan,10,42155,False
20,2.327090765578603,0.3537341759768338,2.335996551490805,0.3567548329087367,10.339758898935758,10,51109,False
21,2.272806671703035,0.3631992040680964,nan,nan,nan,10,54276,False
22,2.2676615238507485,0.3629835155867472,nan,nan,nan,10,36762,False
23,2.2338819404319366,0.3725296993809143,nan,nan,nan,10,53789,False
24,2.2088552164541855,0.3771693530580702,nan,nan,nan,10,45290,False
25,2.1755609684101374,0.38785925329035725,nan,nan,nan,10,44676,False
26,2.118794888105162,0.3989419708113877,nan,nan,nan,10,43099,False
27,2.111605702843801,0.3983269921652327,nan,nan,nan,10,75433,False
28,2.1123999645467633,0.4068093162000918,nan,nan,nan,10,34864,False
29,2.0287580009295407,0.42278541328528674,nan,nan,nan,10,67157,False
30,2.0303577487719138,0.4177940421585998,2.0273581378627497,0.42231754832908736,7.593997539947937,10,60391,False
31,2.0111913545657534,0.4257473233404711,nan,nan,nan,10,58375,False
32,1.9912025920620202,0.4331033272908017,nan,nan,nan,10,34202,False
33,1.9562540232365817,0.44049308059076636,nan,nan,nan,10,42995,False
34,1.9160651078027318,0.4461762584331641,nan,nan,nan,10,70703,False
35,1.9313455182491028,0.4436267703415718,nan,nan,nan,10,43212,False
36,1.8951157307043385,0.4536217037869275,nan,nan,nan,10,60524,False
37,1.8540071043018198,0.4621703003506632,nan,nan,nan,10,52472,False
38,1.8632190932522377,0.4600857403542101,nan,nan,nan,10,80009,False
39,1.8275892751237184,0.47150721239614657,nan,nan,nan,10,39238,False
40,1.792320309525277,0.4775742007986996,1.829940283975554,0.4734939307657725,6.233514406711434,10,49831,False
41,1.8213295880365146,0.474981352087805,nan,nan,nan,10,65691,False
42,1.820291239714927,0.4719458331310974,nan,nan,nan,10,41206,False
43,1.7668654846629341,0.48401354280290687,nan,nan,nan,10,70591,False
44,1.7775839507680744,0.48061140301359156,nan,nan,nan,10,46058,False
45,1.7878481354417686,0.48053440126050423,nan,nan,nan,10,60928,False
46,1.7172562378641545,0.49956722751166377,nan,nan,nan,10,47369,False
47,1.7861036889136133,0.4806838600570764,nan,nan,nan,10,37844,False
48,1.7191644727911395,0.4969366616223205,nan,nan,nan,10,68063,False
49,1.7369135933751694,0.48982561496708626,nan,nan,nan,10,43295,False
50,1.7535427610170655,0.4897220096914053,1.718210259888745,0.49801438633298367,5.574542548443699,10,39210,False
51,1.6882542222995962,0.5042123466975519,nan,nan,nan,10,63029,False
52,1.7396471643550766,0.48973659496444705,nan,nan,nan,10,67083,False
53,1.698153433650827,0.49913066443647247,nan,nan,nan,10,45437,False
54,1.6727074483097095,0.5065974507809228,nan,nan,nan,10,66844,False
55,1.6925907621405099,0.5023460674157303,nan,nan,nan,10,55625,False
56,1.7065778764305104,0.4991323485842468,nan,nan,nan,10,47254,False
57,1.6467368172723384,0.5140095472470128,nan,nan,nan,10,67454,False
58,1.6663901710537152,0.5095403933879433,nan,nan,nan,10,40774,False
59,1.6225410972053962,0.5231464931722314,nan,nan,nan,10,55948,False
60,1.6205284278956449,0.5204058315433481,1.6516399660443466,0.5138618312603027,5.215526103175815,10,65643,False
61,1.5975652840375274,0.5283042905878855,nan,nan,nan,10,70643,False
62,1.580956266292699,0.5309612616656091,nan,nan,nan,10,64613,False
63,1.5641577787025958,0.5346816179415298,nan,nan,nan,10,49940,False
64,1.570734830630556,0.5396510527027636,nan,nan,nan,10,44362,False
65,1.6062697306944334,0.5234032216436152,nan,nan,nan,10,65867,False
66,1.519655824466067,0.5485584218512898,nan,nan,nan,10,75126,False
67,1.6511934523714589,0.5139688693768174,nan,nan,nan,10,35078,False
68,1.6002265081662237,0.525733504447493,nan,nan,nan,10,45194,False
69,1.5984404544043112,0.5273460848774656,nan,nan,nan,10,46844,False
70,1.6017502456631536,0.5241199664071285,1.605030765744962,0.5243518657275589,4.9780127526545535,10,70253,False
71,1.573509400406213,0.5309260598546682,nan,nan,nan,10,58074,False
72,1.5589503399163402,0.534329529843842,nan,nan,nan,10,71338,False
73,1.524232872786737,0.5475060127575029,nan,nan,nan,10,47815,False
74,1.5415615333552446,0.5402834763148079,nan,nan,nan,10,64344,False
75,1.568549097080565,0.5314478087328146,nan,nan,nan,10,49606,False
76,1.5171700699677169,0.5458969310072367,nan,nan,nan,10,79733,False
77,1.5275037334849189,0.5439545176762532,nan,nan,nan,10,53999,False
78,1.461686896519082,0.5585966842645395,nan,nan,nan,10,94519,False
79,1.5588819159275842,0.538646205987573,nan,nan,nan,10,21244,False
80,1.5028754852048318,0.5481452795220049,1.556628040282708,0.5390379139817174,4.742801715380623,10,72302,False
81,1.540313974903991,0.5436653293796151,nan,nan,nan,10,34398,False
82,1.4874228600916355,0.5548705302096177,nan,nan,nan,10,77856,False
83,1.520130645294689,0.5447697007444315,nan,nan,nan,10,33717,False
84,1.48301277706119,0.5550195267631518,nan,nan,nan,10,52236,False
85,1.4301861078976776,0.5701462370705029,nan,nan,nan,10,84110,False
86,1.475436857992115,0.5574011804944222,nan,nan,nan,10,69293,False
87,1.4766423083233637,0.555837009215181,nan,nan,nan,10,45794,False
88,1.4073186920154188,0.5756681310635182,nan,nan,nan,10,43704,False
89,1.4744793624597408,0.5583877107123436,nan,nan,nan,10,58848,False
90,1.5018327225599293,0.5502331327461842,1.5464383734231872,0.5406114191518058,4.694719532659638,10,50186,False
91,1.4219726485050295,0.5696023222060957,nan,nan,nan,10,86125,False
92,1.5097246502188955,0.548083286667006,nan,nan,nan,10,39286,False
93,1.4715384768351027,0.5592694063926941,nan,nan,nan,10,54750,False
94,1.4721559618584157,0.5560570271638265,nan,nan,nan,10,47416,False
95,1.4399487650696337,0.563075249623473,nan,nan,nan,10,71708,False
96,1.4144642730993657,0.5747206400278273,nan,nan,nan,10,45998,False
97,1.449031975627524,0.5630223779994608,nan,nan,nan,10,29672,False
98,1.3815984117878595,0.5780233512612867,nan,nan,nan,10,81623,False
99,1.3947405281784608,0.5799312763722471,nan,nan,nan,10,56167,False
100,1.4383766998943783,0.5667387967227062,1.5316048980598844,0.5446388430990559,4.625594476018988,10,54069,False
101,1.464019014294864,0.5591020158827122,nan,nan,nan,10,45836,False
102,1.4102206377480802,0.573297590747391,nan,nan,nan,10,59313,False
103,1.3450879499979498,0.593877155590002,nan,nan,nan,10,56771,False
104,1.4352947032161607,0.5666672414090383,nan,nan,nan,10,57997,False
105,1.4825935074186307,0.5580281381726611,nan,nan,nan,10,36534,False
