round,train_loss,train_accuracy,test_loss,test_accuracy,test_perplexity,num_fit_clients,num_fit_examples,run_completed
1,3.5283247747804034,0.18474766705159015,nan,nan,nan,10,64082,False
2,3.1437502982569674,0.1882783023478584,nan,nan,nan,10,51153,False
3,3.1673829205298203,0.18326115054080405,nan,nan,nan,10,44101,False
4,3.1659399941520765,0.18986468355886074,nan,nan,nan,10,52174,False
5,3.0783222173237577,0.19538659114857745,nan,nan,nan,10,60736,False
6,2.915981764628732,0.22223025352825312,nan,nan,nan,10,55339,False
7,2.822402536859384,0.23579130857791472,nan,nan,nan,10,49336,False
8,2.7826045180427177,0.25061901455503005,nan,nan,nan,10,76331,False
9,2.707092619265423,0.26594519300313413,nan,nan,nan,10,37331,False
10,2.664432366839404,0.2727766044819899,2.7820237480002366,0.23726210100404616,16.151674814891127,10,68184,False
11,2.537597010520912,0.2943432273784472,nan,nan,nan,10,72232,False
12,2.5481590081497676,0.2909056745584367,nan,nan,nan,10,26610,False
13,2.4842557122585727,0.3056261285013502,nan,nan,nan,10,62583,False
14,2.4159876051157436,0.3239301099958451,nan,nan,nan,10,45729,False
15,2.361007772114321,0.3366406304975019,nan,nan,nan,10,42633,False
16,2.314902486365241,0.3525695091815747,nan,nan,nan,10,67581,False
17,2.26999481265666,0.359619140625,nan,nan,nan,10,61440,False
18,2.2288054330993394,0.37165370536436204,nan,nan,nan,10,68023,False
19,2.2107106704543558,0.374857948979192,nan,nan,nan,10,51038,False
20,2.1554615357903475,0.38692728883162897,2.2181508365321263,0.3786153154503222,9.19032073810891,10,49676,False
21,2.1433684342561112,0.39200143196870124,nan,nan,nan,10,39107,False
22,2.1349414956975874,0.3936945576600336,nan,nan,nan,10,83420,False
23,2.1084938878264188,0.39868951612903225,nan,nan,nan,10,67456,False
24,2.076409889184649,0.40749887741356083,nan,nan,nan,10,53448,False
25,2.0542600091716814,0.41062093001926075,nan,nan,nan,10,32709,False
26,2.0196375053351296,0.4233184827671555,nan,nan,nan,10,64644,False
27,2.010014778745645,0.42025407601707554,nan,nan,nan,10,38886,False
28,1.9900238925307272,0.42947296261946044,nan,nan,nan,10,49598,False
29,1.9523130497124117,0.4406404008700201,nan,nan,nan,10,72642,False
30,1.8893040083750336,0.45147205362804604,1.9677199769302338,0.43844597632249366,7.154345804769598,10,55195,False
31,1.9356612834630362,0.4397765363128492,nan,nan,nan,10,80550,False
