round,train_loss,train_accuracy,test_loss,test_accuracy,test_perplexity,num_fit_clients,num_fit_examples,tau_eff,mean_local_normalizer,mean_local_steps,run_completed
1,3.5283237219839028,0.18474766705159015,nan,nan,nan,10,64082,3035.644216604243,1916.2017738939307,200.6,False
2,3.154928157637784,0.1820030105761148,nan,nan,nan,10,51153,3519.050728371906,1514.7483818313844,160.4,False
3,3.1387125382047456,0.17729756694859528,nan,nan,nan,10,44101,2957.45116796833,1294.7254560192896,138.4,False
4,3.193045038309067,0.17886303522827462,nan,nan,nan,10,52174,3547.0569794043795,1545.3423502993683,163.4,False
5,3.20827937973673,0.17004741833508957,nan,nan,nan,10,60736,3552.036525382249,1814.76400673604,190.3,False
6,3.1120023957137057,0.1846256708650319,nan,nan,nan,10,55339,4758.244620619333,1644.2365781567848,173.4,False
7,3.1506064735366284,0.17423382519863792,nan,nan,nan,10,49336,2188.5502813760577,1455.8604824865479,154.5,False
8,3.042195466639487,0.20328568995558816,nan,nan,nan,10,76331,4067.9081661794617,2300.746668001698,239.0,False
9,2.9576168898481576,0.21295973855508826,nan,nan,nan,10,37331,1937.6065331316029,1081.542134233764,117.1,False
10,2.924380076280519,0.22162090813093982,2.995144601170491,0.20204555672111493,19.988250005241877,10,68184,3276.3663195653626,2045.7355753917213,213.5,False
11,2.8016970455646515,0.23951988038542474,nan,nan,nan,10,72232,4972.577605802468,2173.1530874176806,226.3,False
12,2.8256036335433707,0.2409620443442315,nan,nan,nan,10,26610,1053.7605689617544,746.8659817413514,83.6,False
13,2.780903665761489,0.2446351245545915,nan,nan,nan,10,62583,3447.1669058963025,1869.1390875977054,195.9,False
14,2.722049101454954,0.2539088980734326,nan,nan,nan,10,45729,2526.6890547454814,1343.117366904587,143.3,False
15,2.6892421175279133,0.2581333708629465,nan,nan,nan,10,42633,2099.299290640654,1248.1880984889206,133.8,False
16,2.6536121000096107,0.26887734718337997,nan,nan,nan,10,67581,2973.2295829619848,2026.1091106651245,211.6,False
17,2.628209886556336,0.27687174479166665,nan,nan,nan,10,61440,2656.20782350267,1835.1484829417727,192.5,False
18,2.589654685766683,0.28058156799905914,nan,nan,nan,10,68023,3089.6828659106222,2042.1271712380706,213.2,False
19,2.5592220569554764,0.28623770523923353,nan,nan,nan,10,51038,2851.091290266914,1510.2280683782694,160.0,False
20,2.5152023556017626,0.2964610677188179,2.5555731019354933,0.29767346021279784,12.878678338434382,10,49676,2202.376248638915,1466.1164827988607,155.6,False
21,2.509915118692147,0.2968266550745391,nan,nan,nan,10,39107,1746.4428102409568,1136.5093893694034,122.6,False
22,2.503622995545269,0.3021457684008631,nan,nan,nan,10,83420,3823.236808178171,2523.4528846967974,261.3,False
23,2.479131155596088,0.30625889468690703,nan,nan,nan,10,67456,3897.162509595183,2021.1581768331325,211.1,False
24,2.4470740630163297,0.3140248465798533,nan,nan,nan,10,53448,2555.291417907789,1586.2456984354822,167.6,False
25,2.4278952717041227,0.3190864899568926,nan,nan,nan,10,32709,1471.3494029481094,937.6594961883195,102.7,False
26,2.414748298252184,0.32363405729843453,nan,nan,nan,10,64644,3177.267074261866,1934.1785402451605,202.4,False
27,2.3805699356849477,0.3325361312554647,nan,nan,nan,10,38886,1725.638191216627,1129.6913267331365,121.9,False
28,2.381463843529501,0.3342675107867253,nan,nan,nan,10,49598,2757.168019988931,1465.178831190725,155.4,False
29,2.326196352107446,0.34978387158943863,nan,nan,nan,10,72642,4389.993428726583,2186.461388101884,227.6,False
30,2.2727487335063397,0.359815200652233,2.5835165891014222,0.2871459613367301,13.243628768154045,10,55195,4711.443883731635,1641.0131585244173,173.0,False
31,2.3096781489465785,0.3515207945375543,nan,nan,nan,10,80550,4417.967990538967,2432.095471873772,252.2,False
32,2.2775924263315215,0.3587649439198803,nan,nan,nan,10,54119,3237.5993304572003,1608.4355756030477,169.7,False
33,2.272161561264259,0.3645997547731652,nan,nan,nan,10,45672,1898.2407569189031,1342.6671390051872,143.2,False
34,2.25859443939329,0.3702685439751173,nan,nan,nan,10,36009,1775.2022484255842,1039.8999154986425,112.9,False
35,2.2454071167706626,0.37333298191977227,nan,nan,nan,10,37942,1780.7980956398192,1099.2273106727905,118.9,False
36,2.203423519887643,0.3790417155302396,nan,nan,nan,10,47752,2175.2822401134226,1406.6983558324596,149.6,False
37,2.1695247545460594,0.3888152376829631,nan,nan,nan,10,36961,2220.3779632668125,1070.4065680489919,115.9,False
38,2.1885538211729387,0.38652535704120417,nan,nan,nan,10,59727,2834.0892314154626,1781.6132601107897,187.1,False
39,2.1743853497668533,0.3856902792140641,nan,nan,nan,10,77360,3649.771770781741,2332.1014162048014,242.2,False
40,2.170515124680838,0.3897252005964638,2.1535375996470614,0.39768469953544133,8.615281970697035,10,56332,2542.9180043891097,1674.0907838194641,176.4,False
41,2.1712553704007465,0.392,nan,nan,nan,10,37500,1566.7537316302953,1086.3859741076922,117.6,False
42,2.140841723189919,0.4007711038961039,nan,nan,nan,10,54208,3039.649620996437,1609.8205672780264,169.9,False
43,2.119903221202825,0.4017094017094017,nan,nan,nan,10,55809,3687.9053945022456,1659.919507089302,174.9,False
44,2.080227716970876,0.40885973133395814,nan,nan,nan,10,80025,4801.366023096572,2417.777106640872,250.7,False
45,2.0838160543152267,0.40654004868587196,nan,nan,nan,10,76819,3401.432679321079,2315.0911260659477,240.5,False
46,2.0801242552836343,0.4091791119863161,nan,nan,nan,10,69571,3753.8633878305545,2090.2311528827086,217.9,False
47,2.052655168393426,0.4163893179610491,nan,nan,nan,10,62797,2900.227524940745,1876.678468371235,196.6,False
48,2.0550759967866354,0.41459290571586105,nan,nan,nan,10,54410,2888.810279127012,1614.5422261511426,170.4,False
49,2.0438590569028947,0.4167675691383736,nan,nan,nan,10,41294,2903.39339117461,1205.4817429550426,129.4,False
50,2.0064339382300593,0.4251447123907982,2.044075688804159,0.41534916829012436,7.722017690829711,10,93634,4944.439748883842,2842.050205463155,293.2,False
51,1.999135669176351,0.42536819038882945,nan,nan,nan,10,39246,2231.3152267675136,1141.4746735435788,123.1,False
52,2.019290575723556,0.42484393823239514,nan,nan,nan,10,36524,1454.73561702627,1055.7833471685399,114.5,False
53,1.9491919176840737,0.444159553406251,nan,nan,nan,10,61622,5189.323500740693,1842.305387762217,193.2,False
54,1.9975404001451786,0.4275707327751327,nan,nan,nan,10,54819,3949.1317779771107,1629.1714144221366,171.9,False
55,1.9956136928873085,0.42846657736839205,nan,nan,nan,10,54499,2812.73902885956,1617.1698533320225,170.7,False
56,1.927875010132979,0.44518324682195815,nan,nan,nan,10,69933,4519.398976060502,2100.0155142659364,219.0,False
57,1.9484879835075726,0.4385527775407458,nan,nan,nan,10,58595,2863.2483734708594,1745.148531613489,183.5,False
58,1.9533301144967894,0.4373417003742487,nan,nan,nan,10,52906,2192.577044278359,1569.8255166372921,165.9,False
59,1.9548616390189184,0.4375263697185221,nan,nan,nan,10,33182,1536.3513612590423,951.346874454551,104.1,False
60,1.916041240458192,0.4472842612981021,1.9231386618083266,0.4421736849992507,6.842400783618322,10,76296,3898.5854736283222,2299.6573988399878,238.9,False
61,1.8809872711915416,0.4541207943204033,nan,nan,nan,10,48595,2202.1757750562183,1433.379999319514,152.3,False
62,1.8983270734942195,0.4529788560739187,nan,nan,nan,10,35282,1527.1059544458742,1017.1655880504434,110.7,False
63,1.8672364234855634,0.4581012739261251,nan,nan,nan,10,31242,1530.145413159967,892.8010374940677,98.2,False
64,1.9039233264419635,0.4508144812299898,nan,nan,nan,10,56846,2869.364991220281,1690.7038128474094,178.0,False
65,1.9076934282246822,0.45193282290383446,nan,nan,nan,10,64129,4193.620327717051,1919.7560210180418,200.9,False
66,1.8838752990720709,0.4547795015202965,nan,nan,nan,10,45057,1799.891907227981,1322.7081300263403,141.2,False
67,1.8813423449948372,0.4584181557716957,nan,nan,nan,10,66315,3406.0284799868373,1988.60945870376,207.8,False
68,1.872496034167781,0.4554868624420402,nan,nan,nan,10,45290,2503.026403574116,1331.2303528262921,142.1,False
69,1.8783800956607932,0.4567212261234584,nan,nan,nan,10,61462,2817.7989578498477,1835.0846106477711,192.5,False
70,1.8773530233661275,0.4540324005891016,1.8393078678179122,0.4682676457365503,6.292181732081311,10,84875,3986.1272155896313,2566.6354512123744,265.6,False
71,1.8381692450864453,0.46566686818651637,nan,nan,nan,10,51277,3099.8399137222245,1518.6193102953323,160.7,False
72,1.861045117737778,0.45834714316593417,nan,nan,nan,10,69395,4211.303549078307,2082.139087688157,217.2,False
73,1.8319573673326448,0.46474914630943,nan,nan,nan,10,38070,2058.601141072873,1106.2614053164345,119.5,False
