round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,tau_eff,mean_local_normalizer,mean_local_steps,run_completed
1,2.3535117904663085,0.1206,2.2556721981048584,0.1494,10,28.742048900000007,28.742048899999993,8.0,False
2,2.2135317333221436,0.1628,2.1336677867889406,0.2103,10,28.742048900000007,28.742048899999993,8.0,False
3,2.1332588871955873,0.2078,2.0441304527282713,0.2231,10,28.742048900000007,28.742048899999993,8.0,False
4,2.044024062633514,0.228,1.959861631011963,0.2633,10,28.742048900000007,28.742048899999993,8.0,False
5,1.9896286217689514,0.2502,1.9105080883026122,0.2606,10,28.742048900000007,28.742048899999993,8.0,False
6,1.9571587759971618,0.2504,1.8938255228042602,0.2772,10,28.742048900000007,28.742048899999993,8.0,False
7,1.9253434653282167,0.2728,1.830056650352478,0.3101,10,28.742048900000007,28.742048899999993,8.0,False
8,1.8978439199447632,0.2714,1.7832295236587525,0.3279,10,28.742048900000007,28.742048899999993,8.0,False
9,1.8578714970588683,0.299,1.8015022258758544,0.3134,10,28.742048900000007,28.742048899999993,8.0,False
10,1.841415876674652,0.2914,1.7414795413970947,0.3333,10,28.742048900000007,28.742048899999993,8.0,False
11,1.823824711227417,0.3068,1.7718221618652343,0.3224,10,28.742048900000007,28.742048899999993,8.0,False
12,1.8001804232597352,0.3046,1.7154338247299195,0.3428,10,28.742048900000007,28.742048899999993,8.0,False
13,1.7873933091163636,0.3238,1.727047497177124,0.3449,10,28.742048900000007,28.742048899999993,8.0,False
14,1.7803531467437743,0.3242,1.685952777862549,0.358,10,28.742048900000007,28.742048899999993,8.0,False
15,1.747127356147766,0.3332,1.64851649684906,0.379,10,28.742048900000007,28.742048899999993,8.0,False
16,1.7323046285629273,0.3464,1.6519067447662354,0.3776,10,28.742048900000007,28.742048899999993,8.0,False
17,1.7187851291656495,0.3504,1.6594584709167481,0.372,10,28.742048900000007,28.742048899999993,8.0,False
18,1.713368205356598,0.3386,1.7260498504638673,0.3604,10,28.742048900000007,28.742048899999993,8.0,False
19,1.7062828070640563,0.365,1.805191236114502,0.3695,10,28.742048900000007,28.742048899999993,8.0,False
20,1.6729413330078124,0.35,1.6086072191238403,0.396,10,28.742048900000007,28.742048899999993,8.0,False
21,1.649608696269989,0.3694,1.691248899459839,0.3794,10,28.742048900000007,28.742048899999993,8.0,False
22,1.6605429749488831,0.3746,1.6067469413757325,0.4035,10,28.742048900000007,28.742048899999993,8.0,False
23,1.6447647016525269,0.3826,1.5761560916900634,0.4128,10,28.742048900000007,28.742048899999993,8.0,False
24,1.6261837816238403,0.3872,1.519006778717041,0.4405,10,28.742048900000007,28.742048899999993,8.0,False
25,1.6326636015892029,0.3868,1.6103693399429322,0.3922,10,28.742048900000007,28.742048899999993,8.0,False
26,1.6170134497642517,0.3934,1.5555840635299683,0.4244,10,28.742048900000007,28.742048899999993,8.0,False
27,1.5953927894592286,0.3974,1.5379708232879639,0.4303,10,28.742048900000007,28.742048899999993,8.0,False
28,1.5794240381240845,0.4046,1.493224934387207,0.4515,10,28.742048900000007,28.742048899999993,8.0,False
29,1.5876685843467713,0.4082,1.512047339630127,0.4389,10,28.742048900000007,28.742048899999993,8.0,False
30,1.5566175705909728,0.4152,1.4845943946838378,0.4455,10,28.742048900000007,28.742048899999993,8.0,False
31,1.5691089450836182,0.415,1.5137836578369142,0.4467,10,28.742048900000007,28.742048899999993,8.0,False
32,1.5421115132331848,0.4226,1.46460955619812,0.4572,10,28.742048900000007,28.742048899999993,8.0,False
33,1.5641185745239259,0.42,1.4838224588394164,0.4503,10,28.742048900000007,28.742048899999993,8.0,False
34,1.539228596687317,0.4282,1.4907361789703368,0.4533,10,28.742048900000007,28.742048899999993,8.0,False
35,1.5174371711730956,0.4236,1.4126472862243653,0.4791,10,28.742048900000007,28.742048899999993,8.0,False
36,1.5254514350891113,0.4394,1.4214270599365235,0.4691,10,28.742048900000007,28.742048899999993,8.0,False
37,1.5433164481163024,0.4242,1.4451248403549195,0.4704,10,28.742048900000007,28.742048899999993,8.0,False
38,1.543646321964264,0.4196,1.3833171127319337,0.4873,10,28.742048900000007,28.742048899999993,8.0,False
39,1.4783042780876159,0.4452,1.4315167379379272,0.4704,10,28.742048900000007,28.742048899999993,8.0,False
40,1.495955125617981,0.441,1.4291744234085082,0.4729,10,28.742048900000007,28.742048899999993,8.0,False
41,1.5150899222373961,0.4358,1.4264042819976808,0.4665,10,28.742048900000007,28.742048899999993,8.0,False
42,1.4967049424171448,0.4462,1.4435299633026124,0.4754,10,28.742048900000007,28.742048899999993,8.0,False
43,1.4731471906661988,0.4532,1.3765489156723023,0.4971,10,28.742048900000007,28.742048899999993,8.0,False
44,1.4622842849731446,0.4622,1.4024447399139404,0.4818,10,28.742048900000007,28.742048899999993,8.0,False
45,1.4600232426643371,0.4604,1.3675293029785156,0.4938,10,28.742048900000007,28.742048899999993,8.0,False
46,1.4880204236984254,0.4536,1.4257331844329835,0.4715,10,28.742048900000007,28.742048899999993,8.0,False
47,1.4547386342048645,0.464,1.4034861766815185,0.4888,10,28.742048900000007,28.742048899999993,8.0,False
48,1.4394622681617737,0.472,1.3285184316635132,0.5023,10,28.742048900000007,28.742048899999993,8.0,False
49,1.4599061725616456,0.4652,1.3133442920684815,0.5104,10,28.742048900000007,28.742048899999993,8.0,False
50,1.4326879572868347,0.472,1.3111776134490967,0.515,10,28.742048900000007,28.742048899999993,8.0,False
51,1.4253670468330384,0.478,1.3937878087997437,0.4928,10,28.742048900000007,28.742048899999993,8.0,False
52,1.4194633069992066,0.4862,1.3456721961975098,0.5062,10,28.742048900000007,28.742048899999993,8.0,False
