round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,tau_eff,mean_local_normalizer,mean_local_steps,run_completed
1,1.2810038173947191,0.6178,2.5271858566284178,0.1286,10,28.742048900000007,28.742048899999993,8.0,False
2,1.557768575009377,0.5564,3.2577258792877197,0.1291,10,28.742048900000007,28.742048899999993,8.0,False
3,1.744734031867981,0.6032,3.5368200759887696,0.1021,10,28.742048900000007,28.742048899999993,8.0,False
4,1.808762425961927,0.501,4.19492435836792,0.1594,10,28.742048900000007,28.742048899999993,8.0,False
5,1.7291235427856446,0.5418,4.495820150756836,0.1747,10,28.742048900000007,28.742048899999993,8.0,False
6,1.7334624551773072,0.5934,5.1857800262451175,0.1333,10,28.742048900000007,28.742048899999993,8.0,False
7,1.3807201017318584,0.6218,5.224744309997559,0.1766,10,28.742048900000007,28.742048899999993,8.0,False
8,2.4311331268310545,0.4764,3.8081794998168945,0.1254,10,28.742048900000007,28.742048899999993,8.0,False
9,2.0522948796270435,0.5098,7.276997624969482,0.1,10,28.742048900000007,28.742048899999993,8.0,False
10,2.003258913016319,0.5272,6.017045177459717,0.1668,10,28.742048900000007,28.742048899999993,8.0,False
11,1.4986374246578722,0.6054,3.156406640625,0.142,10,28.742048900000007,28.742048899999993,8.0,False
12,1.742547340622102,0.5574,2.505804111480713,0.1948,10,28.742048900000007,28.742048899999993,8.0,False
13,1.386857854711212,0.5764,2.3351124099731444,0.1084,10,28.742048900000007,28.742048899999993,8.0,False
14,1.286688652741909,0.5744,3.0296784561157226,0.1,10,28.742048900000007,28.742048899999993,8.0,False
15,1.4653658814549446,0.5404,2.8901680946350097,0.1526,10,28.742048900000007,28.742048899999993,8.0,False
16,1.5402227392167551,0.5848,2.4924998245239256,0.1043,10,28.742048900000007,28.742048899999993,8.0,False
17,1.434854457437992,0.5496,2.3960562938690186,0.1888,10,28.742048900000007,28.742048899999993,8.0,False
18,1.271578556472264,0.6118,2.7325742126464845,0.1315,10,28.742048900000007,28.742048899999993,8.0,False
19,1.477427805850003,0.4942,2.390032423400879,0.1314,10,28.742048900000007,28.742048899999993,8.0,False
20,1.4076778508663177,0.5652,2.5555132583618163,0.1539,10,28.742048900000007,28.742048899999993,8.0,False
21,1.316702689373307,0.5968,2.204145520401001,0.1545,10,28.742048900000007,28.742048899999993,8.0,False
22,1.3537870931625366,0.5628,3.240909511566162,0.1,10,28.742048900000007,28.742048899999993,8.0,False
23,1.6656057964473963,0.5278,2.994952299118042,0.1722,10,28.742048900000007,28.742048899999993,8.0,False
24,1.626750978064537,0.5276,2.368426431274414,0.1918,10,28.742048900000007,28.742048899999993,8.0,False
25,1.315515071874764,0.5824,2.408762614440918,0.1101,10,28.742048900000007,28.742048899999993,8.0,False
26,1.3265758380435175,0.575,2.2838063400268553,0.2029,10,28.742048900000007,28.742048899999993,8.0,False
27,1.1248655573915691,0.6222,2.7619991973876954,0.1337,10,28.742048900000007,28.742048899999993,8.0,False
28,1.726727727174759,0.463,2.493908151626587,0.1927,10,28.742048900000007,28.742048899999993,8.0,False
29,1.2007117312803866,0.6024,2.4809610778808593,0.1746,10,28.742048900000007,28.742048899999993,8.0,False
30,1.3365489224486518,0.5902,2.2978257152557373,0.136,10,28.742048900000007,28.742048899999993,8.0,False
31,1.243707896655798,0.6038,2.2965239070892336,0.1983,10,28.742048900000007,28.742048899999993,8.0,False
32,1.4967146204590798,0.5002,2.0885690605163574,0.2403,10,28.742048900000007,28.742048899999993,8.0,False
33,1.1455211860656738,0.6656,2.3539750186920165,0.1304,10,28.742048900000007,28.742048899999993,8.0,False
34,1.2515973174662796,0.5968,2.247700203704834,0.2111,10,28.742048900000007,28.742048899999993,8.0,False
35,1.3090634966373444,0.5704,2.1395297035217284,0.2262,10,28.742048900000007,28.742048899999993,8.0,False
36,1.3361218638420105,0.576,2.0257719188690184,0.2335,10,28.742048900000007,28.742048899999993,8.0,False
37,1.3565513729572296,0.5586,2.0380241725921633,0.2192,10,28.742048900000007,28.742048899999993,8.0,False
38,1.2264605002494062,0.6014,2.128434094238281,0.1933,10,28.742048900000007,28.742048899999993,8.0,False
39,1.295803490304947,0.5906,2.150754975128174,0.1969,10,28.742048900000007,28.742048899999993,8.0,False
40,1.2338797870635987,0.6008,2.312416248703003,0.1395,10,28.742048900000007,28.742048899999993,8.0,False
41,1.218185856806254,0.6128,2.2285816886901855,0.2086,10,28.742048900000007,28.742048899999993,8.0,False
42,1.333731555533409,0.5994,2.4300416427612306,0.1644,10,28.742048900000007,28.742048899999993,8.0,False
43,1.321049758382188,0.564,2.230938659286499,0.2073,10,28.742048900000007,28.742048899999993,8.0,False
44,1.2513510103307663,0.626,2.134461341094971,0.2087,10,28.742048900000007,28.742048899999993,8.0,False
45,1.2567756014823914,0.621,1.9391181045532226,0.2931,10,28.742048900000007,28.742048899999993,8.0,False
46,1.222639105141163,0.627,2.163761771392822,0.1931,10,28.742048900000007,28.742048899999993,8.0,False
47,1.2137054838609183,0.6082,2.042290850067139,0.2242,10,28.742048900000007,28.742048899999993,8.0,False
48,1.3277299589561298,0.5562,2.030452563858032,0.2079,10,28.742048900000007,28.742048899999993,8.0,False
49,1.2040067894389852,0.6376,2.034423991394043,0.2631,10,28.742048900000007,28.742048899999993,8.0,False
50,1.1950813425509725,0.6278,2.079569120025635,0.2481,10,28.742048900000007,28.742048899999993,8.0,False
51,1.1982509098529817,0.6124,2.1393755249023436,0.211,10,28.742048900000007,28.742048899999993,8.0,False
52,1.1202170639814226,0.6726,2.232966109466553,0.2025,10,28.742048900000007,28.742048899999993,8.0,False
53,1.1289388603084256,0.6394,2.218892672729492,0.2123,10,28.742048900000007,28.742048899999993,8.0,False
54,1.1681878693580627,0.64,2.2283257091522217,0.1697,10,28.742048900000007,28.742048899999993,8.0,False
55,1.470590403699875,0.5256,2.2013507720947265,0.2109,10,28.742048900000007,28.742048899999993,8.0,False
56,1.2531309763669967,0.5798,2.285963190460205,0.215,10,28.742048900000007,28.742048899999993,8.0,False
57,1.331531252697017,0.589,2.4443047458648683,0.1728,10,28.742048900000007,28.742048899999993,8.0,False
58,1.2468126552820207,0.6154,2.028915642929077,0.2224,10,28.742048900000007,28.742048899999993,8.0,False
59,1.340291016355157,0.5478,1.9231349174499512,0.2375,10,28.742048900000007,28.742048899999993,8.0,False
60,1.1816114284992218,0.6128,2.1235528553009035,0.2285,10,28.742048900000007,28.742048899999993,8.0,False
61,1.2475488723039627,0.5914,2.147434292602539,0.2049,10,28.742048900000007,28.742048899999993,8.0,False
62,1.1260946897002868,0.6476,2.0971347106933593,0.2032,10,28.742048900000007,28.742048899999993,8.0,False
63,1.2473816745733843,0.5956,1.9957348579406737,0.2163,10,28.742048900000007,28.742048899999993,8.0,False
64,1.2172302393436432,0.6084,2.2992750228881835,0.2037,10,28.742048900000007,28.742048899999993,8.0,False
65,1.1168672668623738,0.6326,2.130969016265869,0.2158,10,28.742048900000007,28.742048899999993,8.0,False
66,1.2743425061525777,0.5922,2.1385956733703613,0.1684,10,28.742048900000007,28.742048899999993,8.0,False
67,1.0516717157164355,0.6634,1.9967354068756102,0.2219,10,28.742048900000007,28.742048899999993,8.0,False
68,1.1572240046527236,0.6192,1.992479797744751,0.2299,10,28.742048900000007,28.742048899999993,8.0,False
69,1.2055925844645128,0.6112,2.2905217430114746,0.2226,10,28.742048900000007,28.742048899999993,8.0,False
70,1.3165001136188628,0.5716,2.332913006591797,0.12,10,28.742048900000007,28.742048899999993,8.0,False
71,1.1115914622366427,0.641,2.1705310386657715,0.2248,10,28.742048900000007,28.742048899999993,8.0,False
72,1.2650883104182546,0.5846,2.008718607711792,0.2624,10,28.742048900000007,28.742048899999993,8.0,False
73,1.2588118945240974,0.603,1.8771532629013061,0.2969,10,28.742048900000007,28.742048899999993,8.0,False
74,1.1759629245209509,0.6294,1.967012802886963,0.2709,10,28.742048900000007,28.742048899999993,8.0,False
75,1.2963673522055148,0.5648,1.9427465017318726,0.2576,10,28.742048900000007,28.742048899999993,8.0,False
76,1.2631595859608613,0.591,1.9884081531524658,0.2493,10,28.742048900000007,28.742048899999993,8.0,False
77,1.3770120944499968,0.5614,2.0434987075805666,0.2563,10,28.742048900000007,28.742048899999993,8.0,False
78,1.2657212194830179,0.5968,2.325868572998047,0.1937,10,28.742048900000007,28.742048899999993,8.0,False
79,1.1160038968049222,0.6524,1.8724291374206543,0.2839,10,28.742048900000007,28.742048899999993,8.0,False
80,1.1841296929359435,0.6076,1.96101907081604,0.2139,10,28.742048900000007,28.742048899999993,8.0,False
81,1.2727191657662391,0.575,2.109661637878418,0.2405,10,28.742048900000007,28.742048899999993,8.0,False
82,1.2813790482282639,0.604,2.3837039226531984,0.1882,10,28.742048900000007,28.742048899999993,8.0,False
83,1.42218362967968,0.5242,2.1009615531921386,0.2119,10,28.742048900000007,28.742048899999993,8.0,False
84,1.3417905046463012,0.5556,2.082550101661682,0.2114,10,28.742048900000007,28.742048899999993,8.0,False
85,1.3815852901339531,0.5422,2.188211154174805,0.2142,10,28.742048900000007,28.742048899999993,8.0,False
86,1.3359299262285234,0.5602,1.9830236667633057,0.288,10,28.742048900000007,28.742048899999993,8.0,False
87,1.3125365800380706,0.5534,2.006565685272217,0.2653,10,28.742048900000007,28.742048899999993,8.0,False
88,1.1727097878038883,0.6196,1.9083779897689819,0.2918,10,28.742048900000007,28.742048899999993,8.0,False
89,1.187622359373048,0.6278,2.0143867923736574,0.2051,10,28.742048900000007,28.742048899999993,8.0,False
90,1.2286121586203576,0.5906,2.1491126014709474,0.2554,10,28.742048900000007,28.742048899999993,8.0,False
91,1.1736564055979253,0.6222,1.8777931560516357,0.3155,10,28.742048900000007,28.742048899999993,8.0,False
92,1.1086841549546458,0.6462,1.9571625366210939,0.2246,10,28.742048900000007,28.742048899999993,8.0,False
93,1.0308530975237955,0.6784,1.77811226978302,0.3104,10,28.742048900000007,28.742048899999993,8.0,False
94,1.0335808085015743,0.6912,1.9113599815368651,0.2719,10,28.742048900000007,28.742048899999993,8.0,False
95,1.1804141957785468,0.6378,1.9990900184631348,0.2952,10,28.742048900000007,28.742048899999993,8.0,False
96,1.1251920029044151,0.6288,1.8866243482589722,0.2649,10,28.742048900000007,28.742048899999993,8.0,False
97,1.2542670538187026,0.579,2.0391522687911987,0.2547,10,28.742048900000007,28.742048899999993,8.0,False
98,1.2916980822235347,0.5848,2.0250395446777345,0.2662,10,28.742048900000007,28.742048899999993,8.0,False
99,1.2663135379076005,0.609,1.9371967758178712,0.2944,10,28.742048900000007,28.742048899999993,8.0,False
100,1.2000615439414979,0.5962,1.7993753025054933,0.3628,10,28.742048900000007,28.742048899999993,8.0,False
101,1.0619954031553003,0.6824,1.9347930517196654,0.2378,10,28.742048900000007,28.742048899999993,8.0,False
102,1.0154779300630092,0.6632,1.8316601011276246,0.302,10,28.742048900000007,28.742048899999993,8.0,False
103,1.2600354334016797,0.5942,2.1384827018737793,0.2096,10,28.742048900000007,28.742048899999993,8.0,False
104,1.1078085550040007,0.6528,2.116930987548828,0.2473,10,28.742048900000007,28.742048899999993,8.0,False
105,0.8650654769898858,0.739,2.054959913635254,0.2732,10,28.742048900000007,28.742048899999993,8.0,False
106,1.3496169507980347,0.565,1.9298248809814453,0.2774,10,28.742048900000007,28.742048899999993,8.0,False
107,1.1511962579209358,0.6428,2.013749242782593,0.2521,10,28.742048900000007,28.742048899999993,8.0,False
108,1.2582970402240754,0.5838,2.0514644329071046,0.2321,10,28.742048900000007,28.742048899999993,8.0,False
109,1.2894429119097535,0.5704,2.0891929023742675,0.2489,10,28.742048900000007,28.742048899999993,8.0,False
110,1.2760339110036847,0.5986,2.0126227910995484,0.2242,10,28.742048900000007,28.742048899999993,8.0,False
111,1.331779048871994,0.5488,1.8809324840545654,0.2878,10,28.742048900000007,28.742048899999993,8.0,False
112,1.0582230222225188,0.6664,1.8012330490112305,0.289,10,28.742048900000007,28.742048899999993,8.0,False
113,1.097748620129042,0.659,2.366786799240112,0.1565,10,28.742048900000007,28.742048899999993,8.0,False
114,1.1839883741578552,0.6306,1.930820862197876,0.2667,10,28.742048900000007,28.742048899999993,8.0,False
115,0.975501082314807,0.6918,1.8838954813003541,0.243,10,28.742048900000007,28.742048899999993,8.0,False
116,1.1500065203905105,0.6434,1.94881522731781,0.2783,10,28.742048900000007,28.742048899999993,8.0,False
117,1.0262415580034256,0.6794,1.8612082901000977,0.3552,10,28.742048900000007,28.742048899999993,8.0,False
118,0.9554680618541431,0.7062,1.9769833698272705,0.3046,10,28.742048900000007,28.742048899999993,8.0,False
119,1.2541563333445462,0.5768,2.1372071994781496,0.2535,10,28.742048900000007,28.742048899999993,8.0,False
120,1.2576648547410965,0.612,1.7905653205871581,0.2944,10,28.742048900000007,28.742048899999993,8.0,False
121,1.2994642465114594,0.5608,2.020448847961426,0.2615,10,28.742048900000007,28.742048899999993,8.0,False
122,1.0606430016755592,0.6792,1.9835318210601807,0.2547,10,28.742048900000007,28.742048899999993,8.0,False
123,0.9965866506828926,0.6894,2.083014769363403,0.2817,10,28.742048900000007,28.742048899999993,8.0,False
124,1.353808052543737,0.5636,1.9905575546264649,0.2776,10,28.742048900000007,28.742048899999993,8.0,False
125,1.1412082372521517,0.6196,2.0016997619628905,0.212,10,28.742048900000007,28.742048899999993,8.0,False
126,0.9916771800071117,0.6902,1.9032871116638184,0.3015,10,28.742048900000007,28.742048899999993,8.0,False
127,1.3451917311538941,0.5652,2.1494634212493895,0.1936,10,28.742048900000007,28.742048899999993,8.0,False
128,1.170354492342472,0.6374,1.9845930286407472,0.2628,10,28.742048900000007,28.742048899999993,8.0,False
129,1.3304492870882154,0.5562,1.8380761028289796,0.3593,10,28.742048900000007,28.742048899999993,8.0,False
130,1.0523640105247498,0.6864,1.7175885498046874,0.3685,10,28.742048900000007,28.742048899999993,8.0,False
131,0.8762184801325202,0.7572,1.849739140701294,0.2756,10,28.742048900000007,28.742048899999993,8.0,False
132,1.0643729271814226,0.666,1.8514420454025269,0.3272,10,28.742048900000007,28.742048899999993,8.0,False
133,1.1391192258507012,0.6522,2.2573356636047364,0.1996,10,28.742048900000007,28.742048899999993,8.0,False
134,1.2059943464159966,0.6046,1.709365563583374,0.393,10,28.742048900000007,28.742048899999993,8.0,False
135,1.1623203190803528,0.64,1.7975991094589234,0.3302,10,28.742048900000007,28.742048899999993,8.0,False
136,1.0220438077178784,0.6918,2.182405599975586,0.1968,10,28.742048900000007,28.742048899999993,8.0,False
137,1.3757576900005342,0.543,1.9877354316711426,0.2836,10,28.742048900000007,28.742048899999993,8.0,False
138,1.2753089910626412,0.6234,1.97415764503479,0.3277,10,28.742048900000007,28.742048899999993,8.0,False
139,1.178378267135285,0.6292,2.295384741973877,0.1952,10,28.742048900000007,28.742048899999993,8.0,False
140,1.1687750553806895,0.6188,2.009916826438904,0.2079,10,28.742048900000007,28.742048899999993,8.0,False
141,1.1459241490483283,0.6074,1.78300931930542,0.3229,10,28.742048900000007,28.742048899999993,8.0,False
142,0.9715890328418929,0.6892,2.0968211530685426,0.1538,10,28.742048900000007,28.742048899999993,8.0,False
143,1.129925499878358,0.6094,2.873738565826416,0.17,10,28.742048900000007,28.742048899999993,8.0,False
144,1.6479860468626022,0.5046,2.322684355926514,0.2307,10,28.742048900000007,28.742048899999993,8.0,False
145,1.2390725474694044,0.6344,1.9319820592880248,0.3145,10,28.742048900000007,28.742048899999993,8.0,False
146,1.300377428340912,0.572,1.7444688594818116,0.3673,10,28.742048900000007,28.742048899999993,8.0,False
147,1.1243420823466033,0.634,1.8485545810699462,0.2917,10,28.742048900000007,28.742048899999993,8.0,False
148,1.0084942464970053,0.6872,2.155069270133972,0.1784,10,28.742048900000007,28.742048899999993,8.0,False
149,1.2692168528199197,0.6054,2.0869756732940674,0.2342,10,28.742048900000007,28.742048899999993,8.0,False
150,1.2828547699809074,0.5838,1.7887183097839356,0.3325,10,28.742048900000007,28.742048899999993,8.0,False
151,1.1854536328911782,0.615,1.6998802375793458,0.3744,10,28.742048900000007,28.742048899999993,8.0,False
152,1.0504015175866923,0.6694,1.8496365161895751,0.3491,10,28.742048900000007,28.742048899999993,8.0,False
153,1.0951633713113145,0.667,1.8112715366363525,0.3456,10,28.742048900000007,28.742048899999993,8.0,False
154,1.2699451756207272,0.587,1.8889994493484497,0.2561,10,28.742048900000007,28.742048899999993,8.0,False
155,0.9655263385628816,0.6684,1.7799248825073242,0.3086,10,28.742048900000007,28.742048899999993,8.0,False
156,1.2903000331401826,0.5832,2.210686028289795,0.2293,10,28.742048900000007,28.742048899999993,8.0,False
157,1.2666398416638374,0.5846,2.0380492584228516,0.2605,10,28.742048900000007,28.742048899999993,8.0,False
158,1.2702058444499968,0.5826,1.823912089920044,0.3465,10,28.742048900000007,28.742048899999993,8.0,False
159,1.0836347971437499,0.655,1.955573525238037,0.2847,10,28.742048900000007,28.742048899999993,8.0,False
160,0.9854961008191109,0.6886,1.9457189277648925,0.2322,10,28.742048900000007,28.742048899999993,8.0,False
161,1.052275058221817,0.6646,2.0466599082946777,0.2435,10,28.742048900000007,28.742048899999993,8.0,False
162,0.9865116491496563,0.6892,1.7485318719863892,0.3725,10,28.742048900000007,28.742048899999993,8.0,False
163,1.0370233659863473,0.682,1.659479137802124,0.4211,10,28.742048900000007,28.742048899999993,8.0,False
164,0.8846565723265055,0.7398,1.6884584518432617,0.4045,10,28.742048900000007,28.742048899999993,8.0,False
165,0.9918894678099547,0.7026,1.779214048576355,0.3268,10,28.742048900000007,28.742048899999993,8.0,False
166,1.2265645742416382,0.6042,1.8406899230957032,0.3251,10,28.742048900000007,28.742048899999993,8.0,False
167,0.9368218718901277,0.7108,1.8139029712677002,0.2629,10,28.742048900000007,28.742048899999993,8.0,False
