round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,mean_local_steps,c_global_norm,mean_c_delta_norm,run_completed
1,2.1413900734901428,0.239,2.346652634048462,0.1369,10,8.0,0.38532383340550896,7.8571492012595225,False
2,2.09387113571167,0.2754,2.3292690925598145,0.1509,10,8.0,0.5507490463620529,7.959919620424893,False
3,2.182269466686249,0.2844,2.281020857620239,0.1701,10,8.0,0.6775066093211852,13.121044532423264,False
4,2.278607412815094,0.2696,2.374528955078125,0.1693,10,8.0,0.7201885324302216,15.699241535676146,False
5,2.160033245277405,0.2908,2.2242189056396486,0.2139,10,8.0,0.9345414602587178,16.540043846806718,False
6,2.2940476744651797,0.2638,2.28448324508667,0.1732,10,8.0,1.0261050209213116,21.05580331165912,False
7,2.202700583553314,0.2916,2.3142487041473387,0.2271,10,8.0,1.6147566649211829,26.19163157160266,False
8,2.083676734828949,0.3038,2.0205906295776366,0.2558,10,8.0,1.9461571530685522,18.8636757879381,False
9,2.1593284307956697,0.3128,2.080417032623291,0.2458,10,8.0,2.245815226404306,15.791268726658178,False
10,2.1001095472335813,0.332,2.1082296249389647,0.2481,10,8.0,2.553931018805449,20.20797401328273,False
11,2.1248444484233855,0.3082,2.247164549255371,0.2627,10,8.0,2.6475635820424595,23.984950524629532,False
12,2.3884799186706545,0.2592,1.904394162940979,0.3093,10,8.0,3.368589015479589,36.51265263241643,False
13,2.3101578248977663,0.3262,2.555432316207886,0.1769,10,8.0,3.3290473373507776,39.075379224029,False
14,2.4360148263931274,0.2586,2.5483341732025147,0.1578,10,8.0,3.420787967907477,63.670240019658515,False
15,2.432811080932617,0.2148,2.4807423442840575,0.1423,10,8.0,3.880263434374259,78.8540589212482,False
16,2.699845285701752,0.1904,6.937852262878418,0.1128,10,8.0,5.217353803949163,91.81403982390853,False
17,3.169926868724823,0.1758,4.082975610351562,0.1376,10,8.0,6.918666321959883,156.96113253809628,False
18,2.8418290327072144,0.212,2.565008325958252,0.1275,10,8.0,8.966419112233785,141.25120627193968,False
19,2.4926675507545473,0.2888,2.3172152687072756,0.1758,10,8.0,10.392429908969914,75.04399686324403,False
20,2.524887801647186,0.2286,2.603039255905151,0.1854,10,8.0,11.420126975822958,114.52932753517473,False
21,2.8229011827468873,0.2336,3.3463602729797364,0.1043,10,8.0,15.206029453380811,336.95001472244195,False
22,3.2158587982177735,0.2166,2.598381407928467,0.1621,10,8.0,18.82533719786858,133.8296478082903,False
23,3.04776081161499,0.2064,13.850633966064454,0.167,10,8.0,21.190710330846215,343.1562647355942,False
24,3.424813868522644,0.1994,3.1066559440612793,0.1158,10,8.0,25.45028002300594,334.7541518785427,False
25,2.8520676837921144,0.2074,4.2918817306518555,0.1575,10,8.0,29.962607053532324,134.1148730880597,False
26,3.424659508705139,0.2528,50.910177319335936,0.1145,10,8.0,38.90630657087362,411.57684605542335,False
27,4.346999329948425,0.1634,9.458253802490235,0.1002,10,8.0,41.96568287797474,531.6925144799842,False
28,4.1135753063201905,0.186,4.300280618286132,0.0872,10,8.0,46.066496449529176,425.0734021397146,False
29,5.072798265075684,0.1626,4.174686631011963,0.1119,10,8.0,46.94135337425409,921.5935687955495,False
30,5.661626649665832,0.199,23.105157037353514,0.1011,10,8.0,51.45344618877988,900.8745910188769,False
