round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,tau_eff,mean_local_normalizer,mean_local_steps,run_completed
1,1.7002683462142945,0.4454,2.4075918865203856,0.147,10,28.742048900000007,28.742048899999993,8.0,False
2,1.892117554807663,0.4326,2.6105694282531737,0.1556,10,28.742048900000007,28.742048899999993,8.0,False
3,1.6548950848900699,0.5052,2.4157389240264893,0.1769,10,28.742048900000007,28.742048899999993,8.0,False
4,1.697852862071991,0.4952,3.1697612777709963,0.1474,10,28.742048900000007,28.742048899999993,8.0,False
5,2.0256847056388856,0.4334,3.5461557098388674,0.1911,10,28.742048900000007,28.742048899999993,8.0,False
6,1.6183089159965516,0.5896,2.501226471710205,0.1952,10,28.742048900000007,28.742048899999993,8.0,False
7,1.5383502454280853,0.51,2.9963443214416503,0.2066,10,28.742048900000007,28.742048899999993,8.0,False
8,1.7602924170494079,0.469,2.6924085693359374,0.2095,10,28.742048900000007,28.742048899999993,8.0,False
9,1.7401680884361268,0.5088,3.0862112457275392,0.2347,10,28.742048900000007,28.742048899999993,8.0,False
10,1.6380474456787109,0.5032,2.6146046550750732,0.2204,10,28.742048900000007,28.742048899999993,8.0,False
11,1.8657081198453904,0.4646,3.6994077911376952,0.1711,10,28.742048900000007,28.742048899999993,8.0,False
12,1.824517086458206,0.4664,2.1446316108703614,0.2573,10,28.742048900000007,28.742048899999993,8.0,False
13,1.4174860128879547,0.5442,2.4220475227355958,0.174,10,28.742048900000007,28.742048899999993,8.0,False
14,1.668326733970642,0.4544,2.494299185562134,0.2686,10,28.742048900000007,28.742048899999993,8.0,False
15,1.7043001366615296,0.5104,2.2204787492752076,0.2119,10,28.742048900000007,28.742048899999993,8.0,False
16,1.3699224040424989,0.5718,2.359562113189697,0.2137,10,28.742048900000007,28.742048899999993,8.0,False
17,1.6976941377639772,0.4942,2.5232860771179197,0.2685,10,28.742048900000007,28.742048899999993,8.0,False
18,1.687344993877411,0.453,2.5879327617645265,0.2097,10,28.742048900000007,28.742048899999993,8.0,False
19,1.6665939781665802,0.4862,3.6579663846969606,0.1793,10,28.742048900000007,28.742048899999993,8.0,False
20,2.068920853805542,0.469,4.004802099609375,0.1907,10,28.742048900000007,28.742048899999993,8.0,False
21,1.8888080835342407,0.4624,2.1249233489990234,0.2412,10,28.742048900000007,28.742048899999993,8.0,False
