round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,tau_eff,mean_local_normalizer,mean_local_steps,run_completed
1,2.045094314289093,0.287,2.3845466396331787,0.1432,10,28.742048900000007,28.742048899999993,8.0,False
2,2.138051932430267,0.2608,2.196126593017578,0.1652,10,28.742048900000007,28.742048899999993,8.0,False
3,1.921877195262909,0.3262,2.288331093597412,0.2129,10,28.742048900000007,28.742048899999993,8.0,False
4,2.147037903022766,0.267,2.1116533477783204,0.2228,10,28.742048900000007,28.742048899999993,8.0,False
5,1.959333110523224,0.3016,1.9541633317947387,0.281,10,28.742048900000007,28.742048899999993,8.0,False
6,1.7977289273262025,0.3728,2.1054778339385987,0.2044,10,28.742048900000007,28.742048899999993,8.0,False
7,1.7726622546195985,0.3874,2.2934502532958985,0.2337,10,28.742048900000007,28.742048899999993,8.0,False
8,1.86277375125885,0.347,1.9197705745697022,0.2695,10,28.742048900000007,28.742048899999993,8.0,False
9,1.7281982215881349,0.411,2.018100967216492,0.2579,10,28.742048900000007,28.742048899999993,8.0,False
10,1.7718971182823182,0.3828,2.0021948486328127,0.2678,10,28.742048900000007,28.742048899999993,8.0,False
11,1.7234791850090028,0.4126,1.9004312648773194,0.3136,10,28.742048900000007,28.742048899999993,8.0,False
12,1.746760450553894,0.402,1.8967734531402587,0.2904,10,28.742048900000007,28.742048899999993,8.0,False
13,1.5616377322196962,0.4518,1.795460415649414,0.3444,10,28.742048900000007,28.742048899999993,8.0,False
14,1.6867357370376588,0.3962,1.7796326475143434,0.3128,10,28.742048900000007,28.742048899999993,8.0,False
15,1.5963794281959534,0.4454,1.8557546949386596,0.2848,10,28.742048900000007,28.742048899999993,8.0,False
16,1.4225362254142762,0.5322,3.0811031951904297,0.225,10,28.742048900000007,28.742048899999993,8.0,False
17,1.8470205541610718,0.4104,2.635756583404541,0.2664,10,28.742048900000007,28.742048899999993,8.0,False
