round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,run_completed
1,2.321965551567078,0.124,9.449493719482422,0.1005,10,False
2,2.3040901030540466,0.2134,2.348463204193115,0.1579,10,False
3,2.0303010992050172,0.2656,2.2945231101989747,0.2145,10,False
4,1.9115597878456116,0.316,3.350230453491211,0.2049,10,False
5,1.881520520210266,0.3072,2.168005659484863,0.3055,10,False
6,1.8012314834594727,0.343,1.7055614532470702,0.3809,10,False
7,1.7025041182518006,0.3802,1.747507781791687,0.3848,10,False
8,1.680566899585724,0.3778,1.6383231533050537,0.406,10,False
9,1.6022467680931092,0.4052,1.6704642530441285,0.4,10,False
10,1.5902217918395996,0.418,1.5978164623260498,0.4188,10,False
11,1.5676542799949647,0.4182,1.4811118524551392,0.4561,10,False
12,1.5311338458061219,0.44,1.452222705078125,0.4679,10,False
13,1.50842294921875,0.4526,1.466047834777832,0.4671,10,False
14,1.4598201635360717,0.4626,1.474896577835083,0.465,10,False
15,1.4263477257728576,0.4794,1.5012694297790528,0.4649,10,False
16,1.456171331501007,0.4676,1.3966448383331298,0.4987,10,False
17,1.4318063860893249,0.4838,1.3383767959594726,0.5151,10,False
18,1.3671959121704103,0.496,1.3297083068847657,0.5194,10,False
19,1.3486623051643372,0.509,1.3274188869476318,0.5139,10,False
20,1.326636502456665,0.5132,1.3006509994506836,0.5221,10,False
21,1.3100222378730775,0.5228,1.3137286125183105,0.5327,10,False
22,1.3231879596710205,0.5204,1.3205719867706298,0.5404,10,False
23,1.2662314775466919,0.542,1.220950319671631,0.5685,10,False
24,1.289025165939331,0.5324,1.1884706447601319,0.5761,10,False
25,1.2521383810997009,0.5414,1.163535795402527,0.5891,10,False
26,1.2300533309936523,0.5582,1.1280333612442017,0.5978,10,False
27,1.2192849193572999,0.5598,1.136188302230835,0.5929,10,False
28,1.232332577228546,0.5612,1.133800770187378,0.5912,10,False
29,1.1956196741104126,0.574,1.234102987098694,0.5579,10,False
30,1.187336703968048,0.5706,1.1804580976486205,0.5788,10,False
31,1.169171371459961,0.5764,1.0708027257919313,0.6162,10,False
32,1.1658451573371886,0.5938,1.125972353553772,0.6062,10,False
33,1.15207758102417,0.5784,1.12455133228302,0.6033,10,False
34,1.0896719785690308,0.6062,1.1081402178764344,0.6049,10,False
35,1.0920356355667113,0.6072,1.097965476989746,0.6076,10,False
36,1.0847305005550385,0.6156,1.0067076288223267,0.642,10,False
37,1.0811243227481842,0.6142,1.050948909187317,0.6226,10,False
38,1.0835336982250214,0.6208,1.0270751559257507,0.6371,10,False
39,1.0475675571918488,0.6282,0.997401088809967,0.6472,10,False
40,1.0225411558628081,0.6374,1.002275505065918,0.6427,10,False
41,1.0056014484405518,0.6462,1.0552123538970948,0.6286,10,False
42,1.0123466372013092,0.6408,0.9987790229797363,0.645,10,False
43,0.9911531475067139,0.6438,0.9515153856277466,0.6605,10,False
44,0.9641568282604217,0.6528,0.9496771385192871,0.6661,10,False
45,0.9986102512359619,0.6498,1.032613515472412,0.636,10,False
46,0.9606518560886383,0.6538,1.0554684309005737,0.6335,10,False
47,0.9367881343364716,0.6714,0.9689829266548157,0.6622,10,False
48,0.9269235768795013,0.6758,0.9699130170822143,0.6577,10,False
49,0.9278871449947357,0.6668,0.9457683174133301,0.6671,10,False
50,0.9098521139144897,0.6802,0.9152663619995117,0.6783,10,False
51,0.9438387602329255,0.6662,0.8977290058135986,0.6849,10,False
52,0.9169788880348205,0.6804,0.8995737407684327,0.6888,10,False
53,0.907458992433548,0.6794,0.8779002765655518,0.6914,10,False
54,0.872988395690918,0.695,0.8780510840415955,0.6954,10,False
55,0.8725818383693695,0.687,0.925339486026764,0.6836,10,False
56,0.8502733081817627,0.6908,0.8792872343063355,0.6994,10,False
57,0.8484429954528808,0.7012,0.9022901058197021,0.6913,10,False
58,0.8439600227832794,0.7076,0.8656356765747071,0.7038,10,False
59,0.814573567724228,0.7118,0.915676021194458,0.6911,10,False
60,0.8473549798965454,0.6984,0.9223919858932496,0.6912,10,False
61,0.837884899187088,0.701,0.7846313932418824,0.7273,10,False
62,0.8172932586669922,0.7104,0.90924042263031,0.6891,10,False
63,0.8235520545482635,0.7128,0.9190865587234497,0.6855,10,False
64,0.7788527717113495,0.7256,1.045023090171814,0.6565,10,False
