round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,mean_local_steps,c_global_norm,mean_c_delta_norm,run_completed
1,2.3217625299453735,0.1206,2.2358198753356935,0.1627,10,8.0,0.3270450528952993,6.5774083057455455,False
2,2.199990927886963,0.1756,2.107807053756714,0.2234,10,8.0,0.524320707296669,8.061927703301789,False
3,2.1598568945884704,0.1886,2.089362992095947,0.2152,10,8.0,0.63389278219535,11.219354388119953,False
4,2.1185562399864195,0.2148,2.0066717262268066,0.2493,10,8.0,0.7908755371197956,11.12963470792823,False
5,2.085713475704193,0.2244,1.9591655860900878,0.2809,10,8.0,1.000036790915893,14.806834603478993,False
6,2.0373151799201965,0.2358,1.9208920095443727,0.2912,10,8.0,1.1633573671415478,11.225726456683104,False
7,1.9851657385826111,0.2572,1.8990926460266113,0.2852,10,8.0,1.3516267406330857,11.432637637406899,False
8,1.986184624004364,0.2626,1.8463359022140502,0.3131,10,8.0,1.6008737947571408,21.541570653974716,False
9,1.9221430510520936,0.2752,1.8061963684082032,0.3253,10,8.0,1.7377019454678813,13.063045855419569,False
10,1.96320989818573,0.2666,1.9025065084457398,0.2859,10,8.0,1.842631765141358,19.933909630751415,False
11,2.0120613788604738,0.2468,1.9883453941345215,0.2456,10,8.0,1.7654402768387287,26.410504900896814,False
12,2.0385084062576295,0.2596,2.1950506195068358,0.2569,10,8.0,2.344581141151172,41.091744305919654,False
13,1.9592299940109252,0.2886,2.3252086601257322,0.263,10,8.0,2.938305289197499,38.181072787307734,False
14,2.006855978012085,0.269,2.7247889499664306,0.1106,10,8.0,3.1205541138260724,67.14191922750443,False
15,2.070012591934204,0.2416,2.185157721710205,0.1778,10,8.0,3.6267189208685036,66.60282866528647,False
16,2.205180037307739,0.2282,3.731685272216797,0.2177,10,8.0,4.983455824075532,85.89386196739751,False
17,2.3528241186141967,0.231,2.9362145198822023,0.2466,10,8.0,5.944832434271212,96.55962831854784,False
18,2.160530527496338,0.2508,2.34745548248291,0.2146,10,8.0,6.764795972484465,61.72529966447679,False
19,2.2885331800460817,0.232,2.8721446029663085,0.1627,10,8.0,8.72516988278985,156.61932681869104,False
20,2.247648585319519,0.2506,5.255390058135986,0.1682,10,8.0,10.142326942619546,158.16285100511976,False
21,2.3749002380371094,0.267,5.7752001640319826,0.1576,10,8.0,14.885747526181119,206.06426929822996,False
22,2.4145533816337585,0.2524,3.5555810398101806,0.2176,10,8.0,17.7408324693643,103.22813756363288,False
23,2.3211870037078857,0.2572,3.2301484661102293,0.1664,10,8.0,19.604816994132655,226.83844062718663,False
24,2.3381230054855346,0.2268,3.2424577972412107,0.1872,10,8.0,21.074222345828424,131.48545932038215,False
25,2.665034940338135,0.213,12.152217863464356,0.1538,10,8.0,25.337291130254858,350.12101460729355,False
26,2.6813764700889586,0.2026,10.299905230712891,0.1159,10,8.0,24.19952946800782,304.79708421058103,False
27,2.9740733270645143,0.179,4.849172869873047,0.1444,10,8.0,28.269880915094873,583.8269101454164,False
28,3.2251442890167237,0.1728,3.806528734588623,0.1953,10,8.0,32.04269527330742,347.09343953854136,False
29,3.1566793926239014,0.1994,4.306800476074219,0.1,10,8.0,40.614622884231146,558.5472259282029,False
30,3.2207440530776976,0.1762,7.383183711242676,0.1717,10,8.0,47.74021384370484,485.57948767340406,False
31,3.2697679193496705,0.1752,6.497533186340332,0.16,10,8.0,53.990838685384624,553.172130098194,False
32,3.437483320617676,0.1784,7.41107425994873,0.1667,10,8.0,60.809181936655996,611.2721426283249,False
33,3.1961356477737426,0.1836,34.86892969970703,0.1033,10,8.0,75.2537011280249,516.7950813521169,False
34,3.2486593906402588,0.1854,65.13747690429688,0.0955,10,8.0,91.1965350417927,673.8220929742338,False
35,3.168025886154175,0.1966,415.48516469726565,0.0885,10,8.0,125.9246870469356,506.31615561317403,False
36,4.060396661567688,0.1906,33.47841607055664,0.1361,10,8.0,129.85039378790313,1512.8632890816561,False
37,4.637915209960937,0.1686,8.022691723632812,0.1015,10,8.0,134.63279982415634,1727.9059659928807,False
38,4.633070350646973,0.1598,7.935129710388184,0.1562,10,8.0,154.8642928547241,1462.9676612637502,False
39,4.64264214515686,0.1412,30.539995086669922,0.1278,10,8.0,185.70748201621316,1144.666095468167,False
40,5.824959910011292,0.1366,37.22344066772461,0.1,10,8.0,224.4726290528058,2083.198277507173,False
41,7.406400280570984,0.103,3.5153200576782226,0.0795,10,8.0,182.31977267087316,4386.907384278085,False
42,12.080789157104492,0.1138,5.0248203941345215,0.1,10,8.0,223.79793266097542,4806.211077539609,False
43,8.082106373214721,0.1098,5.840949188995362,0.1,10,8.0,261.1492958507257,2437.2683920615455,False
44,7.309820230102539,0.122,62.16609838867188,0.0729,10,8.0,352.1180850760854,3742.225537144943,False
45,7.844487000656128,0.112,274.7176166015625,0.0845,10,8.0,408.85423841570696,2614.3638537896554,False
46,7.457959814071655,0.1354,3206.329432421875,0.1,10,8.0,501.52809240101317,3491.7722412679927,False
47,8.183196090316773,0.1274,54.342760412597656,0.1097,10,8.0,471.5744376472398,3699.092262193194,False
48,8.153840706253051,0.1184,245.70804018554688,0.0932,10,8.0,527.2800241692871,3283.150186385277,False
49,16.047238189315795,0.1122,14.69246424560547,0.0996,10,8.0,502.7319167358233,7345.904631615767,False
50,14.63034073791504,0.1194,13.22126732788086,0.1,10,8.0,471.3061479100305,4641.444962712145,False
51,16.38064610900879,0.113,34.590391857910156,0.1363,10,8.0,592.5940550668245,5969.188774308452,False
52,20.131028609466554,0.1142,20.980607791137697,0.0872,10,8.0,680.6108701492616,6279.112189140695,False
53,26.90130105819702,0.1216,15.393774342346191,0.1,10,8.0,551.0630111824377,7908.681831331391,False
54,38.350847003173826,0.1168,17.76474468383789,0.0997,10,8.0,752.8183106104135,13521.9005977853,False
55,39.56241202011108,0.1062,11.216128073120117,0.0979,10,8.0,766.1421319068586,14264.19856487669,False
56,50.48237240905762,0.1088,32.203785717773435,0.1,10,8.0,1007.054534742083,20542.28546404453,False
57,225.5859077835083,0.1156,203.0783838623047,0.1,10,8.0,2393.5377637741876,51021.34254461069,False
58,653.5534714538575,0.116,229.16316508789063,0.1,10,8.0,4406.878247641637,78731.99521212939,False
59,367.7593240722656,0.1106,362.7354837890625,0.1,10,8.0,6291.8869666191395,44235.0783374529,False
60,436.07274521484374,0.1144,462.70519296875,0.1001,10,8.0,7731.878849776157,16550.325098103065,False
61,788.4989125976563,0.1126,1346.91702734375,0.1015,10,8.0,8185.004062469133,30325.083781311183,False
62,993.4481178222657,0.1254,135500.9349,0.1,10,8.0,9421.223909157245,36126.344077204776,False
63,1507.1322506835938,0.1124,38534.80105,0.0959,10,8.0,9730.525817724989,38381.270231998395,False
64,4789.952300976563,0.1094,851.14032265625,0.1,10,8.0,8138.9256473882515,214096.5922787928,False
65,1253.988271435547,0.111,1348.83210390625,0.1,10,8.0,11514.172465596248,77381.29378876787,False
66,1964.82736796875,0.105,2495.3861484375,0.1,10,8.0,17123.5108908225,79808.57435446569,False
67,4193.450901171875,0.1294,4961.69454296875,0.1,10,8.0,18556.004384307853,81454.14112725048,False
68,6974.775091796875,0.139,4957.72067265625,0.0989,10,8.0,18518.680803570795,161678.29284932982,False
69,8132.678973046875,0.1152,1419576.2494,0.1,10,8.0,22843.286886021346,108774.62043156727,False
70,14797.918088671875,0.112,12629.689684375,0.1,10,8.0,16941.507583420545,234276.03435835088,False
71,11668.048194140625,0.105,5440.98445703125,0.1,10,8.0,15726.095996018648,137508.98512314702,False
72,8938.877180078125,0.0938,9235.06614375,0.1001,10,8.0,15096.899253633857,160515.24743755927,False
73,11607.9270328125,0.0994,10867.019771875,0.1,10,8.0,12856.808648821372,250981.08803880974,False
74,19332.635551171876,0.1096,16271.64908125,0.1,10,8.0,15803.601969288964,276414.36868909735,False
75,21134.1794328125,0.1038,19281.18130625,0.1,10,8.0,13218.146367286172,226128.9120054425,False
76,145524.38727734375,0.1052,19396.17320625,0.1,10,8.0,28415.70544618381,756358.3635712885,False
77,261038.6485390625,0.104,317054.4425,0.1,10,8.0,90210.02051436342,1131807.8358833906,False
78,243900.54671875,0.108,170730.781875,0.1,10,8.0,108923.92257838655,360039.9355025531,False
79,1056412.5969,0.1084,641515.7479,0.1,10,8.0,120242.1232054211,1663229.3034889887,False
80,538445.002225,0.0974,364583.6086,0.1,10,8.0,134497.50346060307,541919.9807000433,False
81,524544.42515,0.1088,656145.5957,0.1,10,8.0,149404.10622279273,778991.7469716927,False
82,1010222.0853,0.1008,4042540.896,0.0994,10,8.0,174571.69298289085,1032595.1395954033,False
83,1444500.3955,0.1066,1035147.1222,0.1,10,8.0,174871.61901370547,1378324.6834896584,False
84,1471544.8514,0.0978,110882860.0832,0.1,10,8.0,207991.89796476567,708997.9047469848,False
85,2104775.7468,0.1142,19609752515.3792,0.1,10,8.0,295211.90778797603,1469991.1382341653,False
86,4142908.0206,0.1092,141559322.4832,0.0982,10,8.0,329756.44300809654,1882905.8193931796,False
87,6922865.5024,0.107,3915084.5312,0.1,10,8.0,102205.15682826412,4995882.302026097,False
88,37754524.449,0.1078,25414019.2256,0.1,10,8.0,785991.1129925775,10529683.189135488,False
89,26279089.5584,0.1058,37326765.4016,0.1,10,8.0,943665.3075453856,3102628.778243489,False
90,38152633.6784,0.1134,40109060.7488,0.1,10,8.0,1056154.2778449,5119085.366333058,False
91,60745405.904,0.1112,76678596.736,0.1084,10,8.0,1175817.6604132042,6175334.554330391,False
92,97090023.8752,0.1122,307561020522.496,0.1021,10,8.0,1748760.3489038867,6935839.34608116,False
93,123993808.7488,0.113,384705704.6528,0.0752,10,8.0,1560432.1218382297,7204266.464862624,False
94,184186644.128,0.113,258614113.6128,0.1002,10,8.0,1616833.3423296884,17124189.777569927,False
95,209713059.8272,0.1126,260059011.4304,0.0949,10,8.0,1665964.9599093257,7332381.228309048,False
96,236597858.7776,0.111,31511056711.68,0.1,10,8.0,2043369.8089601782,8165399.421286685,False
97,263710139.072,0.1034,488487700.6336,0.1201,10,8.0,1916736.3660868893,11157718.127921354,False
98,339243562.0096,0.103,843226170.2656,0.1055,10,8.0,2025622.7347868278,12548050.84376238,False
99,386283141.9904,0.1122,174596937.3696,0.1,10,8.0,1560921.322567844,21859063.734745055,False
100,305298428.8064,0.1048,237378289.8688,0.1,10,8.0,1322837.828482377,10790947.333824744,False
101,341210854.592,0.1016,170519802.4704,0.1,10,8.0,1578958.0414430038,29910126.607058443,False
102,203759333.952,0.1052,277249085.0304,0.1,10,8.0,1695491.165952661,17030889.768898826,False
103,294210955.008,0.106,177969622.656,0.1,10,8.0,2475967.092522788,17122271.181510456,False
104,401221853.184,0.1024,326287321.4976,0.1,10,8.0,3319936.8259331663,40293272.20488403,False
105,421432296.8064,0.1056,261581690.0864,0.1,10,8.0,3790792.8006473253,21022831.271453198,False
