method,dataset,model,round,train_loss,train_accuracy,test_loss,test_accuracy,num_fit_clients,fit_failures,fit_param_down_mb,fit_param_up_mb,fit_param_total_comm_mb,split_train_smashed_forward_mb,split_train_smashed_backward_mb,split_train_label_mb,split_train_total_comm_mb,fit_total_comm_mb,client_train_time_mean_sec,client_train_time_max_sec,fit_total_time_mean_sec,fit_total_time_max_sec,fit_wall_time_sec,num_eval_clients,eval_failures,eval_param_down_mb,eval_param_up_mb,eval_param_total_comm_mb,split_eval_smashed_forward_mb,split_eval_label_mb,split_eval_total_comm_mb,eval_total_comm_mb,client_eval_time_mean_sec,client_eval_time_max_sec,eval_total_time_mean_sec,eval_total_time_max_sec,eval_wall_time_sec,round_param_comm_mb,round_splitfed_comm_mb,round_total_comm_mb,cumulative_total_comm_mb,round_wall_time_sec,cumulative_round_wall_time_sec
HeteroFL,CIFAR10,conv,1,66.2901623249054,0.024295192638458897,3.359158992767334,0.1235632183908046,10,0,14.024551391601562,14.024551391601562,28.049102783203125,0.0,0.0,0.0,0.0,28.049102783203125,0.2858329739188775,1.2325506389606744,0.29123883035499604,1.2344397068955004,9.220115731004626,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.596902697114274,28.049102783203125,0.0,28.049102783203125,28.049102783203125,14.994268242968246,14.994268242968246
HeteroFL,CIFAR10,conv,2,69.07429647445679,0.0338806428779339,3.4965691566467285,0.1724137931034483,10,0,17.021774291992188,17.021774291992188,34.043548583984375,0.0,0.0,0.0,0.0,34.043548583984375,0.31449694191105665,0.9898413140326738,0.32140310131944716,1.0076136498246342,2.1717485119588673,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5738353540655226,34.043548583984375,0.0,34.043548583984375,62.0926513671875,7.916919665876776,22.911187908845022
HeteroFL,CIFAR10,conv,3,56.71774220466614,0.08090408430578709,2.8468666871388755,0.4051724137931034,10,0,16.933700561523438,16.933700561523438,33.867401123046875,0.0,0.0,0.0,0.0,33.867401123046875,0.3755780671956018,1.0797119759954512,0.3806986323092133,1.081670945044607,2.4271908269729465,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.626967094140127,33.867401123046875,0.0,33.867401123046875,95.96005249023438,8.23234383505769,31.143531743902713
HeteroFL,CIFAR10,conv,4,58.05207121372223,0.07483516578021222,2.9058237870534263,0.3706896551724138,10,0,17.575485229492188,17.575485229492188,35.150970458984375,0.0,0.0,0.0,0.0,35.150970458984375,0.32820978227537123,1.0659832758828998,0.3343700197292492,1.0680832939688116,2.16101894993335,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.405368753010407,35.150970458984375,0.0,35.150970458984375,131.11102294921875,7.7399815008975565,38.88351324480027
HeteroFL,CIFAR10,conv,5,67.66861057281494,0.04043820618665819,3.3680445353190103,0.20114942528735633,10,0,9.794113159179688,9.794113159179688,19.588226318359375,0.0,0.0,0.0,0.0,19.588226318359375,0.18446551517117768,0.7913403760176152,0.19024482059758158,0.8095637508668005,1.5866187589708716,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.409776959102601,19.588226318359375,0.0,19.588226318359375,150.69924926757812,7.153980928007513,46.03749417280778
HeteroFL,CIFAR10,conv,6,79.28324151039124,0.04324856778068852,3.967718998591105,0.21551724137931033,10,0,3.8626556396484375,3.8626556396484375,7.725311279296875,0.0,0.0,0.0,0.0,7.725311279296875,0.12505231148097665,0.3190272659994662,0.12951621625106782,0.32642784086056054,1.1027721578720957,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.288825841853395,7.725311279296875,0.0,7.725311279296875,158.424560546875,6.4992082780227065,52.53670245083049
HeteroFL,CIFAR10,conv,7,76.13483142852783,0.0721551692201847,3.7568348248799643,0.35919540229885055,10,0,16.356887817382812,16.356887817382812,32.713775634765625,0.0,0.0,0.0,0.0,32.713775634765625,0.30634177015163006,1.204652399988845,0.31245214864611626,1.2195987289305776,2.293882809113711,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.416989345103502,32.713775634765625,0.0,32.713775634765625,191.13833618164062,7.887030479032546,60.423732929863036
HeteroFL,CIFAR10,conv,8,77.64567971229553,0.046523702733455054,3.8148990472157798,0.23563218390804597,10,0,7.4009552001953125,7.4009552001953125,14.801910400390625,0.0,0.0,0.0,0.0,14.801910400390625,0.16372071681544184,0.9683625500183553,0.1679386458126828,0.983459718991071,1.2311143099796027,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.37862735404633,14.801910400390625,0.0,14.801910400390625,205.94024658203125,6.760037848958746,67.18377077882178
HeteroFL,CIFAR10,conv,9,87.76904678344727,0.07323256198565796,4.318296670913696,0.3706896551724138,10,0,11.090316772460938,11.090316772460938,22.180633544921875,0.0,0.0,0.0,0.0,22.180633544921875,0.22247095026541502,0.8715622948948294,0.22804790188092738,0.8866809629835188,1.6105373909231275,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.370737338904291,22.180633544921875,0.0,22.180633544921875,228.12088012695312,7.1378863400314,74.32165711885318
HeteroFL,CIFAR10,conv,10,65.87176883220673,0.06909642838241908,3.2058157126108804,0.33620689655172414,10,0,13.588333129882812,13.588333129882812,27.176666259765625,0.0,0.0,0.0,0.0,27.176666259765625,0.266635476402007,0.6854059370234609,0.2753003508085385,0.6998729861807078,1.8168190640863031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4230969389900565,27.176666259765625,0.0,27.176666259765625,255.29754638671875,7.4059502659365535,81.72760738478974
HeteroFL,CIFAR10,conv,11,74.46225595474243,0.07645956378502819,3.5941238403320312,0.3793103448275862,10,0,23.274124145507812,23.274124145507812,46.548248291015625,0.0,0.0,0.0,0.0,46.548248291015625,0.3975320354802534,0.9665879420936108,0.405304419901222,0.9838556291069835,2.6044311518780887,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.311637134989724,46.548248291015625,0.0,46.548248291015625,301.8457946777344,8.100014266790822,89.82762165158056
HeteroFL,CIFAR10,conv,12,53.00954079627991,0.09771156161519938,2.497235377629598,0.48563218390804597,10,0,12.923446655273438,12.923446655273438,25.846893310546875,0.0,0.0,0.0,0.0,25.846893310546875,0.2622257287148386,0.9265374231617898,0.2684311342658475,0.944376858882606,1.8688369130250067,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.427748476155102,25.846893310546875,0.0,25.846893310546875,327.69268798828125,7.460219134110957,97.28784078569151
