========================================
JOB:       12002731
TASK:      14
ALGORITHM: fedadam
PARTITION: alpha03
SEED:      42
GPU:       0
========================================
Device: cuda
GPU: NVIDIA A100-SXM4-80GB
Round 0 | test_loss=3.2142 test_acc=0.1000
Round 1 | selected=[96, 71, 8, 60, 41, 94, 68, 9, 19, 82]
Round 1 | train_loss=1.7765 train_acc=0.3828 test_loss=4.3774 test_acc=0.1311
Round 2 | selected=[75, 39, 34, 62, 81, 17, 40, 46, 54, 88]
Round 2 | train_loss=1.6551 train_acc=0.4980 test_loss=2.9368 test_acc=0.1279
Round 3 | selected=[66, 71, 25, 44, 34, 15, 58, 89, 95, 6]
Round 3 | train_loss=1.5228 train_acc=0.5170 test_loss=2.4029 test_acc=0.2066
Round 4 | selected=[93, 40, 70, 32, 63, 68, 35, 90, 14, 86]
Round 4 | train_loss=1.4688 train_acc=0.5244 test_loss=2.5191 test_acc=0.1537
Round 5 | selected=[70, 81, 20, 62, 89, 98, 41, 15, 52, 30]
Round 5 | train_loss=1.4696 train_acc=0.5302 test_loss=2.3171 test_acc=0.2462
Round 6 | selected=[63, 26, 0, 19, 22, 13, 59, 79, 99, 78]
Round 6 | train_loss=1.3418 train_acc=0.6062 test_loss=1.9984 test_acc=0.2950
Round 7 | selected=[23, 65, 52, 3, 42, 13, 47, 46, 10, 64]
Round 7 | train_loss=1.3328 train_acc=0.5600 test_loss=1.7697 test_acc=0.3277
Round 8 | selected=[33, 56, 28, 96, 27, 73, 50, 42, 21, 2]
Round 8 | train_loss=1.3101 train_acc=0.5690 test_loss=1.8561 test_acc=0.2903
Round 9 | selected=[76, 40, 66, 48, 83, 27, 53, 98, 62, 11]
Round 9 | train_loss=1.2675 train_acc=0.5732 test_loss=2.0018 test_acc=0.2744
Round 10 | selected=[15, 88, 49, 93, 8, 67, 65, 68, 43, 70]
Round 10 | train_loss=1.3437 train_acc=0.5432 test_loss=2.0566 test_acc=0.2852
Round 11 | selected=[33, 62, 8, 11, 57, 56, 91, 96, 98, 34]
Round 11 | train_loss=1.2368 train_acc=0.6052 test_loss=1.8163 test_acc=0.3672
Round 12 | selected=[70, 26, 66, 95, 7, 9, 42, 74, 24, 44]
Round 12 | train_loss=1.2769 train_acc=0.5716 test_loss=1.6096 test_acc=0.4054
Round 13 | selected=[47, 70, 65, 43, 99, 49, 1, 16, 72, 80]
Round 13 | train_loss=1.2752 train_acc=0.5920 test_loss=1.6056 test_acc=0.3945
Round 14 | selected=[37, 64, 3, 16, 31, 14, 18, 46, 67, 72]
Round 14 | train_loss=1.1645 train_acc=0.5968 test_loss=1.5708 test_acc=0.4101
Round 15 | selected=[55, 14, 2, 48, 56, 31, 41, 40, 93, 28]
Round 15 | train_loss=1.2259 train_acc=0.5952 test_loss=1.4875 test_acc=0.4345
Round 16 | selected=[53, 44, 54, 32, 25, 85, 14, 50, 93, 77]
Round 16 | train_loss=1.2575 train_acc=0.5784 test_loss=1.5099 test_acc=0.4207
Round 17 | selected=[99, 29, 49, 12, 52, 64, 65, 11, 10, 28]
Round 17 | train_loss=1.2240 train_acc=0.6102 test_loss=1.6549 test_acc=0.3842
Round 18 | selected=[21, 83, 30, 22, 13, 89, 97, 53, 3, 36]
Round 18 | train_loss=1.2136 train_acc=0.5922 test_loss=1.6063 test_acc=0.3913
Round 19 | selected=[52, 47, 4, 89, 94, 56, 17, 16, 24, 84]
Round 19 | train_loss=1.1716 train_acc=0.6130 test_loss=1.4725 test_acc=0.4341
Round 20 | selected=[49, 45, 20, 2, 76, 81, 33, 83, 10, 30]
Round 20 | train_loss=1.2006 train_acc=0.6194 test_loss=1.4529 test_acc=0.4534
Round 21 | selected=[98, 15, 22, 0, 11, 6, 3, 88, 86, 81]
Round 21 | train_loss=1.2061 train_acc=0.6122 test_loss=1.4895 test_acc=0.4334
Round 22 | selected=[48, 92, 30, 72, 47, 93, 42, 14, 91, 28]
Round 22 | train_loss=1.1652 train_acc=0.6176 test_loss=1.4725 test_acc=0.4379
Round 23 | selected=[86, 65, 85, 46, 19, 72, 55, 80, 40, 26]
Round 23 | train_loss=1.0765 train_acc=0.6392 test_loss=1.4099 test_acc=0.4543
Round 24 | selected=[91, 65, 7, 84, 49, 12, 47, 36, 28, 31]
Round 24 | train_loss=1.2229 train_acc=0.5844 test_loss=1.3624 test_acc=0.4779
Round 25 | selected=[13, 78, 9, 41, 0, 68, 72, 96, 95, 58]
Round 25 | train_loss=1.1005 train_acc=0.6272 test_loss=1.3497 test_acc=0.4959
Round 26 | selected=[71, 77, 46, 80, 24, 78, 27, 10, 62, 1]
Round 26 | train_loss=1.0905 train_acc=0.6292 test_loss=1.3511 test_acc=0.4994
Round 27 | selected=[26, 63, 86, 35, 40, 96, 37, 95, 88, 11]
Round 27 | train_loss=0.9855 train_acc=0.6922 test_loss=1.3017 test_acc=0.5186
Round 28 | selected=[35, 45, 88, 82, 6, 74, 57, 19, 9, 14]
Round 28 | train_loss=1.1629 train_acc=0.6114 test_loss=1.3529 test_acc=0.4890
Round 29 | selected=[2, 70, 93, 43, 11, 53, 14, 52, 5, 26]
Round 29 | train_loss=1.0994 train_acc=0.6520 test_loss=1.4042 test_acc=0.4797
Round 30 | selected=[92, 29, 98, 53, 70, 77, 84, 76, 47, 35]
Round 30 | train_loss=1.0188 train_acc=0.6720 test_loss=1.3736 test_acc=0.4913
Round 31 | selected=[4, 38, 89, 35, 0, 26, 88, 10, 51, 86]
Round 31 | train_loss=0.9385 train_acc=0.6996 test_loss=1.3466 test_acc=0.5006
Round 32 | selected=[22, 73, 56, 83, 93, 76, 98, 62, 30, 77]
Round 32 | train_loss=1.1178 train_acc=0.6362 test_loss=1.3541 test_acc=0.5009
Round 33 | selected=[24, 66, 36, 74, 77, 26, 62, 43, 78, 87]
Round 33 | train_loss=1.1109 train_acc=0.6288 test_loss=1.3522 test_acc=0.4945
Round 34 | selected=[69, 33, 23, 46, 36, 41, 31, 67, 17, 34]
Round 34 | train_loss=1.0166 train_acc=0.6690 test_loss=1.3245 test_acc=0.4968
Round 35 | selected=[19, 54, 46, 53, 79, 49, 89, 41, 62, 78]
Round 35 | train_loss=0.9960 train_acc=0.6734 test_loss=1.2715 test_acc=0.5205
