========================================
JOB:       12007562
TASK:      39
ALGORITHM: fedprox
PARTITION: alpha01
SEED:      45
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-32GB
Round 0 | test_loss=2.8279 test_acc=0.0938
Round 1 | selected=[84, 96, 49, 52, 68, 55, 73, 51, 79, 50]
Round 1 | train_loss=1.3822 train_acc=0.5402 test_loss=2.6236 test_acc=0.1022
Round 2 | selected=[61, 70, 47, 11, 92, 52, 58, 77, 79, 57]
Round 2 | train_loss=1.3892 train_acc=0.5724 test_loss=3.1541 test_acc=0.1000
Round 3 | selected=[68, 28, 99, 76, 4, 11, 39, 98, 40, 5]
Round 3 | train_loss=1.8082 train_acc=0.5806 test_loss=5.1394 test_acc=0.1021
Round 4 | selected=[26, 11, 9, 16, 70, 81, 96, 73, 29, 19]
Round 4 | train_loss=2.5302 train_acc=0.4886 test_loss=6.2425 test_acc=0.1416
Round 5 | selected=[11, 19, 35, 99, 1, 3, 45, 97, 31, 91]
Round 5 | train_loss=2.1611 train_acc=0.5684 test_loss=6.3877 test_acc=0.1000
Round 6 | selected=[65, 92, 81, 94, 48, 86, 77, 43, 30, 68]
Round 6 | train_loss=1.5548 train_acc=0.5598 test_loss=5.0646 test_acc=0.1002
Round 7 | selected=[35, 74, 98, 56, 37, 62, 89, 49, 80, 13]
Round 7 | train_loss=1.7536 train_acc=0.5126 test_loss=3.9076 test_acc=0.1000
Round 8 | selected=[29, 13, 46, 2, 67, 30, 38, 4, 60, 73]
Round 8 | train_loss=1.6530 train_acc=0.5938 test_loss=2.7187 test_acc=0.1511
Round 9 | selected=[69, 44, 76, 74, 34, 79, 22, 60, 16, 15]
Round 9 | train_loss=1.3158 train_acc=0.5956 test_loss=2.9767 test_acc=0.1000
Round 10 | selected=[8, 64, 44, 23, 48, 9, 69, 1, 29, 86]
Round 10 | train_loss=1.4888 train_acc=0.5566 test_loss=2.9224 test_acc=0.1649
Round 11 | selected=[73, 27, 86, 10, 22, 92, 9, 36, 43, 21]
Round 11 | train_loss=1.4090 train_acc=0.5324 test_loss=3.0684 test_acc=0.1768
Round 12 | selected=[19, 10, 46, 11, 4, 42, 16, 99, 96, 21]
Round 12 | train_loss=1.4278 train_acc=0.6382 test_loss=2.6312 test_acc=0.1504
Round 13 | selected=[31, 94, 27, 21, 48, 46, 69, 72, 24, 19]
Round 13 | train_loss=1.2029 train_acc=0.6434 test_loss=2.7085 test_acc=0.1501
Round 14 | selected=[25, 64, 96, 46, 42, 85, 98, 20, 65, 89]
Round 14 | train_loss=1.3664 train_acc=0.5586 test_loss=2.9325 test_acc=0.1281
Round 15 | selected=[94, 59, 89, 13, 76, 48, 39, 55, 44, 60]
Round 15 | train_loss=1.7707 train_acc=0.4870 test_loss=2.6235 test_acc=0.2059
Round 16 | selected=[44, 33, 28, 69, 36, 32, 46, 3, 35, 5]
