========================================
JOB:       12008489
TASK:      46
ALGORITHM: fedadam
PARTITION: alpha03
SEED:      45
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-32GB
Round 0 | test_loss=2.8279 test_acc=0.0938
Round 1 | selected=[84, 96, 49, 52, 68, 55, 73, 51, 79, 50]
Round 1 | train_loss=1.5927 train_acc=0.4782 test_loss=6.6880 test_acc=0.1000
Round 2 | selected=[61, 70, 47, 11, 92, 52, 58, 77, 79, 57]
Round 2 | train_loss=1.7024 train_acc=0.4616 test_loss=2.5385 test_acc=0.1800
Round 3 | selected=[68, 28, 99, 76, 4, 11, 39, 98, 40, 5]
Round 3 | train_loss=1.5995 train_acc=0.4898 test_loss=2.3284 test_acc=0.1671
Round 4 | selected=[26, 11, 9, 16, 70, 81, 96, 73, 29, 19]
Round 4 | train_loss=1.5533 train_acc=0.4948 test_loss=2.3131 test_acc=0.1840
Round 5 | selected=[11, 19, 35, 99, 1, 3, 45, 97, 31, 91]
Round 5 | train_loss=1.4725 train_acc=0.5264 test_loss=2.3196 test_acc=0.2485
Round 6 | selected=[65, 92, 81, 94, 48, 86, 77, 43, 30, 68]
Round 6 | train_loss=1.6078 train_acc=0.4626 test_loss=2.2135 test_acc=0.2420
Round 7 | selected=[35, 74, 98, 56, 37, 62, 89, 49, 80, 13]
Round 7 | train_loss=1.2677 train_acc=0.5906 test_loss=2.1584 test_acc=0.2783
Round 8 | selected=[29, 13, 46, 2, 67, 30, 38, 4, 60, 73]
Round 8 | train_loss=1.3448 train_acc=0.5570 test_loss=2.0279 test_acc=0.2999
Round 9 | selected=[69, 44, 76, 74, 34, 79, 22, 60, 16, 15]
Round 9 | train_loss=1.3217 train_acc=0.6066 test_loss=2.0430 test_acc=0.3251
Round 10 | selected=[8, 64, 44, 23, 48, 9, 69, 1, 29, 86]
Round 10 | train_loss=1.3365 train_acc=0.5530 test_loss=1.8302 test_acc=0.3585
Round 11 | selected=[73, 27, 86, 10, 22, 92, 9, 36, 43, 21]
Round 11 | train_loss=1.3089 train_acc=0.5580 test_loss=1.6226 test_acc=0.3798
Round 12 | selected=[19, 10, 46, 11, 4, 42, 16, 99, 96, 21]
Round 12 | train_loss=1.2395 train_acc=0.6094 test_loss=1.7114 test_acc=0.3524
Round 13 | selected=[31, 94, 27, 21, 48, 46, 69, 72, 24, 19]
Round 13 | train_loss=1.2924 train_acc=0.5830 test_loss=1.7609 test_acc=0.3723
Round 14 | selected=[25, 64, 96, 46, 42, 85, 98, 20, 65, 89]
Round 14 | train_loss=1.1667 train_acc=0.6228 test_loss=1.7889 test_acc=0.3855
Round 15 | selected=[94, 59, 89, 13, 76, 48, 39, 55, 44, 60]
Round 15 | train_loss=1.2553 train_acc=0.6012 test_loss=1.6024 test_acc=0.4161
Round 16 | selected=[44, 33, 28, 69, 36, 32, 46, 3, 35, 5]
Round 16 | train_loss=1.2584 train_acc=0.5944 test_loss=1.5221 test_acc=0.4246
Round 17 | selected=[56, 86, 33, 90, 8, 44, 94, 74, 83, 93]
Round 17 | train_loss=1.2103 train_acc=0.6006 test_loss=1.7257 test_acc=0.3481
