========================================
JOB:       12001390
TASK:      2
ALGORITHM: fedavg
PARTITION: alpha03
SEED:      42
GPU:       0
========================================
Device: cuda
GPU: NVIDIA L40S
Round 0 | test_loss=3.2142 test_acc=0.1000
Round 1 | selected=[96, 71, 8, 60, 41, 94, 68, 9, 19, 82]
Round 1 | train_loss=1.7761 train_acc=0.3822 test_loss=2.3197 test_acc=0.1268
Round 2 | selected=[75, 39, 34, 62, 81, 17, 40, 46, 54, 88]
Round 2 | train_loss=1.6507 train_acc=0.4722 test_loss=2.4095 test_acc=0.1464
Round 3 | selected=[66, 71, 25, 44, 34, 15, 58, 89, 95, 6]
Round 3 | train_loss=1.6171 train_acc=0.4644 test_loss=2.3620 test_acc=0.1042
Round 4 | selected=[93, 40, 70, 32, 63, 68, 35, 90, 14, 86]
Round 4 | train_loss=1.6631 train_acc=0.4440 test_loss=2.4412 test_acc=0.1814
Round 5 | selected=[70, 81, 20, 62, 89, 98, 41, 15, 52, 30]
Round 5 | train_loss=1.6994 train_acc=0.4732 test_loss=2.5842 test_acc=0.1136
Round 6 | selected=[63, 26, 0, 19, 22, 13, 59, 79, 99, 78]
Round 6 | train_loss=1.7084 train_acc=0.5064 test_loss=3.2104 test_acc=0.2055
Round 7 | selected=[23, 65, 52, 3, 42, 13, 47, 46, 10, 64]
Round 7 | train_loss=1.9800 train_acc=0.4666 test_loss=3.2504 test_acc=0.1615
Round 8 | selected=[33, 56, 28, 96, 27, 73, 50, 42, 21, 2]
Round 8 | train_loss=1.8731 train_acc=0.4594 test_loss=3.5307 test_acc=0.1944
Round 9 | selected=[76, 40, 66, 48, 83, 27, 53, 98, 62, 11]
Round 9 | train_loss=1.7224 train_acc=0.4974 test_loss=3.1770 test_acc=0.1567
Round 10 | selected=[15, 88, 49, 93, 8, 67, 65, 68, 43, 70]
Round 10 | train_loss=1.8157 train_acc=0.4578 test_loss=3.1219 test_acc=0.1770
Round 11 | selected=[33, 62, 8, 11, 57, 56, 91, 96, 98, 34]
Round 11 | train_loss=1.6503 train_acc=0.5270 test_loss=3.5714 test_acc=0.1674
Round 12 | selected=[70, 26, 66, 95, 7, 9, 42, 74, 24, 44]
Round 12 | train_loss=1.8092 train_acc=0.4698 test_loss=2.9536 test_acc=0.1875
Round 13 | selected=[47, 70, 65, 43, 99, 49, 1, 16, 72, 80]
Round 13 | train_loss=1.7147 train_acc=0.5208 test_loss=2.3950 test_acc=0.2330
