========================================
JOB:       12010481
TASK:      61
ALGORITHM: fedadam
PARTITION: alpha1
SEED:      46
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-32GB
Round 0 | test_loss=3.1277 test_acc=0.0954
Round 1 | selected=[20, 26, 83, 93, 7, 60, 52, 24, 45, 13]
Round 1 | train_loss=2.1413 train_acc=0.2390 test_loss=6.1795 test_acc=0.1409
Round 2 | selected=[5, 81, 53, 62, 47, 68, 49, 77, 66, 75]
Round 2 | train_loss=2.0540 train_acc=0.2918 test_loss=2.2822 test_acc=0.2056
Round 3 | selected=[30, 93, 0, 98, 81, 24, 18, 94, 80, 23]
Round 3 | train_loss=1.8030 train_acc=0.3764 test_loss=2.5989 test_acc=0.2034
Round 4 | selected=[68, 96, 87, 66, 5, 62, 61, 57, 80, 99]
Round 4 | train_loss=1.7051 train_acc=0.4136 test_loss=3.0603 test_acc=0.2128
Round 5 | selected=[43, 63, 24, 13, 36, 72, 18, 51, 46, 15]
Round 5 | train_loss=1.6392 train_acc=0.4414 test_loss=2.1729 test_acc=0.2882
Round 6 | selected=[93, 15, 46, 55, 45, 4, 23, 83, 27, 40]
Round 6 | train_loss=1.6156 train_acc=0.4352 test_loss=1.7349 test_acc=0.3535
Round 7 | selected=[18, 23, 22, 31, 88, 68, 42, 38, 92, 98]
Round 7 | train_loss=1.5150 train_acc=0.4544 test_loss=1.6937 test_acc=0.3836
Round 8 | selected=[85, 34, 62, 61, 35, 72, 26, 71, 28, 9]
Round 8 | train_loss=1.5311 train_acc=0.4516 test_loss=2.0136 test_acc=0.3589
Round 9 | selected=[59, 12, 51, 64, 11, 73, 8, 38, 31, 63]
Round 9 | train_loss=1.4314 train_acc=0.5010 test_loss=1.8443 test_acc=0.3844
Round 10 | selected=[65, 57, 19, 80, 71, 67, 32, 59, 47, 58]
Round 10 | train_loss=1.4693 train_acc=0.4872 test_loss=1.6937 test_acc=0.3980
Round 11 | selected=[1, 49, 56, 28, 42, 16, 35, 11, 40, 61]
Round 11 | train_loss=1.4547 train_acc=0.4886 test_loss=1.6166 test_acc=0.4204
Round 12 | selected=[71, 22, 31, 34, 4, 78, 38, 11, 55, 82]
Round 12 | train_loss=1.3856 train_acc=0.5138 test_loss=1.7102 test_acc=0.4047
Round 13 | selected=[12, 80, 53, 65, 90, 75, 5, 16, 10, 43]
Round 13 | train_loss=1.2867 train_acc=0.5642 test_loss=1.7577 test_acc=0.3929
Round 14 | selected=[32, 76, 31, 47, 99, 18, 53, 8, 65, 51]
Round 14 | train_loss=1.3572 train_acc=0.5308 test_loss=1.6044 test_acc=0.4273
Round 15 | selected=[71, 40, 96, 38, 82, 7, 28, 24, 55, 13]
Round 15 | train_loss=1.4145 train_acc=0.4922 test_loss=1.5096 test_acc=0.4535
Round 16 | selected=[53, 33, 17, 23, 30, 28, 65, 13, 92, 19]
Round 16 | train_loss=1.3746 train_acc=0.5140 test_loss=1.5021 test_acc=0.4579
Round 17 | selected=[77, 54, 38, 21, 13, 2, 72, 51, 28, 66]
Round 17 | train_loss=1.3463 train_acc=0.5342 test_loss=1.4515 test_acc=0.4741
Round 18 | selected=[20, 65, 44, 11, 51, 22, 72, 37, 35, 96]
Round 18 | train_loss=1.3356 train_acc=0.5194 test_loss=1.4534 test_acc=0.4633
Round 19 | selected=[10, 94, 29, 60, 99, 16, 92, 35, 54, 96]
Round 19 | train_loss=1.2860 train_acc=0.5566 test_loss=1.5011 test_acc=0.4615
Round 20 | selected=[47, 20, 53, 40, 37, 75, 48, 27, 94, 4]
Round 20 | train_loss=1.3415 train_acc=0.5342 test_loss=1.4592 test_acc=0.4707
Round 21 | selected=[87, 63, 53, 36, 77, 37, 11, 24, 70, 28]
Round 21 | train_loss=1.3421 train_acc=0.5220 test_loss=1.4062 test_acc=0.4863
Round 22 | selected=[19, 94, 3, 74, 10, 66, 12, 15, 34, 96]
Round 22 | train_loss=1.2808 train_acc=0.5388 test_loss=1.4018 test_acc=0.4839
Round 23 | selected=[21, 65, 82, 31, 87, 4, 24, 43, 1, 37]
Round 23 | train_loss=1.2905 train_acc=0.5428 test_loss=1.3810 test_acc=0.5006
Round 24 | selected=[80, 26, 7, 40, 51, 3, 38, 69, 81, 6]
Round 24 | train_loss=1.2538 train_acc=0.5592 test_loss=1.3747 test_acc=0.5030
Round 25 | selected=[67, 33, 68, 23, 69, 46, 84, 74, 17, 39]
Round 25 | train_loss=1.2394 train_acc=0.5712 test_loss=1.2809 test_acc=0.5380
Round 26 | selected=[35, 73, 94, 20, 13, 11, 29, 70, 87, 55]
Round 26 | train_loss=1.1723 train_acc=0.5930 test_loss=1.2836 test_acc=0.5314
Round 27 | selected=[36, 34, 32, 97, 17, 73, 92, 31, 65, 22]
Round 27 | train_loss=1.1928 train_acc=0.5784 test_loss=1.2744 test_acc=0.5279
Round 28 | selected=[55, 47, 35, 83, 29, 69, 49, 84, 52, 80]
Round 28 | train_loss=1.1674 train_acc=0.5978 test_loss=1.2303 test_acc=0.5518
Round 29 | selected=[64, 84, 49, 55, 35, 88, 37, 68, 51, 77]
Round 29 | train_loss=1.1251 train_acc=0.6038 test_loss=1.2510 test_acc=0.5406
Round 30 | selected=[44, 58, 83, 37, 38, 24, 16, 86, 19, 97]
Round 30 | train_loss=1.1306 train_acc=0.6062 test_loss=1.3944 test_acc=0.5006
Round 31 | selected=[91, 12, 26, 97, 28, 19, 27, 29, 50, 37]
Round 31 | train_loss=1.1937 train_acc=0.5830 test_loss=1.2716 test_acc=0.5443
Round 32 | selected=[18, 48, 87, 47, 37, 8, 99, 29, 42, 27]
Round 32 | train_loss=1.0996 train_acc=0.6124 test_loss=1.2357 test_acc=0.5511
Round 33 | selected=[91, 10, 70, 33, 85, 48, 46, 36, 44, 68]
Round 33 | train_loss=1.1448 train_acc=0.6034 test_loss=1.1888 test_acc=0.5728
Round 34 | selected=[15, 77, 58, 63, 47, 18, 34, 98, 25, 97]
Round 34 | train_loss=1.1545 train_acc=0.6012 test_loss=1.2131 test_acc=0.5697
Round 35 | selected=[95, 82, 19, 77, 83, 25, 30, 0, 87, 69]
Round 35 | train_loss=1.1772 train_acc=0.5822 test_loss=1.2485 test_acc=0.5539
Round 36 | selected=[57, 41, 2, 99, 9, 38, 87, 39, 80, 48]
Round 36 | train_loss=1.0658 train_acc=0.6398 test_loss=1.2240 test_acc=0.5600
Round 37 | selected=[6, 47, 4, 5, 82, 33, 91, 38, 59, 98]
Round 37 | train_loss=1.0751 train_acc=0.6270 test_loss=1.1066 test_acc=0.5988
Round 38 | selected=[8, 30, 11, 0, 86, 68, 93, 67, 60, 40]
Round 38 | train_loss=1.0793 train_acc=0.6224 test_loss=1.1819 test_acc=0.5771
Round 39 | selected=[5, 84, 28, 83, 34, 74, 2, 3, 53, 50]
Round 39 | train_loss=1.0817 train_acc=0.6158 test_loss=1.2094 test_acc=0.5750
Round 40 | selected=[10, 22, 74, 23, 38, 30, 0, 93, 44, 57]
Round 40 | train_loss=1.0413 train_acc=0.6340 test_loss=1.0953 test_acc=0.6066
Round 41 | selected=[67, 8, 13, 28, 34, 37, 77, 14, 49, 47]
Round 41 | train_loss=1.0762 train_acc=0.6308 test_loss=1.1512 test_acc=0.5834
Round 42 | selected=[86, 57, 24, 4, 23, 55, 94, 59, 50, 21]
Round 42 | train_loss=1.0588 train_acc=0.6218 test_loss=1.1682 test_acc=0.5796
Round 43 | selected=[17, 72, 35, 18, 5, 86, 95, 23, 77, 25]
Round 43 | train_loss=0.9979 train_acc=0.6558 test_loss=1.0481 test_acc=0.6219
Round 44 | selected=[54, 13, 62, 81, 94, 17, 47, 22, 50, 21]
Round 44 | train_loss=1.0775 train_acc=0.6212 test_loss=1.1344 test_acc=0.5901
Round 45 | selected=[4, 35, 52, 85, 71, 51, 61, 3, 72, 91]
Round 45 | train_loss=1.0051 train_acc=0.6610 test_loss=1.0085 test_acc=0.6385
Round 46 | selected=[32, 47, 83, 65, 75, 56, 4, 51, 52, 79]
Round 46 | train_loss=1.0047 train_acc=0.6508 test_loss=1.1554 test_acc=0.5952
Round 47 | selected=[50, 13, 94, 72, 14, 31, 27, 97, 9, 59]
Round 47 | train_loss=1.0169 train_acc=0.6472 test_loss=1.2147 test_acc=0.5819
Round 48 | selected=[59, 80, 54, 0, 68, 39, 88, 72, 42, 5]
Round 48 | train_loss=0.9929 train_acc=0.6582 test_loss=1.0890 test_acc=0.6123
Round 49 | selected=[45, 33, 23, 97, 88, 1, 0, 58, 21, 74]
Round 49 | train_loss=0.9925 train_acc=0.6534 test_loss=1.1730 test_acc=0.5888
Round 50 | selected=[73, 88, 96, 64, 4, 0, 17, 86, 14, 95]
Round 50 | train_loss=0.9517 train_acc=0.6612 test_loss=1.0928 test_acc=0.6133
Round 51 | selected=[2, 25, 22, 72, 33, 66, 11, 56, 59, 4]
Round 51 | train_loss=0.9421 train_acc=0.6734 test_loss=1.0739 test_acc=0.6152
Round 52 | selected=[25, 55, 52, 51, 65, 15, 77, 67, 10, 49]
Round 52 | train_loss=0.9906 train_acc=0.6550 test_loss=1.1340 test_acc=0.5990
Round 53 | selected=[45, 17, 75, 29, 88, 55, 6, 34, 7, 22]
Round 53 | train_loss=0.9391 train_acc=0.6756 test_loss=1.0372 test_acc=0.6302
