========================================
JOB:       12009679
TASK:      54
ALGORITHM: fedprox
PARTITION: alpha03
SEED:      46
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-32GB
Round 0 | test_loss=3.1277 test_acc=0.0954
Round 1 | selected=[20, 26, 83, 93, 7, 60, 52, 24, 45, 13]
Round 1 | train_loss=1.7014 train_acc=0.4436 test_loss=2.4059 test_acc=0.1464
Round 2 | selected=[5, 81, 53, 62, 47, 68, 49, 77, 66, 75]
Round 2 | train_loss=1.8943 train_acc=0.4318 test_loss=2.6050 test_acc=0.1536
Round 3 | selected=[30, 93, 0, 98, 81, 24, 18, 94, 80, 23]
Round 3 | train_loss=1.6570 train_acc=0.5044 test_loss=2.4347 test_acc=0.1764
Round 4 | selected=[68, 96, 87, 66, 5, 62, 61, 57, 80, 99]
Round 4 | train_loss=1.6990 train_acc=0.4932 test_loss=3.1607 test_acc=0.1466
Round 5 | selected=[43, 63, 24, 13, 36, 72, 18, 51, 46, 15]
Round 5 | train_loss=2.0308 train_acc=0.4330 test_loss=3.4941 test_acc=0.1922
Round 6 | selected=[93, 15, 46, 55, 45, 4, 23, 83, 27, 40]
Round 6 | train_loss=1.6215 train_acc=0.5898 test_loss=2.4890 test_acc=0.1968
Round 7 | selected=[18, 23, 22, 31, 88, 68, 42, 38, 92, 98]
Round 7 | train_loss=1.5397 train_acc=0.5118 test_loss=3.1465 test_acc=0.2046
Round 8 | selected=[85, 34, 62, 61, 35, 72, 26, 71, 28, 9]
Round 8 | train_loss=1.7624 train_acc=0.4684 test_loss=2.6524 test_acc=0.2117
Round 9 | selected=[59, 12, 51, 64, 11, 73, 8, 38, 31, 63]
Round 9 | train_loss=1.7384 train_acc=0.5042 test_loss=3.0006 test_acc=0.2392
Round 10 | selected=[65, 57, 19, 80, 71, 67, 32, 59, 47, 58]
Round 10 | train_loss=1.6346 train_acc=0.5006 test_loss=2.6098 test_acc=0.2180
Round 11 | selected=[1, 49, 56, 28, 42, 16, 35, 11, 40, 61]
Round 11 | train_loss=1.8614 train_acc=0.4640 test_loss=3.6225 test_acc=0.1718
Round 12 | selected=[71, 22, 31, 34, 4, 78, 38, 11, 55, 82]
Round 12 | train_loss=1.8189 train_acc=0.4674 test_loss=2.1172 test_acc=0.2604
Round 13 | selected=[12, 80, 53, 65, 90, 75, 5, 16, 10, 43]
Round 13 | train_loss=1.4106 train_acc=0.5468 test_loss=2.4593 test_acc=0.1726
Round 14 | selected=[32, 76, 31, 47, 99, 18, 53, 8, 65, 51]
Round 14 | train_loss=1.6702 train_acc=0.4538 test_loss=2.5145 test_acc=0.2629
Round 15 | selected=[71, 40, 96, 38, 82, 7, 28, 24, 55, 13]
Round 15 | train_loss=1.7005 train_acc=0.5140 test_loss=2.2186 test_acc=0.2087
Round 16 | selected=[53, 33, 17, 23, 30, 28, 65, 13, 92, 19]
Round 16 | train_loss=1.3712 train_acc=0.5712 test_loss=2.3929 test_acc=0.2197
Round 17 | selected=[77, 54, 38, 21, 13, 2, 72, 51, 28, 66]
Round 17 | train_loss=1.7025 train_acc=0.4948 test_loss=2.5150 test_acc=0.2674
Round 18 | selected=[20, 65, 44, 11, 51, 22, 72, 37, 35, 96]
Round 18 | train_loss=1.6876 train_acc=0.4536 test_loss=2.5864 test_acc=0.2147
Round 19 | selected=[10, 94, 29, 60, 99, 16, 92, 35, 54, 96]
Round 19 | train_loss=1.6682 train_acc=0.4874 test_loss=3.6968 test_acc=0.1788
Round 20 | selected=[47, 20, 53, 40, 37, 75, 48, 27, 94, 4]
Round 20 | train_loss=2.0692 train_acc=0.4710 test_loss=3.9809 test_acc=0.1912
Round 21 | selected=[87, 63, 53, 36, 77, 37, 11, 24, 70, 28]
Round 21 | train_loss=1.8875 train_acc=0.4614 test_loss=2.1346 test_acc=0.2384
Round 22 | selected=[19, 94, 3, 74, 10, 66, 12, 15, 34, 96]
Round 22 | train_loss=1.4456 train_acc=0.5298 test_loss=2.2538 test_acc=0.2464
Round 23 | selected=[21, 65, 82, 31, 87, 4, 24, 43, 1, 37]
Round 23 | train_loss=1.4713 train_acc=0.5116 test_loss=2.0723 test_acc=0.2017
Round 24 | selected=[80, 26, 7, 40, 51, 3, 38, 69, 81, 6]
Round 24 | train_loss=1.4879 train_acc=0.4960 test_loss=2.6348 test_acc=0.2466
Round 25 | selected=[67, 33, 68, 23, 69, 46, 84, 74, 17, 39]
Round 25 | train_loss=1.4638 train_acc=0.5386 test_loss=2.4558 test_acc=0.2431
Round 26 | selected=[35, 73, 94, 20, 13, 11, 29, 70, 87, 55]
Round 26 | train_loss=1.5680 train_acc=0.5096 test_loss=2.9175 test_acc=0.1857
Round 27 | selected=[36, 34, 32, 97, 17, 73, 92, 31, 65, 22]
Round 27 | train_loss=1.5855 train_acc=0.4856 test_loss=2.2541 test_acc=0.2642
Round 28 | selected=[55, 47, 35, 83, 29, 69, 49, 84, 52, 80]
Round 28 | train_loss=1.6388 train_acc=0.5036 test_loss=2.6822 test_acc=0.2442
Round 29 | selected=[64, 84, 49, 55, 35, 88, 37, 68, 51, 77]
Round 29 | train_loss=1.4084 train_acc=0.5762 test_loss=2.2374 test_acc=0.2014
Round 30 | selected=[44, 58, 83, 37, 38, 24, 16, 86, 19, 97]
Round 30 | train_loss=1.2283 train_acc=0.6144 test_loss=1.8367 test_acc=0.2941
Round 31 | selected=[91, 12, 26, 97, 28, 19, 27, 29, 50, 37]
Round 31 | train_loss=1.3077 train_acc=0.5630 test_loss=1.7991 test_acc=0.2895
Round 32 | selected=[18, 48, 87, 47, 37, 8, 99, 29, 42, 27]
Round 32 | train_loss=1.3973 train_acc=0.5532 test_loss=2.0637 test_acc=0.2483
Round 33 | selected=[91, 10, 70, 33, 85, 48, 46, 36, 44, 68]
Round 33 | train_loss=1.4298 train_acc=0.4932 test_loss=1.8938 test_acc=0.2534
Round 34 | selected=[15, 77, 58, 63, 47, 18, 34, 98, 25, 97]
Round 34 | train_loss=1.3901 train_acc=0.5214 test_loss=1.8455 test_acc=0.2891
Round 35 | selected=[95, 82, 19, 77, 83, 25, 30, 0, 87, 69]
Round 35 | train_loss=1.3533 train_acc=0.5280 test_loss=2.2639 test_acc=0.2190
Round 36 | selected=[57, 41, 2, 99, 9, 38, 87, 39, 80, 48]
Round 36 | train_loss=1.4487 train_acc=0.5250 test_loss=2.0518 test_acc=0.2896
Round 37 | selected=[6, 47, 4, 5, 82, 33, 91, 38, 59, 98]
Round 37 | train_loss=1.4446 train_acc=0.5200 test_loss=1.8531 test_acc=0.2757
Round 38 | selected=[8, 30, 11, 0, 86, 68, 93, 67, 60, 40]
Round 38 | train_loss=1.2845 train_acc=0.5902 test_loss=2.2383 test_acc=0.2422
Round 39 | selected=[5, 84, 28, 83, 34, 74, 2, 3, 53, 50]
Round 39 | train_loss=1.5436 train_acc=0.5008 test_loss=1.7753 test_acc=0.3154
Round 40 | selected=[10, 22, 74, 23, 38, 30, 0, 93, 44, 57]
Round 40 | train_loss=1.3371 train_acc=0.5566 test_loss=2.0000 test_acc=0.2467
Round 41 | selected=[67, 8, 13, 28, 34, 37, 77, 14, 49, 47]
Round 41 | train_loss=1.3611 train_acc=0.5404 test_loss=1.9559 test_acc=0.3148
Round 42 | selected=[86, 57, 24, 4, 23, 55, 94, 59, 50, 21]
Round 42 | train_loss=1.2890 train_acc=0.6014 test_loss=1.8742 test_acc=0.2907
Round 43 | selected=[17, 72, 35, 18, 5, 86, 95, 23, 77, 25]
Round 43 | train_loss=1.3869 train_acc=0.5338 test_loss=1.9814 test_acc=0.2893
Round 44 | selected=[54, 13, 62, 81, 94, 17, 47, 22, 50, 21]
Round 44 | train_loss=1.4196 train_acc=0.5076 test_loss=1.8759 test_acc=0.3137
Round 45 | selected=[4, 35, 52, 85, 71, 51, 61, 3, 72, 91]
Round 45 | train_loss=1.3969 train_acc=0.5238 test_loss=2.2061 test_acc=0.2433
Round 46 | selected=[32, 47, 83, 65, 75, 56, 4, 51, 52, 79]
Round 46 | train_loss=1.5197 train_acc=0.5118 test_loss=1.9108 test_acc=0.2966
Round 47 | selected=[50, 13, 94, 72, 14, 31, 27, 97, 9, 59]
Round 47 | train_loss=1.4015 train_acc=0.5346 test_loss=1.8038 test_acc=0.3070
Round 48 | selected=[59, 80, 54, 0, 68, 39, 88, 72, 42, 5]
Round 48 | train_loss=1.2908 train_acc=0.5618 test_loss=2.0413 test_acc=0.2239
Round 49 | selected=[45, 33, 23, 97, 88, 1, 0, 58, 21, 74]
Round 49 | train_loss=1.4281 train_acc=0.5188 test_loss=2.1871 test_acc=0.2470
