========================================
JOB:       12010124
TASK:      57
ALGORITHM: fedavgm
PARTITION: alpha1
SEED:      46
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-32GB
Round 0 | test_loss=3.1277 test_acc=0.0954
Round 1 | selected=[20, 26, 83, 93, 7, 60, 52, 24, 45, 13]
Round 1 | train_loss=2.1412 train_acc=0.2380 test_loss=2.3458 test_acc=0.1352
Round 2 | selected=[5, 81, 53, 62, 47, 68, 49, 77, 66, 75]
Round 2 | train_loss=2.1015 train_acc=0.2730 test_loss=2.4162 test_acc=0.1693
Round 3 | selected=[30, 93, 0, 98, 81, 24, 18, 94, 80, 23]
Round 3 | train_loss=2.0245 train_acc=0.3264 test_loss=2.2113 test_acc=0.1646
Round 4 | selected=[68, 96, 87, 66, 5, 62, 61, 57, 80, 99]
Round 4 | train_loss=2.0214 train_acc=0.3426 test_loss=2.3751 test_acc=0.1856
Round 5 | selected=[43, 63, 24, 13, 36, 72, 18, 51, 46, 15]
Round 5 | train_loss=1.8762 train_acc=0.3744 test_loss=3.2769 test_acc=0.2369
Round 6 | selected=[93, 15, 46, 55, 45, 4, 23, 83, 27, 40]
Round 6 | train_loss=2.0393 train_acc=0.3600 test_loss=3.4952 test_acc=0.2226
Round 7 | selected=[18, 23, 22, 31, 88, 68, 42, 38, 92, 98]
Round 7 | train_loss=1.9450 train_acc=0.3834 test_loss=2.5418 test_acc=0.2319
Round 8 | selected=[85, 34, 62, 61, 35, 72, 26, 71, 28, 9]
Round 8 | train_loss=1.9169 train_acc=0.3606 test_loss=3.4812 test_acc=0.1638
Round 9 | selected=[59, 12, 51, 64, 11, 73, 8, 38, 31, 63]
Round 9 | train_loss=1.9614 train_acc=0.3892 test_loss=3.0000 test_acc=0.2430
Round 10 | selected=[65, 57, 19, 80, 71, 67, 32, 59, 47, 58]
Round 10 | train_loss=1.8807 train_acc=0.4012 test_loss=3.1773 test_acc=0.2488
Round 11 | selected=[1, 49, 56, 28, 42, 16, 35, 11, 40, 61]
Round 11 | train_loss=1.9234 train_acc=0.3952 test_loss=3.4663 test_acc=0.2415
Round 12 | selected=[71, 22, 31, 34, 4, 78, 38, 11, 55, 82]
Round 12 | train_loss=1.8648 train_acc=0.3986 test_loss=3.6995 test_acc=0.2660
Round 13 | selected=[12, 80, 53, 65, 90, 75, 5, 16, 10, 43]
Round 13 | train_loss=1.8493 train_acc=0.4348 test_loss=3.8540 test_acc=0.2593
Round 14 | selected=[32, 76, 31, 47, 99, 18, 53, 8, 65, 51]
Round 14 | train_loss=1.7880 train_acc=0.4102 test_loss=3.6185 test_acc=0.2201
Round 15 | selected=[71, 40, 96, 38, 82, 7, 28, 24, 55, 13]
Round 15 | train_loss=1.8464 train_acc=0.3738 test_loss=2.4849 test_acc=0.2568
Round 16 | selected=[53, 33, 17, 23, 30, 28, 65, 13, 92, 19]
Round 16 | train_loss=1.7980 train_acc=0.3984 test_loss=2.3090 test_acc=0.3155
Round 17 | selected=[77, 54, 38, 21, 13, 2, 72, 51, 28, 66]
Round 17 | train_loss=1.6740 train_acc=0.4128 test_loss=2.4617 test_acc=0.2590
Round 18 | selected=[20, 65, 44, 11, 51, 22, 72, 37, 35, 96]
Round 18 | train_loss=1.6689 train_acc=0.3890 test_loss=2.2869 test_acc=0.3078
Round 19 | selected=[10, 94, 29, 60, 99, 16, 92, 35, 54, 96]
Round 19 | train_loss=1.6917 train_acc=0.4380 test_loss=1.8800 test_acc=0.3563
Round 20 | selected=[47, 20, 53, 40, 37, 75, 48, 27, 94, 4]
Round 20 | train_loss=1.7074 train_acc=0.4092 test_loss=1.9220 test_acc=0.2985
Round 21 | selected=[87, 63, 53, 36, 77, 37, 11, 24, 70, 28]
Round 21 | train_loss=1.6859 train_acc=0.3966 test_loss=2.1253 test_acc=0.3140
Round 22 | selected=[19, 94, 3, 74, 10, 66, 12, 15, 34, 96]
Round 22 | train_loss=1.6568 train_acc=0.4028 test_loss=1.9175 test_acc=0.3279
Round 23 | selected=[21, 65, 82, 31, 87, 4, 24, 43, 1, 37]
Round 23 | train_loss=1.7234 train_acc=0.3896 test_loss=1.9378 test_acc=0.3534
Round 24 | selected=[80, 26, 7, 40, 51, 3, 38, 69, 81, 6]
Round 24 | train_loss=1.6621 train_acc=0.4170 test_loss=1.8427 test_acc=0.3498
Round 25 | selected=[67, 33, 68, 23, 69, 46, 84, 74, 17, 39]
Round 25 | train_loss=1.6683 train_acc=0.4142 test_loss=1.8729 test_acc=0.3432
Round 26 | selected=[35, 73, 94, 20, 13, 11, 29, 70, 87, 55]
Round 26 | train_loss=1.5736 train_acc=0.4752 test_loss=1.7476 test_acc=0.3591
Round 27 | selected=[36, 34, 32, 97, 17, 73, 92, 31, 65, 22]
Round 27 | train_loss=1.5779 train_acc=0.4306 test_loss=1.6309 test_acc=0.3967
Round 28 | selected=[55, 47, 35, 83, 29, 69, 49, 84, 52, 80]
Round 28 | train_loss=1.5655 train_acc=0.4480 test_loss=1.6673 test_acc=0.3886
Round 29 | selected=[64, 84, 49, 55, 35, 88, 37, 68, 51, 77]
Round 29 | train_loss=1.5525 train_acc=0.4450 test_loss=1.7212 test_acc=0.3788
Round 30 | selected=[44, 58, 83, 37, 38, 24, 16, 86, 19, 97]
Round 30 | train_loss=1.5501 train_acc=0.4570 test_loss=1.7518 test_acc=0.3558
Round 31 | selected=[91, 12, 26, 97, 28, 19, 27, 29, 50, 37]
Round 31 | train_loss=1.5953 train_acc=0.4074 test_loss=1.6593 test_acc=0.3791
Round 32 | selected=[18, 48, 87, 47, 37, 8, 99, 29, 42, 27]
Round 32 | train_loss=1.4566 train_acc=0.4834 test_loss=1.6946 test_acc=0.3954
Round 33 | selected=[91, 10, 70, 33, 85, 48, 46, 36, 44, 68]
Round 33 | train_loss=1.5515 train_acc=0.4370 test_loss=1.5700 test_acc=0.4116
Round 34 | selected=[15, 77, 58, 63, 47, 18, 34, 98, 25, 97]
Round 34 | train_loss=1.5167 train_acc=0.4550 test_loss=1.6431 test_acc=0.3705
Round 35 | selected=[95, 82, 19, 77, 83, 25, 30, 0, 87, 69]
Round 35 | train_loss=1.5869 train_acc=0.4308 test_loss=1.6557 test_acc=0.3770
Round 36 | selected=[57, 41, 2, 99, 9, 38, 87, 39, 80, 48]
Round 36 | train_loss=1.4667 train_acc=0.4728 test_loss=1.5526 test_acc=0.4067
Round 37 | selected=[6, 47, 4, 5, 82, 33, 91, 38, 59, 98]
Round 37 | train_loss=1.4896 train_acc=0.4640 test_loss=1.6428 test_acc=0.3999
Round 38 | selected=[8, 30, 11, 0, 86, 68, 93, 67, 60, 40]
Round 38 | train_loss=1.5346 train_acc=0.4538 test_loss=1.5495 test_acc=0.4217
Round 39 | selected=[5, 84, 28, 83, 34, 74, 2, 3, 53, 50]
Round 39 | train_loss=1.4846 train_acc=0.4700 test_loss=1.5906 test_acc=0.4219
Round 40 | selected=[10, 22, 74, 23, 38, 30, 0, 93, 44, 57]
Round 40 | train_loss=1.4129 train_acc=0.5044 test_loss=1.6332 test_acc=0.3924
Round 41 | selected=[67, 8, 13, 28, 34, 37, 77, 14, 49, 47]
Round 41 | train_loss=1.4288 train_acc=0.4832 test_loss=1.6298 test_acc=0.3825
Round 42 | selected=[86, 57, 24, 4, 23, 55, 94, 59, 50, 21]
Round 42 | train_loss=1.4425 train_acc=0.4790 test_loss=1.5822 test_acc=0.4126
Round 43 | selected=[17, 72, 35, 18, 5, 86, 95, 23, 77, 25]
Round 43 | train_loss=1.4020 train_acc=0.5026 test_loss=1.5875 test_acc=0.4017
Round 44 | selected=[54, 13, 62, 81, 94, 17, 47, 22, 50, 21]
Round 44 | train_loss=1.4359 train_acc=0.4698 test_loss=1.4477 test_acc=0.4625
Round 45 | selected=[4, 35, 52, 85, 71, 51, 61, 3, 72, 91]
