========================================
JOB:       12005510
TASK:      32
ALGORITHM: fedavg
PARTITION: iid
SEED:      45
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-32GB
Round 0 | test_loss=2.8279 test_acc=0.0938
Round 1 | selected=[84, 96, 49, 52, 68, 55, 73, 51, 79, 50]
Round 1 | train_loss=2.3508 train_acc=0.1176 test_loss=2.2630 test_acc=0.1425
Round 2 | selected=[61, 70, 47, 11, 92, 52, 58, 77, 79, 57]
Round 2 | train_loss=2.2695 train_acc=0.1528 test_loss=2.2011 test_acc=0.1980
Round 3 | selected=[68, 28, 99, 76, 4, 11, 39, 98, 40, 5]
Round 3 | train_loss=2.1784 train_acc=0.1810 test_loss=2.1017 test_acc=0.2156
Round 4 | selected=[26, 11, 9, 16, 70, 81, 96, 73, 29, 19]
Round 4 | train_loss=2.0983 train_acc=0.2092 test_loss=2.0627 test_acc=0.2111
Round 5 | selected=[11, 19, 35, 99, 1, 3, 45, 97, 31, 91]
Round 5 | train_loss=2.0265 train_acc=0.2238 test_loss=1.9732 test_acc=0.2465
Round 6 | selected=[65, 92, 81, 94, 48, 86, 77, 43, 30, 68]
Round 6 | train_loss=2.0044 train_acc=0.2422 test_loss=1.9057 test_acc=0.2649
Round 7 | selected=[35, 74, 98, 56, 37, 62, 89, 49, 80, 13]
Round 7 | train_loss=1.9400 train_acc=0.2608 test_loss=1.8751 test_acc=0.2704
Round 8 | selected=[29, 13, 46, 2, 67, 30, 38, 4, 60, 73]
Round 8 | train_loss=1.9077 train_acc=0.2718 test_loss=1.8263 test_acc=0.3073
Round 9 | selected=[69, 44, 76, 74, 34, 79, 22, 60, 16, 15]
Round 9 | train_loss=1.8883 train_acc=0.2798 test_loss=1.8466 test_acc=0.2914
Round 10 | selected=[8, 64, 44, 23, 48, 9, 69, 1, 29, 86]
Round 10 | train_loss=1.8692 train_acc=0.2794 test_loss=1.7863 test_acc=0.3152
Round 11 | selected=[73, 27, 86, 10, 22, 92, 9, 36, 43, 21]
Round 11 | train_loss=1.8315 train_acc=0.3092 test_loss=1.7691 test_acc=0.3265
Round 12 | selected=[19, 10, 46, 11, 4, 42, 16, 99, 96, 21]
Round 12 | train_loss=1.8176 train_acc=0.3060 test_loss=1.7477 test_acc=0.3310
Round 13 | selected=[31, 94, 27, 21, 48, 46, 69, 72, 24, 19]
Round 13 | train_loss=1.8111 train_acc=0.3074 test_loss=1.7278 test_acc=0.3339
Round 14 | selected=[25, 64, 96, 46, 42, 85, 98, 20, 65, 89]
Round 14 | train_loss=1.7915 train_acc=0.3198 test_loss=1.7115 test_acc=0.3402
Round 15 | selected=[94, 59, 89, 13, 76, 48, 39, 55, 44, 60]
Round 15 | train_loss=1.7536 train_acc=0.3302 test_loss=1.7233 test_acc=0.3598
Round 16 | selected=[44, 33, 28, 69, 36, 32, 46, 3, 35, 5]
Round 16 | train_loss=1.7091 train_acc=0.3548 test_loss=1.8199 test_acc=0.3438
Round 17 | selected=[56, 86, 33, 90, 8, 44, 94, 74, 83, 93]
Round 17 | train_loss=1.7479 train_acc=0.3436 test_loss=1.6876 test_acc=0.3721
Round 18 | selected=[37, 96, 61, 80, 73, 86, 52, 2, 81, 38]
Round 18 | train_loss=1.7253 train_acc=0.3544 test_loss=1.6348 test_acc=0.3815
Round 19 | selected=[66, 82, 91, 49, 25, 42, 15, 74, 75, 13]
Round 19 | train_loss=1.6770 train_acc=0.3574 test_loss=1.5965 test_acc=0.3999
Round 20 | selected=[99, 42, 96, 30, 8, 88, 93, 46, 90, 82]
Round 20 | train_loss=1.6934 train_acc=0.3618 test_loss=1.6272 test_acc=0.3929
Round 21 | selected=[91, 8, 48, 72, 47, 73, 24, 60, 98, 50]
Round 21 | train_loss=1.6615 train_acc=0.3724 test_loss=1.6141 test_acc=0.3991
Round 22 | selected=[77, 27, 23, 18, 4, 45, 66, 71, 72, 51]
Round 22 | train_loss=1.6711 train_acc=0.3640 test_loss=1.5705 test_acc=0.4039
Round 23 | selected=[5, 69, 78, 15, 35, 44, 28, 19, 61, 59]
Round 23 | train_loss=1.6356 train_acc=0.3768 test_loss=1.6482 test_acc=0.3877
Round 24 | selected=[85, 67, 48, 41, 94, 11, 53, 22, 20, 52]
Round 24 | train_loss=1.6779 train_acc=0.3704 test_loss=1.5558 test_acc=0.4202
Round 25 | selected=[46, 96, 40, 57, 45, 30, 99, 94, 9, 5]
Round 25 | train_loss=1.6409 train_acc=0.3818 test_loss=1.5418 test_acc=0.4274
Round 26 | selected=[60, 99, 84, 0, 28, 13, 19, 55, 9, 96]
Round 26 | train_loss=1.5934 train_acc=0.4070 test_loss=1.4992 test_acc=0.4401
Round 27 | selected=[85, 18, 27, 88, 21, 73, 6, 62, 2, 82]
Round 27 | train_loss=1.5969 train_acc=0.3980 test_loss=1.5558 test_acc=0.4223
Round 28 | selected=[59, 40, 9, 65, 22, 53, 44, 72, 79, 45]
Round 28 | train_loss=1.5893 train_acc=0.3962 test_loss=1.4764 test_acc=0.4465
Round 29 | selected=[15, 11, 81, 91, 12, 35, 43, 26, 44, 94]
Round 29 | train_loss=1.5780 train_acc=0.4038 test_loss=1.5218 test_acc=0.4395
Round 30 | selected=[61, 1, 5, 70, 21, 6, 92, 75, 45, 40]
Round 30 | train_loss=1.5604 train_acc=0.4160 test_loss=1.4463 test_acc=0.4581
Round 31 | selected=[3, 14, 15, 90, 86, 96, 47, 45, 63, 10]
Round 31 | train_loss=1.5480 train_acc=0.4164 test_loss=1.5017 test_acc=0.4458
Round 32 | selected=[33, 35, 79, 59, 54, 96, 60, 67, 61, 39]
Round 32 | train_loss=1.5520 train_acc=0.4234 test_loss=1.4966 test_acc=0.4443
Round 33 | selected=[72, 49, 39, 77, 98, 10, 59, 17, 29, 9]
Round 33 | train_loss=1.5006 train_acc=0.4332 test_loss=1.4572 test_acc=0.4589
Round 34 | selected=[15, 59, 57, 88, 60, 13, 70, 47, 76, 26]
Round 34 | train_loss=1.5173 train_acc=0.4276 test_loss=1.4855 test_acc=0.4424
Round 35 | selected=[76, 4, 23, 69, 56, 13, 43, 54, 99, 88]
Round 35 | train_loss=1.5184 train_acc=0.4320 test_loss=1.4172 test_acc=0.4678
Round 36 | selected=[3, 50, 71, 29, 88, 11, 13, 2, 7, 47]
Round 36 | train_loss=1.4962 train_acc=0.4348 test_loss=1.4463 test_acc=0.4644
Round 37 | selected=[47, 27, 28, 8, 2, 88, 30, 16, 45, 60]
Round 37 | train_loss=1.4844 train_acc=0.4486 test_loss=1.3838 test_acc=0.4909
Round 38 | selected=[50, 29, 85, 86, 64, 10, 7, 16, 49, 48]
Round 38 | train_loss=1.5107 train_acc=0.4424 test_loss=1.4581 test_acc=0.4636
Round 39 | selected=[3, 88, 98, 97, 23, 40, 74, 61, 79, 59]
Round 39 | train_loss=1.4720 train_acc=0.4652 test_loss=1.3772 test_acc=0.4902
Round 40 | selected=[29, 47, 55, 25, 13, 65, 91, 10, 8, 89]
Round 40 | train_loss=1.4701 train_acc=0.4598 test_loss=1.3623 test_acc=0.4935
Round 41 | selected=[51, 18, 44, 36, 79, 62, 64, 43, 11, 96]
Round 41 | train_loss=1.4865 train_acc=0.4472 test_loss=1.3590 test_acc=0.4973
Round 42 | selected=[41, 24, 80, 14, 5, 27, 42, 90, 73, 47]
Round 42 | train_loss=1.4690 train_acc=0.4644 test_loss=1.4051 test_acc=0.4804
Round 43 | selected=[23, 81, 54, 52, 62, 9, 6, 38, 79, 2]
Round 43 | train_loss=1.4863 train_acc=0.4600 test_loss=1.4026 test_acc=0.4862
Round 44 | selected=[47, 85, 84, 78, 86, 3, 36, 7, 5, 81]
Round 44 | train_loss=1.4470 train_acc=0.4734 test_loss=1.3691 test_acc=0.4927
Round 45 | selected=[11, 75, 46, 15, 87, 21, 51, 99, 61, 90]
Round 45 | train_loss=1.4422 train_acc=0.4648 test_loss=1.3752 test_acc=0.4963
Round 46 | selected=[69, 76, 10, 45, 22, 62, 23, 65, 12, 3]
Round 46 | train_loss=1.4278 train_acc=0.4740 test_loss=1.3600 test_acc=0.5035
Round 47 | selected=[67, 90, 35, 54, 81, 44, 49, 39, 59, 23]
Round 47 | train_loss=1.4368 train_acc=0.4654 test_loss=1.3596 test_acc=0.5049
Round 48 | selected=[21, 14, 50, 90, 26, 19, 13, 68, 34, 48]
