========================================
JOB:       12001704
TASK:      6
ALGORITHM: fedprox
PARTITION: alpha03
SEED:      42
GPU:       0
========================================
Device: cuda
GPU: NVIDIA A100-SXM4-80GB
Round 0 | test_loss=3.2142 test_acc=0.1000
Round 1 | selected=[96, 71, 8, 60, 41, 94, 68, 9, 19, 82]
Round 1 | train_loss=1.7774 train_acc=0.3838 test_loss=2.3196 test_acc=0.1303
Round 2 | selected=[75, 39, 34, 62, 81, 17, 40, 46, 54, 88]
Round 2 | train_loss=1.6518 train_acc=0.4736 test_loss=2.4071 test_acc=0.1438
Round 3 | selected=[66, 71, 25, 44, 34, 15, 58, 89, 95, 6]
Round 3 | train_loss=1.6156 train_acc=0.4598 test_loss=2.3611 test_acc=0.1041
Round 4 | selected=[93, 40, 70, 32, 63, 68, 35, 90, 14, 86]
Round 4 | train_loss=1.6627 train_acc=0.4444 test_loss=2.3992 test_acc=0.1845
Round 5 | selected=[70, 81, 20, 62, 89, 98, 41, 15, 52, 30]
Round 5 | train_loss=1.6965 train_acc=0.4730 test_loss=2.5821 test_acc=0.1132
Round 6 | selected=[63, 26, 0, 19, 22, 13, 59, 79, 99, 78]
Round 6 | train_loss=1.7031 train_acc=0.5078 test_loss=3.1992 test_acc=0.2064
Round 7 | selected=[23, 65, 52, 3, 42, 13, 47, 46, 10, 64]
Round 7 | train_loss=1.9742 train_acc=0.4694 test_loss=3.2767 test_acc=0.1621
Round 8 | selected=[33, 56, 28, 96, 27, 73, 50, 42, 21, 2]
Round 8 | train_loss=1.8775 train_acc=0.4562 test_loss=3.5743 test_acc=0.1939
Round 9 | selected=[76, 40, 66, 48, 83, 27, 53, 98, 62, 11]
Round 9 | train_loss=1.7278 train_acc=0.5024 test_loss=3.1301 test_acc=0.1629
Round 10 | selected=[15, 88, 49, 93, 8, 67, 65, 68, 43, 70]
Round 10 | train_loss=1.8101 train_acc=0.4574 test_loss=3.0733 test_acc=0.1809
Round 11 | selected=[33, 62, 8, 11, 57, 56, 91, 96, 98, 34]
Round 11 | train_loss=1.6484 train_acc=0.5254 test_loss=3.4739 test_acc=0.1736
Round 12 | selected=[70, 26, 66, 95, 7, 9, 42, 74, 24, 44]
Round 12 | train_loss=1.8165 train_acc=0.4740 test_loss=3.1641 test_acc=0.1783
Round 13 | selected=[47, 70, 65, 43, 99, 49, 1, 16, 72, 80]
Round 13 | train_loss=1.7166 train_acc=0.5218 test_loss=2.4217 test_acc=0.2328
Round 14 | selected=[37, 64, 3, 16, 31, 14, 18, 46, 67, 72]
Round 14 | train_loss=1.4658 train_acc=0.4942 test_loss=2.5133 test_acc=0.2420
Round 15 | selected=[55, 14, 2, 48, 56, 31, 41, 40, 93, 28]
Round 15 | train_loss=1.7368 train_acc=0.4698 test_loss=3.4007 test_acc=0.1963
Round 16 | selected=[53, 44, 54, 32, 25, 85, 14, 50, 93, 77]
Round 16 | train_loss=1.8196 train_acc=0.4680 test_loss=2.2393 test_acc=0.2415
Round 17 | selected=[99, 29, 49, 12, 52, 64, 65, 11, 10, 28]
Round 17 | train_loss=1.6287 train_acc=0.4956 test_loss=2.3324 test_acc=0.2493
Round 18 | selected=[21, 83, 30, 22, 13, 89, 97, 53, 3, 36]
Round 18 | train_loss=1.8029 train_acc=0.4618 test_loss=2.3021 test_acc=0.2336
Round 19 | selected=[52, 47, 4, 89, 94, 56, 17, 16, 24, 84]
Round 19 | train_loss=1.6120 train_acc=0.4836 test_loss=2.3688 test_acc=0.2437
Round 20 | selected=[49, 45, 20, 2, 76, 81, 33, 83, 10, 30]
Round 20 | train_loss=1.7713 train_acc=0.4796 test_loss=2.6359 test_acc=0.2253
Round 21 | selected=[98, 15, 22, 0, 11, 6, 3, 88, 86, 81]
Round 21 | train_loss=1.6384 train_acc=0.4864 test_loss=2.0747 test_acc=0.2342
Round 22 | selected=[48, 92, 30, 72, 47, 93, 42, 14, 91, 28]
Round 22 | train_loss=1.5766 train_acc=0.4604 test_loss=2.0151 test_acc=0.2930
Round 23 | selected=[86, 65, 85, 46, 19, 72, 55, 80, 40, 26]
Round 23 | train_loss=1.4418 train_acc=0.5478 test_loss=1.8540 test_acc=0.3032
Round 24 | selected=[91, 65, 7, 84, 49, 12, 47, 36, 28, 31]
Round 24 | train_loss=1.5332 train_acc=0.4784 test_loss=1.9761 test_acc=0.2611
Round 25 | selected=[13, 78, 9, 41, 0, 68, 72, 96, 95, 58]
Round 25 | train_loss=1.4233 train_acc=0.5302 test_loss=1.9624 test_acc=0.2899
Round 26 | selected=[71, 77, 46, 80, 24, 78, 27, 10, 62, 1]
Round 26 | train_loss=1.3765 train_acc=0.5380 test_loss=2.1236 test_acc=0.2652
Round 27 | selected=[26, 63, 86, 35, 40, 96, 37, 95, 88, 11]
Round 27 | train_loss=1.4630 train_acc=0.5378 test_loss=2.4344 test_acc=0.2426
Round 28 | selected=[35, 45, 88, 82, 6, 74, 57, 19, 9, 14]
Round 28 | train_loss=1.7833 train_acc=0.4556 test_loss=2.0539 test_acc=0.2370
Round 29 | selected=[2, 70, 93, 43, 11, 53, 14, 52, 5, 26]
Round 29 | train_loss=1.5570 train_acc=0.4784 test_loss=1.9683 test_acc=0.2698
Round 30 | selected=[92, 29, 98, 53, 70, 77, 84, 76, 47, 35]
Round 30 | train_loss=1.4412 train_acc=0.5408 test_loss=1.8912 test_acc=0.3023
Round 31 | selected=[4, 38, 89, 35, 0, 26, 88, 10, 51, 86]
Round 31 | train_loss=1.2496 train_acc=0.5984 test_loss=1.9079 test_acc=0.2732
Round 32 | selected=[22, 73, 56, 83, 93, 76, 98, 62, 30, 77]
Round 32 | train_loss=1.5007 train_acc=0.4950 test_loss=2.0099 test_acc=0.3188
Round 33 | selected=[24, 66, 36, 74, 77, 26, 62, 43, 78, 87]
Round 33 | train_loss=1.4193 train_acc=0.5334 test_loss=1.8877 test_acc=0.2760
Round 34 | selected=[69, 33, 23, 46, 36, 41, 31, 67, 17, 34]
Round 34 | train_loss=1.2648 train_acc=0.5852 test_loss=1.7432 test_acc=0.3122
Round 35 | selected=[19, 54, 46, 53, 79, 49, 89, 41, 62, 78]
Round 35 | train_loss=1.2504 train_acc=0.5856 test_loss=2.1977 test_acc=0.2690
Round 36 | selected=[12, 46, 80, 99, 59, 9, 86, 63, 91, 62]
Round 36 | train_loss=1.5065 train_acc=0.5010 test_loss=2.2299 test_acc=0.2439
Round 37 | selected=[55, 96, 73, 92, 77, 94, 42, 75, 37, 15]
Round 37 | train_loss=1.5004 train_acc=0.4916 test_loss=1.9607 test_acc=0.2713
Round 38 | selected=[72, 54, 15, 45, 11, 52, 0, 96, 51, 66]
Round 38 | train_loss=1.3085 train_acc=0.6020 test_loss=1.7506 test_acc=0.3128
Round 39 | selected=[76, 8, 93, 73, 64, 72, 68, 11, 47, 41]
Round 39 | train_loss=1.3012 train_acc=0.5516 test_loss=1.6871 test_acc=0.3386
Round 40 | selected=[51, 34, 15, 96, 30, 25, 74, 97, 69, 58]
Round 40 | train_loss=1.3160 train_acc=0.5698 test_loss=1.7738 test_acc=0.3242
Round 41 | selected=[87, 88, 46, 50, 34, 37, 74, 16, 13, 59]
Round 41 | train_loss=1.3055 train_acc=0.5710 test_loss=1.7727 test_acc=0.2736
Round 42 | selected=[3, 67, 57, 80, 59, 94, 45, 11, 54, 77]
Round 42 | train_loss=1.3293 train_acc=0.5436 test_loss=1.8901 test_acc=0.3121
Round 43 | selected=[88, 76, 1, 11, 40, 48, 71, 28, 53, 93]
Round 43 | train_loss=1.4605 train_acc=0.5192 test_loss=1.7650 test_acc=0.3176
Round 44 | selected=[2, 13, 63, 68, 92, 96, 61, 9, 97, 8]
Round 44 | train_loss=1.3665 train_acc=0.5218 test_loss=1.6268 test_acc=0.3780
Round 45 | selected=[99, 1, 0, 85, 3, 63, 27, 88, 73, 18]
Round 45 | train_loss=1.2736 train_acc=0.5698 test_loss=1.6701 test_acc=0.3512
Round 46 | selected=[22, 76, 98, 92, 5, 77, 62, 84, 11, 89]
Round 46 | train_loss=1.3890 train_acc=0.5304 test_loss=1.9090 test_acc=0.2989
Round 47 | selected=[70, 52, 50, 60, 15, 83, 46, 63, 8, 44]
Round 47 | train_loss=1.4626 train_acc=0.5030 test_loss=1.8095 test_acc=0.3077
Round 48 | selected=[21, 47, 59, 89, 0, 68, 56, 6, 5, 4]
Round 48 | train_loss=1.3176 train_acc=0.5418 test_loss=1.8339 test_acc=0.3141
Round 49 | selected=[34, 55, 75, 57, 62, 43, 24, 86, 90, 51]
Round 49 | train_loss=1.3007 train_acc=0.5534 test_loss=1.9774 test_acc=0.2646
Round 50 | selected=[23, 45, 60, 15, 69, 14, 63, 41, 50, 89]
Round 50 | train_loss=1.4318 train_acc=0.5336 test_loss=1.8481 test_acc=0.3347
Round 51 | selected=[96, 62, 8, 74, 57, 58, 41, 38, 40, 28]
Round 51 | train_loss=1.2799 train_acc=0.5584 test_loss=1.9341 test_acc=0.2964
Round 52 | selected=[9, 3, 27, 45, 38, 21, 44, 56, 35, 14]
Round 52 | train_loss=1.3749 train_acc=0.5342 test_loss=1.6943 test_acc=0.3183
Round 53 | selected=[61, 72, 31, 22, 52, 51, 41, 96, 18, 36]
Round 53 | train_loss=1.2704 train_acc=0.5702 test_loss=1.8705 test_acc=0.2861
Round 54 | selected=[67, 23, 48, 25, 38, 30, 50, 82, 45, 75]
Round 54 | train_loss=1.3543 train_acc=0.5450 test_loss=1.9327 test_acc=0.3072
Round 55 | selected=[6, 52, 30, 25, 70, 46, 16, 31, 7, 74]
Round 55 | train_loss=1.4609 train_acc=0.5060 test_loss=1.9458 test_acc=0.3444
Round 56 | selected=[94, 48, 13, 49, 62, 22, 55, 35, 11, 7]
Round 56 | train_loss=1.4116 train_acc=0.5252 test_loss=1.8393 test_acc=0.3062
Round 57 | selected=[68, 65, 20, 60, 52, 86, 74, 1, 35, 31]
Round 57 | train_loss=1.3716 train_acc=0.5374 test_loss=1.7631 test_acc=0.3293
Round 58 | selected=[44, 13, 84, 18, 49, 94, 62, 50, 78, 75]
Round 58 | train_loss=1.4600 train_acc=0.5008 test_loss=1.8625 test_acc=0.3118
Round 59 | selected=[91, 83, 4, 23, 62, 87, 17, 99, 28, 13]
Round 59 | train_loss=1.3896 train_acc=0.5160 test_loss=1.8074 test_acc=0.3066
Round 60 | selected=[81, 64, 22, 24, 79, 7, 80, 40, 54, 61]
Round 60 | train_loss=1.3255 train_acc=0.5406 test_loss=1.7569 test_acc=0.3344
Round 61 | selected=[46, 75, 68, 80, 86, 31, 51, 85, 94, 79]
Round 61 | train_loss=1.3497 train_acc=0.5324 test_loss=2.1261 test_acc=0.2989
Round 62 | selected=[79, 10, 50, 2, 30, 53, 46, 39, 49, 99]
Round 62 | train_loss=1.3677 train_acc=0.5586 test_loss=1.7928 test_acc=0.3612
Round 63 | selected=[14, 65, 59, 56, 30, 40, 2, 87, 23, 43]
Round 63 | train_loss=1.2420 train_acc=0.6038 test_loss=1.8686 test_acc=0.3237
Round 64 | selected=[73, 94, 89, 82, 98, 96, 45, 51, 57, 63]
Round 64 | train_loss=1.3492 train_acc=0.5536 test_loss=1.7565 test_acc=0.3401
Round 65 | selected=[46, 64, 93, 53, 41, 61, 75, 96, 98, 67]
Round 65 | train_loss=1.2638 train_acc=0.5558 test_loss=1.6406 test_acc=0.3692
Round 66 | selected=[75, 98, 31, 3, 0, 48, 11, 27, 94, 87]
Round 66 | train_loss=1.3668 train_acc=0.5236 test_loss=1.9120 test_acc=0.2741
Round 67 | selected=[25, 52, 51, 7, 90, 76, 82, 44, 59, 20]
Round 67 | train_loss=1.3582 train_acc=0.5304 test_loss=1.6870 test_acc=0.3861
Round 68 | selected=[39, 0, 73, 66, 72, 70, 83, 61, 93, 98]
Round 68 | train_loss=1.2982 train_acc=0.5654 test_loss=1.7266 test_acc=0.3777
Round 69 | selected=[40, 48, 88, 99, 65, 0, 2, 24, 75, 51]
Round 69 | train_loss=1.3565 train_acc=0.5260 test_loss=1.7349 test_acc=0.3486
Round 70 | selected=[68, 39, 11, 31, 84, 71, 57, 43, 28, 79]
Round 70 | train_loss=1.3698 train_acc=0.5450 test_loss=1.6952 test_acc=0.3749
Round 71 | selected=[29, 99, 39, 75, 61, 76, 50, 40, 66, 95]
Round 71 | train_loss=1.2896 train_acc=0.5764 test_loss=1.9852 test_acc=0.3090
Round 72 | selected=[21, 86, 10, 33, 48, 5, 36, 13, 54, 46]
Round 72 | train_loss=1.2070 train_acc=0.5948 test_loss=1.6260 test_acc=0.3553
Round 73 | selected=[75, 32, 87, 86, 95, 81, 58, 94, 42, 40]
Round 73 | train_loss=1.2903 train_acc=0.5526 test_loss=1.8169 test_acc=0.3269
Round 74 | selected=[28, 21, 58, 50, 61, 81, 94, 84, 29, 72]
Round 74 | train_loss=1.2234 train_acc=0.5922 test_loss=1.6109 test_acc=0.4115
Round 75 | selected=[80, 31, 77, 0, 5, 53, 57, 78, 26, 24]
Round 75 | train_loss=1.3300 train_acc=0.5486 test_loss=2.0956 test_acc=0.2675
Round 76 | selected=[31, 74, 94, 17, 55, 16, 83, 45, 25, 61]
Round 76 | train_loss=1.2657 train_acc=0.5732 test_loss=1.6938 test_acc=0.3484
Round 77 | selected=[24, 70, 5, 28, 87, 3, 90, 4, 12, 9]
Round 77 | train_loss=1.3612 train_acc=0.5098 test_loss=1.6517 test_acc=0.3988
Round 78 | selected=[5, 74, 4, 36, 78, 87, 59, 44, 69, 10]
Round 78 | train_loss=1.2880 train_acc=0.5710 test_loss=1.6233 test_acc=0.3869
Round 79 | selected=[48, 15, 27, 10, 0, 96, 49, 81, 38, 26]
Round 79 | train_loss=1.2502 train_acc=0.5864 test_loss=1.7562 test_acc=0.3096
Round 80 | selected=[94, 56, 67, 23, 84, 87, 21, 33, 46, 29]
Round 80 | train_loss=1.1953 train_acc=0.5888 test_loss=1.6682 test_acc=0.3658
Round 81 | selected=[17, 30, 14, 4, 2, 57, 65, 13, 91, 78]
Round 81 | train_loss=1.3199 train_acc=0.5694 test_loss=1.6484 test_acc=0.3721
Round 82 | selected=[95, 43, 54, 49, 84, 67, 8, 57, 22, 56]
Round 82 | train_loss=1.2493 train_acc=0.5842 test_loss=1.6059 test_acc=0.4148
Round 83 | selected=[54, 78, 23, 44, 88, 94, 27, 90, 95, 60]
Round 83 | train_loss=1.2855 train_acc=0.5912 test_loss=1.7873 test_acc=0.3478
Round 84 | selected=[20, 27, 40, 31, 10, 55, 49, 82, 62, 72]
Round 84 | train_loss=1.3630 train_acc=0.5558 test_loss=1.7720 test_acc=0.3466
Round 85 | selected=[31, 12, 93, 78, 80, 28, 59, 89, 70, 66]
Round 85 | train_loss=1.1749 train_acc=0.6246 test_loss=1.7935 test_acc=0.3477
Round 86 | selected=[90, 73, 1, 11, 0, 15, 47, 94, 25, 55]
Round 86 | train_loss=1.2850 train_acc=0.5754 test_loss=1.7721 test_acc=0.3148
Round 87 | selected=[59, 4, 58, 37, 69, 26, 17, 44, 15, 49]
