========================================
JOB:       12005128
TASK:      28
ALGORITHM: fedadam
PARTITION: iid
SEED:      44
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-32GB
Round 0 | test_loss=3.0410 test_acc=0.1229
Round 1 | selected=[38, 24, 76, 63, 8, 52, 11, 60, 94, 16]
Round 1 | train_loss=2.3220 train_acc=0.1240 test_loss=9.4495 test_acc=0.1005
Round 2 | selected=[38, 88, 40, 98, 58, 91, 39, 56, 35, 96]
Round 2 | train_loss=2.3041 train_acc=0.2134 test_loss=2.3485 test_acc=0.1579
Round 3 | selected=[63, 8, 77, 16, 70, 81, 90, 68, 18, 54]
Round 3 | train_loss=2.0303 train_acc=0.2656 test_loss=2.2945 test_acc=0.2145
Round 4 | selected=[62, 58, 33, 61, 76, 14, 29, 71, 39, 27]
Round 4 | train_loss=1.9116 train_acc=0.3160 test_loss=3.3502 test_acc=0.2049
Round 5 | selected=[10, 71, 32, 79, 27, 87, 48, 53, 59, 76]
Round 5 | train_loss=1.8815 train_acc=0.3072 test_loss=2.1680 test_acc=0.3055
Round 6 | selected=[96, 43, 42, 70, 26, 67, 35, 12, 51, 55]
Round 6 | train_loss=1.8012 train_acc=0.3430 test_loss=1.7056 test_acc=0.3809
Round 7 | selected=[41, 62, 97, 46, 72, 24, 32, 30, 19, 21]
Round 7 | train_loss=1.7025 train_acc=0.3802 test_loss=1.7475 test_acc=0.3848
Round 8 | selected=[14, 39, 84, 69, 58, 11, 79, 44, 99, 86]
Round 8 | train_loss=1.6806 train_acc=0.3778 test_loss=1.6383 test_acc=0.4060
Round 9 | selected=[65, 67, 19, 15, 83, 72, 91, 25, 0, 3]
Round 9 | train_loss=1.6022 train_acc=0.4052 test_loss=1.6705 test_acc=0.4000
Round 10 | selected=[41, 79, 99, 18, 46, 7, 20, 74, 73, 33]
Round 10 | train_loss=1.5902 train_acc=0.4180 test_loss=1.5978 test_acc=0.4188
Round 11 | selected=[26, 48, 65, 63, 77, 20, 12, 81, 83, 30]
Round 11 | train_loss=1.5677 train_acc=0.4182 test_loss=1.4811 test_acc=0.4561
Round 12 | selected=[17, 12, 30, 9, 67, 97, 87, 35, 65, 14]
Round 12 | train_loss=1.5311 train_acc=0.4400 test_loss=1.4522 test_acc=0.4679
Round 13 | selected=[38, 49, 87, 82, 5, 97, 31, 93, 80, 58]
Round 13 | train_loss=1.5084 train_acc=0.4526 test_loss=1.4660 test_acc=0.4671
Round 14 | selected=[76, 65, 90, 20, 87, 52, 7, 28, 4, 81]
Round 14 | train_loss=1.4598 train_acc=0.4626 test_loss=1.4749 test_acc=0.4650
Round 15 | selected=[67, 29, 12, 96, 70, 48, 17, 83, 93, 62]
Round 15 | train_loss=1.4263 train_acc=0.4794 test_loss=1.5013 test_acc=0.4649
Round 16 | selected=[31, 16, 28, 87, 57, 21, 71, 24, 37, 83]
Round 16 | train_loss=1.4562 train_acc=0.4676 test_loss=1.3966 test_acc=0.4987
Round 17 | selected=[11, 21, 65, 34, 43, 10, 99, 71, 40, 14]
Round 17 | train_loss=1.4318 train_acc=0.4838 test_loss=1.3384 test_acc=0.5151
Round 18 | selected=[49, 17, 56, 0, 16, 99, 80, 6, 44, 40]
Round 18 | train_loss=1.3672 train_acc=0.4960 test_loss=1.3297 test_acc=0.5194
Round 19 | selected=[70, 38, 57, 98, 74, 14, 71, 81, 28, 97]
Round 19 | train_loss=1.3487 train_acc=0.5090 test_loss=1.3274 test_acc=0.5139
Round 20 | selected=[1, 16, 49, 67, 22, 27, 88, 76, 21, 15]
Round 20 | train_loss=1.3266 train_acc=0.5132 test_loss=1.3007 test_acc=0.5221
Round 21 | selected=[83, 43, 56, 50, 16, 18, 32, 15, 74, 62]
Round 21 | train_loss=1.3100 train_acc=0.5228 test_loss=1.3137 test_acc=0.5327
Round 22 | selected=[24, 34, 96, 18, 44, 92, 8, 32, 95, 90]
Round 22 | train_loss=1.3232 train_acc=0.5204 test_loss=1.3206 test_acc=0.5404
Round 23 | selected=[64, 65, 0, 57, 52, 97, 73, 19, 58, 4]
Round 23 | train_loss=1.2662 train_acc=0.5420 test_loss=1.2210 test_acc=0.5685
Round 24 | selected=[19, 94, 23, 25, 64, 77, 8, 81, 41, 10]
Round 24 | train_loss=1.2890 train_acc=0.5324 test_loss=1.1885 test_acc=0.5761
Round 25 | selected=[70, 34, 47, 84, 12, 40, 32, 64, 18, 83]
Round 25 | train_loss=1.2521 train_acc=0.5414 test_loss=1.1635 test_acc=0.5891
Round 26 | selected=[43, 79, 40, 96, 47, 24, 64, 11, 48, 42]
Round 26 | train_loss=1.2301 train_acc=0.5582 test_loss=1.1280 test_acc=0.5978
Round 27 | selected=[67, 41, 12, 54, 98, 21, 83, 13, 30, 1]
Round 27 | train_loss=1.2193 train_acc=0.5598 test_loss=1.1362 test_acc=0.5929
Round 28 | selected=[92, 72, 96, 76, 33, 15, 30, 46, 74, 23]
Round 28 | train_loss=1.2323 train_acc=0.5612 test_loss=1.1338 test_acc=0.5912
Round 29 | selected=[82, 77, 28, 32, 37, 26, 55, 67, 71, 44]
Round 29 | train_loss=1.1956 train_acc=0.5740 test_loss=1.2341 test_acc=0.5579
Round 30 | selected=[31, 96, 80, 66, 34, 26, 33, 3, 52, 11]
Round 30 | train_loss=1.1873 train_acc=0.5706 test_loss=1.1805 test_acc=0.5788
Round 31 | selected=[58, 10, 95, 55, 69, 25, 1, 13, 77, 65]
Round 31 | train_loss=1.1692 train_acc=0.5764 test_loss=1.0708 test_acc=0.6162
Round 32 | selected=[53, 30, 66, 76, 6, 85, 81, 48, 54, 5]
Round 32 | train_loss=1.1658 train_acc=0.5938 test_loss=1.1260 test_acc=0.6062
Round 33 | selected=[91, 75, 14, 11, 33, 80, 8, 47, 82, 37]
Round 33 | train_loss=1.1521 train_acc=0.5784 test_loss=1.1246 test_acc=0.6033
Round 34 | selected=[54, 94, 5, 99, 64, 91, 80, 62, 36, 52]
Round 34 | train_loss=1.0897 train_acc=0.6062 test_loss=1.1081 test_acc=0.6049
Round 35 | selected=[5, 20, 50, 98, 84, 74, 51, 91, 44, 78]
Round 35 | train_loss=1.0920 train_acc=0.6072 test_loss=1.0980 test_acc=0.6076
Round 36 | selected=[78, 31, 53, 12, 21, 49, 76, 46, 80, 2]
