========================================
JOB:       12009446
TASK:      53
ALGORITHM: fedprox
PARTITION: alpha1
SEED:      46
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-32GB
Round 0 | test_loss=3.1277 test_acc=0.0954
Round 1 | selected=[20, 26, 83, 93, 7, 60, 52, 24, 45, 13]
Round 1 | train_loss=2.1414 train_acc=0.2384 test_loss=2.3464 test_acc=0.1358
Round 2 | selected=[5, 81, 53, 62, 47, 68, 49, 77, 66, 75]
Round 2 | train_loss=2.1019 train_acc=0.2758 test_loss=2.3831 test_acc=0.1529
Round 3 | selected=[30, 93, 0, 98, 81, 24, 18, 94, 80, 23]
Round 3 | train_loss=2.0741 train_acc=0.3212 test_loss=2.4224 test_acc=0.1992
Round 4 | selected=[68, 96, 87, 66, 5, 62, 61, 57, 80, 99]
Round 4 | train_loss=2.1134 train_acc=0.3258 test_loss=2.5611 test_acc=0.2240
Round 5 | selected=[43, 63, 24, 13, 36, 72, 18, 51, 46, 15]
Round 5 | train_loss=2.0262 train_acc=0.3540 test_loss=2.4648 test_acc=0.1990
Round 6 | selected=[93, 15, 46, 55, 45, 4, 23, 83, 27, 40]
Round 6 | train_loss=1.9428 train_acc=0.3462 test_loss=1.9498 test_acc=0.2446
Round 7 | selected=[18, 23, 22, 31, 88, 68, 42, 38, 92, 98]
Round 7 | train_loss=1.6912 train_acc=0.3876 test_loss=2.1025 test_acc=0.2687
Round 8 | selected=[85, 34, 62, 61, 35, 72, 26, 71, 28, 9]
Round 8 | train_loss=1.8354 train_acc=0.3634 test_loss=2.3344 test_acc=0.2342
Round 9 | selected=[59, 12, 51, 64, 11, 73, 8, 38, 31, 63]
Round 9 | train_loss=1.7163 train_acc=0.3990 test_loss=2.3127 test_acc=0.2190
Round 10 | selected=[65, 57, 19, 80, 71, 67, 32, 59, 47, 58]
Round 10 | train_loss=1.8367 train_acc=0.3846 test_loss=1.9831 test_acc=0.2724
Round 11 | selected=[1, 49, 56, 28, 42, 16, 35, 11, 40, 61]
Round 11 | train_loss=1.7493 train_acc=0.3688 test_loss=1.9507 test_acc=0.2687
Round 12 | selected=[71, 22, 31, 34, 4, 78, 38, 11, 55, 82]
Round 12 | train_loss=1.7147 train_acc=0.4004 test_loss=2.3232 test_acc=0.2571
Round 13 | selected=[12, 80, 53, 65, 90, 75, 5, 16, 10, 43]
Round 13 | train_loss=1.6964 train_acc=0.4416 test_loss=1.9937 test_acc=0.2728
Round 14 | selected=[32, 76, 31, 47, 99, 18, 53, 8, 65, 51]
Round 14 | train_loss=1.6945 train_acc=0.4114 test_loss=1.8907 test_acc=0.2849
Round 15 | selected=[71, 40, 96, 38, 82, 7, 28, 24, 55, 13]
Round 15 | train_loss=1.6764 train_acc=0.3984 test_loss=1.9772 test_acc=0.2609
Round 16 | selected=[53, 33, 17, 23, 30, 28, 65, 13, 92, 19]
Round 16 | train_loss=1.6636 train_acc=0.4016 test_loss=1.9839 test_acc=0.2814
Round 17 | selected=[77, 54, 38, 21, 13, 2, 72, 51, 28, 66]
Round 17 | train_loss=1.7554 train_acc=0.4004 test_loss=1.9099 test_acc=0.3246
Round 18 | selected=[20, 65, 44, 11, 51, 22, 72, 37, 35, 96]
Round 18 | train_loss=1.6631 train_acc=0.4056 test_loss=1.8696 test_acc=0.3175
Round 19 | selected=[10, 94, 29, 60, 99, 16, 92, 35, 54, 96]
Round 19 | train_loss=1.5266 train_acc=0.4518 test_loss=1.9208 test_acc=0.3090
Round 20 | selected=[47, 20, 53, 40, 37, 75, 48, 27, 94, 4]
Round 20 | train_loss=1.6926 train_acc=0.4036 test_loss=1.8195 test_acc=0.3064
Round 21 | selected=[87, 63, 53, 36, 77, 37, 11, 24, 70, 28]
Round 21 | train_loss=1.6168 train_acc=0.4264 test_loss=1.6380 test_acc=0.3814
Round 22 | selected=[19, 94, 3, 74, 10, 66, 12, 15, 34, 96]
Round 22 | train_loss=1.5446 train_acc=0.4438 test_loss=1.7722 test_acc=0.3308
Round 23 | selected=[21, 65, 82, 31, 87, 4, 24, 43, 1, 37]
Round 23 | train_loss=1.5893 train_acc=0.4338 test_loss=1.8555 test_acc=0.3304
Round 24 | selected=[80, 26, 7, 40, 51, 3, 38, 69, 81, 6]
Round 24 | train_loss=1.6387 train_acc=0.4384 test_loss=1.7818 test_acc=0.3387
Round 25 | selected=[67, 33, 68, 23, 69, 46, 84, 74, 17, 39]
Round 25 | train_loss=1.6384 train_acc=0.4332 test_loss=1.8374 test_acc=0.3061
Round 26 | selected=[35, 73, 94, 20, 13, 11, 29, 70, 87, 55]
Round 26 | train_loss=1.5312 train_acc=0.4704 test_loss=2.0361 test_acc=0.3479
Round 27 | selected=[36, 34, 32, 97, 17, 73, 92, 31, 65, 22]
Round 27 | train_loss=1.6421 train_acc=0.4312 test_loss=1.9518 test_acc=0.3161
Round 28 | selected=[55, 47, 35, 83, 29, 69, 49, 84, 52, 80]
Round 28 | train_loss=1.6020 train_acc=0.4458 test_loss=2.1530 test_acc=0.3351
Round 29 | selected=[64, 84, 49, 55, 35, 88, 37, 68, 51, 77]
Round 29 | train_loss=1.5945 train_acc=0.4534 test_loss=1.7360 test_acc=0.3672
Round 30 | selected=[44, 58, 83, 37, 38, 24, 16, 86, 19, 97]
Round 30 | train_loss=1.4595 train_acc=0.4852 test_loss=1.6336 test_acc=0.3742
Round 31 | selected=[91, 12, 26, 97, 28, 19, 27, 29, 50, 37]
Round 31 | train_loss=1.5334 train_acc=0.4518 test_loss=1.8868 test_acc=0.3248
Round 32 | selected=[18, 48, 87, 47, 37, 8, 99, 29, 42, 27]
Round 32 | train_loss=1.4548 train_acc=0.4980 test_loss=1.6433 test_acc=0.3720
Round 33 | selected=[91, 10, 70, 33, 85, 48, 46, 36, 44, 68]
Round 33 | train_loss=1.5139 train_acc=0.4622 test_loss=1.8720 test_acc=0.3651
Round 34 | selected=[15, 77, 58, 63, 47, 18, 34, 98, 25, 97]
Round 34 | train_loss=1.6221 train_acc=0.4588 test_loss=1.6305 test_acc=0.3806
Round 35 | selected=[95, 82, 19, 77, 83, 25, 30, 0, 87, 69]
Round 35 | train_loss=1.6433 train_acc=0.4262 test_loss=1.7465 test_acc=0.3571
Round 36 | selected=[57, 41, 2, 99, 9, 38, 87, 39, 80, 48]
Round 36 | train_loss=1.4878 train_acc=0.4904 test_loss=1.7776 test_acc=0.3760
Round 37 | selected=[6, 47, 4, 5, 82, 33, 91, 38, 59, 98]
Round 37 | train_loss=1.5022 train_acc=0.4726 test_loss=1.6623 test_acc=0.3968
Round 38 | selected=[8, 30, 11, 0, 86, 68, 93, 67, 60, 40]
Round 38 | train_loss=1.5002 train_acc=0.4752 test_loss=1.6911 test_acc=0.3502
Round 39 | selected=[5, 84, 28, 83, 34, 74, 2, 3, 53, 50]
Round 39 | train_loss=1.5145 train_acc=0.4672 test_loss=1.6327 test_acc=0.3915
Round 40 | selected=[10, 22, 74, 23, 38, 30, 0, 93, 44, 57]
Round 40 | train_loss=1.4765 train_acc=0.4818 test_loss=1.6775 test_acc=0.3887
Round 41 | selected=[67, 8, 13, 28, 34, 37, 77, 14, 49, 47]
Round 41 | train_loss=1.4991 train_acc=0.4808 test_loss=1.7188 test_acc=0.3576
Round 42 | selected=[86, 57, 24, 4, 23, 55, 94, 59, 50, 21]
Round 42 | train_loss=1.5274 train_acc=0.4608 test_loss=1.9465 test_acc=0.3653
Round 43 | selected=[17, 72, 35, 18, 5, 86, 95, 23, 77, 25]
Round 43 | train_loss=1.5261 train_acc=0.4748 test_loss=1.7742 test_acc=0.3845
Round 44 | selected=[54, 13, 62, 81, 94, 17, 47, 22, 50, 21]
Round 44 | train_loss=1.5508 train_acc=0.4648 test_loss=1.5725 test_acc=0.4154
Round 45 | selected=[4, 35, 52, 85, 71, 51, 61, 3, 72, 91]
Round 45 | train_loss=1.4582 train_acc=0.4846 test_loss=1.6607 test_acc=0.4176
Round 46 | selected=[32, 47, 83, 65, 75, 56, 4, 51, 52, 79]
Round 46 | train_loss=1.5377 train_acc=0.4678 test_loss=1.5960 test_acc=0.3880
Round 47 | selected=[50, 13, 94, 72, 14, 31, 27, 97, 9, 59]
Round 47 | train_loss=1.3983 train_acc=0.5022 test_loss=1.5461 test_acc=0.4150
Round 48 | selected=[59, 80, 54, 0, 68, 39, 88, 72, 42, 5]
Round 48 | train_loss=1.4145 train_acc=0.4978 test_loss=1.6428 test_acc=0.4153
Round 49 | selected=[45, 33, 23, 97, 88, 1, 0, 58, 21, 74]
