========================================
JOB:       12004247
TASK:      19
ALGORITHM: fedavg
PARTITION: alpha01
SEED:      44
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-32GB
Round 0 | test_loss=3.0410 test_acc=0.1229
Round 1 | selected=[38, 24, 76, 63, 8, 52, 11, 60, 94, 16]
Round 1 | train_loss=1.2966 train_acc=0.7036 test_loss=2.9530 test_acc=0.1000
Round 2 | selected=[38, 88, 40, 98, 58, 91, 39, 56, 35, 96]
Round 2 | train_loss=1.9533 train_acc=0.5626 test_loss=3.7264 test_acc=0.1629
Round 3 | selected=[63, 8, 77, 16, 70, 81, 90, 68, 18, 54]
Round 3 | train_loss=1.6934 train_acc=0.5820 test_loss=4.4007 test_acc=0.1000
Round 4 | selected=[62, 58, 33, 61, 76, 14, 29, 71, 39, 27]
Round 4 | train_loss=1.9948 train_acc=0.5844 test_loss=4.3656 test_acc=0.1471
Round 5 | selected=[10, 71, 32, 79, 27, 87, 48, 53, 59, 76]
Round 5 | train_loss=1.8648 train_acc=0.5662 test_loss=4.3383 test_acc=0.1491
Round 6 | selected=[96, 43, 42, 70, 26, 67, 35, 12, 51, 55]
Round 6 | train_loss=2.0466 train_acc=0.5234 test_loss=3.3115 test_acc=0.1705
Round 7 | selected=[41, 62, 97, 46, 72, 24, 32, 30, 19, 21]
Round 7 | train_loss=1.3926 train_acc=0.6278 test_loss=4.2188 test_acc=0.1003
Round 8 | selected=[14, 39, 84, 69, 58, 11, 79, 44, 99, 86]
Round 8 | train_loss=1.7771 train_acc=0.5588 test_loss=3.8510 test_acc=0.1048
Round 9 | selected=[65, 67, 19, 15, 83, 72, 91, 25, 0, 3]
Round 9 | train_loss=2.3027 train_acc=0.5020 test_loss=3.0274 test_acc=0.1276
Round 10 | selected=[41, 79, 99, 18, 46, 7, 20, 74, 73, 33]
Round 10 | train_loss=1.6591 train_acc=0.5700 test_loss=2.4139 test_acc=0.1911
Round 11 | selected=[26, 48, 65, 63, 77, 20, 12, 81, 83, 30]
Round 11 | train_loss=1.3040 train_acc=0.6696 test_loss=2.4689 test_acc=0.1634
Round 12 | selected=[17, 12, 30, 9, 67, 97, 87, 35, 65, 14]
Round 12 | train_loss=1.2564 train_acc=0.5862 test_loss=2.5809 test_acc=0.1725
Round 13 | selected=[38, 49, 87, 82, 5, 97, 31, 93, 80, 58]
Round 13 | train_loss=1.5496 train_acc=0.5528 test_loss=2.6404 test_acc=0.1000
Round 14 | selected=[76, 65, 90, 20, 87, 52, 7, 28, 4, 81]
Round 14 | train_loss=1.2875 train_acc=0.6258 test_loss=2.7221 test_acc=0.1121
Round 15 | selected=[67, 29, 12, 96, 70, 48, 17, 83, 93, 62]
Round 15 | train_loss=1.8987 train_acc=0.4680 test_loss=2.3010 test_acc=0.2042
Round 16 | selected=[31, 16, 28, 87, 57, 21, 71, 24, 37, 83]
Round 16 | train_loss=1.1907 train_acc=0.6664 test_loss=2.3956 test_acc=0.1542
Round 17 | selected=[11, 21, 65, 34, 43, 10, 99, 71, 40, 14]
Round 17 | train_loss=1.1118 train_acc=0.6594 test_loss=2.2774 test_acc=0.2057
Round 18 | selected=[49, 17, 56, 0, 16, 99, 80, 6, 44, 40]
Round 18 | train_loss=1.2346 train_acc=0.6292 test_loss=2.2196 test_acc=0.1423
Round 19 | selected=[70, 38, 57, 98, 74, 14, 71, 81, 28, 97]
Round 19 | train_loss=1.3516 train_acc=0.5820 test_loss=2.2613 test_acc=0.1746
Round 20 | selected=[1, 16, 49, 67, 22, 27, 88, 76, 21, 15]
Round 20 | train_loss=1.4228 train_acc=0.5594 test_loss=2.4127 test_acc=0.1548
Round 21 | selected=[83, 43, 56, 50, 16, 18, 32, 15, 74, 62]
Round 21 | train_loss=1.3272 train_acc=0.5780 test_loss=2.2466 test_acc=0.2050
Round 22 | selected=[24, 34, 96, 18, 44, 92, 8, 32, 95, 90]
Round 22 | train_loss=1.3571 train_acc=0.5528 test_loss=2.2877 test_acc=0.2059
Round 23 | selected=[64, 65, 0, 57, 52, 97, 73, 19, 58, 4]
Round 23 | train_loss=1.1516 train_acc=0.6304 test_loss=2.7081 test_acc=0.1127
Round 24 | selected=[19, 94, 23, 25, 64, 77, 8, 81, 41, 10]
Round 24 | train_loss=1.4342 train_acc=0.5532 test_loss=2.4813 test_acc=0.1839
Round 25 | selected=[70, 34, 47, 84, 12, 40, 32, 64, 18, 83]
Round 25 | train_loss=1.3310 train_acc=0.5966 test_loss=2.3048 test_acc=0.1927
Round 26 | selected=[43, 79, 40, 96, 47, 24, 64, 11, 48, 42]
Round 26 | train_loss=1.2949 train_acc=0.5950 test_loss=2.4167 test_acc=0.1823
Round 27 | selected=[67, 41, 12, 54, 98, 21, 83, 13, 30, 1]
Round 27 | train_loss=1.3183 train_acc=0.5946 test_loss=2.2576 test_acc=0.1721
Round 28 | selected=[92, 72, 96, 76, 33, 15, 30, 46, 74, 23]
Round 28 | train_loss=1.3537 train_acc=0.5956 test_loss=2.1744 test_acc=0.1827
Round 29 | selected=[82, 77, 28, 32, 37, 26, 55, 67, 71, 44]
Round 29 | train_loss=1.3302 train_acc=0.5594 test_loss=2.2652 test_acc=0.1688
Round 30 | selected=[31, 96, 80, 66, 34, 26, 33, 3, 52, 11]
Round 30 | train_loss=1.1397 train_acc=0.6404 test_loss=2.3066 test_acc=0.1927
Round 31 | selected=[58, 10, 95, 55, 69, 25, 1, 13, 77, 65]
Round 31 | train_loss=1.2290 train_acc=0.5736 test_loss=2.3148 test_acc=0.2046
Round 32 | selected=[53, 30, 66, 76, 6, 85, 81, 48, 54, 5]
Round 32 | train_loss=1.2414 train_acc=0.6110 test_loss=2.3975 test_acc=0.2043
Round 33 | selected=[91, 75, 14, 11, 33, 80, 8, 47, 82, 37]
Round 33 | train_loss=1.4304 train_acc=0.5716 test_loss=2.3624 test_acc=0.2222
Round 34 | selected=[54, 94, 5, 99, 64, 91, 80, 62, 36, 52]
Round 34 | train_loss=1.3563 train_acc=0.5802 test_loss=2.4489 test_acc=0.1827
Round 35 | selected=[5, 20, 50, 98, 84, 74, 51, 91, 44, 78]
Round 35 | train_loss=1.4570 train_acc=0.5290 test_loss=2.4317 test_acc=0.1605
Round 36 | selected=[78, 31, 53, 12, 21, 49, 76, 46, 80, 2]
Round 36 | train_loss=1.2348 train_acc=0.5996 test_loss=2.3300 test_acc=0.1334
Round 37 | selected=[61, 19, 23, 45, 12, 65, 27, 39, 85, 24]
Round 37 | train_loss=1.3235 train_acc=0.6062 test_loss=2.1574 test_acc=0.1911
Round 38 | selected=[24, 92, 93, 64, 44, 89, 42, 35, 45, 20]
