========================================
JOB:       12001705
TASK:      7
ALGORITHM: fedprox
PARTITION: alpha01
SEED:      42
GPU:       0
========================================
Device: cuda
GPU: NVIDIA A100-SXM4-80GB
Round 0 | test_loss=3.2142 test_acc=0.1000
Round 1 | selected=[96, 71, 8, 60, 41, 94, 68, 9, 19, 82]
Round 1 | train_loss=1.2555 train_acc=0.5840 test_loss=2.6701 test_acc=0.1086
Round 2 | selected=[75, 39, 34, 62, 81, 17, 40, 46, 54, 88]
Round 2 | train_loss=1.7602 train_acc=0.5782 test_loss=3.9994 test_acc=0.1329
Round 3 | selected=[66, 71, 25, 44, 34, 15, 58, 89, 95, 6]
Round 3 | train_loss=2.4656 train_acc=0.5474 test_loss=8.5443 test_acc=0.1000
Round 4 | selected=[93, 40, 70, 32, 63, 68, 35, 90, 14, 86]
Round 4 | train_loss=1.9775 train_acc=0.5802 test_loss=9.5932 test_acc=0.1000
Round 5 | selected=[70, 81, 20, 62, 89, 98, 41, 15, 52, 30]
Round 5 | train_loss=2.8497 train_acc=0.4776 test_loss=6.6187 test_acc=0.0945
Round 6 | selected=[63, 26, 0, 19, 22, 13, 59, 79, 99, 78]
Round 6 | train_loss=1.5251 train_acc=0.6436 test_loss=3.9151 test_acc=0.1299
Round 7 | selected=[23, 65, 52, 3, 42, 13, 47, 46, 10, 64]
Round 7 | train_loss=1.7327 train_acc=0.5210 test_loss=3.6746 test_acc=0.1561
Round 8 | selected=[33, 56, 28, 96, 27, 73, 50, 42, 21, 2]
Round 8 | train_loss=1.7358 train_acc=0.5242 test_loss=3.4342 test_acc=0.1000
Round 9 | selected=[76, 40, 66, 48, 83, 27, 53, 98, 62, 11]
Round 9 | train_loss=1.6022 train_acc=0.6024 test_loss=3.3405 test_acc=0.1077
Round 10 | selected=[15, 88, 49, 93, 8, 67, 65, 68, 43, 70]
Round 10 | train_loss=1.5309 train_acc=0.5564 test_loss=2.6189 test_acc=0.1766
Round 11 | selected=[33, 62, 8, 11, 57, 56, 91, 96, 98, 34]
Round 11 | train_loss=1.3035 train_acc=0.6166 test_loss=2.4303 test_acc=0.1725
Round 12 | selected=[70, 26, 66, 95, 7, 9, 42, 74, 24, 44]
Round 12 | train_loss=1.2210 train_acc=0.6014 test_loss=2.4149 test_acc=0.1539
Round 13 | selected=[47, 70, 65, 43, 99, 49, 1, 16, 72, 80]
Round 13 | train_loss=1.3512 train_acc=0.5684 test_loss=2.7499 test_acc=0.1376
Round 14 | selected=[37, 64, 3, 16, 31, 14, 18, 46, 67, 72]
Round 14 | train_loss=1.4414 train_acc=0.5144 test_loss=2.5626 test_acc=0.1266
Round 15 | selected=[55, 14, 2, 48, 56, 31, 41, 40, 93, 28]
Round 15 | train_loss=1.2918 train_acc=0.6302 test_loss=2.2116 test_acc=0.1838
Round 16 | selected=[53, 44, 54, 32, 25, 85, 14, 50, 93, 77]
Round 16 | train_loss=1.0753 train_acc=0.7026 test_loss=2.8512 test_acc=0.1454
Round 17 | selected=[99, 29, 49, 12, 52, 64, 65, 11, 10, 28]
Round 17 | train_loss=1.3409 train_acc=0.5884 test_loss=2.4580 test_acc=0.1765
Round 18 | selected=[21, 83, 30, 22, 13, 89, 97, 53, 3, 36]
Round 18 | train_loss=1.2260 train_acc=0.6534 test_loss=2.2720 test_acc=0.2137
Round 19 | selected=[52, 47, 4, 89, 94, 56, 17, 16, 24, 84]
Round 19 | train_loss=1.5334 train_acc=0.4970 test_loss=2.4993 test_acc=0.1265
Round 20 | selected=[49, 45, 20, 2, 76, 81, 33, 83, 10, 30]
Round 20 | train_loss=1.5036 train_acc=0.4948 test_loss=3.4250 test_acc=0.1346
Round 21 | selected=[98, 15, 22, 0, 11, 6, 3, 88, 86, 81]
Round 21 | train_loss=1.6174 train_acc=0.5116 test_loss=2.6283 test_acc=0.2229
Round 22 | selected=[48, 92, 30, 72, 47, 93, 42, 14, 91, 28]
Round 22 | train_loss=1.1833 train_acc=0.6820 test_loss=2.5099 test_acc=0.1595
Round 23 | selected=[86, 65, 85, 46, 19, 72, 55, 80, 40, 26]
Round 23 | train_loss=1.4021 train_acc=0.5364 test_loss=2.5992 test_acc=0.1482
Round 24 | selected=[91, 65, 7, 84, 49, 12, 47, 36, 28, 31]
Round 24 | train_loss=1.2761 train_acc=0.5960 test_loss=2.2857 test_acc=0.2545
Round 25 | selected=[13, 78, 9, 41, 0, 68, 72, 96, 95, 58]
Round 25 | train_loss=1.4319 train_acc=0.5600 test_loss=2.1559 test_acc=0.2287
Round 26 | selected=[71, 77, 46, 80, 24, 78, 27, 10, 62, 1]
Round 26 | train_loss=1.4297 train_acc=0.5066 test_loss=2.3087 test_acc=0.2404
Round 27 | selected=[26, 63, 86, 35, 40, 96, 37, 95, 88, 11]
Round 27 | train_loss=1.3666 train_acc=0.5580 test_loss=2.1522 test_acc=0.2141
Round 28 | selected=[35, 45, 88, 82, 6, 74, 57, 19, 9, 14]
Round 28 | train_loss=1.2278 train_acc=0.6230 test_loss=2.1276 test_acc=0.2282
Round 29 | selected=[2, 70, 93, 43, 11, 53, 14, 52, 5, 26]
Round 29 | train_loss=1.1937 train_acc=0.6294 test_loss=2.2213 test_acc=0.2431
Round 30 | selected=[92, 29, 98, 53, 70, 77, 84, 76, 47, 35]
Round 30 | train_loss=1.2762 train_acc=0.6048 test_loss=2.1465 test_acc=0.2257
Round 31 | selected=[4, 38, 89, 35, 0, 26, 88, 10, 51, 86]
Round 31 | train_loss=1.3319 train_acc=0.5548 test_loss=2.2847 test_acc=0.1396
Round 32 | selected=[22, 73, 56, 83, 93, 76, 98, 62, 30, 77]
Round 32 | train_loss=1.2680 train_acc=0.6074 test_loss=2.0085 test_acc=0.2488
Round 33 | selected=[24, 66, 36, 74, 77, 26, 62, 43, 78, 87]
Round 33 | train_loss=1.2231 train_acc=0.6410 test_loss=2.4228 test_acc=0.1888
