========================================
JOB:       12008251
TASK:      44
ALGORITHM: fedadam
PARTITION: iid
SEED:      45
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-32GB
Round 0 | test_loss=2.8279 test_acc=0.0938
Round 1 | selected=[84, 96, 49, 52, 68, 55, 73, 51, 79, 50]
Round 1 | train_loss=2.3511 train_acc=0.1186 test_loss=7.5664 test_acc=0.1000
Round 2 | selected=[61, 70, 47, 11, 92, 52, 58, 77, 79, 57]
Round 2 | train_loss=2.3944 train_acc=0.1906 test_loss=2.3845 test_acc=0.1909
Round 3 | selected=[68, 28, 99, 76, 4, 11, 39, 98, 40, 5]
Round 3 | train_loss=2.0917 train_acc=0.2226 test_loss=3.0778 test_acc=0.2064
Round 4 | selected=[26, 11, 9, 16, 70, 81, 96, 73, 29, 19]
Round 4 | train_loss=1.9948 train_acc=0.2668 test_loss=1.9417 test_acc=0.3196
Round 5 | selected=[11, 19, 35, 99, 1, 3, 45, 97, 31, 91]
Round 5 | train_loss=1.8192 train_acc=0.3150 test_loss=1.8405 test_acc=0.3544
Round 6 | selected=[65, 92, 81, 94, 48, 86, 77, 43, 30, 68]
Round 6 | train_loss=1.7921 train_acc=0.3286 test_loss=1.7563 test_acc=0.3515
Round 7 | selected=[35, 74, 98, 56, 37, 62, 89, 49, 80, 13]
Round 7 | train_loss=1.7238 train_acc=0.3614 test_loss=1.8159 test_acc=0.3841
Round 8 | selected=[29, 13, 46, 2, 67, 30, 38, 4, 60, 73]
Round 8 | train_loss=1.6656 train_acc=0.3878 test_loss=1.9340 test_acc=0.3636
Round 9 | selected=[69, 44, 76, 74, 34, 79, 22, 60, 16, 15]
Round 9 | train_loss=1.6222 train_acc=0.4018 test_loss=1.6870 test_acc=0.4110
Round 10 | selected=[8, 64, 44, 23, 48, 9, 69, 1, 29, 86]
Round 10 | train_loss=1.5877 train_acc=0.4176 test_loss=1.5761 test_acc=0.4161
Round 11 | selected=[73, 27, 86, 10, 22, 92, 9, 36, 43, 21]
Round 11 | train_loss=1.5577 train_acc=0.4288 test_loss=1.5940 test_acc=0.4188
Round 12 | selected=[19, 10, 46, 11, 4, 42, 16, 99, 96, 21]
Round 12 | train_loss=1.5472 train_acc=0.4368 test_loss=1.5319 test_acc=0.4429
Round 13 | selected=[31, 94, 27, 21, 48, 46, 69, 72, 24, 19]
Round 13 | train_loss=1.5209 train_acc=0.4298 test_loss=1.4456 test_acc=0.4730
Round 14 | selected=[25, 64, 96, 46, 42, 85, 98, 20, 65, 89]
Round 14 | train_loss=1.4713 train_acc=0.4576 test_loss=1.4529 test_acc=0.4709
Round 15 | selected=[94, 59, 89, 13, 76, 48, 39, 55, 44, 60]
Round 15 | train_loss=1.4351 train_acc=0.4718 test_loss=1.4269 test_acc=0.4968
Round 16 | selected=[44, 33, 28, 69, 36, 32, 46, 3, 35, 5]
Round 16 | train_loss=1.3780 train_acc=0.5024 test_loss=1.4556 test_acc=0.4849
Round 17 | selected=[56, 86, 33, 90, 8, 44, 94, 74, 83, 93]
Round 17 | train_loss=1.4079 train_acc=0.4840 test_loss=1.3455 test_acc=0.5136
Round 18 | selected=[37, 96, 61, 80, 73, 86, 52, 2, 81, 38]
Round 18 | train_loss=1.3839 train_acc=0.4936 test_loss=1.3555 test_acc=0.5115
