========================================
JOB:       12004100
TASK:      15
ALGORITHM: fedadam
PARTITION: alpha01
SEED:      43
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-32GB
Round 0 | test_loss=2.8590 test_acc=0.1084
Round 1 | selected=[45, 82, 4, 54, 60, 98, 1, 26, 37, 58]
Round 1 | train_loss=1.3588 train_acc=0.6116 test_loss=3.2322 test_acc=0.1000
Round 2 | selected=[98, 18, 76, 36, 27, 13, 88, 41, 89, 84]
Round 2 | train_loss=1.3071 train_acc=0.5802 test_loss=2.3735 test_acc=0.1622
Round 3 | selected=[49, 78, 43, 90, 96, 45, 58, 36, 69, 94]
Round 3 | train_loss=1.1996 train_acc=0.6260 test_loss=2.4066 test_acc=0.1709
Round 4 | selected=[67, 79, 53, 5, 31, 11, 59, 99, 9, 28]
Round 4 | train_loss=1.1296 train_acc=0.6652 test_loss=2.4399 test_acc=0.1932
Round 5 | selected=[52, 9, 39, 27, 68, 31, 25, 58, 3, 95]
Round 5 | train_loss=1.2464 train_acc=0.6144 test_loss=2.6016 test_acc=0.2054
Round 6 | selected=[26, 64, 42, 36, 16, 77, 7, 22, 20, 31]
Round 6 | train_loss=1.1724 train_acc=0.6708 test_loss=2.2337 test_acc=0.2503
Round 7 | selected=[12, 64, 62, 75, 73, 84, 79, 40, 32, 52]
Round 7 | train_loss=1.0111 train_acc=0.7122 test_loss=2.1593 test_acc=0.2439
Round 8 | selected=[48, 84, 78, 81, 73, 93, 51, 12, 16, 66]
Round 8 | train_loss=1.1436 train_acc=0.6164 test_loss=2.1288 test_acc=0.2755
Round 9 | selected=[59, 44, 87, 73, 64, 76, 16, 97, 39, 99]
Round 9 | train_loss=1.1286 train_acc=0.6202 test_loss=2.3521 test_acc=0.2806
Round 10 | selected=[66, 45, 67, 21, 94, 50, 49, 73, 97, 28]
Round 10 | train_loss=1.1854 train_acc=0.6566 test_loss=2.0227 test_acc=0.3168
Round 11 | selected=[71, 91, 81, 50, 27, 52, 61, 25, 63, 75]
Round 11 | train_loss=1.1870 train_acc=0.6532 test_loss=1.9772 test_acc=0.3219
Round 12 | selected=[78, 91, 66, 74, 93, 33, 92, 18, 68, 20]
Round 12 | train_loss=1.0509 train_acc=0.6788 test_loss=2.0180 test_acc=0.2964
Round 13 | selected=[84, 70, 72, 43, 26, 95, 74, 53, 98, 13]
Round 13 | train_loss=1.0325 train_acc=0.7184 test_loss=1.9726 test_acc=0.3132
Round 14 | selected=[62, 88, 39, 53, 68, 8, 45, 26, 50, 17]
Round 14 | train_loss=1.1512 train_acc=0.6876 test_loss=1.8871 test_acc=0.3359
Round 15 | selected=[81, 84, 25, 29, 3, 45, 13, 0, 44, 9]
Round 15 | train_loss=1.0556 train_acc=0.6826 test_loss=1.8456 test_acc=0.3382
Round 16 | selected=[45, 82, 93, 92, 91, 3, 83, 59, 66, 11]
Round 16 | train_loss=1.0313 train_acc=0.6960 test_loss=1.9010 test_acc=0.3235
Round 17 | selected=[15, 4, 66, 46, 8, 75, 62, 35, 57, 53]
Round 17 | train_loss=0.9674 train_acc=0.7100 test_loss=1.9597 test_acc=0.3090
Round 18 | selected=[70, 85, 99, 21, 88, 16, 37, 23, 91, 0]
Round 18 | train_loss=1.0704 train_acc=0.6680 test_loss=2.0621 test_acc=0.2973
Round 19 | selected=[36, 15, 31, 92, 98, 73, 83, 7, 11, 20]
Round 19 | train_loss=1.0094 train_acc=0.7022 test_loss=1.9024 test_acc=0.3145
Round 20 | selected=[39, 89, 40, 95, 37, 0, 15, 60, 59, 74]
Round 20 | train_loss=0.8938 train_acc=0.7062 test_loss=1.6797 test_acc=0.3617
Round 21 | selected=[35, 57, 89, 86, 46, 36, 54, 30, 84, 77]
Round 21 | train_loss=0.9440 train_acc=0.7082 test_loss=1.6146 test_acc=0.3907
Round 22 | selected=[76, 10, 70, 46, 58, 89, 67, 66, 32, 0]
Round 22 | train_loss=1.0372 train_acc=0.6498 test_loss=1.6275 test_acc=0.3887
Round 23 | selected=[14, 0, 41, 64, 71, 15, 68, 98, 46, 6]
Round 23 | train_loss=1.0482 train_acc=0.6762 test_loss=1.6545 test_acc=0.3861
Round 24 | selected=[43, 83, 13, 65, 78, 79, 35, 15, 47, 3]
Round 24 | train_loss=0.8524 train_acc=0.7384 test_loss=1.6320 test_acc=0.3878
Round 25 | selected=[22, 9, 27, 36, 31, 89, 71, 86, 11, 29]
Round 25 | train_loss=0.9421 train_acc=0.7154 test_loss=1.5746 test_acc=0.4111
Round 26 | selected=[55, 61, 4, 90, 51, 94, 45, 0, 31, 96]
Round 26 | train_loss=1.0460 train_acc=0.6720 test_loss=1.5668 test_acc=0.4189
Round 27 | selected=[60, 6, 30, 69, 19, 1, 52, 34, 7, 5]
Round 27 | train_loss=0.8137 train_acc=0.7554 test_loss=1.5364 test_acc=0.4294
Round 28 | selected=[37, 27, 52, 59, 18, 21, 57, 61, 99, 41]
Round 28 | train_loss=0.9014 train_acc=0.7346 test_loss=1.5014 test_acc=0.4399
Round 29 | selected=[29, 67, 19, 12, 59, 89, 94, 39, 76, 98]
Round 29 | train_loss=0.9733 train_acc=0.6872 test_loss=1.4915 test_acc=0.4473
Round 30 | selected=[61, 99, 64, 39, 12, 29, 85, 37, 28, 14]
Round 30 | train_loss=0.9611 train_acc=0.6698 test_loss=1.4622 test_acc=0.4659
Round 31 | selected=[59, 92, 69, 23, 11, 93, 88, 57, 30, 8]
Round 31 | train_loss=0.9061 train_acc=0.7232 test_loss=1.4644 test_acc=0.4602
Round 32 | selected=[27, 33, 32, 41, 88, 49, 39, 44, 71, 67]
Round 32 | train_loss=0.8719 train_acc=0.7196 test_loss=1.5264 test_acc=0.4371
Round 33 | selected=[83, 58, 19, 10, 51, 40, 75, 59, 70, 17]
Round 33 | train_loss=0.9718 train_acc=0.6946 test_loss=1.5946 test_acc=0.4087
Round 34 | selected=[53, 62, 57, 4, 60, 76, 98, 31, 90, 23]
Round 34 | train_loss=0.9917 train_acc=0.6922 test_loss=1.6740 test_acc=0.3700
Round 35 | selected=[40, 41, 53, 13, 35, 90, 85, 73, 68, 15]
Round 35 | train_loss=0.9311 train_acc=0.7308 test_loss=1.6188 test_acc=0.3864
Round 36 | selected=[18, 9, 0, 24, 23, 20, 39, 94, 29, 41]
Round 36 | train_loss=0.9230 train_acc=0.6924 test_loss=1.4964 test_acc=0.4254
Round 37 | selected=[0, 56, 76, 25, 77, 24, 43, 8, 35, 78]
Round 37 | train_loss=0.9918 train_acc=0.6878 test_loss=1.5134 test_acc=0.4220
Round 38 | selected=[53, 77, 74, 63, 22, 80, 28, 67, 24, 41]
Round 38 | train_loss=0.8434 train_acc=0.7406 test_loss=1.5870 test_acc=0.4063
Round 39 | selected=[18, 83, 80, 4, 69, 89, 92, 61, 21, 73]
Round 39 | train_loss=0.7690 train_acc=0.7722 test_loss=1.5492 test_acc=0.4190
Round 40 | selected=[60, 71, 66, 28, 27, 54, 99, 6, 55, 74]
Round 40 | train_loss=0.9430 train_acc=0.7054 test_loss=1.4533 test_acc=0.4545
Round 41 | selected=[75, 13, 68, 32, 20, 2, 10, 79, 41, 89]
Round 41 | train_loss=0.8188 train_acc=0.7464 test_loss=1.4643 test_acc=0.4649
Round 42 | selected=[21, 6, 71, 85, 94, 56, 29, 95, 27, 87]
Round 42 | train_loss=0.9301 train_acc=0.7138 test_loss=1.5012 test_acc=0.4510
Round 43 | selected=[71, 34, 79, 90, 87, 39, 89, 18, 81, 96]
Round 43 | train_loss=0.9392 train_acc=0.7014 test_loss=1.4637 test_acc=0.4701
Round 44 | selected=[39, 94, 2, 85, 60, 12, 89, 36, 44, 98]
Round 44 | train_loss=0.9358 train_acc=0.6868 test_loss=1.4402 test_acc=0.4701
