========================================
JOB:       12004007
TASK:      8
ALGORITHM: fedavgm
PARTITION: iid
SEED:      43
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-32GB
Round 0 | test_loss=2.8590 test_acc=0.1084
Round 1 | selected=[45, 82, 4, 54, 60, 98, 1, 26, 37, 58]
Round 1 | train_loss=2.3492 train_acc=0.1110 test_loss=2.2703 test_acc=0.1447
Round 2 | selected=[98, 18, 76, 36, 27, 13, 88, 41, 89, 84]
Round 2 | train_loss=2.2533 train_acc=0.1528 test_loss=2.2493 test_acc=0.1996
Round 3 | selected=[49, 78, 43, 90, 96, 45, 58, 36, 69, 94]
Round 3 | train_loss=2.1784 train_acc=0.1938 test_loss=2.2399 test_acc=0.2052
Round 4 | selected=[67, 79, 53, 5, 31, 11, 59, 99, 9, 28]
Round 4 | train_loss=2.0861 train_acc=0.2322 test_loss=2.0595 test_acc=0.2435
Round 5 | selected=[52, 9, 39, 27, 68, 31, 25, 58, 3, 95]
Round 5 | train_loss=2.0352 train_acc=0.2460 test_loss=1.9476 test_acc=0.2626
Round 6 | selected=[26, 64, 42, 36, 16, 77, 7, 22, 20, 31]
Round 6 | train_loss=1.9345 train_acc=0.2706 test_loss=1.8316 test_acc=0.3166
Round 7 | selected=[12, 64, 62, 75, 73, 84, 79, 40, 32, 52]
Round 7 | train_loss=1.8813 train_acc=0.3044 test_loss=2.1491 test_acc=0.2645
Round 8 | selected=[48, 84, 78, 81, 73, 93, 51, 12, 16, 66]
Round 8 | train_loss=1.8376 train_acc=0.3058 test_loss=2.1253 test_acc=0.2928
Round 9 | selected=[59, 44, 87, 73, 64, 76, 16, 97, 39, 99]
Round 9 | train_loss=1.7952 train_acc=0.3308 test_loss=1.7627 test_acc=0.3790
Round 10 | selected=[66, 45, 67, 21, 94, 50, 49, 73, 97, 28]
Round 10 | train_loss=1.7139 train_acc=0.3606 test_loss=1.7465 test_acc=0.3532
Round 11 | selected=[71, 91, 81, 50, 27, 52, 61, 25, 63, 75]
Round 11 | train_loss=1.7071 train_acc=0.3660 test_loss=1.8995 test_acc=0.3315
Round 12 | selected=[78, 91, 66, 74, 93, 33, 92, 18, 68, 20]
Round 12 | train_loss=1.7056 train_acc=0.3686 test_loss=1.6634 test_acc=0.3904
Round 13 | selected=[84, 70, 72, 43, 26, 95, 74, 53, 98, 13]
Round 13 | train_loss=1.6368 train_acc=0.3910 test_loss=1.5268 test_acc=0.4304
Round 14 | selected=[62, 88, 39, 53, 68, 8, 45, 26, 50, 17]
Round 14 | train_loss=1.5579 train_acc=0.4206 test_loss=1.5874 test_acc=0.4180
Round 15 | selected=[81, 84, 25, 29, 3, 45, 13, 0, 44, 9]
Round 15 | train_loss=1.5702 train_acc=0.4194 test_loss=1.5386 test_acc=0.4329
Round 16 | selected=[45, 82, 93, 92, 91, 3, 83, 59, 66, 11]
Round 16 | train_loss=1.5356 train_acc=0.4242 test_loss=1.5770 test_acc=0.4161
Round 17 | selected=[15, 4, 66, 46, 8, 75, 62, 35, 57, 53]
Round 17 | train_loss=1.5250 train_acc=0.4364 test_loss=1.4815 test_acc=0.4386
