========================================
JOB:       12008644
TASK:      50
ALGORITHM: fedavg
PARTITION: alpha03
SEED:      46
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-32GB
Round 0 | test_loss=3.1277 test_acc=0.0954
Round 1 | selected=[20, 26, 83, 93, 7, 60, 52, 24, 45, 13]
Round 1 | train_loss=1.6999 train_acc=0.4430 test_loss=2.4025 test_acc=0.1459
Round 2 | selected=[5, 81, 53, 62, 47, 68, 49, 77, 66, 75]
Round 2 | train_loss=1.8942 train_acc=0.4292 test_loss=2.6009 test_acc=0.1550
Round 3 | selected=[30, 93, 0, 98, 81, 24, 18, 94, 80, 23]
Round 3 | train_loss=1.6568 train_acc=0.5048 test_loss=2.4277 test_acc=0.1764
Round 4 | selected=[68, 96, 87, 66, 5, 62, 61, 57, 80, 99]
Round 4 | train_loss=1.7018 train_acc=0.4960 test_loss=3.2698 test_acc=0.1419
Round 5 | selected=[43, 63, 24, 13, 36, 72, 18, 51, 46, 15]
Round 5 | train_loss=2.0293 train_acc=0.4304 test_loss=3.4874 test_acc=0.1913
Round 6 | selected=[93, 15, 46, 55, 45, 4, 23, 83, 27, 40]
Round 6 | train_loss=1.6231 train_acc=0.5892 test_loss=2.4679 test_acc=0.1992
Round 7 | selected=[18, 23, 22, 31, 88, 68, 42, 38, 92, 98]
Round 7 | train_loss=1.5403 train_acc=0.5068 test_loss=3.0149 test_acc=0.2063
Round 8 | selected=[85, 34, 62, 61, 35, 72, 26, 71, 28, 9]
Round 8 | train_loss=1.7589 train_acc=0.4672 test_loss=2.6560 test_acc=0.2093
Round 9 | selected=[59, 12, 51, 64, 11, 73, 8, 38, 31, 63]
Round 9 | train_loss=1.7434 train_acc=0.5054 test_loss=3.0497 test_acc=0.2342
Round 10 | selected=[65, 57, 19, 80, 71, 67, 32, 59, 47, 58]
Round 10 | train_loss=1.6415 train_acc=0.5000 test_loss=2.6554 test_acc=0.2161
Round 11 | selected=[1, 49, 56, 28, 42, 16, 35, 11, 40, 61]
Round 11 | train_loss=1.8640 train_acc=0.4628 test_loss=3.7281 test_acc=0.1712
Round 12 | selected=[71, 22, 31, 34, 4, 78, 38, 11, 55, 82]
Round 12 | train_loss=1.8282 train_acc=0.4650 test_loss=2.1420 test_acc=0.2526
Round 13 | selected=[12, 80, 53, 65, 90, 75, 5, 16, 10, 43]
Round 13 | train_loss=1.4194 train_acc=0.5406 test_loss=2.4633 test_acc=0.1740
Round 14 | selected=[32, 76, 31, 47, 99, 18, 53, 8, 65, 51]
Round 14 | train_loss=1.6760 train_acc=0.4540 test_loss=2.5464 test_acc=0.2591
Round 15 | selected=[71, 40, 96, 38, 82, 7, 28, 24, 55, 13]
Round 15 | train_loss=1.7063 train_acc=0.5140 test_loss=2.2271 test_acc=0.2085
Round 16 | selected=[53, 33, 17, 23, 30, 28, 65, 13, 92, 19]
Round 16 | train_loss=1.3679 train_acc=0.5752 test_loss=2.3921 test_acc=0.2125
Round 17 | selected=[77, 54, 38, 21, 13, 2, 72, 51, 28, 66]
Round 17 | train_loss=1.7022 train_acc=0.4940 test_loss=2.5315 test_acc=0.2633
Round 18 | selected=[20, 65, 44, 11, 51, 22, 72, 37, 35, 96]
Round 18 | train_loss=1.6914 train_acc=0.4540 test_loss=2.5699 test_acc=0.2147
Round 19 | selected=[10, 94, 29, 60, 99, 16, 92, 35, 54, 96]
Round 19 | train_loss=1.6625 train_acc=0.4874 test_loss=3.6627 test_acc=0.1783
Round 20 | selected=[47, 20, 53, 40, 37, 75, 48, 27, 94, 4]
Round 20 | train_loss=2.0660 train_acc=0.4740 test_loss=4.0329 test_acc=0.1941
Round 21 | selected=[87, 63, 53, 36, 77, 37, 11, 24, 70, 28]
Round 21 | train_loss=1.9003 train_acc=0.4620 test_loss=2.1669 test_acc=0.2436
Round 22 | selected=[19, 94, 3, 74, 10, 66, 12, 15, 34, 96]
Round 22 | train_loss=1.4453 train_acc=0.5326 test_loss=2.2416 test_acc=0.2441
Round 23 | selected=[21, 65, 82, 31, 87, 4, 24, 43, 1, 37]
Round 23 | train_loss=1.4673 train_acc=0.5124 test_loss=2.0935 test_acc=0.2008
Round 24 | selected=[80, 26, 7, 40, 51, 3, 38, 69, 81, 6]
Round 24 | train_loss=1.4867 train_acc=0.4962 test_loss=2.6555 test_acc=0.2375
Round 25 | selected=[67, 33, 68, 23, 69, 46, 84, 74, 17, 39]
Round 25 | train_loss=1.4669 train_acc=0.5384 test_loss=2.4356 test_acc=0.2446
