========================================
JOB:       12005022
TASK:      26
ALGORITHM: fedavgm
PARTITION: alpha03
SEED:      44
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-32GB
Round 0 | test_loss=3.0410 test_acc=0.1229
Round 1 | selected=[38, 24, 76, 63, 8, 52, 11, 60, 94, 16]
Round 1 | train_loss=1.6744 train_acc=0.4504 test_loss=2.3389 test_acc=0.1166
Round 2 | selected=[38, 88, 40, 98, 58, 91, 39, 56, 35, 96]
Round 2 | train_loss=1.8179 train_acc=0.4076 test_loss=2.3326 test_acc=0.1652
Round 3 | selected=[63, 8, 77, 16, 70, 81, 90, 68, 18, 54]
Round 3 | train_loss=1.7843 train_acc=0.4618 test_loss=2.6708 test_acc=0.1534
Round 4 | selected=[62, 58, 33, 61, 76, 14, 29, 71, 39, 27]
Round 4 | train_loss=1.8328 train_acc=0.4768 test_loss=2.8183 test_acc=0.2218
Round 5 | selected=[10, 71, 32, 79, 27, 87, 48, 53, 59, 76]
Round 5 | train_loss=1.8560 train_acc=0.5178 test_loss=4.0159 test_acc=0.1578
Round 6 | selected=[96, 43, 42, 70, 26, 67, 35, 12, 51, 55]
Round 6 | train_loss=1.8496 train_acc=0.5090 test_loss=4.7398 test_acc=0.2225
Round 7 | selected=[41, 62, 97, 46, 72, 24, 32, 30, 19, 21]
Round 7 | train_loss=2.2157 train_acc=0.4412 test_loss=9.0718 test_acc=0.1989
Round 8 | selected=[14, 39, 84, 69, 58, 11, 79, 44, 99, 86]
Round 8 | train_loss=1.5713 train_acc=0.5194 test_loss=12.6509 test_acc=0.1005
Round 9 | selected=[65, 67, 19, 15, 83, 72, 91, 25, 0, 3]
Round 9 | train_loss=2.1213 train_acc=0.4036 test_loss=5.4718 test_acc=0.1776
Round 10 | selected=[41, 79, 99, 18, 46, 7, 20, 74, 73, 33]
Round 10 | train_loss=1.8206 train_acc=0.4578 test_loss=10.9273 test_acc=0.1740
Round 11 | selected=[26, 48, 65, 63, 77, 20, 12, 81, 83, 30]
Round 11 | train_loss=2.1773 train_acc=0.4376 test_loss=6.6979 test_acc=0.1740
Round 12 | selected=[17, 12, 30, 9, 67, 97, 87, 35, 65, 14]
Round 12 | train_loss=1.9503 train_acc=0.4046 test_loss=5.0384 test_acc=0.1695
Round 13 | selected=[38, 49, 87, 82, 5, 97, 31, 93, 80, 58]
Round 13 | train_loss=2.0443 train_acc=0.3784 test_loss=6.0300 test_acc=0.1961
Round 14 | selected=[76, 65, 90, 20, 87, 52, 7, 28, 4, 81]
Round 14 | train_loss=2.1760 train_acc=0.3184 test_loss=3.2109 test_acc=0.1719
Round 15 | selected=[67, 29, 12, 96, 70, 48, 17, 83, 93, 62]
Round 15 | train_loss=1.8139 train_acc=0.3822 test_loss=3.1825 test_acc=0.1690
Round 16 | selected=[31, 16, 28, 87, 57, 21, 71, 24, 37, 83]
Round 16 | train_loss=1.7630 train_acc=0.4360 test_loss=2.5216 test_acc=0.2047
Round 17 | selected=[11, 21, 65, 34, 43, 10, 99, 71, 40, 14]
Round 17 | train_loss=1.7016 train_acc=0.4536 test_loss=2.6215 test_acc=0.1883
Round 18 | selected=[49, 17, 56, 0, 16, 99, 80, 6, 44, 40]
Round 18 | train_loss=1.8245 train_acc=0.3732 test_loss=2.4616 test_acc=0.2038
Round 19 | selected=[70, 38, 57, 98, 74, 14, 71, 81, 28, 97]
Round 19 | train_loss=1.6547 train_acc=0.4334 test_loss=2.3098 test_acc=0.2189
Round 20 | selected=[1, 16, 49, 67, 22, 27, 88, 76, 21, 15]
Round 20 | train_loss=1.9031 train_acc=0.3842 test_loss=2.0872 test_acc=0.2110
Round 21 | selected=[83, 43, 56, 50, 16, 18, 32, 15, 74, 62]
Round 21 | train_loss=1.6924 train_acc=0.4320 test_loss=2.2425 test_acc=0.2553
Round 22 | selected=[24, 34, 96, 18, 44, 92, 8, 32, 95, 90]
Round 22 | train_loss=1.8395 train_acc=0.3876 test_loss=2.4507 test_acc=0.2227
Round 23 | selected=[64, 65, 0, 57, 52, 97, 73, 19, 58, 4]
Round 23 | train_loss=1.8287 train_acc=0.4052 test_loss=2.5362 test_acc=0.2145
Round 24 | selected=[19, 94, 23, 25, 64, 77, 8, 81, 41, 10]
Round 24 | train_loss=1.8982 train_acc=0.3922 test_loss=2.1511 test_acc=0.2201
Round 25 | selected=[70, 34, 47, 84, 12, 40, 32, 64, 18, 83]
Round 25 | train_loss=1.8465 train_acc=0.3436 test_loss=2.3602 test_acc=0.1642
Round 26 | selected=[43, 79, 40, 96, 47, 24, 64, 11, 48, 42]
Round 26 | train_loss=1.8439 train_acc=0.3672 test_loss=2.2802 test_acc=0.2164
Round 27 | selected=[67, 41, 12, 54, 98, 21, 83, 13, 30, 1]
Round 27 | train_loss=2.0929 train_acc=0.2746 test_loss=2.6738 test_acc=0.2146
Round 28 | selected=[92, 72, 96, 76, 33, 15, 30, 46, 74, 23]
Round 28 | train_loss=1.9987 train_acc=0.3644 test_loss=3.7869 test_acc=0.2027
Round 29 | selected=[82, 77, 28, 32, 37, 26, 55, 67, 71, 44]
Round 29 | train_loss=1.8026 train_acc=0.3900 test_loss=3.5381 test_acc=0.2024
Round 30 | selected=[31, 96, 80, 66, 34, 26, 33, 3, 52, 11]
Round 30 | train_loss=1.8150 train_acc=0.4394 test_loss=3.1194 test_acc=0.2060
Round 31 | selected=[58, 10, 95, 55, 69, 25, 1, 13, 77, 65]
Round 31 | train_loss=1.8558 train_acc=0.3982 test_loss=2.4484 test_acc=0.2291
Round 32 | selected=[53, 30, 66, 76, 6, 85, 81, 48, 54, 5]
Round 32 | train_loss=1.9064 train_acc=0.3366 test_loss=2.2794 test_acc=0.2201
Round 33 | selected=[91, 75, 14, 11, 33, 80, 8, 47, 82, 37]
Round 33 | train_loss=1.7808 train_acc=0.3490 test_loss=2.3713 test_acc=0.1914
Round 34 | selected=[54, 94, 5, 99, 64, 91, 80, 62, 36, 52]
Round 34 | train_loss=1.8455 train_acc=0.3202 test_loss=2.1822 test_acc=0.2456
Round 35 | selected=[5, 20, 50, 98, 84, 74, 51, 91, 44, 78]
Round 35 | train_loss=1.8708 train_acc=0.3746 test_loss=2.2005 test_acc=0.2868
Round 36 | selected=[78, 31, 53, 12, 21, 49, 76, 46, 80, 2]
Round 36 | train_loss=2.0157 train_acc=0.4028 test_loss=2.2162 test_acc=0.2976
Round 37 | selected=[61, 19, 23, 45, 12, 65, 27, 39, 85, 24]
Round 37 | train_loss=2.0859 train_acc=0.3526 test_loss=2.1999 test_acc=0.2585
Round 38 | selected=[24, 92, 93, 64, 44, 89, 42, 35, 45, 20]
Round 38 | train_loss=1.9136 train_acc=0.3968 test_loss=2.2319 test_acc=0.2625
Round 39 | selected=[95, 2, 21, 56, 41, 52, 31, 55, 23, 57]
