========================================
JOB:       12003941
TASK:      2
ALGORITHM: fedavg
PARTITION: alpha03
SEED:      43
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-16GB
Round 0 | test_loss=2.8590 test_acc=0.1084
Round 1 | selected=[45, 82, 4, 54, 60, 98, 1, 26, 37, 58]
Round 1 | train_loss=1.7237 train_acc=0.4166 test_loss=2.3209 test_acc=0.1374
Round 2 | selected=[98, 18, 76, 36, 27, 13, 88, 41, 89, 84]
Round 2 | train_loss=1.6861 train_acc=0.4568 test_loss=2.4957 test_acc=0.1068
Round 3 | selected=[49, 78, 43, 90, 96, 45, 58, 36, 69, 94]
Round 3 | train_loss=1.6555 train_acc=0.5036 test_loss=3.1942 test_acc=0.1672
Round 4 | selected=[67, 79, 53, 5, 31, 11, 59, 99, 9, 28]
Round 4 | train_loss=2.3951 train_acc=0.4202 test_loss=3.8198 test_acc=0.1546
Round 5 | selected=[52, 9, 39, 27, 68, 31, 25, 58, 3, 95]
Round 5 | train_loss=2.1806 train_acc=0.3958 test_loss=4.4207 test_acc=0.1164
Round 6 | selected=[26, 64, 42, 36, 16, 77, 7, 22, 20, 31]
Round 6 | train_loss=2.3201 train_acc=0.3824 test_loss=3.6454 test_acc=0.2355
Round 7 | selected=[12, 64, 62, 75, 73, 84, 79, 40, 32, 52]
Round 7 | train_loss=1.8831 train_acc=0.4746 test_loss=2.3152 test_acc=0.2234
Round 8 | selected=[48, 84, 78, 81, 73, 93, 51, 12, 16, 66]
Round 8 | train_loss=1.6975 train_acc=0.4168 test_loss=2.3368 test_acc=0.2069
Round 9 | selected=[59, 44, 87, 73, 64, 76, 16, 97, 39, 99]
Round 9 | train_loss=1.7898 train_acc=0.4606 test_loss=2.4399 test_acc=0.2185
Round 10 | selected=[66, 45, 67, 21, 94, 50, 49, 73, 97, 28]
Round 10 | train_loss=1.5159 train_acc=0.5198 test_loss=2.2713 test_acc=0.2154
Round 11 | selected=[71, 91, 81, 50, 27, 52, 61, 25, 63, 75]
Round 11 | train_loss=1.5415 train_acc=0.5072 test_loss=2.6123 test_acc=0.1897
Round 12 | selected=[78, 91, 66, 74, 93, 33, 92, 18, 68, 20]
Round 12 | train_loss=1.7416 train_acc=0.4496 test_loss=2.5920 test_acc=0.1829
Round 13 | selected=[84, 70, 72, 43, 26, 95, 74, 53, 98, 13]
Round 13 | train_loss=1.8425 train_acc=0.4274 test_loss=2.5752 test_acc=0.2079
Round 14 | selected=[62, 88, 39, 53, 68, 8, 45, 26, 50, 17]
Round 14 | train_loss=1.6136 train_acc=0.4582 test_loss=2.1411 test_acc=0.2526
Round 15 | selected=[81, 84, 25, 29, 3, 45, 13, 0, 44, 9]
Round 15 | train_loss=1.6233 train_acc=0.4658 test_loss=2.0852 test_acc=0.3203
Round 16 | selected=[45, 82, 93, 92, 91, 3, 83, 59, 66, 11]
Round 16 | train_loss=1.3998 train_acc=0.5394 test_loss=1.8803 test_acc=0.2820
Round 17 | selected=[15, 4, 66, 46, 8, 75, 62, 35, 57, 53]
Round 17 | train_loss=1.4701 train_acc=0.5376 test_loss=2.6588 test_acc=0.2541
Round 18 | selected=[70, 85, 99, 21, 88, 16, 37, 23, 91, 0]
Round 18 | train_loss=1.4809 train_acc=0.4924 test_loss=2.1203 test_acc=0.1998
Round 19 | selected=[36, 15, 31, 92, 98, 73, 83, 7, 11, 20]
Round 19 | train_loss=1.5505 train_acc=0.4978 test_loss=2.6110 test_acc=0.2169
Round 20 | selected=[39, 89, 40, 95, 37, 0, 15, 60, 59, 74]
Round 20 | train_loss=1.6423 train_acc=0.4902 test_loss=2.1196 test_acc=0.2571
Round 21 | selected=[35, 57, 89, 86, 46, 36, 54, 30, 84, 77]
Round 21 | train_loss=1.6094 train_acc=0.4832 test_loss=2.8159 test_acc=0.2303
Round 22 | selected=[76, 10, 70, 46, 58, 89, 67, 66, 32, 0]
Round 22 | train_loss=1.6273 train_acc=0.5116 test_loss=2.1052 test_acc=0.2478
Round 23 | selected=[14, 0, 41, 64, 71, 15, 68, 98, 46, 6]
Round 23 | train_loss=1.4803 train_acc=0.5294 test_loss=2.0942 test_acc=0.2642
Round 24 | selected=[43, 83, 13, 65, 78, 79, 35, 15, 47, 3]
Round 24 | train_loss=1.6484 train_acc=0.4580 test_loss=2.2013 test_acc=0.2229
Round 25 | selected=[22, 9, 27, 36, 31, 89, 71, 86, 11, 29]
Round 25 | train_loss=1.4253 train_acc=0.5328 test_loss=2.1503 test_acc=0.2927
Round 26 | selected=[55, 61, 4, 90, 51, 94, 45, 0, 31, 96]
Round 26 | train_loss=1.3836 train_acc=0.5586 test_loss=2.1237 test_acc=0.2228
Round 27 | selected=[60, 6, 30, 69, 19, 1, 52, 34, 7, 5]
Round 27 | train_loss=1.5483 train_acc=0.5094 test_loss=2.1323 test_acc=0.2282
Round 28 | selected=[37, 27, 52, 59, 18, 21, 57, 61, 99, 41]
Round 28 | train_loss=1.4192 train_acc=0.5360 test_loss=2.4018 test_acc=0.2346
Round 29 | selected=[29, 67, 19, 12, 59, 89, 94, 39, 76, 98]
Round 29 | train_loss=1.4987 train_acc=0.5566 test_loss=2.2426 test_acc=0.2522
Round 30 | selected=[61, 99, 64, 39, 12, 29, 85, 37, 28, 14]
Round 30 | train_loss=1.3427 train_acc=0.5562 test_loss=2.0393 test_acc=0.2486
Round 31 | selected=[59, 92, 69, 23, 11, 93, 88, 57, 30, 8]
Round 31 | train_loss=1.4510 train_acc=0.5272 test_loss=1.7259 test_acc=0.3580
Round 32 | selected=[27, 33, 32, 41, 88, 49, 39, 44, 71, 67]
Round 32 | train_loss=1.3386 train_acc=0.5642 test_loss=1.9984 test_acc=0.2439
Round 33 | selected=[83, 58, 19, 10, 51, 40, 75, 59, 70, 17]
Round 33 | train_loss=1.4437 train_acc=0.5388 test_loss=2.0649 test_acc=0.2844
Round 34 | selected=[53, 62, 57, 4, 60, 76, 98, 31, 90, 23]
Round 34 | train_loss=1.3971 train_acc=0.5428 test_loss=2.2142 test_acc=0.2310
Round 35 | selected=[40, 41, 53, 13, 35, 90, 85, 73, 68, 15]
Round 35 | train_loss=1.4455 train_acc=0.5418 test_loss=2.2516 test_acc=0.2272
Round 36 | selected=[18, 9, 0, 24, 23, 20, 39, 94, 29, 41]
Round 36 | train_loss=1.5113 train_acc=0.5178 test_loss=2.0290 test_acc=0.2550
Round 37 | selected=[0, 56, 76, 25, 77, 24, 43, 8, 35, 78]
Round 37 | train_loss=1.4020 train_acc=0.5304 test_loss=1.9193 test_acc=0.3175
Round 38 | selected=[53, 77, 74, 63, 22, 80, 28, 67, 24, 41]
Round 38 | train_loss=1.4492 train_acc=0.5382 test_loss=1.8055 test_acc=0.3157
Round 39 | selected=[18, 83, 80, 4, 69, 89, 92, 61, 21, 73]
Round 39 | train_loss=1.4086 train_acc=0.5262 test_loss=1.8208 test_acc=0.3127
Round 40 | selected=[60, 71, 66, 28, 27, 54, 99, 6, 55, 74]
Round 40 | train_loss=1.4035 train_acc=0.5324 test_loss=1.9236 test_acc=0.2744
Round 41 | selected=[75, 13, 68, 32, 20, 2, 10, 79, 41, 89]
Round 41 | train_loss=1.4563 train_acc=0.5092 test_loss=1.8067 test_acc=0.3160
Round 42 | selected=[21, 6, 71, 85, 94, 56, 29, 95, 27, 87]
Round 42 | train_loss=1.2298 train_acc=0.6118 test_loss=1.8428 test_acc=0.2998
Round 43 | selected=[71, 34, 79, 90, 87, 39, 89, 18, 81, 96]
Round 43 | train_loss=1.3801 train_acc=0.5304 test_loss=1.8256 test_acc=0.3099
Round 44 | selected=[39, 94, 2, 85, 60, 12, 89, 36, 44, 98]
Round 44 | train_loss=1.3190 train_acc=0.5592 test_loss=1.8785 test_acc=0.3241
Round 45 | selected=[11, 68, 5, 85, 51, 12, 83, 32, 73, 29]
Round 45 | train_loss=1.3207 train_acc=0.5492 test_loss=2.5159 test_acc=0.1751
Round 46 | selected=[63, 47, 4, 13, 49, 41, 19, 99, 91, 79]
Round 46 | train_loss=1.5889 train_acc=0.4912 test_loss=2.1957 test_acc=0.2674
Round 47 | selected=[30, 90, 52, 15, 32, 41, 66, 49, 64, 25]
Round 47 | train_loss=1.4982 train_acc=0.5240 test_loss=1.7106 test_acc=0.3745
Round 48 | selected=[24, 88, 14, 52, 68, 8, 46, 9, 10, 6]
Round 48 | train_loss=1.3647 train_acc=0.5502 test_loss=1.8376 test_acc=0.2766
Round 49 | selected=[66, 60, 59, 76, 0, 92, 43, 42, 30, 29]
Round 49 | train_loss=1.4757 train_acc=0.5196 test_loss=1.7715 test_acc=0.3722
Round 50 | selected=[91, 16, 57, 32, 42, 70, 5, 80, 29, 68]
Round 50 | train_loss=1.4595 train_acc=0.5452 test_loss=1.7947 test_acc=0.3134
Round 51 | selected=[30, 25, 6, 51, 79, 11, 40, 2, 85, 31]
Round 51 | train_loss=1.3347 train_acc=0.5518 test_loss=1.7697 test_acc=0.3091
Round 52 | selected=[44, 49, 52, 17, 63, 20, 28, 16, 78, 30]
Round 52 | train_loss=1.4002 train_acc=0.5178 test_loss=1.7753 test_acc=0.3297
Round 53 | selected=[55, 76, 18, 47, 52, 43, 77, 61, 83, 10]
Round 53 | train_loss=1.3135 train_acc=0.5754 test_loss=1.6866 test_acc=0.3580
Round 54 | selected=[52, 43, 62, 20, 53, 14, 66, 40, 81, 79]
Round 54 | train_loss=1.4168 train_acc=0.5166 test_loss=1.7986 test_acc=0.2859
Round 55 | selected=[88, 63, 61, 33, 34, 76, 99, 66, 30, 23]
Round 55 | train_loss=1.3687 train_acc=0.5354 test_loss=1.7275 test_acc=0.3664
Round 56 | selected=[39, 29, 26, 67, 71, 17, 66, 96, 55, 94]
Round 56 | train_loss=1.3371 train_acc=0.5830 test_loss=1.7602 test_acc=0.3333
Round 57 | selected=[32, 97, 12, 98, 18, 24, 26, 83, 16, 48]
Round 57 | train_loss=1.4658 train_acc=0.5096 test_loss=1.9631 test_acc=0.2975
Round 58 | selected=[50, 22, 98, 81, 8, 75, 70, 74, 93, 25]
Round 58 | train_loss=1.5416 train_acc=0.4578 test_loss=1.9153 test_acc=0.3677
Round 59 | selected=[61, 29, 66, 92, 80, 90, 18, 28, 54, 98]
Round 59 | train_loss=1.3471 train_acc=0.5696 test_loss=1.9970 test_acc=0.2722
Round 60 | selected=[51, 27, 15, 76, 94, 43, 29, 49, 61, 65]
Round 60 | train_loss=1.3771 train_acc=0.5754 test_loss=1.8966 test_acc=0.3390
Round 61 | selected=[58, 89, 25, 93, 86, 77, 27, 22, 62, 11]
Round 61 | train_loss=1.4155 train_acc=0.5190 test_loss=1.7295 test_acc=0.2982
Round 62 | selected=[81, 66, 51, 45, 40, 13, 53, 44, 27, 73]
Round 62 | train_loss=1.4289 train_acc=0.5112 test_loss=1.9084 test_acc=0.2740
Round 63 | selected=[8, 31, 92, 57, 35, 66, 58, 14, 48, 55]
Round 63 | train_loss=1.3904 train_acc=0.5248 test_loss=2.1241 test_acc=0.2835
Round 64 | selected=[63, 15, 61, 92, 37, 72, 20, 95, 47, 58]
Round 64 | train_loss=1.3152 train_acc=0.5776 test_loss=1.8620 test_acc=0.2910
Round 65 | selected=[72, 39, 84, 35, 46, 12, 75, 30, 41, 23]
Round 65 | train_loss=1.3544 train_acc=0.5460 test_loss=1.7819 test_acc=0.3359
Round 66 | selected=[68, 80, 29, 76, 69, 92, 31, 26, 77, 96]
