========================================
JOB:       12009399
TASK:      52
ALGORITHM: fedprox
PARTITION: iid
SEED:      46
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-32GB
Round 0 | test_loss=3.1277 test_acc=0.0954
Round 1 | selected=[20, 26, 83, 93, 7, 60, 52, 24, 45, 13]
Round 1 | train_loss=2.3540 train_acc=0.1212 test_loss=2.2553 test_acc=0.1508
Round 2 | selected=[5, 81, 53, 62, 47, 68, 49, 77, 66, 75]
Round 2 | train_loss=2.2131 train_acc=0.1700 test_loss=2.1346 test_acc=0.2053
Round 3 | selected=[30, 93, 0, 98, 81, 24, 18, 94, 80, 23]
Round 3 | train_loss=2.1303 train_acc=0.2054 test_loss=2.0372 test_acc=0.2238
Round 4 | selected=[68, 96, 87, 66, 5, 62, 61, 57, 80, 99]
Round 4 | train_loss=2.0440 train_acc=0.2266 test_loss=1.9644 test_acc=0.2644
Round 5 | selected=[43, 63, 24, 13, 36, 72, 18, 51, 46, 15]
Round 5 | train_loss=1.9893 train_acc=0.2456 test_loss=1.9228 test_acc=0.2556
Round 6 | selected=[93, 15, 46, 55, 45, 4, 23, 83, 27, 40]
Round 6 | train_loss=1.9559 train_acc=0.2546 test_loss=1.8797 test_acc=0.2836
Round 7 | selected=[18, 23, 22, 31, 88, 68, 42, 38, 92, 98]
Round 7 | train_loss=1.9254 train_acc=0.2668 test_loss=1.8494 test_acc=0.3007
Round 8 | selected=[85, 34, 62, 61, 35, 72, 26, 71, 28, 9]
Round 8 | train_loss=1.8918 train_acc=0.2792 test_loss=1.7867 test_acc=0.3239
Round 9 | selected=[59, 12, 51, 64, 11, 73, 8, 38, 31, 63]
Round 9 | train_loss=1.8529 train_acc=0.3014 test_loss=1.7973 test_acc=0.3105
Round 10 | selected=[65, 57, 19, 80, 71, 67, 32, 59, 47, 58]
Round 10 | train_loss=1.8373 train_acc=0.2952 test_loss=1.7433 test_acc=0.3377
Round 11 | selected=[1, 49, 56, 28, 42, 16, 35, 11, 40, 61]
Round 11 | train_loss=1.8295 train_acc=0.3050 test_loss=1.7442 test_acc=0.3322
Round 12 | selected=[71, 22, 31, 34, 4, 78, 38, 11, 55, 82]
Round 12 | train_loss=1.7992 train_acc=0.3062 test_loss=1.7035 test_acc=0.3455
Round 13 | selected=[12, 80, 53, 65, 90, 75, 5, 16, 10, 43]
Round 13 | train_loss=1.7875 train_acc=0.3222 test_loss=1.7237 test_acc=0.3446
Round 14 | selected=[32, 76, 31, 47, 99, 18, 53, 8, 65, 51]
Round 14 | train_loss=1.7785 train_acc=0.3286 test_loss=1.6797 test_acc=0.3581
Round 15 | selected=[71, 40, 96, 38, 82, 7, 28, 24, 55, 13]
Round 15 | train_loss=1.7460 train_acc=0.3344 test_loss=1.6524 test_acc=0.3797
Round 16 | selected=[53, 33, 17, 23, 30, 28, 65, 13, 92, 19]
Round 16 | train_loss=1.7404 train_acc=0.3426 test_loss=1.6612 test_acc=0.3749
Round 17 | selected=[77, 54, 38, 21, 13, 2, 72, 51, 28, 66]
Round 17 | train_loss=1.7231 train_acc=0.3432 test_loss=1.6839 test_acc=0.3687
Round 18 | selected=[20, 65, 44, 11, 51, 22, 72, 37, 35, 96]
Round 18 | train_loss=1.7178 train_acc=0.3396 test_loss=1.7363 test_acc=0.3547
Round 19 | selected=[10, 94, 29, 60, 99, 16, 92, 35, 54, 96]
Round 19 | train_loss=1.7070 train_acc=0.3628 test_loss=1.7762 test_acc=0.3708
Round 20 | selected=[47, 20, 53, 40, 37, 75, 48, 27, 94, 4]
Round 20 | train_loss=1.6763 train_acc=0.3488 test_loss=1.6261 test_acc=0.3948
Round 21 | selected=[87, 63, 53, 36, 77, 37, 11, 24, 70, 28]
Round 21 | train_loss=1.6549 train_acc=0.3678 test_loss=1.6759 test_acc=0.3818
Round 22 | selected=[19, 94, 3, 74, 10, 66, 12, 15, 34, 96]
Round 22 | train_loss=1.6670 train_acc=0.3704 test_loss=1.6192 test_acc=0.3944
Round 23 | selected=[21, 65, 82, 31, 87, 4, 24, 43, 1, 37]
Round 23 | train_loss=1.6526 train_acc=0.3744 test_loss=1.5749 test_acc=0.4134
Round 24 | selected=[80, 26, 7, 40, 51, 3, 38, 69, 81, 6]
Round 24 | train_loss=1.6374 train_acc=0.3784 test_loss=1.5197 test_acc=0.4351
Round 25 | selected=[67, 33, 68, 23, 69, 46, 84, 74, 17, 39]
Round 25 | train_loss=1.6369 train_acc=0.3826 test_loss=1.6182 test_acc=0.3900
Round 26 | selected=[35, 73, 94, 20, 13, 11, 29, 70, 87, 55]
Round 26 | train_loss=1.6255 train_acc=0.3932 test_loss=1.5376 test_acc=0.4281
Round 27 | selected=[36, 34, 32, 97, 17, 73, 92, 31, 65, 22]
Round 27 | train_loss=1.6027 train_acc=0.3990 test_loss=1.5494 test_acc=0.4289
Round 28 | selected=[55, 47, 35, 83, 29, 69, 49, 84, 52, 80]
Round 28 | train_loss=1.5851 train_acc=0.4062 test_loss=1.5337 test_acc=0.4409
Round 29 | selected=[64, 84, 49, 55, 35, 88, 37, 68, 51, 77]
Round 29 | train_loss=1.5991 train_acc=0.3974 test_loss=1.5582 test_acc=0.4262
Round 30 | selected=[44, 58, 83, 37, 38, 24, 16, 86, 19, 97]
Round 30 | train_loss=1.5640 train_acc=0.4164 test_loss=1.4713 test_acc=0.4468
Round 31 | selected=[91, 12, 26, 97, 28, 19, 27, 29, 50, 37]
Round 31 | train_loss=1.5709 train_acc=0.4156 test_loss=1.5502 test_acc=0.4384
Round 32 | selected=[18, 48, 87, 47, 37, 8, 99, 29, 42, 27]
Round 32 | train_loss=1.5479 train_acc=0.4210 test_loss=1.4489 test_acc=0.4655
Round 33 | selected=[91, 10, 70, 33, 85, 48, 46, 36, 44, 68]
Round 33 | train_loss=1.5661 train_acc=0.4158 test_loss=1.4750 test_acc=0.4522
Round 34 | selected=[15, 77, 58, 63, 47, 18, 34, 98, 25, 97]
Round 34 | train_loss=1.5465 train_acc=0.4218 test_loss=1.4530 test_acc=0.4640
Round 35 | selected=[95, 82, 19, 77, 83, 25, 30, 0, 87, 69]
Round 35 | train_loss=1.5291 train_acc=0.4232 test_loss=1.4062 test_acc=0.4826
Round 36 | selected=[57, 41, 2, 99, 9, 38, 87, 39, 80, 48]
Round 36 | train_loss=1.5322 train_acc=0.4298 test_loss=1.4037 test_acc=0.4763
Round 37 | selected=[6, 47, 4, 5, 82, 33, 91, 38, 59, 98]
Round 37 | train_loss=1.5416 train_acc=0.4264 test_loss=1.4487 test_acc=0.4694
Round 38 | selected=[8, 30, 11, 0, 86, 68, 93, 67, 60, 40]
Round 38 | train_loss=1.5511 train_acc=0.4170 test_loss=1.3828 test_acc=0.4856
Round 39 | selected=[5, 84, 28, 83, 34, 74, 2, 3, 53, 50]
Round 39 | train_loss=1.4815 train_acc=0.4446 test_loss=1.4275 test_acc=0.4788
Round 40 | selected=[10, 22, 74, 23, 38, 30, 0, 93, 44, 57]
Round 40 | train_loss=1.5049 train_acc=0.4404 test_loss=1.4383 test_acc=0.4696
Round 41 | selected=[67, 8, 13, 28, 34, 37, 77, 14, 49, 47]
Round 41 | train_loss=1.5172 train_acc=0.4328 test_loss=1.4341 test_acc=0.4739
Round 42 | selected=[86, 57, 24, 4, 23, 55, 94, 59, 50, 21]
Round 42 | train_loss=1.5019 train_acc=0.4400 test_loss=1.3974 test_acc=0.4806
Round 43 | selected=[17, 72, 35, 18, 5, 86, 95, 23, 77, 25]
Round 43 | train_loss=1.4772 train_acc=0.4494 test_loss=1.3800 test_acc=0.4903
Round 44 | selected=[54, 13, 62, 81, 94, 17, 47, 22, 50, 21]
Round 44 | train_loss=1.4618 train_acc=0.4650 test_loss=1.4308 test_acc=0.4785
Round 45 | selected=[4, 35, 52, 85, 71, 51, 61, 3, 72, 91]
Round 45 | train_loss=1.4684 train_acc=0.4542 test_loss=1.3713 test_acc=0.4928
Round 46 | selected=[32, 47, 83, 65, 75, 56, 4, 51, 52, 79]
Round 46 | train_loss=1.4807 train_acc=0.4570 test_loss=1.4497 test_acc=0.4619
Round 47 | selected=[50, 13, 94, 72, 14, 31, 27, 97, 9, 59]
Round 47 | train_loss=1.4556 train_acc=0.4626 test_loss=1.4827 test_acc=0.4644
Round 48 | selected=[59, 80, 54, 0, 68, 39, 88, 72, 42, 5]
Round 48 | train_loss=1.4465 train_acc=0.4692 test_loss=1.3311 test_acc=0.5080
Round 49 | selected=[45, 33, 23, 97, 88, 1, 0, 58, 21, 74]
Round 49 | train_loss=1.4637 train_acc=0.4592 test_loss=1.3503 test_acc=0.4944
Round 50 | selected=[73, 88, 96, 64, 4, 0, 17, 86, 14, 95]
