========================================
JOB:       12002271
TASK:      10
ALGORITHM: fedavgm
PARTITION: alpha03
SEED:      42
GPU:       0
========================================
Device: cuda
GPU: NVIDIA A100-SXM4-80GB
Round 0 | test_loss=3.2142 test_acc=0.1000
Round 1 | selected=[96, 71, 8, 60, 41, 94, 68, 9, 19, 82]
Round 1 | train_loss=1.7763 train_acc=0.3836 test_loss=2.3191 test_acc=0.1293
Round 2 | selected=[75, 39, 34, 62, 81, 17, 40, 46, 54, 88]
Round 2 | train_loss=1.6504 train_acc=0.4730 test_loss=2.3957 test_acc=0.1358
Round 3 | selected=[66, 71, 25, 44, 34, 15, 58, 89, 95, 6]
Round 3 | train_loss=1.6370 train_acc=0.4614 test_loss=2.8135 test_acc=0.1889
Round 4 | selected=[93, 40, 70, 32, 63, 68, 35, 90, 14, 86]
Round 4 | train_loss=1.8245 train_acc=0.4612 test_loss=2.6768 test_acc=0.2187
Round 5 | selected=[70, 81, 20, 62, 89, 98, 41, 15, 52, 30]
Round 5 | train_loss=1.9369 train_acc=0.4772 test_loss=3.5884 test_acc=0.1490
Round 6 | selected=[63, 26, 0, 19, 22, 13, 59, 79, 99, 78]
Round 6 | train_loss=1.8261 train_acc=0.5170 test_loss=9.1216 test_acc=0.1427
Round 7 | selected=[23, 65, 52, 3, 42, 13, 47, 46, 10, 64]
Round 7 | train_loss=2.3099 train_acc=0.4496 test_loss=8.4592 test_acc=0.2243
Round 8 | selected=[33, 56, 28, 96, 27, 73, 50, 42, 21, 2]
Round 8 | train_loss=1.7898 train_acc=0.4442 test_loss=15.2244 test_acc=0.1530
Round 9 | selected=[76, 40, 66, 48, 83, 27, 53, 98, 62, 11]
Round 9 | train_loss=2.2361 train_acc=0.4428 test_loss=19.3291 test_acc=0.1024
Round 10 | selected=[15, 88, 49, 93, 8, 67, 65, 68, 43, 70]
Round 10 | train_loss=2.3685 train_acc=0.3550 test_loss=7.5811 test_acc=0.1628
Round 11 | selected=[33, 62, 8, 11, 57, 56, 91, 96, 98, 34]
Round 11 | train_loss=1.7331 train_acc=0.4818 test_loss=5.7722 test_acc=0.1882
Round 12 | selected=[70, 26, 66, 95, 7, 9, 42, 74, 24, 44]
Round 12 | train_loss=2.2123 train_acc=0.3020 test_loss=4.0400 test_acc=0.2216
Round 13 | selected=[47, 70, 65, 43, 99, 49, 1, 16, 72, 80]
Round 13 | train_loss=1.9138 train_acc=0.3994 test_loss=4.1985 test_acc=0.1307
Round 14 | selected=[37, 64, 3, 16, 31, 14, 18, 46, 67, 72]
Round 14 | train_loss=1.9079 train_acc=0.4256 test_loss=3.8459 test_acc=0.1610
Round 15 | selected=[55, 14, 2, 48, 56, 31, 41, 40, 93, 28]
Round 15 | train_loss=2.0225 train_acc=0.3784 test_loss=3.5343 test_acc=0.1744
Round 16 | selected=[53, 44, 54, 32, 25, 85, 14, 50, 93, 77]
Round 16 | train_loss=2.0666 train_acc=0.3140 test_loss=2.1864 test_acc=0.2041
Round 17 | selected=[99, 29, 49, 12, 52, 64, 65, 11, 10, 28]
Round 17 | train_loss=1.9986 train_acc=0.3648 test_loss=2.3380 test_acc=0.2026
Round 18 | selected=[21, 83, 30, 22, 13, 89, 97, 53, 3, 36]
Round 18 | train_loss=1.9322 train_acc=0.3592 test_loss=2.9281 test_acc=0.2199
Round 19 | selected=[52, 47, 4, 89, 94, 56, 17, 16, 24, 84]
Round 19 | train_loss=2.2181 train_acc=0.2932 test_loss=2.7020 test_acc=0.2154
Round 20 | selected=[49, 45, 20, 2, 76, 81, 33, 83, 10, 30]
Round 20 | train_loss=1.8567 train_acc=0.3924 test_loss=4.4358 test_acc=0.1997
Round 21 | selected=[98, 15, 22, 0, 11, 6, 3, 88, 86, 81]
Round 21 | train_loss=1.9376 train_acc=0.3768 test_loss=3.5259 test_acc=0.1978
Round 22 | selected=[48, 92, 30, 72, 47, 93, 42, 14, 91, 28]
Round 22 | train_loss=1.9469 train_acc=0.3552 test_loss=2.6016 test_acc=0.1926
Round 23 | selected=[86, 65, 85, 46, 19, 72, 55, 80, 40, 26]
Round 23 | train_loss=1.7975 train_acc=0.3966 test_loss=2.3403 test_acc=0.2309
Round 24 | selected=[91, 65, 7, 84, 49, 12, 47, 36, 28, 31]
Round 24 | train_loss=1.8957 train_acc=0.3686 test_loss=2.1482 test_acc=0.2573
Round 25 | selected=[13, 78, 9, 41, 0, 68, 72, 96, 95, 58]
Round 25 | train_loss=1.7180 train_acc=0.4192 test_loss=2.0520 test_acc=0.2572
Round 26 | selected=[71, 77, 46, 80, 24, 78, 27, 10, 62, 1]
Round 26 | train_loss=1.7365 train_acc=0.4304 test_loss=2.4169 test_acc=0.2188
Round 27 | selected=[26, 63, 86, 35, 40, 96, 37, 95, 88, 11]
Round 27 | train_loss=1.7530 train_acc=0.4166 test_loss=2.2786 test_acc=0.2323
Round 28 | selected=[35, 45, 88, 82, 6, 74, 57, 19, 9, 14]
Round 28 | train_loss=1.9651 train_acc=0.3564 test_loss=2.3920 test_acc=0.2529
Round 29 | selected=[2, 70, 93, 43, 11, 53, 14, 52, 5, 26]
Round 29 | train_loss=1.8033 train_acc=0.3944 test_loss=2.2334 test_acc=0.2787
Round 30 | selected=[92, 29, 98, 53, 70, 77, 84, 76, 47, 35]
Round 30 | train_loss=1.7700 train_acc=0.4294 test_loss=2.3562 test_acc=0.2447
Round 31 | selected=[4, 38, 89, 35, 0, 26, 88, 10, 51, 86]
