========================================
JOB:       12008579
TASK:      48
ALGORITHM: fedavg
PARTITION: iid
SEED:      46
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-32GB
Round 0 | test_loss=3.1277 test_acc=0.0954
Round 1 | selected=[20, 26, 83, 93, 7, 60, 52, 24, 45, 13]
Round 1 | train_loss=2.3535 train_acc=0.1202 test_loss=2.2552 test_acc=0.1513
Round 2 | selected=[5, 81, 53, 62, 47, 68, 49, 77, 66, 75]
Round 2 | train_loss=2.2128 train_acc=0.1672 test_loss=2.1366 test_acc=0.2103
Round 3 | selected=[30, 93, 0, 98, 81, 24, 18, 94, 80, 23]
Round 3 | train_loss=2.1299 train_acc=0.2082 test_loss=2.0381 test_acc=0.2215
Round 4 | selected=[68, 96, 87, 66, 5, 62, 61, 57, 80, 99]
Round 4 | train_loss=2.0433 train_acc=0.2228 test_loss=1.9549 test_acc=0.2654
Round 5 | selected=[43, 63, 24, 13, 36, 72, 18, 51, 46, 15]
Round 5 | train_loss=1.9879 train_acc=0.2474 test_loss=1.9270 test_acc=0.2575
Round 6 | selected=[93, 15, 46, 55, 45, 4, 23, 83, 27, 40]
Round 6 | train_loss=1.9544 train_acc=0.2540 test_loss=1.8802 test_acc=0.2841
Round 7 | selected=[18, 23, 22, 31, 88, 68, 42, 38, 92, 98]
Round 7 | train_loss=1.9247 train_acc=0.2768 test_loss=1.8212 test_acc=0.3136
Round 8 | selected=[85, 34, 62, 61, 35, 72, 26, 71, 28, 9]
Round 8 | train_loss=1.8923 train_acc=0.2848 test_loss=1.7787 test_acc=0.3341
Round 9 | selected=[59, 12, 51, 64, 11, 73, 8, 38, 31, 63]
Round 9 | train_loss=1.8575 train_acc=0.2974 test_loss=1.7982 test_acc=0.3129
Round 10 | selected=[65, 57, 19, 80, 71, 67, 32, 59, 47, 58]
Round 10 | train_loss=1.8391 train_acc=0.2974 test_loss=1.7622 test_acc=0.3295
Round 11 | selected=[1, 49, 56, 28, 42, 16, 35, 11, 40, 61]
Round 11 | train_loss=1.8200 train_acc=0.3048 test_loss=1.7661 test_acc=0.3223
Round 12 | selected=[71, 22, 31, 34, 4, 78, 38, 11, 55, 82]
Round 12 | train_loss=1.7958 train_acc=0.3104 test_loss=1.7063 test_acc=0.3533
Round 13 | selected=[12, 80, 53, 65, 90, 75, 5, 16, 10, 43]
Round 13 | train_loss=1.7908 train_acc=0.3214 test_loss=1.7003 test_acc=0.3520
Round 14 | selected=[32, 76, 31, 47, 99, 18, 53, 8, 65, 51]
Round 14 | train_loss=1.7728 train_acc=0.3252 test_loss=1.6803 test_acc=0.3601
Round 15 | selected=[71, 40, 96, 38, 82, 7, 28, 24, 55, 13]
Round 15 | train_loss=1.7467 train_acc=0.3376 test_loss=1.6504 test_acc=0.3776
Round 16 | selected=[53, 33, 17, 23, 30, 28, 65, 13, 92, 19]
Round 16 | train_loss=1.7341 train_acc=0.3462 test_loss=1.6691 test_acc=0.3750
Round 17 | selected=[77, 54, 38, 21, 13, 2, 72, 51, 28, 66]
Round 17 | train_loss=1.7151 train_acc=0.3454 test_loss=1.6704 test_acc=0.3739
Round 18 | selected=[20, 65, 44, 11, 51, 22, 72, 37, 35, 96]
Round 18 | train_loss=1.7127 train_acc=0.3450 test_loss=1.7645 test_acc=0.3476
Round 19 | selected=[10, 94, 29, 60, 99, 16, 92, 35, 54, 96]
Round 19 | train_loss=1.7047 train_acc=0.3606 test_loss=1.8852 test_acc=0.3558
Round 20 | selected=[47, 20, 53, 40, 37, 75, 48, 27, 94, 4]
Round 20 | train_loss=1.6764 train_acc=0.3596 test_loss=1.6335 test_acc=0.3878
Round 21 | selected=[87, 63, 53, 36, 77, 37, 11, 24, 70, 28]
Round 21 | train_loss=1.6458 train_acc=0.3690 test_loss=1.6926 test_acc=0.3822
Round 22 | selected=[19, 94, 3, 74, 10, 66, 12, 15, 34, 96]
Round 22 | train_loss=1.6581 train_acc=0.3774 test_loss=1.6174 test_acc=0.4000
Round 23 | selected=[21, 65, 82, 31, 87, 4, 24, 43, 1, 37]
Round 23 | train_loss=1.6449 train_acc=0.3828 test_loss=1.5796 test_acc=0.4087
Round 24 | selected=[80, 26, 7, 40, 51, 3, 38, 69, 81, 6]
Round 24 | train_loss=1.6287 train_acc=0.3816 test_loss=1.5172 test_acc=0.4351
Round 25 | selected=[67, 33, 68, 23, 69, 46, 84, 74, 17, 39]
Round 25 | train_loss=1.6374 train_acc=0.3856 test_loss=1.6751 test_acc=0.3706
Round 26 | selected=[35, 73, 94, 20, 13, 11, 29, 70, 87, 55]
Round 26 | train_loss=1.6196 train_acc=0.3980 test_loss=1.5417 test_acc=0.4260
Round 27 | selected=[36, 34, 32, 97, 17, 73, 92, 31, 65, 22]
Round 27 | train_loss=1.5910 train_acc=0.3970 test_loss=1.5289 test_acc=0.4331
Round 28 | selected=[55, 47, 35, 83, 29, 69, 49, 84, 52, 80]
Round 28 | train_loss=1.5840 train_acc=0.4042 test_loss=1.5048 test_acc=0.4480
Round 29 | selected=[64, 84, 49, 55, 35, 88, 37, 68, 51, 77]
Round 29 | train_loss=1.5934 train_acc=0.4024 test_loss=1.5307 test_acc=0.4322
Round 30 | selected=[44, 58, 83, 37, 38, 24, 16, 86, 19, 97]
Round 30 | train_loss=1.5597 train_acc=0.4148 test_loss=1.4838 test_acc=0.4416
Round 31 | selected=[91, 12, 26, 97, 28, 19, 27, 29, 50, 37]
Round 31 | train_loss=1.5659 train_acc=0.4156 test_loss=1.5344 test_acc=0.4426
Round 32 | selected=[18, 48, 87, 47, 37, 8, 99, 29, 42, 27]
Round 32 | train_loss=1.5395 train_acc=0.4290 test_loss=1.4742 test_acc=0.4563
Round 33 | selected=[91, 10, 70, 33, 85, 48, 46, 36, 44, 68]
Round 33 | train_loss=1.5672 train_acc=0.4174 test_loss=1.4833 test_acc=0.4492
Round 34 | selected=[15, 77, 58, 63, 47, 18, 34, 98, 25, 97]
Round 34 | train_loss=1.5392 train_acc=0.4290 test_loss=1.4522 test_acc=0.4581
Round 35 | selected=[95, 82, 19, 77, 83, 25, 30, 0, 87, 69]
Round 35 | train_loss=1.5206 train_acc=0.4274 test_loss=1.4066 test_acc=0.4798
Round 36 | selected=[57, 41, 2, 99, 9, 38, 87, 39, 80, 48]
Round 36 | train_loss=1.5230 train_acc=0.4374 test_loss=1.4108 test_acc=0.4748
Round 37 | selected=[6, 47, 4, 5, 82, 33, 91, 38, 59, 98]
Round 37 | train_loss=1.5436 train_acc=0.4220 test_loss=1.4414 test_acc=0.4699
Round 38 | selected=[8, 30, 11, 0, 86, 68, 93, 67, 60, 40]
Round 38 | train_loss=1.5430 train_acc=0.4242 test_loss=1.3920 test_acc=0.4863
Round 39 | selected=[5, 84, 28, 83, 34, 74, 2, 3, 53, 50]
Round 39 | train_loss=1.4778 train_acc=0.4440 test_loss=1.4420 test_acc=0.4671
Round 40 | selected=[10, 22, 74, 23, 38, 30, 0, 93, 44, 57]
Round 40 | train_loss=1.4927 train_acc=0.4392 test_loss=1.4436 test_acc=0.4705
Round 41 | selected=[67, 8, 13, 28, 34, 37, 77, 14, 49, 47]
Round 41 | train_loss=1.5156 train_acc=0.4322 test_loss=1.4362 test_acc=0.4659
Round 42 | selected=[86, 57, 24, 4, 23, 55, 94, 59, 50, 21]
Round 42 | train_loss=1.5016 train_acc=0.4420 test_loss=1.4494 test_acc=0.4710
Round 43 | selected=[17, 72, 35, 18, 5, 86, 95, 23, 77, 25]
Round 43 | train_loss=1.4752 train_acc=0.4534 test_loss=1.3820 test_acc=0.4927
Round 44 | selected=[54, 13, 62, 81, 94, 17, 47, 22, 50, 21]
Round 44 | train_loss=1.4570 train_acc=0.4598 test_loss=1.4041 test_acc=0.4826
Round 45 | selected=[4, 35, 52, 85, 71, 51, 61, 3, 72, 91]
Round 45 | train_loss=1.4650 train_acc=0.4504 test_loss=1.3492 test_acc=0.5007
Round 46 | selected=[32, 47, 83, 65, 75, 56, 4, 51, 52, 79]
Round 46 | train_loss=1.4764 train_acc=0.4548 test_loss=1.4187 test_acc=0.4744
Round 47 | selected=[50, 13, 94, 72, 14, 31, 27, 97, 9, 59]
Round 47 | train_loss=1.4510 train_acc=0.4690 test_loss=1.4572 test_acc=0.4770
Round 48 | selected=[59, 80, 54, 0, 68, 39, 88, 72, 42, 5]
Round 48 | train_loss=1.4490 train_acc=0.4588 test_loss=1.3368 test_acc=0.5092
Round 49 | selected=[45, 33, 23, 97, 88, 1, 0, 58, 21, 74]
Round 49 | train_loss=1.4675 train_acc=0.4580 test_loss=1.3285 test_acc=0.5062
Round 50 | selected=[73, 88, 96, 64, 4, 0, 17, 86, 14, 95]
Round 50 | train_loss=1.4347 train_acc=0.4700 test_loss=1.3282 test_acc=0.5103
Round 51 | selected=[2, 25, 22, 72, 33, 66, 11, 56, 59, 4]
Round 51 | train_loss=1.4280 train_acc=0.4790 test_loss=1.3564 test_acc=0.5025
Round 52 | selected=[25, 55, 52, 51, 65, 15, 77, 67, 10, 49]
Round 52 | train_loss=1.4191 train_acc=0.4876 test_loss=1.3798 test_acc=0.5007
Round 53 | selected=[45, 17, 75, 29, 88, 55, 6, 34, 7, 22]
Round 53 | train_loss=1.4383 train_acc=0.4806 test_loss=1.3804 test_acc=0.4905
Round 54 | selected=[90, 89, 22, 45, 85, 2, 64, 27, 99, 34]
Round 54 | train_loss=1.4075 train_acc=0.4846 test_loss=1.3175 test_acc=0.5169
Round 55 | selected=[41, 82, 22, 88, 56, 8, 72, 93, 24, 5]
Round 55 | train_loss=1.3980 train_acc=0.4894 test_loss=1.4391 test_acc=0.4796
Round 56 | selected=[23, 38, 99, 11, 58, 0, 75, 34, 94, 74]
Round 56 | train_loss=1.4297 train_acc=0.4780 test_loss=1.2989 test_acc=0.5237
Round 57 | selected=[15, 97, 73, 19, 40, 83, 85, 58, 89, 45]
Round 57 | train_loss=1.3600 train_acc=0.5084 test_loss=1.2957 test_acc=0.5258
Round 58 | selected=[78, 55, 41, 22, 89, 88, 93, 85, 86, 98]
Round 58 | train_loss=1.3648 train_acc=0.5050 test_loss=1.3217 test_acc=0.5125
Round 59 | selected=[85, 47, 15, 62, 50, 82, 38, 90, 52, 33]
Round 59 | train_loss=1.3902 train_acc=0.4916 test_loss=1.2976 test_acc=0.5298
Round 60 | selected=[46, 25, 40, 86, 31, 50, 84, 13, 19, 72]
Round 60 | train_loss=1.3586 train_acc=0.4996 test_loss=1.2646 test_acc=0.5380
Round 61 | selected=[3, 8, 54, 52, 77, 81, 60, 93, 25, 79]
Round 61 | train_loss=1.4011 train_acc=0.4862 test_loss=1.2975 test_acc=0.5210
Round 62 | selected=[77, 76, 7, 30, 74, 47, 93, 33, 42, 98]
Round 62 | train_loss=1.4069 train_acc=0.4868 test_loss=1.2698 test_acc=0.5336
Round 63 | selected=[17, 52, 91, 21, 85, 47, 44, 87, 42, 10]
Round 63 | train_loss=1.3701 train_acc=0.5034 test_loss=1.2544 test_acc=0.5400
Round 64 | selected=[1, 79, 93, 32, 29, 10, 47, 78, 58, 19]
Round 64 | train_loss=1.3567 train_acc=0.5072 test_loss=1.2874 test_acc=0.5327
Round 65 | selected=[55, 10, 46, 74, 54, 15, 81, 66, 12, 93]
Round 65 | train_loss=1.3541 train_acc=0.5128 test_loss=1.2856 test_acc=0.5346
Round 66 | selected=[56, 11, 93, 73, 94, 26, 22, 52, 36, 29]
Round 66 | train_loss=1.3470 train_acc=0.5116 test_loss=1.3117 test_acc=0.5217
Round 67 | selected=[82, 22, 31, 16, 28, 33, 56, 41, 76, 11]
Round 67 | train_loss=1.3474 train_acc=0.5154 test_loss=1.2387 test_acc=0.5447
Round 68 | selected=[81, 97, 82, 70, 39, 55, 89, 85, 36, 83]
Round 68 | train_loss=1.3077 train_acc=0.5308 test_loss=1.2727 test_acc=0.5369
Round 69 | selected=[80, 73, 18, 98, 55, 49, 43, 61, 8, 82]
Round 69 | train_loss=1.3059 train_acc=0.5226 test_loss=1.2002 test_acc=0.5605
Round 70 | selected=[17, 6, 47, 63, 96, 3, 81, 41, 21, 46]
Round 70 | train_loss=1.3102 train_acc=0.5232 test_loss=1.2245 test_acc=0.5555
