========================================
JOB:       12003985
TASK:      7
ALGORITHM: fedprox
PARTITION: alpha01
SEED:      43
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-16GB
Round 0 | test_loss=2.8590 test_acc=0.1084
Round 1 | selected=[45, 82, 4, 54, 60, 98, 1, 26, 37, 58]
Round 1 | train_loss=1.3597 train_acc=0.6108 test_loss=2.9007 test_acc=0.1000
Round 2 | selected=[98, 18, 76, 36, 27, 13, 88, 41, 89, 84]
Round 2 | train_loss=1.9239 train_acc=0.5082 test_loss=3.5744 test_acc=0.1092
Round 3 | selected=[49, 78, 43, 90, 96, 45, 58, 36, 69, 94]
Round 3 | train_loss=1.5763 train_acc=0.5806 test_loss=3.5603 test_acc=0.1052
Round 4 | selected=[67, 79, 53, 5, 31, 11, 59, 99, 9, 28]
Round 4 | train_loss=1.7421 train_acc=0.6022 test_loss=5.6817 test_acc=0.1000
Round 5 | selected=[52, 9, 39, 27, 68, 31, 25, 58, 3, 95]
Round 5 | train_loss=2.1457 train_acc=0.5264 test_loss=8.8856 test_acc=0.1422
Round 6 | selected=[26, 64, 42, 36, 16, 77, 7, 22, 20, 31]
Round 6 | train_loss=2.1148 train_acc=0.5462 test_loss=6.2869 test_acc=0.1341
Round 7 | selected=[12, 64, 62, 75, 73, 84, 79, 40, 32, 52]
Round 7 | train_loss=2.1511 train_acc=0.5158 test_loss=9.7047 test_acc=0.1000
Round 8 | selected=[48, 84, 78, 81, 73, 93, 51, 12, 16, 66]
Round 8 | train_loss=2.4875 train_acc=0.4288 test_loss=4.7663 test_acc=0.1000
Round 9 | selected=[59, 44, 87, 73, 64, 76, 16, 97, 39, 99]
Round 9 | train_loss=2.1406 train_acc=0.4648 test_loss=2.8302 test_acc=0.1399
Round 10 | selected=[66, 45, 67, 21, 94, 50, 49, 73, 97, 28]
Round 10 | train_loss=1.8695 train_acc=0.4886 test_loss=3.4071 test_acc=0.1206
Round 11 | selected=[71, 91, 81, 50, 27, 52, 61, 25, 63, 75]
Round 11 | train_loss=1.4555 train_acc=0.5504 test_loss=2.6243 test_acc=0.1854
Round 12 | selected=[78, 91, 66, 74, 93, 33, 92, 18, 68, 20]
Round 12 | train_loss=1.4373 train_acc=0.5646 test_loss=2.6995 test_acc=0.1244
Round 13 | selected=[84, 70, 72, 43, 26, 95, 74, 53, 98, 13]
Round 13 | train_loss=1.2732 train_acc=0.6532 test_loss=2.8659 test_acc=0.1067
Round 14 | selected=[62, 88, 39, 53, 68, 8, 45, 26, 50, 17]
Round 14 | train_loss=1.4129 train_acc=0.5948 test_loss=2.4130 test_acc=0.1064
Round 15 | selected=[81, 84, 25, 29, 3, 45, 13, 0, 44, 9]
Round 15 | train_loss=1.3757 train_acc=0.5586 test_loss=2.4145 test_acc=0.2171
Round 16 | selected=[45, 82, 93, 92, 91, 3, 83, 59, 66, 11]
Round 16 | train_loss=1.3696 train_acc=0.5862 test_loss=2.2800 test_acc=0.1692
Round 17 | selected=[15, 4, 66, 46, 8, 75, 62, 35, 57, 53]
Round 17 | train_loss=1.2715 train_acc=0.6182 test_loss=2.3899 test_acc=0.1833
Round 18 | selected=[70, 85, 99, 21, 88, 16, 37, 23, 91, 0]
Round 18 | train_loss=1.4116 train_acc=0.5618 test_loss=2.4357 test_acc=0.1667
Round 19 | selected=[36, 15, 31, 92, 98, 73, 83, 7, 11, 20]
Round 19 | train_loss=1.3247 train_acc=0.5864 test_loss=2.3204 test_acc=0.1814
Round 20 | selected=[39, 89, 40, 95, 37, 0, 15, 60, 59, 74]
Round 20 | train_loss=1.2813 train_acc=0.5678 test_loss=2.3594 test_acc=0.1682
Round 21 | selected=[35, 57, 89, 86, 46, 36, 54, 30, 84, 77]
Round 21 | train_loss=1.2883 train_acc=0.5942 test_loss=2.0346 test_acc=0.2313
Round 22 | selected=[76, 10, 70, 46, 58, 89, 67, 66, 32, 0]
Round 22 | train_loss=1.3458 train_acc=0.5276 test_loss=2.2973 test_acc=0.2280
Round 23 | selected=[14, 0, 41, 64, 71, 15, 68, 98, 46, 6]
Round 23 | train_loss=1.3183 train_acc=0.5676 test_loss=2.2465 test_acc=0.1798
Round 24 | selected=[43, 83, 13, 65, 78, 79, 35, 15, 47, 3]
Round 24 | train_loss=1.2426 train_acc=0.6104 test_loss=2.2278 test_acc=0.2396
Round 25 | selected=[22, 9, 27, 36, 31, 89, 71, 86, 11, 29]
Round 25 | train_loss=1.2845 train_acc=0.6046 test_loss=2.3223 test_acc=0.1403
Round 26 | selected=[55, 61, 4, 90, 51, 94, 45, 0, 31, 96]
Round 26 | train_loss=1.4377 train_acc=0.5244 test_loss=2.1751 test_acc=0.1817
Round 27 | selected=[60, 6, 30, 69, 19, 1, 52, 34, 7, 5]
Round 27 | train_loss=1.1686 train_acc=0.6470 test_loss=2.2445 test_acc=0.1758
Round 28 | selected=[37, 27, 52, 59, 18, 21, 57, 61, 99, 41]
Round 28 | train_loss=1.1619 train_acc=0.6072 test_loss=2.4496 test_acc=0.1904
Round 29 | selected=[29, 67, 19, 12, 59, 89, 94, 39, 76, 98]
Round 29 | train_loss=1.5427 train_acc=0.4808 test_loss=2.6797 test_acc=0.1700
Round 30 | selected=[61, 99, 64, 39, 12, 29, 85, 37, 28, 14]
Round 30 | train_loss=1.5633 train_acc=0.4904 test_loss=2.2766 test_acc=0.1996
Round 31 | selected=[59, 92, 69, 23, 11, 93, 88, 57, 30, 8]
Round 31 | train_loss=1.1399 train_acc=0.6334 test_loss=2.4156 test_acc=0.1204
Round 32 | selected=[27, 33, 32, 41, 88, 49, 39, 44, 71, 67]
Round 32 | train_loss=1.4433 train_acc=0.5220 test_loss=2.2046 test_acc=0.2030
Round 33 | selected=[83, 58, 19, 10, 51, 40, 75, 59, 70, 17]
Round 33 | train_loss=1.2337 train_acc=0.5726 test_loss=2.4108 test_acc=0.2055
Round 34 | selected=[53, 62, 57, 4, 60, 76, 98, 31, 90, 23]
Round 34 | train_loss=1.4255 train_acc=0.5696 test_loss=2.7811 test_acc=0.1229
Round 35 | selected=[40, 41, 53, 13, 35, 90, 85, 73, 68, 15]
Round 35 | train_loss=1.4068 train_acc=0.5434 test_loss=2.4453 test_acc=0.1882
Round 36 | selected=[18, 9, 0, 24, 23, 20, 39, 94, 29, 41]
Round 36 | train_loss=1.2953 train_acc=0.5790 test_loss=2.1368 test_acc=0.2514
Round 37 | selected=[0, 56, 76, 25, 77, 24, 43, 8, 35, 78]
Round 37 | train_loss=1.3052 train_acc=0.5880 test_loss=2.4172 test_acc=0.1662
Round 38 | selected=[53, 77, 74, 63, 22, 80, 28, 67, 24, 41]
Round 38 | train_loss=1.3014 train_acc=0.6082 test_loss=2.5655 test_acc=0.1468
Round 39 | selected=[18, 83, 80, 4, 69, 89, 92, 61, 21, 73]
Round 39 | train_loss=1.2811 train_acc=0.6012 test_loss=2.3861 test_acc=0.2021
Round 40 | selected=[60, 71, 66, 28, 27, 54, 99, 6, 55, 74]
Round 40 | train_loss=1.4198 train_acc=0.5192 test_loss=2.0311 test_acc=0.2589
Round 41 | selected=[75, 13, 68, 32, 20, 2, 10, 79, 41, 89]
Round 41 | train_loss=1.1645 train_acc=0.6208 test_loss=2.2635 test_acc=0.1425
Round 42 | selected=[21, 6, 71, 85, 94, 56, 29, 95, 27, 87]
Round 42 | train_loss=1.2135 train_acc=0.5924 test_loss=2.1917 test_acc=0.2159
Round 43 | selected=[71, 34, 79, 90, 87, 39, 89, 18, 81, 96]
Round 43 | train_loss=1.3916 train_acc=0.5336 test_loss=2.0349 test_acc=0.2521
Round 44 | selected=[39, 94, 2, 85, 60, 12, 89, 36, 44, 98]
Round 44 | train_loss=1.2981 train_acc=0.5568 test_loss=1.9828 test_acc=0.2035
Round 45 | selected=[11, 68, 5, 85, 51, 12, 83, 32, 73, 29]
Round 45 | train_loss=1.1452 train_acc=0.6454 test_loss=2.2426 test_acc=0.1473
Round 46 | selected=[63, 47, 4, 13, 49, 41, 19, 99, 91, 79]
Round 46 | train_loss=1.2806 train_acc=0.5932 test_loss=2.0691 test_acc=0.2328
Round 47 | selected=[30, 90, 52, 15, 32, 41, 66, 49, 64, 25]
