========================================
JOB:       12010198
TASK:      59
ALGORITHM: fedavgm
PARTITION: alpha01
SEED:      46
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-32GB
Round 0 | test_loss=3.1277 test_acc=0.0954
Round 1 | selected=[20, 26, 83, 93, 7, 60, 52, 24, 45, 13]
Round 1 | train_loss=1.2809 train_acc=0.6170 test_loss=2.5296 test_acc=0.1281
Round 2 | selected=[5, 81, 53, 62, 47, 68, 49, 77, 66, 75]
Round 2 | train_loss=1.5570 train_acc=0.5602 test_loss=2.9405 test_acc=0.1665
Round 3 | selected=[30, 93, 0, 98, 81, 24, 18, 94, 80, 23]
Round 3 | train_loss=1.5112 train_acc=0.6104 test_loss=4.0510 test_acc=0.1584
Round 4 | selected=[68, 96, 87, 66, 5, 62, 61, 57, 80, 99]
Round 4 | train_loss=2.2560 train_acc=0.4900 test_loss=5.3222 test_acc=0.1606
Round 5 | selected=[43, 63, 24, 13, 36, 72, 18, 51, 46, 15]
Round 5 | train_loss=2.2635 train_acc=0.5418 test_loss=5.3448 test_acc=0.2125
Round 6 | selected=[93, 15, 46, 55, 45, 4, 23, 83, 27, 40]
Round 6 | train_loss=2.7672 train_acc=0.5602 test_loss=24.7513 test_acc=0.1001
Round 7 | selected=[18, 23, 22, 31, 88, 68, 42, 38, 92, 98]
Round 7 | train_loss=3.5435 train_acc=0.4792 test_loss=68.3107 test_acc=0.1156
Round 8 | selected=[85, 34, 62, 61, 35, 72, 26, 71, 28, 9]
Round 8 | train_loss=2.4712 train_acc=0.4246 test_loss=183.4755 test_acc=0.1139
Round 9 | selected=[59, 12, 51, 64, 11, 73, 8, 38, 31, 63]
Round 9 | train_loss=1.7388 train_acc=0.4444 test_loss=234.3936 test_acc=0.1000
Round 10 | selected=[65, 57, 19, 80, 71, 67, 32, 59, 47, 58]
Round 10 | train_loss=2.5227 train_acc=0.4866 test_loss=40.5175 test_acc=0.1417
Round 11 | selected=[1, 49, 56, 28, 42, 16, 35, 11, 40, 61]
Round 11 | train_loss=3.0378 train_acc=0.3702 test_loss=17.2511 test_acc=0.1544
Round 12 | selected=[71, 22, 31, 34, 4, 78, 38, 11, 55, 82]
Round 12 | train_loss=2.2160 train_acc=0.4182 test_loss=8.2488 test_acc=0.1120
Round 13 | selected=[12, 80, 53, 65, 90, 75, 5, 16, 10, 43]
Round 13 | train_loss=2.1506 train_acc=0.3950 test_loss=5.3221 test_acc=0.1040
Round 14 | selected=[32, 76, 31, 47, 99, 18, 53, 8, 65, 51]
Round 14 | train_loss=2.2171 train_acc=0.3122 test_loss=3.9387 test_acc=0.0990
Round 15 | selected=[71, 40, 96, 38, 82, 7, 28, 24, 55, 13]
Round 15 | train_loss=2.5498 train_acc=0.2874 test_loss=3.4494 test_acc=0.0719
Round 16 | selected=[53, 33, 17, 23, 30, 28, 65, 13, 92, 19]
Round 16 | train_loss=2.0470 train_acc=0.3262 test_loss=2.7881 test_acc=0.0810
Round 17 | selected=[77, 54, 38, 21, 13, 2, 72, 51, 28, 66]
Round 17 | train_loss=2.1351 train_acc=0.2610 test_loss=2.6113 test_acc=0.0899
Round 18 | selected=[20, 65, 44, 11, 51, 22, 72, 37, 35, 96]
Round 18 | train_loss=2.2634 train_acc=0.3036 test_loss=2.5553 test_acc=0.1191
Round 19 | selected=[10, 94, 29, 60, 99, 16, 92, 35, 54, 96]
Round 19 | train_loss=2.2780 train_acc=0.1766 test_loss=2.4009 test_acc=0.1182
Round 20 | selected=[47, 20, 53, 40, 37, 75, 48, 27, 94, 4]
Round 20 | train_loss=2.2141 train_acc=0.2624 test_loss=2.5156 test_acc=0.1087
Round 21 | selected=[87, 63, 53, 36, 77, 37, 11, 24, 70, 28]
Round 21 | train_loss=2.2433 train_acc=0.1414 test_loss=2.5662 test_acc=0.1106
Round 22 | selected=[19, 94, 3, 74, 10, 66, 12, 15, 34, 96]
Round 22 | train_loss=2.3671 train_acc=0.0628 test_loss=2.7239 test_acc=0.1011
