========================================
JOB:       12002542
TASK:      11
ALGORITHM: fedavgm
PARTITION: alpha01
SEED:      42
GPU:       0
========================================
Device: cuda
GPU: NVIDIA A100-SXM4-80GB
Round 0 | test_loss=3.2142 test_acc=0.1000
Round 1 | selected=[96, 71, 8, 60, 41, 94, 68, 9, 19, 82]
Round 1 | train_loss=1.2547 train_acc=0.5820 test_loss=2.6721 test_acc=0.1094
Round 2 | selected=[75, 39, 34, 62, 81, 17, 40, 46, 54, 88]
Round 2 | train_loss=1.7570 train_acc=0.5790 test_loss=3.0545 test_acc=0.1307
Round 3 | selected=[66, 71, 25, 44, 34, 15, 58, 89, 95, 6]
Round 3 | train_loss=1.8581 train_acc=0.5792 test_loss=4.9631 test_acc=0.1371
Round 4 | selected=[93, 40, 70, 32, 63, 68, 35, 90, 14, 86]
Round 4 | train_loss=2.0245 train_acc=0.5946 test_loss=7.6250 test_acc=0.1485
Round 5 | selected=[70, 81, 20, 62, 89, 98, 41, 15, 52, 30]
Round 5 | train_loss=2.6457 train_acc=0.4802 test_loss=21.8031 test_acc=0.1250
Round 6 | selected=[63, 26, 0, 19, 22, 13, 59, 79, 99, 78]
Round 6 | train_loss=1.5935 train_acc=0.6234 test_loss=35.7639 test_acc=0.1000
Round 7 | selected=[23, 65, 52, 3, 42, 13, 47, 46, 10, 64]
Round 7 | train_loss=2.2312 train_acc=0.4704 test_loss=27.3432 test_acc=0.1137
Round 8 | selected=[33, 56, 28, 96, 27, 73, 50, 42, 21, 2]
Round 8 | train_loss=2.2503 train_acc=0.4400 test_loss=20.3328 test_acc=0.1500
Round 9 | selected=[76, 40, 66, 48, 83, 27, 53, 98, 62, 11]
Round 9 | train_loss=2.6438 train_acc=0.4230 test_loss=21.3664 test_acc=0.1000
Round 10 | selected=[15, 88, 49, 93, 8, 67, 65, 68, 43, 70]
Round 10 | train_loss=2.3238 train_acc=0.3858 test_loss=7.5808 test_acc=0.0756
Round 11 | selected=[33, 62, 8, 11, 57, 56, 91, 96, 98, 34]
Round 11 | train_loss=2.2535 train_acc=0.3842 test_loss=4.2538 test_acc=0.1168
Round 12 | selected=[70, 26, 66, 95, 7, 9, 42, 74, 24, 44]
Round 12 | train_loss=2.3650 train_acc=0.3810 test_loss=3.6639 test_acc=0.1530
Round 13 | selected=[47, 70, 65, 43, 99, 49, 1, 16, 72, 80]
Round 13 | train_loss=2.3311 train_acc=0.2388 test_loss=4.6353 test_acc=0.1083
Round 14 | selected=[37, 64, 3, 16, 31, 14, 18, 46, 67, 72]
Round 14 | train_loss=2.1259 train_acc=0.3080 test_loss=3.6122 test_acc=0.1114
Round 15 | selected=[55, 14, 2, 48, 56, 31, 41, 40, 93, 28]
Round 15 | train_loss=2.2091 train_acc=0.3368 test_loss=4.3932 test_acc=0.1241
Round 16 | selected=[53, 44, 54, 32, 25, 85, 14, 50, 93, 77]
Round 16 | train_loss=2.6361 train_acc=0.1272 test_loss=2.5790 test_acc=0.1075
Round 17 | selected=[99, 29, 49, 12, 52, 64, 65, 11, 10, 28]
Round 17 | train_loss=2.0453 train_acc=0.2568 test_loss=2.4314 test_acc=0.0993
Round 18 | selected=[21, 83, 30, 22, 13, 89, 97, 53, 3, 36]
Round 18 | train_loss=1.9071 train_acc=0.3068 test_loss=2.5296 test_acc=0.1099
Round 19 | selected=[52, 47, 4, 89, 94, 56, 17, 16, 24, 84]
Round 19 | train_loss=2.2178 train_acc=0.1924 test_loss=2.7886 test_acc=0.1142
Round 20 | selected=[49, 45, 20, 2, 76, 81, 33, 83, 10, 30]
