========================================
JOB:       12006777
TASK:      37
ALGORITHM: fedprox
PARTITION: alpha1
SEED:      45
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-32GB
Round 0 | test_loss=2.8279 test_acc=0.0938
Round 1 | selected=[84, 96, 49, 52, 68, 55, 73, 51, 79, 50]
Round 1 | train_loss=2.0204 train_acc=0.2824 test_loss=2.2790 test_acc=0.1461
Round 2 | selected=[61, 70, 47, 11, 92, 52, 58, 77, 79, 57]
Round 2 | train_loss=2.0524 train_acc=0.2560 test_loss=2.2017 test_acc=0.1609
Round 3 | selected=[68, 28, 99, 76, 4, 11, 39, 98, 40, 5]
Round 3 | train_loss=1.9338 train_acc=0.3182 test_loss=2.2268 test_acc=0.1713
Round 4 | selected=[26, 11, 9, 16, 70, 81, 96, 73, 29, 19]
Round 4 | train_loss=1.9318 train_acc=0.3224 test_loss=2.1513 test_acc=0.1721
Round 5 | selected=[11, 19, 35, 99, 1, 3, 45, 97, 31, 91]
Round 5 | train_loss=1.9324 train_acc=0.2996 test_loss=2.2682 test_acc=0.2257
Round 6 | selected=[65, 92, 81, 94, 48, 86, 77, 43, 30, 68]
Round 6 | train_loss=1.8092 train_acc=0.3594 test_loss=2.1211 test_acc=0.2168
Round 7 | selected=[35, 74, 98, 56, 37, 62, 89, 49, 80, 13]
Round 7 | train_loss=1.8424 train_acc=0.3606 test_loss=1.9357 test_acc=0.2531
Round 8 | selected=[29, 13, 46, 2, 67, 30, 38, 4, 60, 73]
Round 8 | train_loss=1.7777 train_acc=0.3616 test_loss=1.9123 test_acc=0.2719
Round 9 | selected=[69, 44, 76, 74, 34, 79, 22, 60, 16, 15]
Round 9 | train_loss=1.7049 train_acc=0.3960 test_loss=1.9778 test_acc=0.2593
Round 10 | selected=[8, 64, 44, 23, 48, 9, 69, 1, 29, 86]
Round 10 | train_loss=1.6342 train_acc=0.4396 test_loss=2.0467 test_acc=0.2698
Round 11 | selected=[73, 27, 86, 10, 22, 92, 9, 36, 43, 21]
Round 11 | train_loss=1.7174 train_acc=0.3970 test_loss=2.2455 test_acc=0.2692
Round 12 | selected=[19, 10, 46, 11, 4, 42, 16, 99, 96, 21]
Round 12 | train_loss=1.7588 train_acc=0.3860 test_loss=1.9336 test_acc=0.2492
Round 13 | selected=[31, 94, 27, 21, 48, 46, 69, 72, 24, 19]
Round 13 | train_loss=1.7298 train_acc=0.3980 test_loss=1.9704 test_acc=0.2674
Round 14 | selected=[25, 64, 96, 46, 42, 85, 98, 20, 65, 89]
Round 14 | train_loss=1.6702 train_acc=0.4204 test_loss=2.0801 test_acc=0.2877
Round 15 | selected=[94, 59, 89, 13, 76, 48, 39, 55, 44, 60]
Round 15 | train_loss=1.8120 train_acc=0.3924 test_loss=1.9205 test_acc=0.2901
Round 16 | selected=[44, 33, 28, 69, 36, 32, 46, 3, 35, 5]
Round 16 | train_loss=1.6181 train_acc=0.4488 test_loss=2.1982 test_acc=0.2270
Round 17 | selected=[56, 86, 33, 90, 8, 44, 94, 74, 83, 93]
Round 17 | train_loss=1.7014 train_acc=0.4228 test_loss=2.2470 test_acc=0.2786
Round 18 | selected=[37, 96, 61, 80, 73, 86, 52, 2, 81, 38]
Round 18 | train_loss=1.7819 train_acc=0.3992 test_loss=2.4650 test_acc=0.2793
Round 19 | selected=[66, 82, 91, 49, 25, 42, 15, 74, 75, 13]
Round 19 | train_loss=1.6990 train_acc=0.4634 test_loss=1.8623 test_acc=0.3004
Round 20 | selected=[99, 42, 96, 30, 8, 88, 93, 46, 90, 82]
Round 20 | train_loss=1.5734 train_acc=0.4494 test_loss=2.2587 test_acc=0.2495
Round 21 | selected=[91, 8, 48, 72, 47, 73, 24, 60, 98, 50]
Round 21 | train_loss=1.5904 train_acc=0.4654 test_loss=2.0592 test_acc=0.3062
Round 22 | selected=[77, 27, 23, 18, 4, 45, 66, 71, 72, 51]
Round 22 | train_loss=1.6594 train_acc=0.4268 test_loss=1.7720 test_acc=0.3149
Round 23 | selected=[5, 69, 78, 15, 35, 44, 28, 19, 61, 59]
Round 23 | train_loss=1.5488 train_acc=0.4520 test_loss=1.6500 test_acc=0.3823
Round 24 | selected=[85, 67, 48, 41, 94, 11, 53, 22, 20, 52]
Round 24 | train_loss=1.5574 train_acc=0.4500 test_loss=1.9160 test_acc=0.3334
Round 25 | selected=[46, 96, 40, 57, 45, 30, 99, 94, 9, 5]
Round 25 | train_loss=1.6137 train_acc=0.4158 test_loss=1.6356 test_acc=0.3792
Round 26 | selected=[60, 99, 84, 0, 28, 13, 19, 55, 9, 96]
Round 26 | train_loss=1.4999 train_acc=0.4764 test_loss=1.7836 test_acc=0.3724
Round 27 | selected=[85, 18, 27, 88, 21, 73, 6, 62, 2, 82]
Round 27 | train_loss=1.5583 train_acc=0.4684 test_loss=2.2741 test_acc=0.2599
Round 28 | selected=[59, 40, 9, 65, 22, 53, 44, 72, 79, 45]
Round 28 | train_loss=1.6209 train_acc=0.4744 test_loss=2.2148 test_acc=0.3186
Round 29 | selected=[15, 11, 81, 91, 12, 35, 43, 26, 44, 94]
Round 29 | train_loss=1.7824 train_acc=0.4212 test_loss=1.9485 test_acc=0.3113
Round 30 | selected=[61, 1, 5, 70, 21, 6, 92, 75, 45, 40]
Round 30 | train_loss=1.5917 train_acc=0.4452 test_loss=1.6444 test_acc=0.3797
Round 31 | selected=[3, 14, 15, 90, 86, 96, 47, 45, 63, 10]
Round 31 | train_loss=1.5269 train_acc=0.4864 test_loss=1.9567 test_acc=0.2868
Round 32 | selected=[33, 35, 79, 59, 54, 96, 60, 67, 61, 39]
Round 32 | train_loss=1.4743 train_acc=0.4918 test_loss=2.1292 test_acc=0.3110
Round 33 | selected=[72, 49, 39, 77, 98, 10, 59, 17, 29, 9]
Round 33 | train_loss=1.6545 train_acc=0.4740 test_loss=1.9861 test_acc=0.3390
Round 34 | selected=[15, 59, 57, 88, 60, 13, 70, 47, 76, 26]
Round 34 | train_loss=1.6180 train_acc=0.4420 test_loss=1.8712 test_acc=0.3642
Round 35 | selected=[76, 4, 23, 69, 56, 13, 43, 54, 99, 88]
Round 35 | train_loss=1.5769 train_acc=0.4698 test_loss=1.6354 test_acc=0.4179
Round 36 | selected=[3, 50, 71, 29, 88, 11, 13, 2, 7, 47]
Round 36 | train_loss=1.4920 train_acc=0.4794 test_loss=1.5514 test_acc=0.3983
Round 37 | selected=[47, 27, 28, 8, 2, 88, 30, 16, 45, 60]
Round 37 | train_loss=1.4942 train_acc=0.4798 test_loss=1.5842 test_acc=0.4116
Round 38 | selected=[50, 29, 85, 86, 64, 10, 7, 16, 49, 48]
Round 38 | train_loss=1.3435 train_acc=0.5394 test_loss=1.7861 test_acc=0.3620
Round 39 | selected=[3, 88, 98, 97, 23, 40, 74, 61, 79, 59]
Round 39 | train_loss=1.5372 train_acc=0.4692 test_loss=1.6349 test_acc=0.3937
Round 40 | selected=[29, 47, 55, 25, 13, 65, 91, 10, 8, 89]
Round 40 | train_loss=1.4224 train_acc=0.5192 test_loss=1.9240 test_acc=0.3470
Round 41 | selected=[51, 18, 44, 36, 79, 62, 64, 43, 11, 96]
Round 41 | train_loss=1.5758 train_acc=0.4800 test_loss=2.0307 test_acc=0.3425
Round 42 | selected=[41, 24, 80, 14, 5, 27, 42, 90, 73, 47]
Round 42 | train_loss=1.5706 train_acc=0.4700 test_loss=1.8825 test_acc=0.3251
Round 43 | selected=[23, 81, 54, 52, 62, 9, 6, 38, 79, 2]
Round 43 | train_loss=1.4941 train_acc=0.4782 test_loss=1.5845 test_acc=0.4272
Round 44 | selected=[47, 85, 84, 78, 86, 3, 36, 7, 5, 81]
Round 44 | train_loss=1.5438 train_acc=0.4626 test_loss=1.5239 test_acc=0.4254
