========================================
JOB:       12009922
TASK:      56
ALGORITHM: fedavgm
PARTITION: iid
SEED:      46
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-32GB
Round 0 | test_loss=3.1277 test_acc=0.0954
Round 1 | selected=[20, 26, 83, 93, 7, 60, 52, 24, 45, 13]
Round 1 | train_loss=2.3539 train_acc=0.1208 test_loss=2.2547 test_acc=0.1510
Round 2 | selected=[5, 81, 53, 62, 47, 68, 49, 77, 66, 75]
Round 2 | train_loss=2.2127 train_acc=0.1664 test_loss=2.3040 test_acc=0.2215
Round 3 | selected=[30, 93, 0, 98, 81, 24, 18, 94, 80, 23]
Round 3 | train_loss=2.1154 train_acc=0.2134 test_loss=2.0454 test_acc=0.2699
Round 4 | selected=[68, 96, 87, 66, 5, 62, 61, 57, 80, 99]
Round 4 | train_loss=1.9875 train_acc=0.2546 test_loss=1.9394 test_acc=0.2761
Round 5 | selected=[43, 63, 24, 13, 36, 72, 18, 51, 46, 15]
Round 5 | train_loss=1.9473 train_acc=0.2718 test_loss=1.9844 test_acc=0.2837
Round 6 | selected=[93, 15, 46, 55, 45, 4, 23, 83, 27, 40]
Round 6 | train_loss=1.9122 train_acc=0.2834 test_loss=2.3694 test_acc=0.2617
Round 7 | selected=[18, 23, 22, 31, 88, 68, 42, 38, 92, 98]
Round 7 | train_loss=1.8499 train_acc=0.3058 test_loss=2.2864 test_acc=0.2716
Round 8 | selected=[85, 34, 62, 61, 35, 72, 26, 71, 28, 9]
Round 8 | train_loss=1.8309 train_acc=0.3156 test_loss=1.8236 test_acc=0.3367
Round 9 | selected=[59, 12, 51, 64, 11, 73, 8, 38, 31, 63]
Round 9 | train_loss=1.7760 train_acc=0.3354 test_loss=1.8495 test_acc=0.3406
Round 10 | selected=[65, 57, 19, 80, 71, 67, 32, 59, 47, 58]
Round 10 | train_loss=1.7272 train_acc=0.3484 test_loss=2.6668 test_acc=0.2727
Round 11 | selected=[1, 49, 56, 28, 42, 16, 35, 11, 40, 61]
Round 11 | train_loss=1.7174 train_acc=0.3478 test_loss=2.6088 test_acc=0.2928
Round 12 | selected=[71, 22, 31, 34, 4, 78, 38, 11, 55, 82]
Round 12 | train_loss=1.6850 train_acc=0.3638 test_loss=1.7913 test_acc=0.3840
Round 13 | selected=[12, 80, 53, 65, 90, 75, 5, 16, 10, 43]
Round 13 | train_loss=1.6633 train_acc=0.3792 test_loss=1.5560 test_acc=0.4087
Round 14 | selected=[32, 76, 31, 47, 99, 18, 53, 8, 65, 51]
Round 14 | train_loss=1.6470 train_acc=0.3886 test_loss=1.5694 test_acc=0.4028
Round 15 | selected=[71, 40, 96, 38, 82, 7, 28, 24, 55, 13]
Round 15 | train_loss=1.6084 train_acc=0.3956 test_loss=1.6209 test_acc=0.4059
Round 16 | selected=[53, 33, 17, 23, 30, 28, 65, 13, 92, 19]
Round 16 | train_loss=1.5506 train_acc=0.4386 test_loss=1.5535 test_acc=0.4241
Round 17 | selected=[77, 54, 38, 21, 13, 2, 72, 51, 28, 66]
Round 17 | train_loss=1.5378 train_acc=0.4348 test_loss=1.6192 test_acc=0.4096
Round 18 | selected=[20, 65, 44, 11, 51, 22, 72, 37, 35, 96]
Round 18 | train_loss=1.5576 train_acc=0.4236 test_loss=1.6101 test_acc=0.4041
Round 19 | selected=[10, 94, 29, 60, 99, 16, 92, 35, 54, 96]
Round 19 | train_loss=1.5449 train_acc=0.4324 test_loss=1.4368 test_acc=0.4759
Round 20 | selected=[47, 20, 53, 40, 37, 75, 48, 27, 94, 4]
Round 20 | train_loss=1.4815 train_acc=0.4510 test_loss=1.6140 test_acc=0.4424
Round 21 | selected=[87, 63, 53, 36, 77, 37, 11, 24, 70, 28]
Round 21 | train_loss=1.4480 train_acc=0.4608 test_loss=1.6192 test_acc=0.4364
Round 22 | selected=[19, 94, 3, 74, 10, 66, 12, 15, 34, 96]
Round 22 | train_loss=1.4528 train_acc=0.4680 test_loss=1.4656 test_acc=0.4752
Round 23 | selected=[21, 65, 82, 31, 87, 4, 24, 43, 1, 37]
Round 23 | train_loss=1.4307 train_acc=0.4734 test_loss=1.4849 test_acc=0.4680
Round 24 | selected=[80, 26, 7, 40, 51, 3, 38, 69, 81, 6]
Round 24 | train_loss=1.4213 train_acc=0.4770 test_loss=1.4374 test_acc=0.4851
Round 25 | selected=[67, 33, 68, 23, 69, 46, 84, 74, 17, 39]
Round 25 | train_loss=1.4060 train_acc=0.4846 test_loss=1.3993 test_acc=0.4988
Round 26 | selected=[35, 73, 94, 20, 13, 11, 29, 70, 87, 55]
Round 26 | train_loss=1.3429 train_acc=0.5152 test_loss=1.3685 test_acc=0.5072
Round 27 | selected=[36, 34, 32, 97, 17, 73, 92, 31, 65, 22]
Round 27 | train_loss=1.3387 train_acc=0.5166 test_loss=1.3456 test_acc=0.5178
Round 28 | selected=[55, 47, 35, 83, 29, 69, 49, 84, 52, 80]
Round 28 | train_loss=1.2959 train_acc=0.5288 test_loss=1.2933 test_acc=0.5334
Round 29 | selected=[64, 84, 49, 55, 35, 88, 37, 68, 51, 77]
Round 29 | train_loss=1.3180 train_acc=0.5242 test_loss=1.2622 test_acc=0.5467
Round 30 | selected=[44, 58, 83, 37, 38, 24, 16, 86, 19, 97]
Round 30 | train_loss=1.2800 train_acc=0.5390 test_loss=1.3074 test_acc=0.5257
Round 31 | selected=[91, 12, 26, 97, 28, 19, 27, 29, 50, 37]
Round 31 | train_loss=1.2775 train_acc=0.5330 test_loss=1.3180 test_acc=0.5252
Round 32 | selected=[18, 48, 87, 47, 37, 8, 99, 29, 42, 27]
Round 32 | train_loss=1.2395 train_acc=0.5470 test_loss=1.2018 test_acc=0.5769
Round 33 | selected=[91, 10, 70, 33, 85, 48, 46, 36, 44, 68]
Round 33 | train_loss=1.2345 train_acc=0.5532 test_loss=1.3087 test_acc=0.5377
Round 34 | selected=[15, 77, 58, 63, 47, 18, 34, 98, 25, 97]
Round 34 | train_loss=1.2201 train_acc=0.5592 test_loss=1.3670 test_acc=0.5280
Round 35 | selected=[95, 82, 19, 77, 83, 25, 30, 0, 87, 69]
