========================================
JOB:       12004798
TASK:      24
ALGORITHM: fedavgm
PARTITION: iid
SEED:      44
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-32GB
Round 0 | test_loss=3.0410 test_acc=0.1229
Round 1 | selected=[38, 24, 76, 63, 8, 52, 11, 60, 94, 16]
Round 1 | train_loss=2.3221 train_acc=0.1216 test_loss=2.2389 test_acc=0.1597
Round 2 | selected=[38, 88, 40, 98, 58, 91, 39, 56, 35, 96]
Round 2 | train_loss=2.1924 train_acc=0.1786 test_loss=2.2923 test_acc=0.2029
Round 3 | selected=[63, 8, 77, 16, 70, 81, 90, 68, 18, 54]
Round 3 | train_loss=2.1284 train_acc=0.2122 test_loss=2.1187 test_acc=0.2372
Round 4 | selected=[62, 58, 33, 61, 76, 14, 29, 71, 39, 27]
Round 4 | train_loss=2.0582 train_acc=0.2416 test_loss=1.9832 test_acc=0.2669
Round 5 | selected=[10, 71, 32, 79, 27, 87, 48, 53, 59, 76]
Round 5 | train_loss=1.9811 train_acc=0.2656 test_loss=2.0070 test_acc=0.2593
Round 6 | selected=[96, 43, 42, 70, 26, 67, 35, 12, 51, 55]
Round 6 | train_loss=1.9156 train_acc=0.2904 test_loss=2.1829 test_acc=0.2475
Round 7 | selected=[41, 62, 97, 46, 72, 24, 32, 30, 19, 21]
Round 7 | train_loss=1.8750 train_acc=0.3010 test_loss=2.0823 test_acc=0.2918
Round 8 | selected=[14, 39, 84, 69, 58, 11, 79, 44, 99, 86]
Round 8 | train_loss=1.8180 train_acc=0.3244 test_loss=1.8668 test_acc=0.3233
Round 9 | selected=[65, 67, 19, 15, 83, 72, 91, 25, 0, 3]
Round 9 | train_loss=1.7331 train_acc=0.3542 test_loss=1.7488 test_acc=0.3279
Round 10 | selected=[41, 79, 99, 18, 46, 7, 20, 74, 73, 33]
Round 10 | train_loss=1.7203 train_acc=0.3558 test_loss=1.8278 test_acc=0.3132
Round 11 | selected=[26, 48, 65, 63, 77, 20, 12, 81, 83, 30]
Round 11 | train_loss=1.7028 train_acc=0.3704 test_loss=1.6822 test_acc=0.3877
Round 12 | selected=[17, 12, 30, 9, 67, 97, 87, 35, 65, 14]
Round 12 | train_loss=1.6551 train_acc=0.3844 test_loss=1.7114 test_acc=0.3779
Round 13 | selected=[38, 49, 87, 82, 5, 97, 31, 93, 80, 58]
Round 13 | train_loss=1.6394 train_acc=0.3914 test_loss=2.1631 test_acc=0.3101
Round 14 | selected=[76, 65, 90, 20, 87, 52, 7, 28, 4, 81]
Round 14 | train_loss=1.5864 train_acc=0.4120 test_loss=1.5306 test_acc=0.4338
Round 15 | selected=[67, 29, 12, 96, 70, 48, 17, 83, 93, 62]
Round 15 | train_loss=1.5299 train_acc=0.4330 test_loss=1.5966 test_acc=0.4189
Round 16 | selected=[31, 16, 28, 87, 57, 21, 71, 24, 37, 83]
Round 16 | train_loss=1.5582 train_acc=0.4244 test_loss=1.5162 test_acc=0.4427
Round 17 | selected=[11, 21, 65, 34, 43, 10, 99, 71, 40, 14]
Round 17 | train_loss=1.5525 train_acc=0.4268 test_loss=1.4814 test_acc=0.4648
Round 18 | selected=[49, 17, 56, 0, 16, 99, 80, 6, 44, 40]
Round 18 | train_loss=1.4740 train_acc=0.4622 test_loss=1.5228 test_acc=0.4591
Round 19 | selected=[70, 38, 57, 98, 74, 14, 71, 81, 28, 97]
