========================================
JOB:       12006410
TASK:      36
ALGORITHM: fedprox
PARTITION: iid
SEED:      45
GPU:       0
========================================
Device: cuda
GPU: Tesla V100-PCIE-32GB
Round 0 | test_loss=2.8279 test_acc=0.0938
Round 1 | selected=[84, 96, 49, 52, 68, 55, 73, 51, 79, 50]
Round 1 | train_loss=2.3515 train_acc=0.1188 test_loss=2.2626 test_acc=0.1453
Round 2 | selected=[61, 70, 47, 11, 92, 52, 58, 77, 79, 57]
Round 2 | train_loss=2.2703 train_acc=0.1524 test_loss=2.1991 test_acc=0.1986
Round 3 | selected=[68, 28, 99, 76, 4, 11, 39, 98, 40, 5]
Round 3 | train_loss=2.1758 train_acc=0.1786 test_loss=2.0988 test_acc=0.2215
Round 4 | selected=[26, 11, 9, 16, 70, 81, 96, 73, 29, 19]
Round 4 | train_loss=2.0961 train_acc=0.2108 test_loss=2.0670 test_acc=0.2093
Round 5 | selected=[11, 19, 35, 99, 1, 3, 45, 97, 31, 91]
Round 5 | train_loss=2.0264 train_acc=0.2226 test_loss=1.9873 test_acc=0.2431
Round 6 | selected=[65, 92, 81, 94, 48, 86, 77, 43, 30, 68]
Round 6 | train_loss=2.0005 train_acc=0.2376 test_loss=1.9069 test_acc=0.2675
Round 7 | selected=[35, 74, 98, 56, 37, 62, 89, 49, 80, 13]
Round 7 | train_loss=1.9435 train_acc=0.2624 test_loss=1.8686 test_acc=0.2801
Round 8 | selected=[29, 13, 46, 2, 67, 30, 38, 4, 60, 73]
Round 8 | train_loss=1.9100 train_acc=0.2704 test_loss=1.8347 test_acc=0.3040
Round 9 | selected=[69, 44, 76, 74, 34, 79, 22, 60, 16, 15]
Round 9 | train_loss=1.8894 train_acc=0.2786 test_loss=1.8513 test_acc=0.2857
Round 10 | selected=[8, 64, 44, 23, 48, 9, 69, 1, 29, 86]
Round 10 | train_loss=1.8708 train_acc=0.2830 test_loss=1.7850 test_acc=0.3119
Round 11 | selected=[73, 27, 86, 10, 22, 92, 9, 36, 43, 21]
